molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
12ac_a36|0.0|1|0.0|0|7.412764017000001|2|1.297043188|-0.050997272|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.000584134|-0.046730704|10.95345846|-0.0121300989999999|1|0.0018565629999999|-0.098698552|-0.433636165|0.8058720979999999|0.811459853|0.863165958|0.770400825|0.779673368|-0.080202334|-0.104391657|0.4712820929999999|0.021508835|-72.4798052|118.0445703|0.220326632|-0.036062573|-50.32319912|20.70356046|0.7316461470000001|-38.66245764|-25.03847816|70.61872461|0.44477577|541.3322795|-1377.116299|0.268353853|8.126831024|6378.288017|186.3198219|-321.66684580000003|1882.216294|716.9974499|1.0|0.0|1.0|2.0|17.0|-6.89|2.09|86.27|1.59|1.0|133.95|0.0|1.0|6.0|32.0|423.47|0.0|-3.95|0.000154|0.0653|0.000112|0.0476|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|321.25|0.3302|319.2|554.84|0.56186|0.56357|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|-1385.382927|13.0|7.8861|7.8861
AKLKII_a46|0.0|1|0.0|0|6.605297921|0|1.4316666480000002|-0.206312209|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.037291767|-0.270506095|0.718266758|0.758995484|0.8264237520000001|0.687139108|0.837641394|-0.071827497|-0.089369278|0.271156366|0.010384859|-42.37969553|160.85204040000002|0.162358606|-0.033194303|-20.09682339|0.0|0.7721395329999999|-16.15213359|-15.74102977|38.98582025|0.47999819|397.2168972|-550.9360419|0.2278604669999999|5.83938898|4110.764451|108.05343229999998|-258.10190780000005|713.5187596|314.0966684|1.0|0.0|1.0|1.0|21.0|-7.21|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|22.0|287.32|1.0|-3.58|0.000578|166.0|0.000266|0.0764|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||||||||181.0|6.7423|6.7423
9b_a36|0.0|1|0.0|0|7.412764017000001|2|0.62670079|-0.053019801|5.351858133|-0.023369916|2|0.040166667|0.082806042|0.005050384|-0.077361324|10.33767255|-0.06502499|1|0.005458948|-0.053309522|-0.4060950789999999|0.8421237309999999|0.7885597609999999|0.842671963|0.7961424690000001|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|0.017007854|-61.73294817|67.12293326|0.154620539|-0.036110824|-38.76797062|0.0|0.78242217|-29.25555061|-22.67740953|57.26650122|0.453252346|530.8939077|-1111.193067|0.21757783|7.549264797|5838.085413000001|136.63774650000002|-354.7193098|1420.196295|620.9195447000001|1.0|1.0|1.0|1.0|17.0|-6.64|2.76|82.47|2.82|1.0|126.17|0.0|1.0|5.0|29.0|398.48|0.0|-4.43|2.49e-05|0.00992|3.71e-05|0.0148|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.82|3.8535|-1575.7800140000002|-1575.751975|666.01|1127.85|321.74|0.5392|321.74|514.45|0.69763|0.69763|-1575.557248|0.5392|-0.15833|6.2846|-0.20979|-1575.616432|21.0|7.6778|7.6778
12a_a36|0.0|1|0.0|0|7.412764017000001|2|1.297044783|-0.0632801509999999|5.351858133|-0.0427777779999999|2|0.040166667|0.078063311|0.002039107|-0.070252245|10.96083376|-0.065913514|1|0.003199301|-0.1063550619999999|-0.432975237|0.907322874|0.7934042040000001|0.846614758|0.855821486|0.820684627|-0.076154312|-0.104828755|0.436020272|0.019595485|-64.36949846|109.9069212|0.179315373|-0.037738352|-39.52572284|5.277117996|0.755315434|-28.71401279|-23.17301945|58.79461567|0.470444928|503.9367075|-1158.650972|0.244684566|6.600635115|5710.355735|150.24716030000002|-313.5499672|1533.996157|598.1535763999999|1.0|0.0|1.0|2.0|17.0|-6.59|1.88|69.2|2.02|1.0|123.75|0.0|1.0|5.0|29.0|381.43|1.0|-4.0|0.000164|0.0625|0.000101|0.0384|0.0|2.56e-07|9.78e-05|-0.04946|3.8343|3.16|3.6682|-1232.951968|-1232.916523|653.94|1096.31|338.0|0.4435|323.35|481.98|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|-1232.764108|13.0|7.8861|7.8861
9_a3|0.0|0|0.0|0|6.823286122000001|0|0.605017128|0.187952252|4.727387819|-0.100592457|1|0.034166667|-0.126542538|-0.004918099|0.065373003|10.31162238|0.023606557|1|-0.003863265|0.083014843|-0.614170287|0.923357627|0.6729843740000001|0.7327715159999999|0.865283439|0.84649775|-0.095161413|-0.083555008|0.506753484|0.007377805|-39.28853824|223.4501605|0.15350225|-0.038196575|-18.47392835|72.50764604|0.886859678|-21.04009269|-17.96047462|48.21513485|0.413418346|398.0331029|-628.6166118|0.1131403219999999|5.004834198999999|4430.929894|53.19989715|-363.8118546|708.8118076000001|349.6957191|1.0|1.0|1.0|1.0|21.0|-7.26|4.62|80.04|2.42|1.0|92.69|0.0|1.0|2.0|22.0|303.38|0.0|-4.9|2.96e-06|0.000899|1.25e-05|0.00379|0.0|5.5e-08|1.67e-05|-0.03999|5.8185|3.28|3.7356|-1256.087705|-1256.0634710000002|512.44|857.36|331.9|0.2069|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|0.1127|-0.15834|2.0863|-0.19833|-1256.002529|10965.0|4.96|4.96
16d_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420775|0.170838661|5.733341277|-0.087123461|0|0.0421759259999999|0.0115077539999999|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|-0.005427254|-0.128753933|-0.68301199|0.816581223|0.8575664540000001|0.916850163|0.7689748270000001|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|0.032003415|-67.07571683|115.2070109|0.244506926|-0.036437402|-39.15098916|48.61700321|0.615749698|-31.07481011|-21.26791022|71.91900971|0.4429631189999999|440.9688416|-871.9843187999999|0.384250302|6.221435089|5768.495166|224.2805611|-135.1223777|1416.134383|457.7130665|1.0|1.0|1.0|2.0|19.0|-6.59|3.82|149.27|0.65|1.0|102.33|1.0|1.0|6.0|26.0|385.46|0.0|-4.18|2.22e-06|0.000856|6.659999999999999e-05|0.0257|0.0|2.55e-07|9.84e-05|-0.05068|3.6271|3.78|3.6271|-1877.360551|-1877.332369|621.59|1023.44|341.83|0.2915|341.83|489.97|0.70217|0.70217|-1877.185022|0.2915|-0.15009|3.2048|-0.20077|-1877.241687|8.0|8.1135|8.1135
12u_a36|0.0|1|0.0|0|7.412764017000001|2|1.270259304|-0.054501792|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0042553209999999|-0.063855309|10.95266014|-0.010669561|1|0.005035022|-0.099596099|-0.438988314|0.901715152|0.8101678720000001|0.855176759|0.860667615|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-67.50289394|86.1184622|0.157772171|-0.03452119|-46.98143813|5.944854912|0.77938748|-35.17050511|-24.02645378|62.80959338|0.486156325|586.1833819|-1417.5607730000002|0.22061252|7.65672775|6127.402572|153.5444314|-388.9026034|1818.813889|799.5563855|1.0|1.0|1.0|2.0|17.0|-7.38|3.01|69.2|2.66|2.0|138.33|0.0|1.0|6.0|32.0|423.51|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|-1350.638138|16.0|7.7959|7.7959
3i_a32|0.0|1|-4.547725143|0|7.78113851|0|0.6094207970000001|-0.157360524|5.733341277|-0.363243817|0|0.05052381|-0.21362765|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|-0.0106761939999999|-0.054335108|-0.537667101|0.565740817|0.833699527|0.902293804|0.54844677|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|-59.72706743|60.99385995|0.106172013|-0.044627482|-31.48976464|0.201037767|0.77072347|-25.92886531|-23.52884474|57.24454122|0.422644726|471.2508776000001|-776.4518766|0.22927653|5.826629089|5656.349227000001|120.8809386|-285.465827|1007.432506|318.0257595|1.0|1.0|1.0|1.0|19.0|-6.96|6.29|110.94|2.09|2.0|88.28|0.0|1.0|3.0|24.0|366.38|0.0|-5.16|5.37e-07|0.000197|6.85e-06|0.00251|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3642.0|3.38|3642.0|-1891.833327|-1891.811327|530.5|876.0|340.43|0.4765|340.43|418.24|0.70322|0.70322|-1891.738614|0.4765|-0.1476|2494.0|-0.21278|-1891.790935|6.0|8.2366|8.2366
12a_a50|0.0|0|0.0|2|7.927685046000001|1|1.397770359|-0.199881787|5.82008293|-0.0016330379999999|1|0.034845679|-0.111689174|0.01164808|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.168032508|-0.247407423|0.699597776|0.795582575|0.862192416|0.660148928|0.904119689|-0.05075501|-0.0663902|0.29507467|0.021013336|-33.44733598|7.457998037999999|0.095880311|-0.02383238|-16.85074424|69.83817338|0.575218972|-12.88231829|-12.00673599|36.15684209|0.469674946|455.4948605000001|-468.2627037|0.4247810279999999|5.116970861|4665.239724|214.004382|-75.79052945|814.0599092|388.171611|1.0|0.0|1.0|0.0|20.0|-5.49|3.42|48.53|2.02|0.0|94.69|0.0|2.0|2.0|24.0|313.36|1.0|-3.84|0.000685|215.0|0.000144|45.0|0.0|3.22e-06|0.00101|-0.03366|4.0783|2.47|4.0783|-1006.659456|-1006.632973|545.54|908.22|304.01|0.1807|304.01|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|-1006.546706|75.0|7.1249|7.1249
9_a4|0.0|0|0.0|1|7.535296702|1|1.300485838|-0.211556011|5.4161004020000005|0.016639331|2|0.040449735|-0.019160308|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|0.009731833|-0.0475186259999999|-0.172904817|0.625717993|0.801082857|0.861113198|0.58669472|0.937102792|-0.052625548|-0.069566741|0.472497372|0.009037784|-37.85762102|13.6577411|0.062897208|-0.025885299|-20.60179129|45.21212204|0.792890434|-15.58475436|-14.08655666|33.55665428|0.43745176|509.9632679|-605.7219363|0.207109566|5.744374392999999|5387.230364999999|112.7072422|-318.7769026|763.9415367|489.7528555|1.0|1.0|1.0|0.0|21.0|-8.16|5.07|43.6|3.15|2.0|105.09|0.0|1.0|2.0|26.0|360.84|1.0|-5.15|1.73e-05|0.0062299999999999|7.06e-06|0.00255|0.0|6.9e-09|2.49e-06|-0.05256|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|262.21|430.12|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|-1489.41872|48.0|7.3188|7.3188
12ba_a36|0.0|1|0.0|0|7.412764017000001|2|1.297043659|-0.090865777|5.351858133|0.026411489|2|0.040566449|0.087201747|-0.002123045|0.003750685|10.9478512|-0.011949092|1|-0.000621302|-0.091676619|-0.410941182|0.844641715|0.8256014690000001|0.890675195|0.796093405|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|-73.03464847|100.798163|0.150261874|-0.037526591|-49.20258616|16.1479891|0.7068957840000001|-37.76553687|-25.28122447|72.63670824|0.49229954|572.4586103999999|-1314.6236720000002|0.293104216|7.409667253999999|6722.60947|197.4608731|-278.7665262|1859.713557|688.1986357999999|1.0|1.0|1.0|2.0|17.0|-6.72|1.63|116.78|0.74|1.0|133.18|0.0|1.0|5.0|33.0|431.45|0.0|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|3.0114|-1417.454721|-1417.426327|687.23|1187.56|411.71|0.7436|236.13|547.82|0.3989999999999999|0.70432|-1417.187763|0.0009|-0.12587|3.1996|-0.21033|-1417.249741|21.0|7.6778|7.6778
19_a34|0.0|0|0.0|1|7.412764017000001|1|1.438829424|-0.068004837|5.351858133|-0.169170251|1|0.044107744|-0.189862762|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.255220734|-0.469568766|0.866604574|0.8022000659999999|0.8582665429999999|0.818710955|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-62.64265252|131.5318459|0.360097548|-0.039656969|-31.24772528|470.4453529|0.662289492|-28.08688512|-19.78189027|76.05407906|0.467358389|319.1993829|-751.7118302|0.3377105079999999|5.495780422|4496.516479|168.4584665|-161.90813300000002|1135.020017|337.9440349|0.0|0.0|1.0|1.0|17.0|-5.03|2.31|69.4|1.08|0.0|83.95|0.0|2.0|3.0|23.0|309.32|1.0|-3.15|0.00186|574.0|0.000704|218.0|0.0|9.42e-06|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|0.2189|297.18|421.62|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.1735|3.4272|-0.20251|-1046.509891|0.99|6.0044|6.0044
14a_a23|0.0|0|0.0|2|7.423568444|0|1.197964042|0.050806184|5.351858133|-0.0246126279999999|2|0.042992424|0.0446402609999999|0.012219066|-0.0518554529999999|10.31321831|-0.071842463|2|0.011363191|-0.073893976|-0.446724057|0.72792508|0.7556436440000001|0.816237166|0.6888154959999999|0.918677038|-0.055677662|-0.08032517|0.225448915|0.019504497|-50.79675604|38.57988954|0.081322962|-0.0341809229999999|-32.12331106|80.54176247|0.7807587890000001|-22.26638099|-21.61564087|47.54437201|0.462434482|580.9612768999999|-1015.935121|0.219241211|7.668841725|6269.28943|138.6457355|-355.0975547|1301.215093|601.8533922|1.0|1.0|1.0|1.0|26.0|-7.41|4.02|105.02|3.03|2.0|120.28|0.0|1.0|5.0|30.0|411.48|0.0|-4.96|3.38e-06|0.00139|1.1e-05|0.0045299999999999|0.0|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.47|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|0.3764|334.02|516.58|0.6289100000000001|0.6289100000000001|-1629.690316|0.3764|-0.15002|5.8775|-0.2238099999999999|-1629.748476|3.0|8.5498|8.5498
14g_a23|0.0|0|-4.794439428|2|7.423568444|0|1.197957711|0.180361525|5.351858133|-0.301504331|2|0.0422736629999999|0.058422864|-0.002390707|-0.031968899|10.3132174|-0.030586527|2|-0.0004039459999999|-0.0962526|-0.648987099|0.598213287|0.796412133|0.854683662|0.575188253|0.907334473|-0.072819606|-0.096288005|0.297855753|0.018341721|-68.52397802|95.64648102|0.092665527|-0.041536002|-48.76552945|1.5679977319999998|0.780315815|-36.87984398|-29.55936307|64.87554405|0.461846955|645.7104105000001|-1507.527516|0.219684185|8.788027188|8005.353973|156.3396622|-398.9771038|1931.945357|676.4530574|0.0|1.0|0.0|1.0|26.0|-7.95|6.18|114.25|3.04|2.0|126.97|0.0|1.0|7.0|35.0|495.48|0.0|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|0.0|1.12e-08|5.57e-06|-0.08011|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|334.71|0.3478|334.71|583.38|0.56658|0.56658|-2041.934312|0.3478|-0.1519|7.2913|-0.23201|-2042.000034|0.01|8.0|8.0
12o_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984133|0.036331447|5.351858133|-0.028326022|2|0.040899471|-0.089996613|0.00372838|0.019094532|10.31162888|-0.087019298|1|0.003603419|-0.051371057|-0.465857798|0.8264832879999999|0.815003426|0.870930234|0.7463962120000001|0.844344883|-0.076908942|-0.0975052409999999|0.402022325|0.015460222|-62.74209511|75.15128057|0.1556551169999999|-0.037808155|-40.37291185|0.0|0.8131344979999999|-31.84483128|-24.32856749|59.43716284|0.46964626|543.3140456|-1192.099807|0.186865502|7.400912529|6542.77337|120.2431068|-402.9878652|1466.05489|652.8825454|1.0|1.0|1.0|1.0|17.0|-7.22|3.27|81.65|3.31|2.0|132.29|0.0|1.0|5.0|30.0|432.93|0.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|6.03e-08|2.61e-05|-0.05085|5.1935|4.45|3.4817|-2035.37262|-2035.338699|687.92|1162.63|356.1|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|5559.0|-0.19873|-2035.199757|16.0|7.8097|7.8097
5b_a49|0.0|0|0.0|1|7.853604813|2|1.343848745|0.1108916119999999|5.777652323|0.006327273|2|0.034466231|-0.072128552|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|0.006696215|-0.13632743|-0.515894968|0.6981815290000001|0.7843021|0.839963111|0.666573331|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|0.020319986|-44.96093486|170.0796998|0.203066756|-0.026008|-26.42668087|69.07083505|0.608694741|-24.11745318|-15.28671785|52.97561349|0.475192312|468.4133145|-764.3358925|0.3913052589999999|6.270195553|6225.302624|229.9974239|-127.7749783|1255.69656|612.7019937000001|0.0|1.0|1.0|1.0|21.0|-7.24|2.87|75.94|2.07|1.0|122.26|0.0|1.0|3.0|30.0|396.44|1.0|-3.93|0.000496|0.1969999999999999|0.000118|0.0468|0.0|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|3.9209|-1292.139616|-1292.100239|633.92|1093.32|316.21|0.4653|240.03|451.32|0.39241|0.65269|-1291.873941|0.0747|-0.1624799999999999|4.3767|-0.20701|-1291.929428|28.0|7.5528|7.5528
6_a1|0.0|0|0.0|1|7.535296702|1|1.3488280769999998|-0.092471477|5.4161004020000005|0.021203156|1|0.039635417|-0.114683042|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|0.006851583|-0.230322048|-0.353456514|0.781885145|0.798346291|0.8524898329999999|0.741035199|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|0.021009352|-37.41011914|64.63457366|0.121740384|-0.0238222729999999|-18.076387|95.13138767|0.576759436|-13.35477777|-11.51080589|37.79009463|0.4218263379999999|424.3707604|-448.9214297|0.423240564|5.555887839|4061.042516|204.5077752|-74.17956941|778.3512535|359.9965854|1.0|0.0|1.0|0.0|17.0|-6.02|3.57|39.94|1.75|0.0|86.31|0.0|1.0|3.0|22.0|291.35|1.0|-3.68|0.0007599999999999|221.0|0.00021|0.0613|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|0.3399|305.12|405.23|0.69818|0.69818|-935.330989|0.3399|-0.16784|5.8386|-0.1899799999999999|-935.378591|5.1|5.2924|5.2924
12r_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984545|-0.015167821|5.351858133|-0.093024002|2|0.043383838|-0.093079817|-0.002544958|-0.0682882559999999|10.31162892|-0.0646674999999999|1|-0.001131023|-0.0546637159999999|-0.44083509|0.609043558|0.83236194|0.889479916|0.591758164|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|-71.0931422|90.4724548|0.27927255|-0.040404659|-45.9515743|0.0|0.790065337|-37.69583567|-26.11584816|70.6903535|0.464481911|465.8474777|-1279.67656|0.209934663|7.467190577999999|6735.090739|135.6928105|-374.9717191|1619.709789|616.2856203|1.0|1.0|1.0|1.0|17.0|-7.16|3.74|81.65|3.58|2.0|127.19|0.0|1.0|5.0|31.0|434.46|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|4.32|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|244.69|516.03|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-0.20138|-1774.070699|29.0|7.5317|7.5317
4_a3|0.0|0|0.0|0|6.823286122000001|0|0.60501714|0.2122551539999999|4.727387819|-0.161259999|1|0.035345345|-0.08769805|-0.008407895|0.057349653|10.31162267|0.0248526079999999|1|-0.007022144|0.053425134|-0.607238634|0.640351067|0.721302096|0.785381728|0.628171026|0.74053397|-0.110345083|-0.098695428|0.5842630360000001|0.008006786|-46.9200748|235.6982345|0.25946603|-0.039478171|-22.30593113|77.51574252|0.866976271|-24.93884341|-18.76802992|56.26480013|0.415852758|352.05186289999995|-656.8810472|0.133023729|5.05182773|4885.093366|63.23984222|-348.9230345|757.6690029|347.9532383|1.0|0.0|1.0|1.0|21.0|-7.53|5.17|80.04|3.07|1.0|92.65|0.0|1.0|2.0|23.0|321.37|0.0|-5.09|2.02e-06|0.00065|8.22e-06|0.00264|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|356.58|0.1776|208.93|338.33|0.3809|0.6896|-1355.192416|119.0|-0.14983|2.3542|-0.20826|-1355.239905|1259.0|5.9|5.9
17f_a50|0.0|0|0.0|2|7.934155233999999|1|1.349854916|-0.2208117919999999|5.82008293|0.022892513|1|0.03135101|-0.167275895|0.012475826|-0.028989535|10.94501702|-0.132773563|2|0.0129274519999999|-0.247590736|-0.204651539|0.758335704|0.7851209440000001|0.8314734309999999|0.7241275009999999|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|-46.03121141|6.382846132999999|0.088541266|-0.026836447|-28.30463221|82.90209608|0.721122105|-17.89709978|-16.50175503|39.19906437|0.472769049|560.4567739|-874.5930167000001|0.278877895|7.200480876|5579.97966|171.48226169999998|-271.9363523|1212.822364|652.6793116|1.0|1.0|1.0|0.0|20.0|-6.38|3.83|51.77|2.09|1.0|116.81|0.0|1.0|6.0|29.0|384.48|1.0|-4.12|0.000266|102.0|7.57e-05|0.0291|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|0.1708|304.9|564.52|0.6573899999999999|0.6573899999999999|-1218.966516|0.1708|-0.16784|6.1931|-0.20148|-1219.02507|398.0|6.4001|6.4001
1n_a5|0.0|1|0.0|0|6.605297921|0|1.427557749|-0.1387762669999999|4.59511985|-0.0533837329999999|2|0.024388889|0.002508727|0.004367323|-0.150600424|10.94528897|-0.047910067|1|0.004754079|-0.00966135|-0.393928416|0.6805709409999999|0.77828693|0.8402078140000001|0.656280207|0.785210014|-0.082180848|-0.081950989|0.428980979|0.023129277|-47.04056285|63.58796786|0.214789986|-0.030493391|-27.00168194|55.29041202|0.627751746|-27.07741706|-17.50346525|60.44890447|0.483868192|450.71720610000006|-752.6490056|0.372248254|7.881746117|5101.31614|213.67365440000003|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|23.0|-8.07|3.99|80.76|1.72|1.0|101.77|0.0|1.0|5.0|27.0|356.38|0.0|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.3789|282.82|481.06|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|-1179.073189|27.0|7.5686|7.5686
6_a47|0.0|0|0.0|0|0.0|0|1.304328257|0.011739916|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.020576777|-0.459934519|0.701994505|0.786041178|0.84654143|0.672308592|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|0.009820713|-52.41283988|101.7290544|0.158081588|-0.036834143|-28.411587800000003|0.0|0.7943908059999999|-23.54237714|-19.96679614|48.75381069|0.4059072379999999|456.3812788|-838.6054381|0.205609194|6.480620646|5766.962611999999|111.4552019|-319.1626428|1055.658539|469.7495559|1.0|0.0|1.0|2.0|22.0|-9.06|6.27|58.04|3.48|2.0|106.47|0.0|1.0|3.0|27.0|379.81|0.0|-5.79|9.53e-07|0.000362|1.63e-06|0.000619|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|3.7196|-1608.684886|-1608.652005|576.56|990.85|333.32|0.2536|224.66|422.9|0.30468|0.69305|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|-1608.554019|13.0|7.9|7.9
17b_a25|0.0|0|0.0|1|6.842683282|0|1.3732004619999998|0.001256821|4.727387819|-0.002108117|2|0.042843137|-0.026412432|0.005120507|-0.100018134|10.93106294|0.016982601|1|0.005244553|-0.044156525|-0.366585181|0.653180996|0.780221059|0.838260077|0.636746066|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|-60.19950116|99.61874923|0.1178296009999999|-0.029249891|-45.64634114|87.61586206|0.724866184|-39.21569422|-22.17876359|63.75929319|0.476276266|668.9067217|-1264.189524|0.275133816|9.700133933|6674.061446|208.6205329|-341.0100868|1744.031591|832.226697|1.0|1.0|1.0|1.0|27.0|-10.04|5.18|96.49|2.0|2.0|135.78|0.0|0.0|7.0|35.0|458.51|0.0|-5.07|4.75e-06|0.00218|8.59e-06|0.00394|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|3961.0|-1483.873254|-1483.830524|781.08|1329.35|313.02|0.4635|228.6|654.18|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|-1483.630939|101.0|6.9957|6.9957
