molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
47p_a18|0.0|0|7.03438793|1|1|1.25117677|4.844187086|0|0.025217016|0.0|0.00235332|10.94701988|0|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.030970815|-0.082977829|0.710266593|0|0.832954548|-0.082580968|0.278332428|-51.14496913|-61.12351185|5.913843751|123.6411353|-0.030813794|48.48855261|0.818459442|-37.85569728|69.19354871|57.05881288|0.488811071|2933.069245|616.5234972999999|-16.88114242|0.181540558|9.923659881|19.41290064|0.956223901|134.3699001|27.86610962|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|2.0|4.29|-9.03|3.34|76.5|3.13|3.0|1.0|144.53|1.0|9.0|-5.67|35.0|3.0|1.0|2.9|-5.27|2.13e-06|5.34e-06|4.35|0.0|3.2036|-1493.759811|-1493.731375|795.43|1391.71|732.84|0.6937800000000001|595.0|-0.13118|3.6452|0.02843634|7.1938|7.1938
16j_a32|0.0|1|7.765993078999999|0|0|0.609420735|5.733341277|0|-0.0667943999999999|2.076106145|-0.002456725|10.31100263|3|-0.117577419|-0.202656848|-0.704356423|0|0.79965447|0.798237393|0.168000908|0.032797932|0.762429418|1|0.8259884120000001|-0.106897203|0.509776381|-54.71915795|-76.45058155|16.63953228|124.4493461|-0.034287782|45.81893652|0.699790508|-39.13396528|91.93816239|71.35869023|0.442735754|2830.682695|590.7291534|-17.53752467|0.3002094919999999|7.357962381|13.20372234|0.7944808170000001|214.7033741|35.04175088|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|0.0|2.0|3.86|-7.77|5.24|149.27|1.57|3.0|0.0|121.3|1.0|8.0|-7.45|30.0|5.0|0.0|4.25|-5.41|3.56e-08|3.89e-06|4.59|0.0|3629.0|-2034.621888|-2034.593521|729.78|1225.27|631.34|0.70207|0.2907|-0.15012|3.4656|0.0283671|8.0315|8.0315
19j_a38|0.0|0|7.412764017000001|2|2|1.29704352|5.351858133|2|0.105682345|0.0|-0.004442319|10.95429182|1|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.6885713729999999|0|0.8071763829999999|-0.108006563|0.625966089|-57.80349365|-73.92901683|17.15233756|131.9851314|-0.038119963|29.18585028|0.714369845|-39.565701700000005|90.05233553|74.95583121|0.408533267|2969.234865|552.5012068|-17.86002424|0.285630155|7.506210369|12.69084117|0.6907121629999999|195.5099392|36.5253298|-293.4664598|1862.79182|640.025745|16.123318700000002|1.0|0.0|3.0|4.81|-6.92|2.42|105.02|1.76|1.0|0.0|130.41|1.0|5.0|-4.35|32.0|5.0|0.0|2.44|-4.12|4.46e-05|7.55e-05|2.5|0.0|3.6886|-1424.426858|-1424.390074|686.26|1163.3|533.97|0.30419|0.2625|-0.15182|10.8124|0.03678378|8.1146|8.1146
4l_a46|0.0|0|7.825245291|1|1|1.134637095|5.587248657999999|1|-0.067419714|0.0|0.0066560469999999|10.94631401|1|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|0.892158627|-0.085194597|0.291762764|-51.45056667|-48.19533497|3.721888783|61.00681586|-0.030068681|0.0|0.883450801|-29.10603933|51.66342604|55.17245545|0.409308207|2165.620022|504.7020036|-9.6227739|0.116549199|5.80829255|9.833034117|0.692930243|65.93290984|19.25417715|-433.8429998|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|3.92|-7.0|5.02|50.94|3.06|1.0|0.0|105.77|1.0|3.0|-5.28|26.0|3.0|1.0|4.08|-5.11|5.25e-06|7.78e-06|4.49|0.0|4.4542|-1092.745692|-1092.71063|612.39|1057.06|526.77|0.3756|0.1523|-0.18567|2.6588|0.03506136|7.0088|7.0088
3c_a32|0.0|1|7.765993078999999|0|0|0.6094207970000001|5.733341277|0|-0.0522536959999999|2.224112182|-0.00017094|10.31100278|3|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|0.831186295|0.839409251|-0.003205869|-0.019130435|0.774363061|1|0.888766719|-0.0943910459999999|0.216289509|-34.91603827|-48.52416391|7.772301225|57.18235134|-0.0288417079999999|0.0|0.693952122|-17.94949454|57.94025396|42.68833949|0.423167668|2152.627425|456.8935699|-7.622115192000001|0.306047878|5.605165488|9.717148607|0.733606015|157.331845|21.36577928|-199.4122311|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|3.22|-6.89|4.68|110.94|1.7|1.0|0.0|93.05|1.0|3.0|-6.18|22.0|3.0|0.0|4.02|-4.91|6.65e-07|1.22e-05|4.14|0.0|3.5169|-1633.443791|-1633.419633|544.22|903.81|425.74|0.7034600000000001|0.5017|-0.14219|3123.0|0.02415856|8.0458|8.0458
16_a4|0.0|0|7.535296702|1|1|1.398650725|5.4161004020000005|1|0.007101649|0.0|0.0067511459999999|10.94592242|1|-0.018051608|-0.0513920109999999|-0.214481956|1|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.482473457|0|0.7898461090000001|-0.080093659|0.292255386|-36.11951685|-39.44800181|6.761192037000001|103.5057102|-0.033372358|74.430775|0.832461695|-17.789707500000002|45.11883447|42.88070889|0.455802506|2101.6948030000003|389.0176968|-8.095443438|0.167538305|5.548106463|10.19502391|0.837568182|82.51653675|19.74465314|-327.4903335|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|3.26|-6.36|4.96|30.71|3.44|1.0|0.0|85.02|1.0|2.0|-3.92|23.0|4.0|1.0|3.91|-4.43|0.0001199999999999|3.68e-05|3.59|0.0|4.2257|-1057.494456|-1057.478071|515.68|856.55|407.99|0.51149|0.1006|-0.17375|1863.0|0.01638524|6.4647|6.4647
16b_a32|-3.3094926630000003|1|7.765993078999999|0|0|0.2980105389999999|5.733341277|0|-0.012739425|2.033356859|-0.008277865|10.31100078|3|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|0.852956281|0.056127969|-0.098450203|0.6762731040000001|1|0.7465375040000001|-0.1083060409999999|0.559199331|-56.84546999|-69.39772428|10.12961779|162.40756509999997|-0.0345657579999999|9.827907321|0.7476362679999999|-36.42406481|80.37824892|66.97508778|0.414997448|3037.795494|478.3482386|-14.19159402|0.252363732|6.466656381|11.05406524|0.709394251|161.7035261|29.62431176|-317.3487516|1392.342653|597.8890744|10.98052464|1.0|0.0|2.0|3.71|-7.6|4.88|165.49|0.41|1.0|0.0|114.43|1.0|7.0|-6.28|28.0|6.0|0.0|3.26|-4.55|5.19e-07|2.84e-05|3.14|0.0|3.6211|-2315.990437|-2315.951437|676.92|1137.73|567.01|0.70233|0.2849|-0.14995|4.4055|0.03900066|7.7696|7.7696
12_a3|0.0|0|6.823286122000001|0|0|0.605020506|4.727387819|2|-0.120694579|2.07135708|-0.006049098|10.31163031|1|0.017902469|0.032450556|-0.604704476|2|0.899733837|0.718481325|-0.039834906|-0.125395523|0.841871246|1|0.829399708|-0.096133903|0.101891875|-44.07517037|-45.63945658|5.258353635|80.99228663|-0.039584548|76.23910943|0.830418645|-20.92463497|52.16354015|49.333524|0.463780604|2056.502939|393.75653|-8.921820355|0.169581355|5.6343192|10.50748861|0.864908294|80.50854774|22.63041363|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|3.2|-6.89|4.01|92.93|1.6|1.0|0.0|90.49|1.0|2.0|-5.68|22.0|3.0|0.0|3.23|-4.84|2.07e-06|1.44e-05|4.03|0.0|3263.0|-1272.152002|-1272.125792|515.23|847.25|361.95|0.69784|0.5056|-0.13153|2.3762|0.02620998|5.45|5.45
12au_a36|-3.3109381210000004|0|7.412764017000001|2|2|0.2992539489999999|5.351858133|2|0.075815782|0.0|-0.006862238|10.31810353|1|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.750657639|0|0.698996981|-0.110305773|0.284342092|-64.86748076|-79.35600767|15.51748637|216.5471227|-0.038036474|26.04051569|0.7160586109999999|-46.66686194|95.91776213|80.38496714|0.492871181|3484.987058|502.8713191000001|-19.68626738|0.283941389|8.963940512999999|17.67586495|0.97188557|204.2726719|38.21494522|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|3.0|5.0|-6.87|2.15|123.75|0.84|1.0|0.0|142.02|1.0|7.0|-3.85|34.0|6.0|0.0|1.18|-3.72|0.0001409999999999|0.0001889999999999|1.64|0.0|3.7105|-1876.207937|-1876.156196|752.27|1283.4|618.65|0.58518|0.0158|-0.15162|6.1367|0.05174058|7.3279|7.3279
14a_a25|0.0|0|6.842683282|0|0|1.420015394|4.727387819|2|0.051906412|1.975771616|0.006085806|10.93106303|1|-0.0469914379999999|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.653818362|1|0.850426305|-0.084207356|0.326595394|-45.72658614|-55.27820709|8.449104086|98.18816423|-0.033365179|58.18995584|0.8067529940000001|-30.017374100000005|63.96772039|54.17569023|0.492236681|2844.993903|558.2652611000001|-14.37809314|0.193247006|7.39139255|14.55676745|0.969421506|126.8576588|27.14918443|-402.7381076|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|3.43|-9.59|4.92|72.7|2.47|2.0|0.0|126.26|1.0|6.0|-5.39|32.0|4.0|0.0|3.81|-5.29|4.03e-06|5.13e-06|4.16|0.0|3.9479|-1352.298438|-1352.265931|689.55|1202.13|548.29|0.42461|0.1756|-0.16347|3.0824|0.03250632|6684.0|6684.0
11b_a5|0.0|0|6.605297921|0|0|1.277648917|4.59511985|2|-0.067519041|0.0|0.006121601|10.94877958|1|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.682032125|0|0.8737310509999999|-0.080664777|0.378154801|-45.82509318|-48.42513182|9.829471091|75.80248447|-0.029332646|1.880682804|0.66824472|-27.50997723|62.16286481|55.65456427|0.456131351|2434.505303|524.5231302|-10.5712171|0.33175528|8.936258446|16.43091298|0.83867925|199.1611925|26.35133256|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|2.99|-9.15|4.82|63.69|2.01|2.0|1.0|106.58|1.0|6.0|-4.65|27.0|4.0|1.0|3.68|-4.69|2.26e-05|2.04e-05|3.62|0.0|4.1982|-1564.761898|-1564.72614|635.55|1063.35|511.28|0.61027|0.2013|-0.17107|1.9569|0.03575776|7.7212|7.7212
14i_a23|0.0|1|7.423568444|0|0|1.197963212|5.351858133|2|0.040408197|0.7151570629999999|0.002243702|10.31321758|2|-0.017918675|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.7333675390000001|1|0.777952733|-0.096562208|0.266320368|-60.8283953|-66.02703063|14.65077903|151.83084580000002|-0.039760909|93.48624142|0.7780956840000001|-41.59306642|79.20815775|75.47917433|0.478050606|3097.406945|531.9462982|-18.59026006|0.221904316|8.107659819|15.53342127|0.915894552|151.7330992|34.94120504|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|2.0|3.56|-6.96|3.12|148.11|2.28|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|0.0|2.61|-4.39|6.11e-06|4.03e-05|2.46|0.0|3.6931|-1798.64228|-1798.608335|715.68|1224.02|580.74|0.55606|0.3639|-0.1509599999999999|5.9563|0.03394466|8.4622|8.4622
19_a34|0.0|0|7.412764017000001|1|1|1.438829424|5.351858133|1|-0.189862762|0.0|-0.00802652|10.95957634|1|-0.255220734|-0.401414514|-0.469568766|1|0.866604574|0.8022000659999999|0.08178394|-0.0235903339999999|0.818710955|0|0.6399024520000001|-0.1255804019999999|0.308793959|-56.30608209|-62.64265252|19.74799697|179.6256831|-0.039656969|470.4453529|0.662289492|-28.08688512|77.38527508|76.05407906|0.467358389|2127.363207|319.1993829|-9.86770272|0.3377105079999999|5.495780422|10.31797048|0.877434994|168.4584665|29.86894781|-161.90813300000002|1135.020017|337.9440349|14.74262256|0.0|1.0|1.0|3.07|-5.03|2.31|69.4|1.08|0.0|0.0|83.95|2.0|3.0|-2.73|23.0|5.0|1.0|2.1|-3.15|0.00186|0.000704|1.66|0.0|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|421.62|0.6897300000000001|0.2189|-0.1735|3.4272|0.03168624|6.0044|6.0044
11_a27|0.0|0|7.535296702|1|2|1.1606177359999998|5.4161004020000005|2|-0.080272515|1.3706083080000002|0.004538653|10.93910312|0|-0.041662169|-0.067428705|-0.488734846|2|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.7146215429999999|1|0.7645505|-0.094820973|0.349764196|-42.27430065|-50.15555389|8.553922917000001|124.5410133|-0.034296948|72.60399149|0.8088958709999999|-22.36099135|56.8702158|50.82822357|0.4528656239999999|2339.465471|404.4089873|-9.595877966|0.1911041289999999|5.231762955|9.562117063|0.82770457|101.0845293|22.42732497|-326.780942|1054.084273|504.209846|6.714661907000001|1.0|0.0|1.0|3.95|-6.09|1.67|61.88|3.06|0.0|0.0|106.33|1.0|2.0|-3.68|26.0|4.0|1.0|2.04|-4.02|0.000207|9.45e-05|2.73|0.0|2.4836|-1122.456105|-1122.433411|571.4|974.29|415.32|0.6125|0.0793|-0.1022|3.1278|0.0226944|8301.0|8301.0
3d_a49|0.0|0|7.535296702|1|1|0.406515615|5.4161004020000005|2|-0.087308534|1.775376197|-0.00918253|10.35020259|1|-0.075636705|-0.129666234|-0.202380888|2|0.914407252|0.808676284|0.01450704|0.029549308|0.846953747|1|0.733071652|-0.094384452|0.464410121|-57.52001036|-54.67520803|5.561916586000001|154.6267696|-0.036147237|0.0|0.756622045|-33.32030276|65.59130031|63.08192694|0.486368221|2809.9605100000003|424.6551631|-12.12984007|0.243377955|6.612715522999999|12.87442833|0.946920034|140.9844521|27.67490257|-297.31302830000004|1300.720421|549.3593871|10.91609228|1.0|0.0|3.0|3.29|-6.15|4.46|121.39|1.07|1.0|0.0|111.41|1.0|4.0|-5.19|28.0|5.0|0.0|1.85|-4.44|6.42e-06|3.6200000000000006e-05|2.98|0.0|3.8907|-1594.595995|-1594.552258|615.3|1044.19|455.47|0.3523699999999999|0.0931|-0.16147|2184.0|0.04373784|5.6308|5.6308
1o_a5|0.0|0|6.605297921|0|0|1.427566509|4.59511985|2|-0.033273504|0.0|0.0057302559999999|10.94518594|1|0.038275248|0.06759341|-0.231165601|2|0.670787375|0.78144982|-0.003561205|-0.016408975|0.650008224|0|0.88430372|-0.072886362|0.447318682|-42.63505279|-39.1638643|7.122612351|62.16682117|-0.028770932|1.01402588|0.699913551|-22.90899675|50.11479279|49.75766514|0.470590799|2238.291862|475.1609233|-8.306775343|0.300086449|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|22.08761368|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|2.81|-8.11|4.07|78.25|1.23|0.0|0.0|95.2|1.0|3.0|-4.08|25.0|4.0|0.0|2.95|-4.08|8.329999999999999e-05|8.340000000000001e-05|2.78|0.0|4.1692|-1043.577386|-1043.536121|561.04|938.37|443.88|0.4988899999999999|0.0071|-0.1693599999999999|4.7435|0.04126499|7.4559|7.4559
19k_a38|0.0|0|7.412764017000001|2|2|1.297042875|5.351858133|2|0.098947776|0.0|-0.011156837|10.95446448|1|-0.060668296|-0.128079012|-0.51857087|1|0.7581164340000001|0.853092207|0.04833864|-0.029357143|0.730686013|0|0.658700057|-0.126936513|0.389096157|-71.54314527|-80.54577161|14.76615358|216.567059|-0.044662847|116.0039747|0.75964689|-45.3966925|94.38036132|86.30929885|0.4769127179999999|3055.355167|417.968819|-17.9828603|0.24035311|6.744851799999999|12.89431427|0.911726848|152.51267140000002|37.3070426|-329.5105352|2014.5803|686.8472757999999|13.8345897|0.0|0.0|4.0|4.89|-6.41|1.65|124.32|1.65|1.0|0.0|133.79|1.0|6.0|-3.87|33.0|5.0|0.0|1.9|-3.62|0.000134|0.0002399999999999|1.65|0.0|3.5378|-1500.8984380000002|-1500.852284|677.64|1172.22|502.43|0.38269|0.1156|-0.14568|9.1508|0.04615409|7.9666|7.9666
12l_a36|0.0|0|7.412764017000001|2|2|1.297044247|5.351858133|2|0.128666217|0.0|-0.000143196|10.95423322|1|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8212311840000001|0|0.84381923|-0.107815735|0.3827446779999999|-52.05361632|-70.17688229|14.33450402|101.6575135|-0.038052612|1.281955437|0.7379583590000001|-33.88151556|83.76912404|66.38812034|0.4619814279999999|2843.514589|549.2389652|-16.12160667|0.262041641|7.471134223|13.88638723|0.8586718990000001|170.5619816|33.56329135|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|0.0|2.0|4.78|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|1.0|5.0|-4.57|31.0|5.0|0.0|1.77|-4.29|2.72e-05|5.08e-05|2.95|0.0|3.8619|-1325.194654|-1325.15957|686.83|1155.07|530.75|0.6925|0.4524|-0.15869|5392.0|0.03508404|7699.0|7699.0
18_a15|0.0|0|0.0|0|0|1.435689019|0.0|2|-0.094812415|0.0|-0.001044324|10.95986315|0|-0.072506962|-0.145790726|-0.431836192|2|0.660075777|0.7162974740000001|-0.0374132629999999|0.004699248|0.645117465|0|0.8362289070000001|-0.090730185|0.819442071|-41.31992544|-55.48918283|4.370403779|100.159876|-0.035181092|1.833724661|0.867430881|-25.27062952|60.86009645|45.69032922|0.415796832|2541.440611|511.4247108|-13.15898469|0.132569119|5.990767063|10.2545953|0.711733271|81.07723009|24.80452821|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.37|-9.98|6.86|47.04|3.6|2.0|0.0|113.42|1.0|5.0|-6.16|29.0|4.0|0.0|5.06|-5.93|6.86e-07|1.18e-06|5.42|0.0|3.8232|-1265.810138|-1265.770242|650.53|1110.18|535.02|0.6074|0.0066|-0.1579|4.2476|0.03989594|6.8894|6.8894
7_a15|0.0|0|0.0|0|0|1.419941457|0.0|1|0.145944639|0.0|-0.0013239329999999|10.95880715|0|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.154068618|0.00364345|0.8115121240000001|0|0.841400327|-0.110819329|0.403524276|-41.29775265|-61.50761094|20.31436245|88.02694557|-0.026500274|56.30310755|0.448664402|-22.92132733|85.26222186|61.6121151|0.396557391|2330.667514|466.9990754|-8.163512395|0.551335598|6.01738192|9.971755103|0.657158418|306.0056033|32.78250222|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|1.0|3.16|-7.19|4.64|61.84|1.74|2.0|0.0|99.77|1.0|7.0|-4.83|26.0|5.0|1.0|3.35|-4.49|1.46e-05|3.2e-05|3.84|0.0|3.7495|-1184.385377|-1184.367098|580.73|1000.95|499.86|0.64652|0.0169|-0.15605|1.1115|0.01827873|6644.0|6644.0
12l_a30|0.0|0|7.412764017000001|2|2|0.60498366|5.351858133|2|-0.102468864|0.0|-0.00695299|10.31162828|1|-0.077457998|-0.226973911|-0.640870513|1|0.613786308|0.830875659|-0.045411075|-0.0395239879999999|0.593245722|0|0.834279405|-0.109810463|0.37422435|-63.31694493|-76.82494797|10.78883933|115.9404641|-0.045581702|1.697908189|0.8218150790000001|-44.29742723|88.64610824|74.10578426|0.462727396|3306.001879|583.6736326|-22.31041443|0.178184921|9.258542907|17.23248653|0.861252543|124.6606826|38.8038646|-450.2927313999999|2056.604824|696.6414817000001|11.82116027|1.0|0.0|1.0|4.72|-7.18|4.78|90.88|2.82|2.0|0.0|133.96|1.0|7.0|-6.7|34.0|8.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|5.05|0.0|3.5245|-1988.033039|-1987.998976|729.17|1223.54|574.72|0.39486|0.1574|-0.14944|2.5031|0.03406276|7.2154|7.2154
30_a47|0.0|1|6.842683282|0|0|1.304327883|4.727387819|2|0.013114301|1.192095911|-0.0098410169999999|10.95005723|1|-0.035472095|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.651797437|1|0.67896733|-0.107296835|0.384732322|-64.94243028|-64.38108459|13.64937081|192.6285289|-0.0383202979999999|76.90733636|0.679447569|-38.96726396|81.25550675|78.59180109|0.4680850139999999|2626.927627|407.3992771|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|192.3403721|33.84108731|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|2.0|3.03|-7.24|3.93|98.72|1.78|1.0|0.0|104.25|1.0|5.0|-4.22|28.0|5.0|0.0|2.61|-4.1|6.05e-05|7.94e-05|2.5|0.0|3.7159|-1696.12008|-1696.078047|615.85|1032.35|478.04|0.6944899999999999|0.3566|-0.1517|2.7493|0.0420327|7.9|7.9
3d_a12|0.0|0|0.0|1|1|1.28383852|0.0|3|-0.166233441|0.0|-0.00259095|10.95472859|0|-0.1394967999999999|-0.237203828|-0.532019854|2|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.8605417409999999|0|0.8547246829999999|-0.0958414059999999|0.2443206489999999|-34.34601551|-49.24083018|5.717316796|74.63869204|-0.035063929|0.0|0.77428353|-17.64609244|57.52228251|40.06333231|0.472404561|2148.979792|439.1353855|-9.255608086|0.22571647|5.786006004|10.96674758|0.89539167|115.96727140000002|23.26659057|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|1.0|3.98|-7.51|2.19|50.17|2.26|0.0|0.0|100.28|1.0|3.0|-3.52|24.0|4.0|1.0|2.67|-3.91|0.000302|0.000123|2.81|0.0|3.7719|-1006.727999|-1006.704001|548.21|918.3|411.35|0.53114|0.1583|-0.15387|2.2068|0.02399772|7.6021|7.6021
12c_a31|0.0|0|7.765993078999999|1|1|0.6101358029999999|5.733341277|0|-0.030192572|0.0|-0.003618466|10.311698300000002|2|-0.138799714|-0.223856622|-0.54466023|0|0.8083148840000001|0.842823186|0.066071056|-0.098452311|0.770283733|0|0.665463503|-0.129736755|0.343619017|-66.41224264|-82.33748068|19.38414321|212.313715|-0.036326291|553.8695417|0.6817087|-42.14855504|97.28775086|85.79638585|0.448512808|2592.4503010000003|422.3366652|-14.63154376|0.3182913|8.091269314|14.67172662|0.813278739|202.0036947|33.81868912|-230.6429907|1690.934456|583.9691392000001|14.95027019|1.0|1.0|2.0|3.69|-7.24|3.7|117.37|1.08|2.0|0.0|108.16|1.0|8.0|-5.23|28.0|5.0|0.0|3.32|-4.16|5.85e-06|6.94e-05|3.1|0.0|3.8328|-1618.1530810000002|-1618.112841|679.71|1138.89|578.69|0.7007399999999999|0.2625|-0.15904|1.6786|0.04023903|6.4202|6.4202
21c _a23|0.0|1|7.525639975|0|0|1.197962776|5.4161004020000005|2|0.0645437059999999|0.731360766|0.003456487|10.3132171|2|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.7301130229999999|1|0.790596437|-0.098699133|0.2571258939999999|-59.46209153|-70.15570019|9.976937758|148.8448086|-0.040210758|94.32302529|0.834557275|-42.26586935|79.71722579|69.43902929|0.468609427|3161.1237530000003|561.9588018|-20.31615463|0.165442725|8.945789862|16.83467928|0.881854988|117.597286|34.24804117|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|2.0|3.68|-7.33|3.42|148.11|2.49|1.0|1.0|133.35|1.0|6.0|-5.63|34.0|5.0|0.0|3.0|-4.72|2.35e-06|1.92e-05|2.86|0.0|3.6649|-1837.964768|-1837.932192|747.88|1275.12|587.02|0.5885699999999999|0.3329999999999999|-0.15089|6.0226|0.03257532|7.1752|7.1752
1k_a5|0.0|0|6.605297921|0|0|1.427567903|4.59511985|2|-0.095857885|0.0|0.003886035|10.9489659|1|0.019611905|0.045204303|-0.254495542|2|0.567806811|0.7824502320000001|-0.011552666|-0.022280685|0.558485747|0|0.7836926809999999|-0.074297856|0.425724957|-40.40908188|-38.00629774|5.571869083999999|110.6497654|-0.0301207529999999|0.498979532|0.724954458|-20.67084672|47.83775802|45.98095096|0.48165588|2171.394196|400.8898627|-7.881781385|0.275045542|6.710535795|12.9461019|0.929220303|140.69669409999997|21.25369168|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|1.0|1.0|2.71|-8.3|4.76|54.46|2.29|0.0|0.0|90.44|1.0|3.0|-3.97|24.0|4.0|1.0|3.42|-4.3|0.000106|4.970000000000001e-05|3.16|0.0|4.4063|-1050.548505|-1050.51717|533.8|890.76|398.63|0.53086|0.1239|-0.1798799999999999|1.5911|0.03133456|7.3188|7.3188
12ao_a36|0.0|0|7.412764017000001|2|2|1.297043885|5.351858133|2|0.0895536619999999|0.0|0.002782748|10.94919858|1|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.040831815|-0.05785124|0.856135378|0|0.832582759|-0.1019516769999999|0.264688501|-51.52001456|-67.45579866|11.76697353|110.7707502|-0.03775988|0.0|0.7820981779999999|-34.08795068|78.51108393|63.28698809|0.462968912|2794.663089|550.8740683|-16.53028876|0.217901822|8.769931502999999|16.33039817|0.8620895909999999|144.1736112|31.9443643|-373.2975961|1724.9956719999998|698.847203|11.05528527|1.0|0.0|2.0|4.87|-7.01|2.42|69.2|2.38|1.0|0.0|133.84|1.0|6.0|-4.58|31.0|4.0|1.0|2.37|-4.55|2.6e-05|2.82e-05|3.45|0.0|3.4743|-1310.361099|-1310.328652|701.9|1190.17|548.59|0.4962|0.0033|-0.14207|5.4691|0.03244719|7.5229|7.5229
