molecula|n9FaHRing|Wavelength (max. Transition) (nm)|Approximated area|SaaNH|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|SaasN|pIC50|n5aHRing|AATSC1i|MATS8s|GATS1pe|FNSA3|FPSA3|FNSA1|PNSA4|GeomPetitjeanIndex|GeomRadius|CYP2D6 inhibitor|Num. of Aromatic heavy atoms|Log S (ESOL)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|pIC50
12o_a30|0|238.73|528.25|0.0|149.0|-0.19873|0.0|7.8097|1|-0.090173435|-0.054392357|0.7463962120000001|-0.076908942|0.015460222|0.8131344979999999|-24.32856749|0.46964626|7.400912529|0.0|17.0|-5.44|2.61e-05|4.45|-2035.37262|7.8097
1d_a5|0|254.46|414.59|2.79978458|0.0982|-0.23519|0.0|5.03|1|0.004923698|-0.058872605|0.513260607|-0.088396743|0.007937625|0.770504115|-19.79744178|0.471074204|6.116537519|1.0|23.0|-4.97|4.86e-07|3.58|-1288.340378|5.03
14_a4|0|274.1|353.16|0.0|0.1067|-0.2102|1.947126795|5.8794|1|-0.039321879|0.158051825|0.500893739|-0.065776751|0.013047382|0.768457211|-13.71135194|0.40126838|5.304461808|0.0|17.0|-3.97|0.000539|3.22|-918.9507745|5.8794
8d_a32|1|348.39|540.98|3.474433107|0.3018|-0.20115|0.0|8.0809|3|0.002805572|-0.054095278|0.789198712|-0.109612139|0.01593079|0.708567136|-21.03349629|0.47012654|8.106843676|0.0|19.0|-4.36|2.19e-05|4.26|-1880.773727|8.0809
12b_a5|0|268.62|505.16|0.0|0.0001|-0.16607|0.0|7.3768|0|-0.110182753|0.066588785|0.8121510009999999|-0.066227158|0.016556707|0.530379611|-12.90040679|0.480419002|8.398709622|1.0|18.0|-3.45|8.5e-06|2.24|-1276.928859|7.3768
9a_a36|0|320.56|495.18|3.4090209280000003|0.4811|-0.20969|0.0|7.8861|1|-0.202876718|-0.019008343|0.79302567|-0.073689118|0.0236784079999999|0.7638345870000001|-24.40778806|0.453098452|7.546661564|0.0|17.0|-3.99|0.0002009999999999|3.38|-1252.802159|7.8861
17_a3|0|386.22|393.58|0.0|0.4062|-0.20359|0.0|7.6383|1|0.036673175|0.1789147639999999|0.773152968|-0.098658557|0.010321361|0.840062179|-20.12828595|0.4383349039999999|6.2477303310000005|1.0|21.0|-4.93|1.11e-05|3.57|-1731.75233|7.6383
4a_a49|0|262.35|504.63|0.0|0.0789|-0.2231199999999999|2.085628989|7.4949|1|-0.060391347|0.0063958109999999|0.731643066|-0.094228246|0.017143497|0.650301539|-17.96270092|0.4716382|7.934892916|1.0|21.0|-3.52|1.74e-05|3.34|-1313.19945|7.4949
12q_a30|0|245.16|537.96|0.0|0.1515|-0.19897|0.0|7.4449|1|-0.226973911|0.01661722|0.593245722|-0.087348134|0.014790072|0.820640722|-31.21009417|0.473741611|7.346842839|0.0|17.0|-5.92|3.19e-05|5.52|-1988.033527|7.4449
8j_a46|0|249.79|493.89|0.0|0.1427|-0.22599|2.1279894180000003|5.9108|1|-0.133413527|-0.223292257|0.6109926379999999|-0.054707287|0.008672342|0.822112519|-13.78596018|0.427798746|5.617748211|0.0|17.0|-4.83|1.85e-05|3.78|-1414.53151|5.9108
12b_a40|0|363.91|490.5|0.0|306.0|-0.22546|1.713497417|7.3979|2|0.038336814|0.026452642|0.522580798|-0.065048707|0.010845303|0.856829717|-19.27231874|0.494842289|8.132984007000001|0.0|20.0|-7.11|1.7e-06|6.27|-3016.999329|7.3979
21b_a23|1|309.79|611.6|0.0|0.2333|-0.23434|3.351726269|7.0691|2|-0.130528352|0.131951284|0.668547062|-0.0596425779999999|0.014481931|0.812334718|-23.98906534|0.458461834|8.773746105|0.0|26.0|-5.22|6.45e-06|3.57|-1761.498874|7.0691
10_a32|1|340.24|533.89|3.294952523|0.2983|-0.2052199999999999|0.0|8.1427|3|-0.229450999|0.012125768|0.764217655|-0.088310158|0.02575778|0.6946347429999999|-24.0541214|0.449853016|7.079344111|0.0|19.0|-4.41|4.13e-05|4.12|-1916.668776|8.1427
3c_a49|0|240.36|456.22|0.0|0.0729|-0.21913|2.108416128|7.0605|1|-0.101919761|0.005559828|0.64702083|-0.071786669|0.0148240689999999|0.637222556|-14.4326528|0.4791465279999999|6.567311051|1.0|21.0|-3.86|1.07e-05|3.99|-1198.668772|7.0605
1_a15|0|282.85|598.34|0.0|0.0061|-0.17792|0.0|7.3565|0|-0.270248221|0.101406325|0.795437721|-0.068077117|0.026214985|0.605927517|-20.13460632|0.437969049|6.580146251|1.0|24.0|-5.97|4.36e-08|4.68|-1510.136281|7.3565
15c_a22|0|216.15|575.8|0.0|0.0694|-0.22807|1.596256692|6.1325|1|-0.160566657|-0.096749121|0.639264982|-0.067475429|0.024561528|0.661775114|-21.75898206|0.462157867|8.626398368|1.0|27.0|-4.62|2.35e-07|4.79|-1460.602657|6.1325
14r_a23|1|208.71|513.71|0.0|0.0008|-0.22378|3.201732471|8.2684|2|-0.17267308|0.03753491|0.5935522360000001|-0.062618931|0.019185345|0.7882228370000001|-23.53402098|0.4661909429999999|7.555307147000001|0.0|26.0|-5.11|9.18e-06|3.72|-1729.1556449999998|8.2684
3d_a49|0|239.15|455.47|0.0|0.0931|-0.21913|2.089548665|5.6308|1|-0.129666234|0.01450704|0.846953747|-0.099295364|0.009601398|0.756622045|-20.93944137|0.486368221|6.612715522999999|0.0|21.0|-4.44|0.000278|4.02|-1594.595995|5.6308
galu_a46|0|||0.0|||2.082220175|7.2924|1|0.0481706809999999|0.044184467|0.6848692759999999|-0.0910072869999999|0.01235603|0.7832175929999999|-18.02733582|0.468241745|6.445819025|1.0|21.0|-3.99|2.75e-05|||7.2924
4c_a49|0|216.0|533.87|0.0|0.0821|-0.22158|2.102052126|6.5935|1|-0.001647802|-0.052237757|0.752601535|-0.087753156|0.012079228|0.724053828|-19.20596967|0.473304159|8.474369008|1.0|21.0|-3.58|4.4e-06|3.04|-1332.647233|6.5935
12h_a30|0|246.54|518.06|0.0|155.0|-0.2023599999999999|0.0|8065.0|1|-0.120380857|0.008644634|0.64876559|-0.083127678|0.017389133|0.7979748729999999|-24.44221903|0.468446216|8.066818026|0.0|17.0|-5.01|5.260000000000001e-05|4.07|-1675.011389|8065.0
3n_a32|1|349.65|464.67|3.616639267|0.2839|-0.20256|0.0|7.6778|3|-0.153506065|-0.018016496|0.762657782|-0.074507943|0.01889769|0.648933114|-15.75418035|0.456693072|6.369579712999999|0.0|19.0|-4.91|4.19e-05|2.57|-1825.378576|7.6778
11_a33|1|353.74|378.1|3.221176304|0.5408|-0.19938|0.0|8.3188|3|-0.232296883|0.003391835|0.781083337|-0.070841241|0.033701864|0.552878386|-14.98445481|0.4673066279999999|5.24049311|1.0|19.0|-4.38|0.000194|1.93|-1669.324638|8.3188
12ac_a36|0|319.2|554.84|3.4419617660000004|0.0249|-0.20949|0.0|7.8861|1|-0.166354116|0.135371136|0.770400825|-0.080202334|0.021508835|0.7316461470000001|-25.03847816|0.44477577|8.126831024|0.0|17.0|-3.95|5.4600000000000006e-05|4.84|-1385.606133|7.8861
47a_a18|0|388.09|813.01|0.0|0.6094|-0.18291|0.0|9.0|0|-0.358939392|-0.008965701|0.792293789|-0.082855697|0.014124484|0.7936193709999999|-29.70938001|0.483193636|10.20255289|1.0|18.0|-5.58|2.95e-06|8.82|-2098.807018|9.0
47f_a18|0|400.42|874.24|0.0|0.5741|-0.1724099999999999|0.0|8.0458|0|-0.3927204379999999|-0.009917608|0.745431271|-0.063824969|0.0138461289999999|0.726550657|-24.61956302|0.483843526|10.55465562|1.0|18.0|-5.52|3.27e-07|8.13|-1743.375413|8.0458
12b_a50|1|263.3|401.64|0.0|0.0777|-0.19425|4.058595679|5.3242|2|-0.291865836|0.009081884|0.660148928|-0.045602469|0.0214891|0.5731907470000001|-11.93905701|0.430791247|5.7232816060000005|1.0|20.0|-3.84|0.00101|2.47|-1006.664619|5.3242
11b_a31|0|322.57|479.66|3.248213341|0.2634|-0.1951|0.0|6.2757|2|-0.16780872|0.067031897|0.7943850720000001|-0.143839236|0.037758271|0.669723835|-24.84180719|0.473305522|6.83089364|0.0|16.0|-3.75|0.00128|4.07|-1520.085181|6.2757
11_a1|0|331.66|471.76|3.3361517380000003|0.3201|-0.19462|0.0|6.7696|1|-0.117419838|-0.069193862|0.7846345840000001|-0.131972845|0.034974992|0.751878145|-28.7289904|0.47723847|7.43666407|1.0|23.0|-4.66|1.29e-05|5.26|-1312.462371|6.7696
19_a3|0|314.28|362.92|2.917217813|0.3006|-0.2206|0.0|7.6383|1|-0.066245471|-0.0150769919999999|0.687139108|-0.067674689|0.0116401719999999|0.75798185|-15.17188084|0.476813896|5.342307798999999|1.0|21.0|-3.58|1.7800000000000002e-05|2.43|-929.2818523|7.6383
IN1166_a11|0|248.68|554.63|3.433539068|0.1239|-0.21098|0.0|7.9318|1|-0.223618825|0.102257199|0.790249345|-0.073965061|0.0200246639999999|0.694302821|-21.84820685|0.463497159|6.777827685|1.0|27.0|-4.78|2.75e-08|3.36|-1347.298558|7.9318
6_a15|0|285.52|545.21|0.0|0.0113|-0.18133|0.0|7.4559|0|-0.281352401|0.0371776429999999|0.810779115|-0.07051817|0.02948637|0.581974721|-17.94143141|0.3902945579999999|6.110075236|1.0|18.0|-5.14|4.3e-06|3.94|-1263.0243449999998|7.4559
11d_a5|0|280.66|594.45|2.9590700880000003|0.2068|-0.20529|0.0|7.8239|1|-0.200646773|-0.018747485|0.755793189|-0.063028408|0.012828514|0.712305422|-18.63809379|0.49396568|8.920296087|1.0|23.0|-4.29|8.909999999999999e-07|2.59|-1239.127458|7.8239
18c_a30|0|355.78|543.46|0.0|0.3879|-198.0|0.0|7.9208|1|0.006103754|0.034468997|0.802578397|-0.105618255|0.019360263|0.7859920029999999|-28.4279687|0.448899917|7.646050338999999|0.0|17.0|-4.3|0.000288|4.54|-1744.500825|7.9208
3d_a32|1|353.18|465.41|3.503398526|0.5031|-0.19671|0.0|8.0915|3|-0.1395294259999999|-0.069007775|0.77923808|-0.06869526|0.014419776|0.720540286|-15.52441767|0.427813496|6.15119195|1.0|19.0|-5.13|1.75e-05|3.42|-1672.758552|8.0915
11f_a5|0|278.47|579.1|2.967866825|0.1834|-0.20772|0.0|7.9208|1|-0.203228986|-0.008110526|0.750555185|-0.068361657|0.0221464629999999|0.5109475960000001|-15.48735657|0.463183664|9.683662007|1.0|23.0|-4.26|9.06e-07|2.25|-1391.7602960000002|7.9208
12aw_a36|0|237.0|507.71|3.28940051|0.3892|-0.21201|0.0|8.0458|1|-0.250781298|-0.022464907|0.632625562|-0.088516379|0.023038651|0.749052287|-26.46800754|0.47322369|7.545677222999999|0.0|17.0|-4.32|3.17e-05|3.66|-1431.404673|8.0458
21_a47|1|316.53|441.93|0.0|0.2249|-0.2249699999999999|1.2247108|8.3|1|-0.277479519|-0.080213904|0.591185263|-0.082614966|0.022739546|0.6448452960000001|-19.11612865|0.463113582|7.071346534|1.0|21.0|-4.32|7.8e-06|4.43|-1375.061089|8.3
19k_a38|0|239.03|502.43|3.218103741|0.1156|-0.20102|0.0|7.9666|1|-0.128079012|0.04833864|0.730686013|-0.112748779|0.0232707939999999|0.75964689|-28.3401789|0.4769127179999999|6.744851799999999|0.0|17.0|-3.62|0.000175|4.13|-1500.8984380000002|7.9666
12h_a36|0|238.44|535.67|3.468184524|0.0056|-0.1926|0.0|7.8539|1|-0.239932418|-0.10861416|0.84179881|-0.073572836|0.027905055|0.665254541|-23.39942087|0.464544951|7.428908584|0.0|17.0|-4.07|8.340000000000001e-05|2.92|-1347.481013|7.8539
14b_a50|1|234.67|533.25|0.0|0.1373|-0.1936|4.240438135|5.1818|2|-0.280243276|0.030057537|0.71456262|-0.050362464|0.022423099|0.637281054|-16.75898192|0.445384689|6.3538844910000005|1.0|20.0|-4.78|6.12e-05|3.05|-1431.068494|5.1818
28_a20|0|258.81|531.85|0.0|0.0153|-0.21814|1.837209467|6.5935|1|-0.028782305|-0.104458316|0.690655217|-0.086299346|0.014682607|0.773641727|-23.40616218|0.468838001|7.587188177000001|1.0|27.0|-4.43|6.590000000000001e-07|4.64|-1368.363151|6.5935
3b_a49|0|265.67|480.08|0.0|0.0759|-0.21985|2.104186262|7.6021|1|0.000850823|0.021506499|0.749565191|-0.0883601469999999|0.013576151|0.656865946|-16.92803342|0.477583842|7.236413572000001|1.0|21.0|-3.59|1.05e-05|3.4|-1293.3286859999998|7.6021
14ac_a23|1|309.85|627.76|0.0|0.2391|-0.23868|2.7104403130000003|8.3851|2|-0.287952039|0.1374474|0.537271445|-0.0883661019999999|0.016832361|0.8077820920000001|-33.20157553|0.489147172|8.122941134|0.0|26.0|-6.65|5.06e-07|4.93|-2304.001319|8.3851
3p_a32|1|340.28|471.04|3.456037415|0.3083|-0.20018|0.0|7585.0|3|-0.26891009|0.058054833|0.6956696440000001|-0.070907174|0.021264377|0.6199678829999999|-17.1756096|0.416240891|6.243062200000001|0.0|19.0|-4.25|6.4e-05|4.26|-1879.554272|7585.0
12k_a30|0|238.62|564.62|0.0|0.1512|-0.19798|0.0|7.6144|1|-0.154412059|0.001281277|0.7933543279999999|-0.079026221|0.024177669|0.7081361979999999|-23.31944323|0.47195436|8.416930701|0.0|17.0|-4.93|7.87e-05|3.58|-1690.302721|7.6144
17_a12|0|281.69|419.49|0.0|148.0|-0.21781|0.0|7.7959|1|-0.202276514|-0.043392747|0.859088647|-0.069570363|0.011226177|0.786701219|-18.34174978|0.466056241|5.669161963|1.0|17.0|-4.24|2.32e-05|2.87|-1366.804178|7.7959
1f_a5|0|261.1|442.04|2.824395738|0.0228|-0.2357|0.0|6.6198|1|0.004923698|-0.060528915|0.513260607|-0.091412569|0.008403353|0.757522389|-19.87828616|0.4670794829999999|7.117418022000001|1.0|23.0|-4.97|4.86e-07|3.58|-1288.353339|6.6198
12u_a36|0|319.16|590.18|3.508898495|0.0176|-0.20409|0.0|7.7959|1|-0.163978382|0.080270195|0.860667615|-0.07260571|0.017639065|0.77938748|-24.02645378|0.486156325|7.65672775|0.0|17.0|-4.86|1.7800000000000002e-05|4.21|-1350.8981130000002|7.7959
11e_a5|0|280.64|571.06|2.971327032|0.2125|-0.20559|0.0|7.3979|1|-0.147721258|-0.048843135|0.747366251|-0.062865536|0.0120552589999999|0.72163516|-18.69519243|0.483563144|9.387474824|1.0|23.0|-4.72|4.64e-07|2.91|-1316.547103|7.3979
5b_a50|1|220.09|411.9|0.0|0.1094|-0.19252|4.190114953|4.9126|2|-0.175158017|0.019856551|0.6642694929999999|-0.041157676|0.012204641|0.5887490470000001|-10.87564575|0.4462435279999999|5.543302677000001|1.0|20.0|-4.19|0.0004269999999999|2.81|-990.6114185|4.9126
8b_a12|0|293.37|460.08|0.0|127.0|-0.21184|0.0|6.58|0|0.006468729|-0.010950243|0.856390139|-0.1053827859999999|0.011257065|0.888936354|-26.39069094|0.480938153|6.373278096|1.0|18.0|-4.01|1.26e-05|5.11|-1159.405202|6.58
1i_a5|0|262.44|443.05|2.843224727|0.0207|-0.23674|0.0|7.6198|1|0.004923698|-0.058385936|0.513260607|-0.091178745|0.008291428|0.759459597|-19.90145306|0.4697279689999999|7.314842247|1.0|23.0|-4.97|4.86e-07|3.58|-1288.356212|7.6198
15d_a10|0|221.39|565.91|0.0|0.0856|-0.20918|2.147544195|7.1612|1|-0.280243276|0.02497303|0.71456262|-0.057588609|0.02281891|0.471900166|-12.68949225|0.473858537|8.429169102000001|1.0|21.0|-4.38|6.62e-06|2.05|-1430.8144619999998|7.1612
16j_a32|1|341.65|631.34|3.359912013|0.2907|-0.2002799999999999|0.0|8.0315|3|-0.202656848|0.168000908|0.762429418|-0.07651119|0.023266265|0.699790508|-24.52188465|0.442735754|7.357962381|0.0|19.0|-5.41|7.5e-06|5.5|-2034.621888|8.0315
17b_a6|0|349.8|575.2|3.375166525|0.0033|-0.18281|0.0|6.8153|1|-0.180339002|0.002947625|0.8013954109999999|-0.095450984|0.03122461|0.7706671740000001|-27.2272998|0.4548818979999999|8.974770742|1.0|23.0|-5.17|4e-07|4.04|-1350.102764|6.8153
18d_a30|0|247.35|508.7|0.0|0.3788|-0.19673|0.0|7.6737|1|-0.120380857|-0.001699165|0.64876559|-0.07812727|0.017843227|0.783284395|-23.99099587|0.443774287|7.063141946|0.0|17.0|-5.01|5.260000000000001e-05|4.07|-1675.020297|7.6737
LY580276_a4|0|234.01|402.99|0.0|0.1842|-0.2099599999999999|2.067497166|6757.0|1|-0.042912895|0.035666446|0.518109998|-0.057317455|0.008729943|0.8478469959999999|-13.51117823|0.437093506|5.456603642999999|1.0|17.0|-4.21|8.08e-05|3.64|-959.4958788|6757.0
14c_a22|0|216.15|575.8|0.0|0.0694|-0.22807|1.596256692|6.8153|1|-0.160566657|-0.096749121|0.639264982|-0.067475189|0.024569649|0.66168729|-21.75466672|0.462147828|8.626337592|1.0|27.0|-4.62|2.35e-07|4.79|-1460.602657|6.8153
16_a4|0|274.85|407.99|0.0|0.1006|-0.2134|1.843196334|6.4647|1|-0.0513920109999999|-0.0894138519999999|0.482473457|-0.073335635|0.013727656|0.832461695|-16.43666742|0.455802506|5.548106463|0.0|17.0|-4.43|0.000134|4.05|-1057.494456|6.4647
17f_a50|1|304.9|564.52|0.0|0.1708|-0.20148|4.305828452|6.4001|2|-0.407467272|-0.132153434|0.7241275009999999|-0.047333916|0.016414675|0.721122105|-16.50175503|0.472769049|7.200480876|1.0|20.0|-4.12|0.00016|2.5|-1219.2481369999998|6.4001
3q_a32|1|342.16|549.78|3.4364803|0.2897|-0.19969|0.0|7.5528|3|-0.295228244|0.010109949|0.716172604|-0.067604132|0.018527744|0.6349739010000001|-17.27560785|0.46136998|6.428518903|0.0|19.0|-4.62|2.01e-05|5.15|-1920.066488|7.5528
27a_a34|0|247.91|598.18|0.0|0.0203|-0.20615|1.963136117|6.6198|1|-0.264978526|-0.07177581|0.749941528|-0.106669294|0.026573385|0.764921711|-30.38821209|0.436895447|8.960143164|1.0|23.0|-4.47|1.13e-05|7.38|-1861.741982|6.6198
9n_a24|0|252.31|587.05|2.961528903|0.0334|-0.20399|0.0|7.7212|1|-0.200646773|0.048359202|0.755793189|-0.052106597|0.017608478|0.652126509|-18.18357165|0.4331595789999999|8.232847909|1.0|23.0|-4.29|8.909999999999999e-07|2.59|-1239.1274939999998|7.7212
13f_a6|0|256.1|568.41|3.440154557|0.0048|-0.2059099999999999|0.0|7.3768|1|-0.223618825|-0.028317736|0.790249345|-0.073352505|0.018554018|0.720711855|-22.02995852|0.401838426|9.050440345|1.0|27.0|-4.78|2.75e-08|3.36|-1347.301285|7.3768
3c_a32|1|352.54|425.74|3.452148526|0.5017|-0.1970599999999999|0.0|8.0458|3|-0.145525719|-0.003205869|0.774363061|-0.0679200029999999|0.015118975|0.693952122|-14.82682786|0.423167668|5.605165488|1.0|19.0|-4.91|4.18e-05|3.02|-1633.443791|8.0458
8f_a12|1|297.01|441.97|0.0|0.2466|-0.2124|0.0|6.1898|1|-0.125424286|-0.13747286|0.8409290840000001|-0.072634742|0.013287637|0.8381234340000001|-21.72151161|0.460344828|7.016225129|1.0|21.0|-5.24|1.4e-06|4.19|-1481.146454|6.1898
34_a20|0|229.04|544.93|0.0|0.0766|-0.21284|1.877209467|7.2147|1|0.057022334|-0.101401966|0.690530489|-0.0851907119999999|0.0130295999999999|0.776414086|-21.69778179|0.462785432|7.940146766|1.0|27.0|-5.02|2.780000000000001e-07|4.97|-1352.31921|7.2147
8_a4|0|231.56|391.01|0.0|0.0642|-0.22685|2.126514848|7.2676|1|-0.078942941|-0.07377839|0.576540652|-0.05397993|0.0103751219999999|0.7261541020000001|-12.71482105|0.428884426|5.695730546|1.0|21.0|-4.84|5.72e-06|3.29|-1450.239105|7.2676
GW6604_a52|0|||2.944144148|||0.0|6.9706|1|0.067497086|0.074868979|0.689009112|-0.071850787|0.009021088|0.73529506|-14.44334401|0.4597869779999999|6.2973559020000005|1.0|23.0|-4.16|2.78e-06|||6.9706
12f_a36|0|237.95|545.55|3.50900085|0.0231|-0.20046|0.0|7.9586|1|-0.169994208|-0.109793154|0.857993338|-0.071035495|0.01784834|0.7803018709999999|-23.629013600000004|0.464240353|7.416874811|0.0|17.0|-4.57|1.7899999999999998e-05|3.87|-1311.57896|7.9586
12k_a36|0|245.37|530.51|3.483171769|0.0908|-0.20023|0.0|7.8539|1|-0.1619981409999999|-0.09344781|0.856135378|-0.075717305|0.018067063|0.7806817009999999|-24.86988906|0.478908312|7.241602627000001|0.0|17.0|-4.55|3.94e-05|3.83|-1310.3453949999998|7.8539
3o_a32|1|350.9|464.85|3.644417045|0.2851|-0.20065|0.0|6.6198|3|-0.11221537|-0.074509084|0.840991936|-0.073742105|0.012519666|0.7850948190000001|-18.34557429|0.455089918|6.392329273|1.0|19.0|-4.73|2.04e-05|2.35|-1805.504508|6.6198
25_a47|1|258.29|491.7|0.0|0.0702|-0.22919|1.234859637|7.8|1|-0.235822787|-0.077710529|0.622598899|-0.073339312|0.020224271|0.6238742279999999|-18.98891362|0.4760601829999999|6.951055196|1.0|21.0|-4.82|4.02e-06|4.78|-1735.414386|7.8
15_a10|0|214.05|484.05|0.0|0.1647|-0.20983|2.124460476|7.4815|1|-0.136323668|-0.079744227|0.635064845|-0.059234364|0.018614889|0.646412648|-15.04246823|0.434181679|6.35937164|1.0|21.0|-4.81|1.96e-06|3.12|-1604.08794|7.4815
4m_a46|0|205.21|468.63|0.0|0.1557|-0.23116|2.12888511|5.8901|1|-0.029022201|-0.099662698|0.626578283|-0.067320375|0.010905551|0.733236381|-11.81288911|0.463006576|5.329061873000001|0.0|17.0|-4.57|4.31e-05|3.45|-1031.138426|5.8901
12_a3|0|379.97|361.95|0.0|0.5056|-0.19514|0.0|5.45|1|0.032450556|-0.039834906|0.841871246|-0.092838926|0.011076075|0.830418645|-18.79271742|0.463780604|5.6343192|1.0|21.0|-4.84|3.9500000000000005e-05|2.94|-1272.152002|5.45
13_a12|0|273.31|437.91|0.0|0.0155|-0.20903|0.0|7.0315|0|-0.281096572|-0.226526433|0.804066411|-0.058167326|0.008188151|0.8829921740000001|-17.15403411|0.466560112|6.06407675|1.0|18.0|-4.2|2.01e-05|3.83|-876.3661620999999|7.0315
5f_a40|0|325.97|361.03|0.0|0.0415|-0.19284|1.656591081|6.9508|2|0.18254908|-0.465573352|0.680674762|-0.113521559|0.020236763|0.814393685|-19.00510637|0.484099946|5.780627322000001|0.0|14.0|-3.31|0.0587|3.5|-1232.983157|6.9508
1_a3|0|210.84|316.61|0.0|0.0096|-0.21886|0.0|6.1403|0|0.08803837|-0.126299711|0.943582278|-0.098872259|0.008036786|0.7920857179999999|-15.67458788|0.4490711529999999|4.984064981|1.0|16.0|-3.3|0.000518|2.08|-1273.316428|6.1403
7b_a8|0|269.85|506.21|3.213855584|139.0|-0.20472|1.4628217119999998|4.8687|1|-0.035044152|0.048462902|0.677544268|-0.101439013|0.033167971|0.753935657|-24.75721974|0.4787988|7.698000901|0.0|23.0|-4.94|8.94e-06|5.51|-1330.622441|4.8687
12i _a30|0|246.2|542.74|0.0|0.1577|-0.2041|0.0|7.8013|1|-0.090173435|-0.029080032|0.7463962120000001|-0.076575246|0.015808432|0.806299097|-24.43015511|0.479900127|8.097008872|0.0|17.0|-5.44|2.61e-05|4.45|-2035.373964|7.8013
8b_a32|1|349.82|558.16|3.419952523|0.2943|-0.20121|0.0|7.9208|3|-0.1534110109999999|0.060636167|0.7507116140000001|-0.0850068559999999|0.016711528|0.669149204|-19.33283713|0.458155153|8.10555784|1.0|19.0|-4.39|8.86e-06|4.22|-1880.77142|7.9208
6_a3|0|212.74|366.93|0.0|129.0|-0.21179|0.0|5.7501|1|0.036673175|-0.155862559|0.773152968|-0.1042506469999999|0.010921391|0.80281499|-18.8247694|0.387883362|5.498222293|1.0|21.0|-4.87|1.11e-05|3.09|-1731.735113|5.7501
9_a3|0|213.09|350.27|0.0|0.1127|-0.19833|0.0|4.96|1|0.141996379|-0.260349706|0.865283439|-0.095161413|0.007377805|0.886859678|-17.96047462|0.413418346|5.004834198999999|1.0|21.0|-4.9|1.67e-05|3.28|-1256.087705|4.96
4g_a49|0|287.56|662.84|0.0|0.0265|-0.21545|4.107873566|6.9747|2|-0.066023903|-0.027032199|0.626581708|-0.061465364|0.018944337|0.6273572239999999|-24.91513644|0.48934952|9.28937554|0.0|42.0|-7.43|1.4199999999999998e-11|6.35|-2147.721319|6.9747
12r_a30|0|244.69|516.03|0.0|0.1522|-0.20138|0.0|7.5317|1|-0.145315868|-0.007140234|0.591758164|-0.090229387|0.019137908|0.790065337|-26.11584816|0.464481911|7.467190577999999|0.0|17.0|-5.17|3e-05|4.32|-1774.236548|7.5317
9h_a40|0|292.61|410.18|0.0|0.2721|-0.20038|1.7679629630000002|5.4001|2|0.08305063|-0.160855189|0.7528137909999999|-0.09201708|0.012390387|0.863884935|-20.54391962|0.482124665|6.922257828999999|1.0|20.0|-5.12|9.93e-05|3.9|-1293.174246|5.4001
12d_a31|0|322.23|626.33|3.441384322|0.2566|-0.19096|0.0|6.2924|2|-0.214049412|-0.00658148|0.771222772|-0.0938723509999999|0.0296918329999999|0.6383648510000001|-23.08311261|0.389382761|9.445278138|1.0|16.0|-4.39|9.69e-06|5.0|-1657.471849|6.2924
12n_a30|0|238.43|506.94|0.0|0.1489|-0.19876|0.0|7983.0|1|-0.120380857|-0.015189554|0.64876559|-0.083120674|0.017064818|0.799403208|-24.42151771|0.4701566479999999|7.385790169|0.0|17.0|-5.01|5.260000000000001e-05|4.07|-1675.011418|7983.0
3i_a32|1|340.43|418.24|2.417426304|0.4765|-0.21278|0.0|8.2366|3|-0.212967423|-0.337053202|0.54844677|-0.093279684|0.015296821|0.77072347|-23.52884474|0.422644726|5.826629089|0.0|19.0|-5.16|4.01e-05|3.38|-1891.833327|8.2366
11_a27|0|370.92|415.32|2.680511093|0.0793|-0.16205|0.0|8301.0|0|-0.067428705|-0.0357410779999999|0.7146215429999999|-0.079921166|0.016171515|0.8088958709999999|-18.14137056|0.4528656239999999|5.231762955|0.0|16.0|-4.02|0.000283|4.54|-1122.456105|8301.0
13i_a6|0|338.12|553.67|3.399318783|19.0|-0.19454|0.0|7.6778|1|-0.073507141|0.145878803|0.830577798|-0.120457274|0.031178586|0.783597763|-31.12829557|0.429711323|8.294136887|1.0|23.0|-4.48|1.36e-06|4.94|-1426.549926|7.6778
14ad_a23|1|366.09|618.01|0.0|0.4106|-0.20659|3.3437482860000003|8.3595|2|-0.253318853|0.165157698|0.7317531540000001|-0.059168372|0.033831691|0.575880959|-21.19489662|0.46995189|8.661363236|0.0|26.0|-5.08|1.17e-05|2.99|-1858.957788|8.3595
9h_a24|0|239.63|363.48|2.916716427|0.0073|-0.22593|1.726213624|7.1135|2|-0.047269812|0.183289617|0.656172477|-0.060337884|0.018457687|0.572371258|-12.42226332|0.477589721|5.805547147|0.0|22.0|-3.24|0.000258|1.16|-945.2642633|7.1135
21_a12|0|264.64|397.31|0.0|0.1668|-0.22253|0.0|7.6576|1|-0.211367878|-0.061915124|0.859899236|-0.068775342|0.012230115|0.770818357|-18.55810005|0.473492395|5.891343219|1.0|17.0|-3.76|5.3200000000000006e-05|2.56|-1327.479547|7.6576
12as_a36|0|274.29|568.52|3.447017327|0.2402|-0.21419|0.0|7.2291|1|-0.166354116|-0.0389138329999999|0.770400825|-0.082748367|0.019229943|0.768125394|-25.48765709|0.454761514|8.768282531|0.0|17.0|-3.95|5.4600000000000006e-05|4.84|-1385.601917|7.2291
