molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|n6aHRing|GATS1are|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
13_a12|0|0|0.0|0.0|0|0.0|0|1.508548782|0.0|0.202052156|-0.0069874069999999|-0.0619247109999999|0.037948718|-0.21832579|-0.272508888|0.000830398|-0.083760082|10.96083169|0|-0.362308767|2|0.845823047|0.7300173240000001|0|0.90006391|-0.058167326|-0.092483398|0.008188151|-28.51381164|-45.33566159|0.09993609|-22.2236882|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|-634.6992622|664.9830294|0.117007826|0.874625469|3647.657976|-311.13163480000003|19.42716439|0.0074597119999999|718.8050825|327.9594923|1.0|0.0|1.0|1.0|2.7|18.0|3.9|50.7|84.74|0.0|1.0|3.0|-4.26|21.0|3.0|-5.49|276.34|1.0|3.22|-4.2|0.0152|6.3e-05|0.0174|3.51|0.0|2.01e-05|-0.04445|4.5363|3.83|867.79|315.25|0.6528|273.31|437.91|0.6622399999999999|0.64974|-876.209109|0.0155|-0.16458|1.3023|-0.20903|0.0290811829999999|1.5686|93.0|7.0315|7.0315
19a_a38|1|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|0.0|-0.084389038|-0.007986407|-0.082283951|0.043848238|0.054257043|-0.431265985|-0.002526241|-0.122385526|10.96083376|1|0.116434494|1|0.724208473|0.8741648479999999|0|0.747152898|-0.08593151|-0.108300308|0.022142322|-51.36166266|-64.73159672|0.252847102|-38.69037594|0.0|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|0.465829126|2774.129458|446.57675660000007|-1165.168741|2304.055966|0.255203463|0.872060139|6115.030149|-696.4267669|31.28824271|0.020873781|1564.412135|595.8790650000001|1.0|1.0|1.0|3.0|4.83|17.0|2.55|81.23|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|2.68|-4.17|29.0|6.77e-05|0.0272|2.78|0.0|5.610000000000001e-05|-0.05271|3.9212|3.41|1092.25|339.65|0.2668|316.19|466.55|0.6329100000000001|0.68835|-1331.94466|0.0721|-0.15108|4.7986|-0.20379|0.03338983|6.0223|0.01|8.0106|8.0106
7_a47|0|0|0.0|0.0|0|0.0|0|1.304326965|0.0|0.00763426|-0.008206422|-0.143650735|0.04030303|-0.128433676|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|0|-0.262805289|2|0.6995252890000001|0.8755534909999999|1|0.8473227320000001|-0.081264417|-0.095957591|0.008915606|-45.82735481|-54.113260200000006|0.152677268|-30.51603217|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|-20.44278719|50.85512286|0.405265781|2491.885862|477.8297898|-919.9254234|1968.695833|0.1830206469999999|0.681423344|5958.904826|-518.7725468|25.02240371|0.0130514639999999|1126.008167|526.6144628999999|1.0|1.0|1.0|2.0|2.96|22.0|6.52|58.04|111.28|0.0|1.0|4.0|-6.47|28.0|4.0|-4.8|393.84|0.0|4.89|-6.06|0.000134|8.75e-07|0.000345|5.49|0.0|1.3900000000000001e-07|-0.05297|3.7203|5.08|1043.33|333.26|0.2144|333.26|455.81|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|-0.2073699999999999|0.03348545|4.4255|25.0|7.6|7.6
14ab_a23|0|1|0.0|0.0|2|7.423568444|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|-0.028841865|0.04314059|0.021287386|-0.287365522|0.013012022|0.010803172|10.313217300000002|2|0.038241896|2|0.725358161|0.8072028240000001|1|0.92422233|-0.051974369|-0.076243539|0.017974612|-35.59605095|-52.21744789|0.07577767|-35.76253038|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|2332.352369|0.202162933|0.885272615|6654.62616|-786.7756682999999|27.16741043|0.013710439|1439.872753|733.3886349999999|0.0|1.0|1.0|1.0|3.63|26.0|4.63|105.02|130.22|0.0|1.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|4.12|-5.55|0.000259|2.81e-06|0.00123|4.31|0.0|3.07e-06|-0.07146|3.6587|4.1|1238.27|338.88|0.3893|338.88|595.23|0.66532|0.66532|-1708.277193|0.3893|-0.14778|5.9624|-0.21924|0.02013145|8.4721|4.0|8.4012|8.4012
4a_a46|0|0|0.0|0.210988875|1|7.825245291|1|1.13463711|2.180332577|-0.214093513|-0.001042349|-0.008364558|0.0473245609999999|-0.137420119|-0.051075084|0.012632881|-0.11172225|10.96352058|1|-0.216904465|2|0.679741138|0.8075680409999999|0|0.923958017|-0.05488948|-0.067863141|0.00935578|-28.50561609|-35.24319509|0.076041983|-18.30276019|55.05332552|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|1427.844961|0.2573736219999999|0.751302315|4481.754309|-274.5414028|15.47527339|0.011380391|711.8625758999999|480.9500663|1.0|1.0|1.0|0.0|3.76|17.0|4.46|43.6|96.74|0.0|1.0|2.0|-3.93|24.0|3.0|-5.87|318.42|1.0|3.43|-4.31|0.0372|4.89e-05|0.0156|3.34|0.0|4.86e-05|-0.02921|4.5454|3.4|967.0|272.77|0.1694|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|0.022810825|3.7138|181.0|6.7423|6.7423
12e_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|0.0|-0.0026669809999999|-0.0077937519999999|-0.029595542|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|10.31162844|1|-0.018475151|1|0.838579475|0.876441789|0|0.816703705|-0.07914783|-0.098059338|0.024254701|-52.50202674|-65.04681137|0.183296295|-43.14823836|0.0|0.7071208529999999|-1.863127413|-34.82676424|80.10232244|-23.31866823|68.59117243|0.46715936|2920.484542|541.7533217|-1235.889416|2392.685958|0.292879147|0.8767337279999999|6421.289402|-819.8165288|32.97692061|0.022696477|1747.776792|704.0353382000001|0.0|1.0|1.0|1.0|4.72|17.0|2.63|90.88|133.77|0.0|1.0|6.0|-5.44|31.0|5.0|-6.19|428.51|0.0|2.57|-4.93|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|7.87e-05|-0.05044|5.0412|3.58|1201.05|356.82|0.2055|245.94|562.76|0.3304|0.68605|-1690.030824|151.0|-0.1476|5551.0|-0.19804|0.03344515|6.1598|11.0|7.9431|7.9431
17c_a50|0|1|0.0|0.0|2|7.934155233999999|2|1.347835869|4.349159921|-0.212075666|-0.002676029|0.024219848|0.031870748|0.021572081|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|2|0.034485992|1|0.762883243|0.816442883|1|0.89719894|-0.051905615|-0.073693343|0.021675174|-35.70979598|-50.69922125|0.10280106|-34.87982686|94.15397246|0.569750429|-1.32648017|-24.567468100000003|66.7258111|-14.96042594|50.6217864|0.49503436|2951.495914|617.2509739|-912.5859825|2014.72331|0.430249571|0.98033276|6438.380804|-627.8368834|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|1.0|1.0|1.0|0.0|4.12|20.0|3.53|61.0|134.28|0.0|1.0|6.0|-3.8|33.0|5.0|-6.96|440.54|1.0|3.1|-4.43|0.0698|3.75e-05|0.0165|2.86|0.0|7.08e-05|-0.03121|4.2397|2.74|1289.05|306.65|0.1814|292.44|596.23|0.63122|0.66213|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|0.02957871|8.5146|69.0|7.1612|7.1612
2_a49|0|0|0.0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|-0.03981057|0.038726287|-0.100166139|-0.189189114|0.004524556|-0.041202373|10.92973199|1|-0.170631119|2|0.802447754|0.851413454|1|0.81348014|-0.08647612|-0.079176085|0.01105681|-44.066695|-40.34672657|0.18651986|-20.55997527|0.0|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|0.454163307|2244.518609|414.5350312|-605.2008985|1550.010086|0.284594011|0.8320497920000001|4874.364109|-308.399629|20.14177325|0.017498253|845.9544764000001|439.9973344|1.0|1.0|1.0|1.0|3.09|21.0|3.7|69.62|99.52|0.0|1.0|2.0|-3.53|25.0|3.0|-6.57|327.38|1.0|2.76|-3.89|0.0955|0.000129|0.0421|2.43|0.0|4.94e-05|-0.04372|5.4614|1.79|941.6|331.24|0.2988|227.02|371.96|0.34449|0.68172|-1045.810794|0.0572|-0.1555099999999999|4.8986|-0.19923|0.0366366999999999|6.7117|59.0|7.2291|7.2291
12bd_a36|1|0|3.497517322|0.0|0|7.412764017000001|2|1.297043358|0.0|-0.051990612|-0.006695407|-0.045630197|0.04625323|0.025649557|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|1|0.042808724|1|0.902377067|0.833398429|0|0.832478093|-0.071083327|-0.099460046|0.0177487689999999|-46.92083391|-65.65179884|0.167521907|-43.33557909|0.0|0.78244124|-1.989200921|-30.9716039|75.7932235|-23.44707102|58.63647911|0.475272043|2772.776922|549.5039111000001|-1313.035977|2403.371086|0.21755876|0.905749421|5957.939097|-866.7115819|29.96655829|0.015363883|1678.127264|729.1873176|0.0|1.0|0.0|2.0|4.95|17.0|2.5|69.2|133.68|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|1.86e-05|-0.05236|3.8786|3.79|1200.23|349.84|0.4467|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|5.7533|-0.19826|0.03110617|7.6908|17.0|7.7696|7.7696
13a_a5|1|0|2.931642415|0.0|0|6.605297921|0|1.393002748|0.0|-0.154076582|-0.006081807|-0.033436214|0.023989899|-0.007871499|-0.328417593|0.002355511|-0.139517787|10.94530369|1|-0.012798693|2|0.746303189|0.857293078|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.016739606|-57.31787843|-54.03141848|0.233249839|-34.78546088|39.93934134|0.598791539|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|-918.5341141|1314.232685|0.401208461|0.854865353|5628.9694|-591.3528349999999|30.07803494|0.02811638|1533.979782|620.5697596|1.0|1.0|1.0|2.0|3.07|23.0|3.58|92.79|114.18|0.0|1.0|8.0|-3.77|30.0|5.0|-7.18|399.45|0.0|2.71|-3.74|0.0675|0.000184|0.0734|2.19|0.0|5.02e-07|-0.05534|4.6285|3.81|1160.81|294.45|0.5953|267.87|567.51|0.41806|0.50037|-1312.907813|0.1992|-0.17364|3.3414|-0.22898|0.04138695|4.1671|91.0|7041.0|7041.0
16b_a32|1|1|3.2902303|0.0|0|7.765993078999999|0|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|-0.3723824429999999|0.041958333|-0.012739425|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|-0.023602065|0|0.745820612|0.907055332|1|0.7465375040000001|-0.088716278|-0.1083060409999999|0.015808858|-56.84546999|-69.39772428|0.253462496|-44.4669946|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|-1040.965864|3264.235184|0.252363732|0.709394251|6612.089615999999|-667.0049190000001|29.62431176|0.017136832|1392.342653|597.8890744|0.0|1.0|1.0|2.0|3.71|19.0|4.88|165.49|114.43|1.0|1.0|7.0|-6.28|28.0|6.0|-6.72|433.57|0.0|3.26|-4.55|0.000225|2.84e-05|0.0123|3.14|0.0|1.1e-05|-0.05946|3.6211|6.37|1137.73|342.39|0.2849|342.39|567.01|0.70233|0.70233|-2315.757928|0.2849|-0.14995|4.4055|-0.2094099999999999|0.03900066|7.0093|17.0|7.7696|7.7696
7c_a10|0|0|0.0|0.0|1|7.535296702|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|0.012145872|0.039433962|-0.1122332619999999|-0.206388032|0.01006918|-0.033792245|10.92926158|1|-0.176560297|2|0.725146704|0.84177174|1|0.906276489|-0.05074318|-0.0876410609999999|0.027436939|-29.66615908|-51.2378943|0.093723511|-29.95538587|58.07647902|0.52630639|-1.139333798|-17.34382833|67.01436709|-13.06063972|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|-666.0926258|1881.379304|0.47369361|0.8781281320000001|6034.895823|-389.4200163|24.81565867|0.0269852389999999|1265.598592|611.4957509|1.0|1.0|1.0|0.0|3.48|21.0|4.43|62.06|113.07|0.0|1.0|4.0|-4.44|29.0|5.0|-6.2|386.45|1.0|3.59|-4.69|0.0139|2.05e-05|0.00793|3.46|0.0|6.4e-06|-0.04004|5.4267|2.76|1102.43|323.24|0.4049|228.47|488.89|0.41348|0.68708|-1258.744382|0.0921|-0.16055|3.9465|-0.20059|0.02659395|5.0714|3.81|5.4191|5.4191
16_a4|0|0|0.0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.00228637|-0.095499301|0.04501634|0.007101649|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|1|0.020218035|1|0.490768328|0.8366279120000001|0|0.7898461090000001|-0.073335635|-0.080093659|0.013727656|-36.11951685|-39.44800181|0.210153891|-19.42906425|74.430775|0.832461695|-1.201404885|-17.789707500000002|45.11883447|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|-591.7200271|1522.164774|0.167538305|0.837568182|4520.2597670000005|-291.4359638|19.74465314|0.0115138339999999|710.807513|322.8922084|0.0|1.0|0.0|0.0|3.26|17.0|4.96|30.71|85.02|0.0|1.0|2.0|-3.92|23.0|4.0|-5.64|309.31|1.0|3.91|-4.43|0.0371|3.68e-05|0.0114|3.59|0.0|0.000134|-0.03965|4511.0|4.05|856.55|293.41|0.2213|274.85|407.99|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|0.01638524|1.9873|343.0|6.4647|6.4647
12w_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.063514061|-0.007019432|-0.0316452179999999|0.044197531|-0.0999572419999999|-0.372029919|0.002431329|0.028815747|10.31162873|1|-0.173643543|1|0.8149999040000001|0.889479916|0|0.8522163970000001|-0.076611264|-0.096032733|0.015446225|-52.53307388|-65.85056003|0.147783603|-45.15435649|0.0|0.8077976990000001|-1.824621925|-36.02242934|75.77366969|-25.53389062|63.12469722|0.451478593|2999.810425|584.3729039|-1251.160641|2783.769563|0.192202301|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|0.014471302|1548.85393|685.6665849999999|0.0|1.0|0.0|1.0|4.63|17.0|3.92|81.65|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|7.39e-06|-0.05682|5.0632|5.08|1211.28|348.42|0.2639|244.87|577.06|0.31353|0.68423|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|0.0345723|3.0068|15.0|7821.0|7821.0
9d_a31|1|0|3.456767212|0.0|0|7.765993078999999|1|0.61013528|0.0|0.036844743|-0.012442213|-0.043220149|0.0359583329999999|-0.057650507|-0.696763933|-0.002456634|-0.0938310919999999|10.31169788|2|-0.091744753|0|0.8066174070000001|0.873955169|0|0.6943358040000001|-0.098210975|-0.11958484|0.029032453|-66.96024848|-81.53295088|0.305664196|-55.58917047|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|97.84665015|-23.07536346|86.75457645|0.457506946|2654.377004|473.3981899|-1222.994263|1932.363213|0.336380477|0.8433415740000001|5748.743284|-833.8375571|34.77197803|0.023927395|1842.914835|647.1500428999999|1.0|1.0|1.0|2.0|3.8|16.0|4.09|117.37|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|-6.36|412.51|0.0|3.65|-4.39|0.0010199999999999|4.06e-05|0.0167|3.46|0.0|9.69e-06|-0.03457|3.8478|5.0|1202.79|322.22|0.2611|322.22|630.49|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-0.19426|0.04331056|3.5077|0.6|6.2218|6.2218
1i_a5|1|0|2.843224727|-4.358943904|0|6.605297921|0|1.219028472|0.0|-0.145964178|-0.006494891|-0.31059482|0.0253888889999999|0.018196138|-0.279280326|-0.0012491689999999|-0.174016111|10.94550053|1|0.059972925|2|0.525406088|0.8436458929999999|0|0.8876055620000001|-0.091178745|-0.084018635|0.008291428|-50.81756452|-46.82694838|0.112394438|-26.09853285|0.213644964|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|0.240540403|0.8858245220000001|5432.586961|-443.6750585|26.20475553|0.0196689|1048.190221|403.396385|1.0|1.0|1.0|1.0|2.83|23.0|6.37|54.46|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|0.0|4.12|-4.97|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|4.86e-07|-0.05729|4.7243|3.58|957.58|283.08|0.7585|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|0.03383899|2.8939|24.0|7.6198|7.6198
7f_a8|1|0|2.961566988|0.0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|-0.073219554|0.044814815|0.034392285|-0.234880498|0.00112124|-0.087673259|10.94343485|1|0.09329746|0|0.515235986|0.7677336090000001|0|0.770229267|-0.091890536|-0.08790841|0.0138113419999999|-52.28313554|-50.01741803|0.229770733|-28.45850692|55.49953831|0.880922225|-1.670259798|-29.74763659|55.85651025|-23.17880348|60.14140162|0.4513917389999999|2534.956113|438.23883319999993|-950.3309426|1854.738581|0.119077775|0.822794279|5662.145174|-540.7116315000001|26.31197491|0.010262531|1078.790971|446.5544107|0.0|0.0|0.0|1.0|3.14|23.0|5.49|61.58|101.89|0.0|1.0|3.0|-5.68|28.0|4.0|-5.27|373.35|0.0|4.63|-5.5|0.00078|3.16e-06|0.00118|4.66|0.0|1.31e-06|-0.07492|3.8187|6.81|991.61|356.17|0.3536|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|0.1502|-0.14506|8.7098|-0.21998|0.02809022|11.6137|35.65|4.4479|4.4479
1n_a5|1|0|2.91912867|0.0|0|6.605297921|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|-0.0533837329999999|0.024388889|0.002508727|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|1|0.004115733|2|0.6805709409999999|0.8402078140000001|0|0.785210014|-0.082180848|-0.081950989|0.023129277|-47.1725036|-47.04056285|0.214789986|-27.00168194|55.29041202|0.627751746|-1.311215832|-27.07741706|63.57058627|-17.50346525|60.44890447|0.483868192|2437.279452|450.71720610000006|-752.6490056|889.4388375|0.372248254|0.937489579|5101.31614|-432.02691110000006|27.88278228|0.028797525|1198.959638|467.1194103|1.0|1.0|1.0|1.0|2.88|23.0|3.99|80.76|101.77|0.0|1.0|5.0|-4.27|27.0|5.0|-6.41|356.38|0.0|3.14|-4.18|0.0193|6.56e-05|0.0234|2.91|0.0|3.01e-06|-0.06186|4.3838|4.19|1017.23|282.82|0.3789|282.82|481.06|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|0.03956123|0.7104|27.0|7.5686|7.5686
9b_a31|1|0|3.338934004|0.0|0|7.765993078999999|1|0.610136326|0.0|0.010411229|-0.0141390689999999|-0.070525429|0.03995614|-0.045938305|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|2|-0.075191042|0|0.811212624|0.899394425|0|0.669120552|-0.103937658|-0.131125311|0.034595809|-63.73317225|-80.40427495|0.330879448|-49.30281875|552.0968813|0.689175183|-1.835754351|-39.08032306|95.78862992|-23.95020956|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|1711.969694|0.310824817|0.88518099|5524.468603|-690.2394625|34.75199071|0.025089192|1633.343563|524.0230338|1.0|1.0|1.0|2.0|3.58|16.0|3.5|117.37|103.36|0.0|1.0|7.0|-4.76|27.0|5.0|-6.77|384.45|0.0|3.0|-3.86|0.00675|0.000137|0.0527|2.64|0.0|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|1091.21|322.58|0.2732|224.94|562.68|0.41622|0.70102|-1578.604164|0.2627|-0.15907|5.2851|-0.2013599999999999|0.03769117|6.8028|63.0|7.2007|7.2007
4d_a46|0|0|0.0|0.173086735|1|7.825245291|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|-0.017469934|0.047736111|-0.131948546|-0.085744171|0.0116902869999999|-0.111025108|10.96333164|1|-0.206000242|2|0.6535171|0.8075680409999999|0|0.936057958|-0.056384895|-0.070772596|0.008652238|-30.95621863|-38.85529917|0.063942042|-21.33218735|74.62074724|0.813427965|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|0.441136013|2181.291783|513.9109507000001|-621.6847867|2233.65548|0.186572035|0.7893441379999999|4993.774007|-341.3149976|16.6147308|0.0086574759999999|764.2776167999999|509.0572545|0.0|1.0|1.0|0.0|3.78|17.0|5.11|43.6|101.75|0.0|1.0|2.0|-4.93|25.0|3.0|-5.4|352.86|1.0|4.11|-5.11|0.00416|7.8e-06|0.00275|4.3|0.0|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|1009.78|280.09|0.1313|280.09|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.5318|-0.22603|0.02292966|3.7104|517.0|6.2865|6.2865
10_a1|1|0|3.261363142|0.0|0|6.86171134|0|1.435871163|0.0|0.0883621719999999|-0.014135827|-0.23385288|0.037578348|0.049971022|-0.621976404|-0.012672753|-0.020225596|10.94957578|1|0.107434253|1|0.674381582|0.783467165|0|0.669963758|-0.116648443|-0.10949971|0.014751098|-65.97424138|-61.93104798|0.330036242|-35.02707638|64.49041745|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|-25.67872721|74.31719486|0.459673515|2432.447088|378.9193385|-1052.827816|1768.2330920000002|0.165903744|0.850732895|5192.858899|-595.4602985|30.78628757|0.015427326|1262.237791|433.2550452|1.0|1.0|0.0|2.0|3.0|23.0|5.06|78.87|99.61|0.0|1.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|3.7|-4.73|0.00372|1.87e-05|0.00673|3.64|0.0|3.42e-06|-0.06802|3.4067|5.81|979.35|363.94|0.6754|363.94|464.77|0.70345|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|0.03426532|7807.0|1.5|5.8239|5.8239
9n_a24|1|0|2.961528903|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|0.001099755|0.024179894|-0.141205159|-0.182811885|0.008307337|-0.036651001|10.94875265|1|-0.22754075|2|0.786587307|0.804201677|0|0.904556598|-0.052106597|-0.0777274979999999|0.017608478|-35.21502941|-52.53031811|0.095443402|-35.50139138|24.72120326|0.652126509|-1.399094961|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|0.347873491|0.764164944|5356.5828|-639.0250449|27.88350328|0.021951174|1449.942171|631.9206508|1.0|1.0|1.0|1.0|3.17|23.0|4.14|66.93|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|385.46|1.0|3.13|-4.29|0.0278|5.14e-05|0.0198|3.07|0.0|8.909999999999999e-07|-0.03818|4.9139|2.59|1155.03|302.2|0.2522|252.31|587.05|0.44042|0.63085|-1238.856882|0.0334|-0.1658099999999999|2.8552|-0.20399|0.03188309|4.8123|19.0|7.7212|7.7212
20a_a10|0|0|0.0|0.0|1|7.535296702|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|0.049376168|0.036415094|-0.035536682|-0.197323337|0.008214031|-0.010695558|10.9296614|1|-0.058994157|2|0.661219642|0.817646497|1|0.913681336|-0.066386563|-0.072821454|0.013618456|-43.19189039|-47.37850712|0.086318664|-30.82502228|47.01787447|0.733451892|-1.456429076|-28.10115947|58.1398225|-18.22250274|52.05222074|0.452402751|2998.608651|594.4519837|-947.5701424|2021.669282|0.266548108|0.826159649|6729.996773999999|-616.5004457|24.84485067|0.016540298|1291.932235|719.5272609|0.0|1.0|1.0|0.0|3.48|27.0|5.77|76.62|126.35|0.0|1.0|4.0|-5.68|33.0|5.0|-5.82|429.47|0.0|4.27|-5.59|0.000888|2.56e-06|0.0011|4.36|0.0|1.55e-07|-0.06611|4.7841|3.98|1200.92|323.62|0.2738|259.16|524.02|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|3.2116|1.2|5.9208|5.9208
14aa_a23|0|1|0.0|0.0|2|7.423568444|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|-0.026892547|0.046678487|0.031136154|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|0.055934795|2|0.725358161|0.8072028240000001|1|0.924108042|-0.052155763|-0.076107469|0.018016316|-35.51947393|-51.83122853|0.075891958|-35.2984572|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|2263.821505|0.203340553|0.972590939|6651.23042|-776.5660584|27.00633206|0.013786041|1431.335599|733.3886349999999|0.0|1.0|1.0|1.0|3.63|26.0|4.63|105.02|130.22|0.0|1.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|4.1|-5.55|0.000259|2.81e-06|0.00123|4.31|0.0|3.07e-06|-0.0708299999999999|3.5934|4.1|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.1449|5.8286|-0.21573|0.02033777|8.3532|4.0|8451.0|8451.0
