molecula|Wavelength (max. Transition) (nm)|Num. of Rotatable bonds|Contribuition (max. transition)|Heavy atom count|Zero Point Energy|Highest Occupied Molecular Orbital Energy|pIC50|RNCS|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Absorption Energy (max. Transition) (eV)|PNSA4|pIC50
12b_a50|263.3|2.0|0.6016199999999999|24.0|-1006.501585|-0.19425|5.3242|8.07905572|45.0|0.0|4.7089|-11.93905701|5.3242
5a_a50|220.82|2.0|0.39948|25.0|-1029.734933|-0.19146|5.3872|6.819160781|0.0102|0.0|5.6146|-12.13862875|5.3872
12u_a30|354.21|5.0|0.6847|31.0|-2494.736802|-0.20146|7.4647|78.15130994|0.0004269999999999|0.0|3.5003|-25.41792137|7.4647
6c_a31|376.01|5.0|0.7014699999999999|30.0|-1691.734564|-0.19169|6.4685|163.6316745|0.0048|0.0|3.2974|-28.32375523|6.4685
9b_a36|321.74|5.0|0.69763|29.0|-1575.557248|-0.20979|7.6778|67.12293326|0.0148|0.0|3.8535|-22.67740953|7.6778
17_a15|299.04|7.0|0.68787|33.0|-1413.559128|-0.19509|7.9208|34.35335309|0.00099|0.0|4.1461|-20.73567196|7.9208
10_a1|363.94|4.0|0.70345|27.0|-1222.969096|-0.20378|5.8239|212.8090837|0.00673|0.0|3.4067|-25.67872721|5.8239
6_a1|305.12|3.0|0.69818|22.0|-935.330989|-0.1899799999999999|5.2924|64.63457366|0.0613|0.0|4.0635|-11.51080589|5.2924
8a_a32|348.07|7.0|0.70316|27.0|-1880.536478|-0.2061599999999999|7.3468|73.64907732|0.00406|0.0|3562.0|-22.37464674|7.3468
16_a20|207.2|4.0|0.32553|31.0|-1275.636924|-0.20722|7585.0|69.28224942|0.0008699999999999|0.0|5.9837|-19.44924762|7585.0
17b_a6|349.8|5.0|0.69615|31.0|-1349.830814|-0.18281|6.8153|155.8689396|0.00274|0.0|3.5444|-27.2272998|6.8153
21_a34|288.26|4.0|0.6893199999999999|33.0|-1483.057743|-0.20872|5.4737|168.9671187|0.0085|0.0|4.3011|-27.89610644|5.4737
21_a12|264.64|3.0|0.59386|23.0|-1327.347724|-0.22253|7.6576|75.46830038|0.0551|0.0|4.6851|-18.55810005|7.6576
11c_a31|321.61|6.0|0.7005899999999999|26.0|-1559.194237|-0.19526|6.8861|264.7428792|39.0|0.0|3.8551|-24.864808|6.8861
41_a18|385.97|6.0|0.69308|34.0|-1453.980175|-0.1814599999999999|6433.0|347.42621339999994|0.0042899999999999|0.0|3.2123|-25.62671923|6433.0
16a_a10|221.33|9.0|332.0|33.0|-1394.797092|-0.20697|7.3279|77.68598956|0.00297|0.0|5.6019|-18.049219|7.3279
9_a3|213.09|2.0|0.3639699999999999|22.0|-1255.9558029999998|-0.19833|4.96|223.4501605|0.00379|0.0|5.8185|-17.96047462|4.96
11a_a5|281.57|7.0|0.6735|32.0|-1339.493223|-0.20429|7.0915|61.32301293|0.000167|0.0|4.4033|-18.73644762|7.0915
12z_a36|318.16|5.0|0.69397|31.0|-1324.951498|-0.2139199999999999|8301.0|114.3931487|0.0458|0.0|3.8969|-24.03445318|8301.0
11b_a50|266.8|2.0|0.53885|25.0|-1045.798634|-0.19501|5.7696|7.949039772000001|0.0228|0.0|4.6471|-13.01301376|5.7696
18_a20|207.41|5.0|0.31154|32.0|-1352.073755|-0.20289|7.4685|318.5587088|0.0029|0.0|5.9778|-23.91074854|7.4685
8a_a31|325.45|3.0|0.7027100000000001|22.0|-1347.3959220000002|-0.18869|6.1024|131.2406629|243.0|0.0|3.8097|-20.61467025|6.1024
11_a3|384.66|2.0|0.6966600000000001|22.0|-1288.058926|-0.20018|7.3979|253.1353625|0.0601|0.0|3.2232|-18.52584757|7.3979
47r_a18|391.06|9.0|0.69545|36.0|-1964.443758|-0.18249|6.6364|13.30156885|0.00117|1.0|3.1705|-23.68254797|6.6364
4e_a46|292.1|5.0|0.5745600000000001|35.0|-1884.255802|-0.21005|6.8125|105.0139519|0.00191|0.0|4.2446|-23.48867857|6.8125
8d_a32|348.39|7.0|0.7026100000000001|27.0|-1880.540067|-0.20115|8.0809|321.2496412|0.0173|0.0|3.5588|-21.03349629|8.0809
