molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
18_a47|1|2.969619451|0.0|0|6.605297921|0|0|-0.141396999|-0.004337918|4.59511985|-0.06345679|3|-0.026357805|1.5913490630000002|-0.2342475789999999|0.018164141|1|0.0015586929999999|0.792196273|-0.027351545|0.851462739|1|0.777824025|-0.078937385|-0.084415066|0.454324931|0.014741763|-52.88049505|0.222175975|139.1786571|-33.12615721|5.784962137000001|3.684585007|58.68383399|0.432077184|2800.3745940000003|2184.962887|-11.9254166|0.267251553|0.7608026529999999|167.41554630000002|-596.2708299|25.98023687|0.017318402|628.5247532999999|10.84884165|1.0|1.0|1.0|2.5|0.08|27.0|-10.36|2.0|0.0|0.0|31.0|5.0|-5.87|410.45|1.0|0.0|-5.37|3.13e-06|4.29e-06|0.00176|4.13|0.0|1.78e-08|3.32|-1354.221126|-1354.180815|652.12|1130.76|0.4335|290.58|487.81|0.4659|0.63359|0.0516|-0.17349|3.4464|-0.22313|0.04031146|-1354.037606|3.0|8.6|8.6
2_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.176032668|-0.008422099|4.727387819|-0.09743592|2|-0.103423993|2.058239271|-0.311617665|0.09933632|1|-0.0045709459999999|0.769486995|0.065162907|0.8401405609999999|1|0.750206578|-0.104577702|-0.09392632|0.4551292289999999|0.011938463|-44.07280196|0.249793422|117.2099151|-20.68016573|2.628543258|74.89956423|54.67257594|0.458202525|2056.399995|1314.679398|-7.298882022000001|0.272015731|0.845708123|127.637231|-248.1619888|21.36736636|0.019143348|330.4083896|8.982583312000001|1.0|1.0|1.0|2.22|0.0|21.0|-6.89|0.0|0.0|0.0|22.0|3.0|-5.93|304.37|0.0|0.0|-4.27|1.7800000000000002e-05|5.33e-05|0.0162|3.13|0.0|3.9500000000000005e-05|1.97|-1272.143337|-1272.114086|503.34|841.85|0.1824|227.92|340.69|0.37284|0.69543|0.0962|-0.14605|4.0121|-0.21028|0.02925101|-1272.04778|3981.0|5.4|5.4
12d_a31|0|3.441384322|0.0|0|7.765993078999999|1|1|0.039097757|-0.012448252|5.733341277|-0.043220149|0|-0.042401695|0.0|-0.697102094|-0.085780934|2|0.000127275|0.8343242820000001|-0.057226679|0.873955169|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|0.294550252|208.9297871|-57.85220856|14.93891054|557.514503|87.64629597|0.389382761|2653.867767|2434.226776|-16.37326657|0.361635149|0.63768714|256.5143096|-867.7831284|36.15974873|0.02571268|647.1500428999999|18.23846616|1.0|1.0|1.0|3.9|0.38|16.0|-7.63|2.0|0.0|0.0|29.0|5.0|-6.36|412.51|0.0|0.0|-4.39|2.48e-06|4.06e-05|0.0167|3.46|0.0|9.69e-06|5.0|-1657.471849|-1657.428467|730.86|1201.63|0.2566|322.23|626.33|0.7006600000000001|0.7006600000000001|0.2566|-0.15968|2.4186|-0.19096|0.04338158|-1657.245177|0.51|6.2924|6.2924
4a_a49|0|0.0|0.0|1|7.535296702|1|1|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|-0.080255074|1.713107022|-0.3631108529999999|-0.053787795|1|0.000660956|0.803344301|0.032396301|0.856023531|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|-53.88810275|0.242956384|149.0098632|-33.05061877|6.448709504|60.11195021|68.30645049|0.4716382|2675.628678|1647.61849|-11.01687292|0.349698461|0.8926425020000001|214.47685|-561.8605190000001|27.62211044|0.023624093|620.5697596|14.48911428|0.0|1.0|1.0|2.89|0.22|21.0|-7.36|1.0|0.0|0.0|30.0|5.0|-7.52|399.45|0.0|0.0|-3.52|0.000528|0.000305|122.0|1.71|0.0|1.74e-05|3.34|-1313.19945|-1313.158118|660.19|1128.22|0.1935|262.35|504.63|0.35731|0.68042|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|-1312.98289|32.0|7.4949|7.4949
3b_a32|1|3.3653429710000005|0.0|0|7.758333467000001|0|0|0.046791596|-0.007388108|5.733341277|-0.064476472|0|-0.0411430079999999|2.21541916|-0.265971895|-0.1113575119999999|3|0.00020567|0.800396027|0.167519182|0.866250192|1|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|0.014636992|-49.22963237|0.159260619|78.12568166|-24.14971513|3.522270202|0.0|43.023961|0.460751087|2092.213643|1084.520517|-8.049905042|0.2358716619999999|0.854431185|115.707414|-265.6468664|21.47528975|0.0154889019999999|323.0421997|7.59811844|1.0|1.0|1.0|2.57|0.13|19.0|-6.5|1.0|0.0|0.0|21.0|3.0|-5.57|312.41|0.0|0.0|-4.65|1.86e-06|2.23e-05|0.00697|3.71|0.0|9.97e-05|2.45|-1594.121087|-1594.095192|524.46|857.0|0.2905|348.81|396.83|0.70257|0.70257|0.2905|-0.1474099999999999|3.5719|-0.20137|0.02589511|-1594.049677|6.0|8.2366|8.2366
4f_a49|0|0.0|0.0|1|7.535296702|1|1|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|2|-0.087861524|1.5830545580000002|-0.418450768|-0.064058097|1|0.001714014|0.7927086309999999|0.114367229|0.8557769120000001|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-48.83888562|0.262938196|142.7551002|-26.51573683|4.89045046|59.72286429999999|64.88887164|0.437355335|2458.261097|1629.651745|-9.866320682|0.2816937089999999|0.7773206840000001|152.9378926|-424.2517893|25.29924744|0.020905063|467.1194103|11.34983222|0.0|1.0|0.0|2.35|0.14|21.0|-6.54|1.0|0.0|0.0|27.0|5.0|-6.6|356.38|0.0|0.0|-4.09|0.000102|8.120000000000001e-05|0.0289|2.64|0.0|0.000104|4.07|-1179.23587|-1179.201105|575.01|982.46|0.2368|268.08|411.94|0.39584|0.68474|0.0579999999999999|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|0.04|7.3979|7.3979
12v_a36|0|3.468871488|0.0|0|7.412764017000001|2|2|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.073329354|0.0|-0.487854327|-0.086194201|1|0.003077071|0.828393514|-0.041914045|0.8792981679999999|0|0.802291339|-0.078158778|-0.105200486|0.334379501|0.027145269|-69.20675352|0.197708661|130.0637965|-45.52806671|11.74777471|0.462992841|69.27488156|0.461799225|2846.057239|2328.221818|-14.33290989|0.372344602|0.8580426609999999|244.9490697|-773.9771341000001|34.71221847|0.02867403|679.7230552999999|18.86337805|1.0|0.0|0.0|0.0|0.17|17.0|-6.69|1.0|0.0|0.0|31.0|5.0|-6.93|411.46|0.0|0.0|-4.07|0.000113|8.499999999999999e-05|35.0|2.65|0.0|8.340000000000001e-05|2.65|-1347.475543|-1347.442792|671.56|1150.38|0.4247|319.16|502.83|0.69298|0.7016100000000001|0.0223|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|14.0|7.8539|7.8539
12ag_a36|0|3.408828027|0.0|0|7.412764017000001|2|2|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.063109409|0.0|-0.436614203|0.0070889269999999|1|-0.000673716|0.835013502|-0.0861053359999999|0.8910146309999999|0|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|0.020136392|-68.21579593|0.253169906|159.6746787|-43.02381535|8.009946323|0.0|64.72839664|0.481286668|2773.9654530000003|2305.164626|-15.48857353|0.2411026289999999|0.927847116|152.06382680000002|-774.4286762999999|32.35969377|0.019328689|595.8790650000001|12.1906363|1.0|0.0|0.0|0.0|0.14|17.0|-6.86|1.0|0.0|0.0|30.0|5.0|-6.76|399.42|0.0|1.0|-4.16|0.000129|6.96e-05|0.0278|2.78|0.0|5.58e-05|3.41|-1332.185403|-1332.151245|658.68|1112.68|0.4286|318.79|507.72|0.69204|0.7024699999999999|0.0191|-0.15227|5.4459|-0.20713|0.03415856|-1332.003616|17.0|7.7696|7.7696
9_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.187952252|-0.007847313|4.727387819|-0.100592457|1|-0.126542538|2.4071976040000003|-0.298197887|0.065373003|1|-0.003863265|0.6729843740000001|0.042154567|0.7327715159999999|0|0.84649775|-0.095161413|-0.083555008|0.506753484|0.007377805|-39.28853824|0.15350225|72.17854599|-18.47392835|1.6312253680000002|72.50764604|48.21513485|0.413418346|2017.0704920000005|1383.145159|-8.445224386|0.1131403219999999|0.704792493|53.19989715|-295.5828535|20.25176593|0.008976383|349.6957191|4.220799781|1.0|1.0|1.0|2.44|0.0|21.0|-7.26|1.0|0.0|0.0|22.0|2.0|-5.21|303.38|0.0|0.0|-4.9|2.96e-06|1.25e-05|0.00379|4.14|0.0|1.67e-05|3.28|-1256.087705|-1256.0634710000002|512.44|857.36|0.2069|213.09|350.27|0.3639699999999999|0.6724600000000001|0.1127|-0.15834|2.0863|-0.19833|0.0242342|-1256.002529|10965.0|4.96|4.96
12o_a36|0|3.444418304|0.0|0|7.412764017000001|2|2|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|0.03842353|0.0|-0.613501857|-0.059733192|1|-0.000472698|0.799869816|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|0.2407887189999999|173.4105814|-55.10596064|12.13767506|112.1259723|75.94332024|0.469699889|3009.981519|2778.220342|-18.36865355|0.333537155|0.885724665|240.2059039|-1047.013252|38.27030489|0.026586303|757.7532208|19.1468529|0.0|0.0|0.0|0.0|0.17|17.0|-6.93|1.0|0.0|0.0|33.0|5.0|-7.66|438.48|0.0|0.0|-3.64|0.000292|0.000227|0.0997|1.85|0.0|5.18e-05|4.5|-1440.969954|-1440.926241|728.07|1240.51|0.4075|238.77|560.88|0.36719|0.67273|0.2888|-0.15695|4.9237|-0.21151|0.04371335|-1440.734965|0.04|7.3979|7.3979
8j_a46|0|0.0|0.214753401|1|7.727094485|1|1|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|-0.129276363|0.0|-0.081366324|-0.174853546|1|0.0108603019999999|0.789844634|-0.074207717|0.837678812|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-37.04976799|0.065351579|35.10521457|-19.90219786|2.5024620580000003|64.83187221|34.04593326|0.427798746|2121.846387|1888.679875|-7.405468973|0.177887481|0.747636856|95.55665364|-318.43516580000005|16.76894569|0.008843828|453.1959065|4.750680627|1.0|0.0|1.0|3.25|0.32|17.0|-7.26|1.0|1.0|0.0|24.0|3.0|-5.55|338.83|0.0|1.0|-4.83|2.59e-05|1.47e-05|0.00497|3.97|0.0|1.85e-05|3.78|-1414.53151|-1414.50743|576.48|978.4|0.1728|249.79|493.89|0.50703|0.70121|0.1427|-0.18531|5.2361|-0.22599|0.02408052|-1414.402087|1228.0|5.9108|5.9108
1c_a5|0|2.955525321|0.0|0|6.605297921|0|0|-0.268536978|-0.001983746|4.59511985|-0.006491037|2|-0.080321049|0.0|-0.085301064|-0.228971551|1|0.007357977|0.7595197290000001|-0.109439124|0.821309592|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-35.99212225|0.11368581|58.16640976|-18.41507338|2.185709046|0.0|39.09545876|0.476413155|2105.8969850000003|873.709445|-7.366029352999999|0.246972732|0.909902834|126.3615674|-294.64117410000006|19.11862892|0.0153811389999999|409.0289917|7.869633359|1.0|1.0|1.0|2.09|0.05|23.0|-8.41|0.0|0.0|0.0|24.0|3.0|-5.77|312.37|0.0|1.0|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|1.21e-06|3.17|-990.6223073|-990.5931502|556.84|929.31|271.0|254.15|410.52|0.4444899999999999|0.53838|0.1076|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|3981.0|5.4|5.4
4r_a46|0|0.0|-0.03033057|1|7.832410927000001|1|1|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|-0.15196733|0.0|-0.141309389|-0.1129698999999999|1|0.0061041|0.810646641|-0.070397185|0.8549242340000001|0|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|0.011446215|-43.14814202|0.152180218|80.72661483|-22.88867429|3.220912917|0.0|48.13649426|0.456487948|2137.47734|1451.6122289999998|-7.304896049|0.285368722|0.839885604|151.3787482|-343.3301143|19.26963463|0.015225417|496.0386301|8.076584289|0.0|1.0|1.0|2.89|0.35|17.0|-6.25|0.0|0.0|0.0|25.0|4.0|-6.83|334.41|0.0|1.0|-3.55|0.00081|0.000279|0.0933|2.12|0.0|0.000188|2.3|-1069.447946|-1069.419677|571.75|986.04|0.1404|274.25|467.85|0.69085|0.69085|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|1413.0|5.8499|5.8499
18_a31|0|3.281949877|0.0|0|7.401841579|0|0|0.0690370959999999|-0.013634202|5.351858133|-0.138136629|0|-0.051184519|0.0|-0.640807491|-0.001973566|2|-0.007811355|0.8595579409999999|-0.1647054359999999|0.904870098|0|0.72588713|-0.11789212|-0.129469649|0.258135789|0.014467496|-75.99442464|0.27411287|160.8952371|-44.60622732|4.984491996|0.0|77.69074057|0.4492048839999999|2241.561812|1935.374782|-13.87749294|0.222523168|0.8155571290000001|130.6137795|-624.4871824|30.40953623|0.01673486|477.1857166|9.822812434|1.0|1.0|1.0|2.85|0.28|16.0|-6.54|1.0|0.0|0.0|25.0|4.0|-6.72|356.44|0.0|0.0|-3.62|2.42e-05|0.000241|86.0|2.47|0.0|0.000104|4.81|-1465.528656|-1465.4803960000002|630.26|1041.21|444.0|247.51|541.33|0.51842|0.70058|0.2457|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|0.13|6.8861|6.8861
12b_a5|0|0.0|0.0|0|6.605297921|2|2|-0.297319874|-0.001991527|4.59511985|0.023224044|3|-0.021265946|0.0|-0.1214831359999999|-0.119503073|0|0.00751901|0.779793078|-0.033036296|0.819417554|0|0.827613693|-0.066227158|-0.068586754|0.350286421|0.016556707|-43.25430513|0.172386307|108.7155967|-27.27837078|6.584944956|0.0|52.20772716|0.480419002|2602.046823|1071.500538|-8.135654442|0.4696203889999999|0.924627734|296.16656780000005|-463.7323032|24.32296891|0.025810077|727.8586176|16.27715102|0.0|1.0|1.0|0.0|0.33|18.0|-7.67|1.0|0.0|0.0|30.0|6.0|-7.57|397.47|0.0|1.0|-3.45|0.00503|0.000359|143.0|1.63|0.0|8.5e-06|2.24|-1276.928859|-1276.8943800000002|669.05|1149.51|0.2345|268.62|505.16|0.42949|0.70615|0.0001|-0.06212|5.7174|-0.16607|0.03447919|-1276.9984029999998|42.0|7.3768|7.3768
3_a3|0|0.0|0.0|0|7.285506549|0|0|0.159413311|-0.010040064|5.283203728999999|-0.114647585|1|-0.015653979|2.063441043|-0.3413621639999999|0.0483259979999999|2|-0.006362643|0.8083172479999999|0.123113049|0.885339037|1|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|-45.05306124|0.246193521|112.2682304|-20.54492513|2.623868963|75.88125246|54.67064981|0.415122657|2092.406045|1349.6286710000002|-7.290134722999999|0.299996173|0.709760196|136.8031103|-225.9941764|22.83783244|0.023287455|302.8386149|10.6194566|1.0|1.0|1.0|2.39|0.0|20.0|-6.15|0.0|0.0|0.0|21.0|3.0|-5.88|310.4|0.0|0.0|-4.39|3.32e-06|4.06e-05|0.0126|3.26|0.0|0.000218|1.92|-1592.904586|-1592.873593|491.26|817.21|0.2383|212.09|316.65|0.29441|0.69206|0.0851|-0.14599|2.1507|-0.20969|0.03099295|-1592.839065|1175.0|5.93|5.93
12a_a50|1|0.0|0.0|2|7.927685046000001|1|1|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|1|-0.111689174|2.112397566|-0.126263256|0.014596049|2|0.011790103|0.795582575|-0.2018898489999999|0.862192416|1|0.904119689|-0.05075501|-0.0663902|0.29507467|0.021013336|-33.44733598|0.095880311|48.30443297|-16.85074424|5.333473207|69.83817338|36.15684209|0.469674946|2223.666558|1462.827156|-6.048985111|0.4247810279999999|0.885635975|214.004382|-235.9104193|20.873331|0.027455156|388.171611|13.83188822|1.0|1.0|1.0|2.21|0.11|20.0|-5.49|0.0|0.0|0.0|24.0|3.0|-6.44|313.36|0.0|1.0|-3.84|0.000685|0.000144|45.0|2.5|0.0|0.00101|2.47|-1006.659456|-1006.632973|545.54|908.22|0.1807|304.01|394.52|0.65267|0.65267|0.1807|-0.16806|5.7662|-0.20172|0.02648238|-1006.546706|75.0|7.1249|7.1249
13a_a6|0|3.417162147|0.0|0|7.412764017000001|1|1|-0.042110772|-0.01115741|5.351858133|-0.0265090529999999|1|0.031837397|0.0|-0.602500119|0.0015242189999999|1|-0.00194781|0.7722228729999999|-0.091892803|0.8299950709999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|-74.18628740000001|0.22549456|147.4582473|-48.51283287|13.62714959|554.4922449|82.36189896|0.467070451|2820.31296|2626.396685|-17.46461983|0.240087608|0.8764206290000001|157.0011174|-873.2309916000002|35.14492428|0.02016134|627.4287311|13.18415753|1.0|1.0|1.0|3.2|0.12|23.0|-9.01|2.0|0.0|0.0|31.0|5.0|-6.1|409.44|0.0|0.0|-4.99|3.11e-06|1.02e-05|0.00417|3.8|0.0|4e-07|4.04|-1350.085889|-1350.057702|695.29|1166.79|0.5352|206.87|571.9|0.4816|0.70072|0.2697|-0.14969|7.7145|-0.19987|0.02818646|-1349.895534|46.0|7.3372|7.3372
6b_a31|0|3.404988662|0.0|0|7.773594467000001|1|1|0.052690797|-0.016070861|5.733341277|-0.178758575|0|0.11647286|0.0|-0.787472195|-0.032090772|2|-0.008439437|0.78240875|-0.084489161|0.841537966|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-78.37648097|0.372146926|227.0509355|-47.81835367|12.28107483|101.4993391|93.83704414|0.4807018779999999|2776.92804|2063.736075|-17.0020813|0.254079586|0.925676135|155.0167518|-765.0936586|37.35947255|0.024142162|536.6368656000001|14.72939894|1.0|1.0|1.0|2.73|0.1|22.0|-7.33|1.0|0.0|0.0|29.0|5.0|-6.5|404.44|0.0|0.0|-4.66|2.34e-06|2.18e-05|0.00883|3.2|0.0|1.89e-05|4.61|-1652.671944|-1652.635711|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|0.4967|-0.13345|5.9085|-0.1918|0.03623358|-1652.505041|54.0|7.2676|7.2676
1g_a5|0|2.942391606|0.0|0|6.605297921|0|0|-0.203595168|-0.003919036|4.59511985|-0.010620031|2|-0.011534568|0.0|-0.172437603|-0.132678208|1|0.006957291|0.7778380309999999|-0.067172264|0.8393686990000001|0|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|0.020418692|-39.8807456|0.134079034|71.90752413|-21.388323|5.8729303|0.589719781|48.55052611|0.4713154089999999|2243.103668|832.7655896000001|-7.824996219|0.38606657|0.891486942|207.0502037|-320.82484500000004|23.76563316|0.02697793|422.96706330000006|14.46845291|1.0|1.0|1.0|2.12|0.05|23.0|-8.14|0.0|0.0|0.0|25.0|4.0|-6.15|328.37|0.0|1.0|-4.2|9.27e-05|6.29e-05|0.0206|3.03|0.0|2.36e-06|2.61|-1065.846194|-1065.818889|572.15|961.17|0.1769|259.26|448.93|0.4386899999999999|0.66164|0.0504|-0.17042|3.4883|-0.20972|0.02730461|-1065.727193|115.0|6.9393|6.9393
12aw_a36|0|3.28940051|0.0|0|7.412764017000001|2|2|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.066435701|0.0|-0.4478724979999999|-0.1066959869999999|1|-0.004358975|0.836170906|-0.056676035|0.892249657|0|0.706174871|-0.088516379|-0.114701005|0.373775982|0.023038651|-73.52224315|0.2938251289999999|188.3390873|-47.12705211|9.4658605|1.343623915|71.5057033|0.47322369|2901.451841|2380.579051|-16.96573876|0.250947713|0.898338973|160.8550748|-848.2869380000001|35.33532702|0.02161528|593.6088758|13.8551867|1.0|0.0|0.0|0.0|0.14|17.0|-7.12|1.0|0.0|0.0|31.0|6.0|-6.8|417.41|0.0|1.0|-4.32|0.000102|4.81e-05|0.0201|2.88|0.0|3.17e-05|3.66|-1431.404673|-1431.373326|666.09|1120.43|0.4088|237.0|507.71|0.38905|0.69109|0.3892|-0.15688|4.8181|-0.21201|0.03134789|-1431.239759|9.0|8.0458|8.0458
5_a18 (BIBF0775)|0|0.0|0.0|0|7.03438793|2|2|0.0160123|-0.005220163|4.844187086|-0.015946718|1|-0.0366107389999999|0.0|-0.391512249|0.0002403959999999|0|0.0036739159999999|0.7395978390000001|-0.040022105|0.774859029|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|0.008501088|-59.08151918|0.156764132|118.3671077|-44.61038661|4.846666751|50.25564119|58.5107823|0.483962172|3115.979466|1645.395714|-16.96451322|0.184058942|0.937842434|138.97646310000002|-1204.480438|27.535837|0.010831199|1140.896548|8.178259299999999|0.0|1.0|1.0|0.0|0.32|18.0|-9.21|3.0|1.0|0.0|37.0|3.0|-5.96|494.63|0.0|1.0|-5.72|8.590000000000001e-07|1.91e-06|0.000946|4.73|0.0|3.06e-07|8.45|-1572.313227|-1572.290174|817.02|1446.02|0.4825|378.13|691.68|0.69298|0.69298|0.4825|-0.13154|2.3389|-0.18092|0.02305362|-1571.914419|34.0|7.4685|7.4685
19i_a38|0|3.169368622|0.0|0|7.412764017000001|2|2|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.08414367|0.0|-0.4561702689999999|-0.074033381|1|-0.004358975|0.836170906|-0.087904124|0.892249657|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-69.40536597|0.252841593|154.953787|-42.53502816|8.479305267|10.71501217|64.99417804|0.444551315|2896.470706|2335.0953870000003|-15.31261014|0.258076158|0.800346329|158.161786|-765.6305068|33.67721904|0.022159015|593.6088758|13.5801364|1.0|1.0|1.0|2.88|0.14|17.0|-7.12|1.0|0.0|0.0|31.0|5.0|-6.81|419.43|0.0|0.0|-4.33|5.68e-05|4.67e-05|0.0196|2.88|0.0|3.19e-05|3.66|-1431.415351|-1431.384243|641.31|1101.03|0.2156|217.36|457.26|0.4342|0.69267|0.1886|-0.14872|6.6636|-0.2052|0.03110827|-1431.239177|13.0|7.9031|7.9031
11_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.119431379|-0.01008647|4.727387819|-0.127546771|3|-0.101436441|1.710245969|-0.363112913|0.044912659|1|-0.005959152|0.724492061|-0.04179402|0.793311683|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|0.014376713|-47.02715152|0.222196952|105.101718|-22.2443844|3.216644354|80.34769756|51.99171876|0.4680759679999999|2097.896727|1105.41974|-8.76293931|0.2475152639999999|0.8799677029999999|117.0775712|-289.1769972|24.61956593|0.021256639|311.6695405|10.0546353|0.0|1.0|1.0|2.07|0.0|21.0|-6.51|0.0|0.0|0.0|22.0|4.0|-6.59|305.36|0.0|0.0|-3.71|8.37e-05|0.000197|0.0601|2.22|0.0|9.35e-05|2.12|-1288.195105|-1288.165162|508.58|834.82|0.4441|384.66|346.18|0.6966600000000001|0.6966600000000001|0.4441|-0.13118|3.3694|-0.20018|0.02994326|-1288.10577|0.04|7.3979|7.3979
12b_a32|1|3.477905329|0.0|0|7.765993078999999|0|0|0.115940697|-0.009432679|5.733341277|-0.055500132|0|-0.044307211|2.153718992|-0.462201267|-0.031446256|3|-0.001662219|0.838021287|-0.090027803|0.8887585240000001|1|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-60.93328667|0.217407|135.83463989999998|-38.07076621|6.356098747000001|65.29222164|61.06285882|0.430631506|2573.006963|3148.185476|-10.75912958|0.39579391|0.756331814|247.2897528|-494.9199607|28.50066715|0.025166975|557.1050635|15.72418067|1.0|1.0|1.0|2.9|0.26|19.0|-7.65|1.0|0.0|1.0|27.0|4.0|-6.4|397.52|1.0|0.0|-4.43|1.27e-06|3.72e-05|0.0148|3.28|0.0|8.86e-06|4.12|-1880.770588|-1880.732075|663.89|1109.93|0.2865|347.27|541.49|0.70258|0.70258|0.2865|-0.14803|3208.0|-0.19976|0.0385132|-1880.599158|26.0|7585.0|7585.0
11a_a5|0|2.9781886010000003|0.0|0|6.605297921|0|1|-0.165418719|-0.002894726|4.59511985|0.052217882|2|-0.052944925|0.0|-0.185262487|-0.1301505359999999|1|0.007955512|0.73344478|-0.0489811909999999|0.773417838|0|0.89343434|-0.064565402|-0.071517578|0.369563711|0.011860803|-51.09940261|0.10656566|76.14130253|-36.51058972|6.055083705|14.47576249|54.60662289|0.466436596|2727.027899|1170.247903|-13.38721623|0.259134725|0.874191508|185.1520983|-803.2329738|25.28995251|0.014482324|835.912531|10.34763929|0.0|1.0|1.0|3.68|0.3|23.0|-9.93|2.0|0.0|0.0|32.0|4.0|-4.54|424.54|1.0|0.0|-6.4|5.63e-08|3.95e-07|0.000167|6.13|0.0|5.019999999999999e-08|4.83|-1339.8362619999998|-1339.802852|739.79|1272.7|0.5473|281.57|578.8|0.6735|0.65363|0.1838|-0.16735|2.8611|-0.20429|0.03340977|-1339.555805|81.0|7.0915|7.0915
12e_a36|0|3.490984269|0.0|0|7.412764017000001|2|2|-0.064019914|-0.007100632|5.351858133|-0.043085717|2|0.144415507|0.0|-0.404736007|-0.0586405829999999|1|0.003962098|0.7975411790000001|-0.144846626|0.847602953|0|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-64.2330904|0.161913613|102.9838531|-40.85494129999999|7.71202397|5.735288795|56.96241436|0.466721981|2709.877204|2309.239105|-14.64611103|0.238923581|0.875194483|151.9654247|-776.2438847|30.25577504|0.017716522|662.0530478999999|11.26845175|1.0|0.0|0.0|0.0|0.17|17.0|-6.97|1.0|0.0|0.0|30.0|4.0|-6.55|395.46|0.0|1.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|3.48|-1272.2668210000002|-1272.23645|673.57|1142.19|0.4537|323.18|507.03|0.6814600000000001|0.70007|0.0006|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|14.0|7.8539|7.8539
