molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9c_a31|0.0|1|0|0|3.410619646|0.0|0|7.765993078999999|1|0.0|-0.013082561|-0.055520387|0|0.03482906|-0.0384827639999999|0.0|-0.1047269419999999|-0.062737615|2|2|-0.000813398|-0.138799714|-0.223856622|0|0.8083148840000001|0.842823186|-0.108617754|0|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-65.84728287|207.3144829|-52.02424796|552.8237349999999|0.670716706|-1.7933667130000002|97.22026028|-22.85764436|85.15486955|0.4558841429999999|2592.448925|-1142.882218|2242.189942|-14.56678943|8.188627935|15.04941978|0.837843885|5658.985169|-728.3394714|0.024456662|-217.5897278|1703.9715989999995|15.58581614|1.0|1.0|1.0|1.0|3.66|3.09|16.0|-7.24|5.64|3.7|117.37|1.08|108.16|1.0|8.0|28.0|5.0|-6.53|398.48|0.0|1.0|3.32|-4.16|5.85e-06|3.1|0.0|5.79e-08|-0.03249|-1618.115927|1147.93|322.12|0.2554|588.58|-1617.892493|0.2554|-0.19224|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
12a_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|1.784989449|-0.00431394|-0.012791297|0|0.036587302|0.17758258|0.8332127109999999|0.100414476|-0.226763788|2|2|0.007890601|0.018655637|0.031326603|0|0.58630452|0.718281767|-0.375724138|1|0.940879765|-0.064340227|-0.074840643|0.000279043|-32.81611621|30.15370934|-19.46913691|49.24750281|0.85136964|-1.047769006|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|-534.4045424999999|600.1247016|-8.792513441|7.563170499|14.43505064|0.908597808|4873.458436|-272.5679167|0.010759845|-358.4254366|627.699788|5.487955617999999|1.0|1.0|0.0|0.0|3.2|3.39|20.0|-7.21|5.33|5.43|58.43|4.34|91.76|1.0|2.0|22.0|2.0|-4.56|346.23|0.0|1.0|4.78|-5.95|3.86e-07|5.43|1.0|6.15e-08|-0.08015|-2097.8163050000003|875.15|400.39|0.3701|429.21|-2097.7296100000003|0.3701|-0.2091|-2097.779499|3.8054|1778.0|5.7501|5.7501
8b_a50|0.0|1|1|1|3.1324050960000003|0.0|1|7.860570786|1|2.021915391|-0.0045301379999999|-0.009597908|1|0.035718954|-0.096039086|1.98971238|-0.009441452|-0.0180233089999999|2|2|0.007057361|-0.065440141|-0.116174481|1|0.753629415|0.809463375|-0.031953774|1|0.845349082|-0.072629787|-0.078068703|0.267094693|-34.79187329|74.08248511|-17.91443197|0.0|0.6717097959999999|-1.092961836|49.02840043|-14.54338619|45.09730487|0.428882006|2143.807599|-523.561903|1401.458274|-6.966723542|5.292277178|9.26652151|0.75095166|4446.001554|-250.8020475|0.024280552|-164.5084115|779.4465792000001|11.63112165|1.0|0.0|1.0|1.0|3.21|1.69|20.0|-5.94|3.14|3.41|59.39|1.79|89.78|2.0|2.0|23.0|3.0|-6.32|299.33|0.0|1.0|2.51|-3.81|0.000359|2.55|0.0|1.16e-06|-0.02903|-967.3160428|857.53|296.58|0.1717|353.17|-967.212701|121.0|-0.20144|-967.258772|5.8205|68.0|7.1675|7.1675
12c_a36|0.0|1|0|0|3.447900368|0.0|0|7.412764017000001|2|0.0|-0.007667703|-0.04162109|2|0.040899471|0.085843909|0.0|-0.0621599059999999|-0.056994595|1|1|0.0010871589999999|-0.103922055|-0.177407665|1|0.8941919290000001|0.819222745|-0.097861598|0|0.840733512|-0.073370864|-0.105624703|0.462597812|-47.12722334|102.2992907|-43.57746274|6.546878962999999|0.75500974|-1.901244658|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|-1221.198398|2365.641348|-15.68788659|6.772454418|12.86584957|0.899732176|6256.172329|-784.3943293|0.019278991|-327.5932797|1617.460455|12.38318928|1.0|0.0|1.0|0.0|4.74|0.0|17.0|-7.18|3.35|2.54|69.2|2.51|128.76|1.0|5.0|30.0|4.0|-6.49|415.88|0.0|1.0|2.34|-4.59|3.64e-05|3.31|0.0|6.65e-08|-0.04992|-1692.511019|1137.55|322.58|0.3927|509.61|-1692.312906|0.3927|-0.2082699999999999|-1692.3713309999998|6.6973|9.0|8.0458|8.0458
14a_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.39397765|-0.0056795759999999|-0.0246126279999999|2|0.042992424|0.0446402609999999|0.757767133|-0.0518554529999999|-0.071842463|2|2|0.011363191|-0.073893976|-0.137733142|2|0.72792508|0.7556436440000001|-0.123790952|1|0.918677038|-0.055677662|-0.08032517|0.225448915|-35.20994211|51.42774883|-32.12331106|80.54176247|0.7807587890000001|-1.606503401|61.36268093|-21.61564087|47.54437201|0.462434482|2816.527785|-1015.935121|2173.7139190000003|-13.66949407|7.668841725|14.2658736|0.8602383659999999|6269.28943|-642.4662212000001|0.016707951|-355.0975547|1301.215093|10.56592489|1.0|1.0|1.0|1.0|3.41|2.86|26.0|-7.41|3.36|4.02|105.02|3.03|120.28|1.0|5.0|30.0|4.0|-6.27|411.48|0.0|0.0|3.37|-4.96|3.38e-06|3.58|0.0|3.92e-08|-0.07379|-1629.90669|1134.02|334.02|0.3764|516.58|-1629.690316|0.3764|-0.2238099999999999|-1629.748476|8.3962|3.0|8.5498|8.5498
IN1233_a59|0.0|1|0|0|3.463603867|0.0|0|6.842683282|0|0.0|-0.008841844|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.011236836|-0.054458882|1|1|-0.004071701|0.001996439|0.003282792|2|0.809917509|0.74801464|-0.090732503|1|0.7613246490000001|-0.092761756|-0.095213818|0.356444983|-61.73167061|158.8351574|-42.16752524|83.1557517|0.810795898|-1.904276352|72.32484741|-23.91074854|68.94000009|0.483639625|2809.840422|-1267.269673|1822.396842|-15.91227368|8.011984402000001|15.51626497|0.936631949|6206.818668|-843.3505049|0.0134658889999999|-413.6607749|1562.994677|8.961363774|1.0|1.0|1.0|1.0|3.48|2.76|27.0|-10.0|5.54|4.69|97.55|2.06|125.07|0.0|5.0|32.0|4.0|-6.13|419.48|0.0|1.0|3.78|-5.16|2.54e-06|3.85|0.0|9.93e-11|-0.05605|-1352.326849|1204.16|350.69|0.2623|531.14|-1352.073755|0.2011|-0.20289|-1352.135303|7.6059|34.0|7.4685|7.4685
LY580276_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.067497166|-0.001543874|-0.020236527|1|0.044357639|0.0295482979999999|0.0|-0.172607392|0.011772853|1|1|0.009622161|-0.019747846|-0.042912895|1|0.5162208110000001|0.7921620090000001|0.019144144|0|0.8685269959999999|-0.057317455|-0.071023484|0.243350596|-27.6229776|63.36073061|-16.49563923|82.46094409|0.8478469959999999|-1.065352257|38.23432817|-13.51117823|31.83019528|0.437093506|1948.220005|-513.4247728|1511.5340210000002|-6.511436537000001|5.456603642999999|9.693623538|0.7764939829999999|4098.640927|-247.4345884|0.008312438|-335.2755182|605.5630025|4.0060099860000005|1.0|0.0|1.0|1.0|3.01|3.04|17.0|-6.56|4.49|4.43|30.71|3.13|84.74|1.0|2.0|22.0|3.0|-5.71|293.34|0.0|1.0|3.69|-4.21|0.000213|3.35|0.0|2.75e-07|-0.0225|-959.4723321|865.23|276.03|0.1905|402.99|-959.356125|0.1842|-0.2099599999999999|-959.404416|3.2891|175.0|6757.0|6757.0
4_a18 (SD-208)|0.0|0|0|0|0.0|0.0|0|0.0|2|0.0|-0.012457606|-0.113324634|3|0.040864198|-0.020226647|0.0|-0.009648044|-0.056245435|0|0|-0.015153358|-0.15379315|-0.3630339729999999|1|0.773173718|0.83508768|-0.098971722|0|0.77909674|-0.077885485|-0.099573708|0.115284206|-40.10670787|113.7529353|-26.40375252|0.0|0.602029021|-1.2944582059999998|69.63488061|-18.01551972|51.01127638|0.454067432|2395.526727|-666.5742296|1822.914738|-9.276994128|6.239898178|11.42979655|0.831728055|5348.394288|-343.2487827|0.035654206|-105.0785813|1107.212786|18.35993987|0.0|1.0|1.0|1.0|2.77|2.54|22.0|-8.15|3.54|4.44|76.48|2.02|92.87|1.0|3.0|25.0|6.0|-6.31|352.75|0.0|1.0|3.11|-4.38|5.12e-05|3.02|0.0|7.06e-09|-0.09992|-1542.276332|895.83|378.26|0.2761|396.17|-1542.15786|0.2316|-0.2358|-1542.207472|5.2085|0.08|7.0969|7.0969
12h_a36|0.0|1|0|0|3.468184524|0.0|0|7.412764017000001|2|0.0|-0.0086750619999999|-0.041228471|2|0.039061728|0.059920602|0.0|-0.003014954|-0.051080247|1|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.820041835|-0.089459459|0|0.819614525|-0.073572836|-0.10720355|0.3726296|-48.17643878|118.1187282|-45.96672487|1.413982241|0.665254541|-1.929663894|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|-1263.568727|2391.856014|-15.32224162|7.428908584|13.87400978|0.8675704009999999|6159.17335|-827.4010477|0.026971557|-216.42159590000003|1899.376328|17.66132225|1.0|0.0|1.0|0.0|4.8|0.0|17.0|-6.69|2.77|1.89|78.43|1.72|130.24|1.0|6.0|31.0|5.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|2.65|0.0|2.03e-07|-0.05013|-1347.451759|1177.89|358.81|0.5756|535.67|-1347.199963|0.0056|-0.1926|-1347.260478|8.7377|14.0|7.8539|7.8539
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.0959524330000003|-0.00638266|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|-0.159241692|-0.020954339|1|1|0.003107816|0.028964355|0.0481706809999999|2|0.702976795|0.8099394329999999|-0.032369326|1|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|140.40206619999998|-29.21101111|71.22674185|0.7861170609999999|-1.520583011|58.99645489|-18.48863993|60.00582329|0.487041509|2501.945802|-868.9660769|1686.693134|-10.56568487|6.54753874|12.76426621|0.949475478|5566.495502000001|-496.5871888|0.01379043|-327.0140711|1105.390176|7.880803302999999|0.0|1.0|1.0|1.0|3.27|2.6|21.0|-7.13|3.69|3.51|86.69|1.84|108.18|1.0|3.0|28.0|4.0|-6.86|369.42|0.0|1.0|2.81|-3.99|0.0001409999999999|2.39|0.0|7.45e-08|-0.06|-1198.64695|1048.31|327.69|0.2|449.44|-1198.442536|0.06|-0.22|-1198.49738|7.6529|69.0|7.1586|7.1586
8b_a31|0.0|1|0|0|3.37710223|0.0|0|7.765993078999999|1|0.0|-0.013629145|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.211457443|-0.069423138|2|2|-0.006785954|-0.05421947|-0.092604362|0|0.928940547|0.843119174|-0.1155280009999999|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|-63.04219151|204.9365822|-36.1645207|472.8995873|0.703469355|-1.590890986|82.21438954|-21.30529654|79.93633765|0.479278|2189.617009|-830.906565|1587.743824|-11.12754483|6.142377144|11.79588561|0.920410507|4696.728592|-433.9742484|0.02483711|-212.5400476|1181.155311|12.97217579|0.0|1.0|1.0|1.0|3.4|2.71|16.0|-5.73|4.52|2.74|114.29|0.61|88.64|2.0|4.0|23.0|5.0|-6.87|328.39|0.0|1.0|2.52|-3.4|8.97e-05|2.02|0.0|1.86e-06|-0.0325|-1386.815519|927.61|321.36|0.2643|439.96|-1386.681003|0.2643|-0.19265|-1386.734257|5.6001|2.2|5.6576|5.6576
14b_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|-0.009130444|-0.1160619169999999|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.008040839|-0.102362298|1|1|-0.004161699|-0.050943323|-0.094863591|3|0.882394075|0.7809478329999999|-0.170297225|1|0.786476513|-0.090994113|-0.100993354|0.379746504|-44.49789848|104.4171556|-24.15156108|82.79166784|0.766915433|-1.312913604|57.87172082|-17.83445545|50.77131401|0.487615651|2160.565755|-642.0403962|1289.104749|-8.721397057|4.989782639|9.738358819|0.951659927|4803.535505|-313.9702941|0.017348996|-261.0537205|837.1723509999999|8.483998032|0.0|1.0|1.0|1.0|3.18|2.5|21.0|-6.89|4.28|3.71|105.82|1.04|93.25|1.0|2.0|23.0|4.0|-6.42|319.38|0.0|1.0|2.82|-3.99|3.54e-05|2.58|0.0|1.28e-07|-0.06676|-1327.4859310000002|879.19|403.54|0.2276|368.39|-1327.349444|0.2276|-0.19618|-1327.398177|3.8724|0.38|6.4202|6.4202
2_a1|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.233384354|-0.004621682|-0.014296455|1|0.0409444439999999|-0.1056298369999999|0.0|-0.0619710709999999|0.101798469|1|1|0.003205156|-0.145015842|-0.326716897|1|0.571324013|0.795932678|0.1766333219999999|0|0.808210065|-0.0622285999999999|-0.077270452|0.220315042|-28.32386891|87.29479691|-16.00805425|84.54541681|0.6944040029999999|-0.927245426|43.24570924|-12.05838656|33.45925305|0.39830426|1884.85038|-422.0435297|1378.496713|-5.488475744|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|-192.096651|0.017741989|-176.9692239|607.7780769999999|8.075415099999999|1.0|0.0|1.0|1.0|2.91|2.69|17.0|-6.18|4.0|4.12|30.71|2.49|79.77|1.0|2.0|21.0|3.0|-6.04|279.31|0.0|1.0|3.21|-3.78|0.000871|2.76|0.0|6.64e-07|-0.02966|-920.184721|807.98|303.31|0.2991|355.79|-920.078239|0.2991|-0.19826|-920.123726|5.2754|5.8|5.2366|5.2366
6b_a31|0.0|1|0|0|3.404988662|0.0|0|7.773594467000001|1|0.0|-0.016070861|-0.178758575|0|0.037803618|0.11647286|0.0|-0.032090772|-0.053655833|2|2|-0.008439437|-0.002840672|-0.004825446|0|0.838789705|0.78240875|-0.084489161|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|-73.70779766|227.0509355|-47.81835367|101.4993391|0.7459204140000001|-2.055402513|93.1058799|-27.86719323|93.83704414|0.4807018779999999|2776.92804|-1254.023695|2063.736075|-17.0020813|7.513612533|14.46878435|0.925676135|6099.567787|-765.0936586|0.024142162|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|3.55|2.73|22.0|-7.33|5.19|4.0|131.36|1.36|109.69|1.0|4.0|29.0|5.0|-6.5|404.44|0.0|1.0|3.3|-4.66|2.34e-06|3.2|0.0|4.67e-08|-0.05835|-1652.635711|1077.19|376.29|0.4967|492.36|-1652.44739|0.4967|-0.1918|-1652.505041|8.8379|54.0|7.2676|7.2676
5a_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|4.202707546|-0.00148647|-0.017108794|1|0.038040936|0.017227585|2.475383677|-0.256097122|-0.130929632|2|2|0.01228899|-0.102607753|-0.168135655|1|0.699970832|0.788709546|-0.203436041|1|0.969892876|-0.038932964|-0.065209836|0.2814514|-20.77548565|16.06582337|-18.56865899|60.04351409|0.66527517|-0.978147545|44.17662122|-12.13862875|26.21058426|0.4528093929999999|2246.106104|-521.9610361|1605.985157|-6.477439183|5.892775027000001|10.76914508|0.8275167520000001|4770.917486|-278.5298849|0.017576522|-176.38892919999998|784.5791628|9.379218813|1.0|1.0|1.0|1.0|3.5|3.28|20.0|-6.24|3.66|4.33|35.64|2.62|101.86|1.0|2.0|25.0|2.0|-5.83|326.39|0.0|1.0|3.47|-4.5|0.000129|3.46|0.0|5.7e-07|-0.02487|-1029.905844|976.41|308.73|0.2735|455.34|-1029.734933|0.1156|-0.19146|-1029.786489|5649.0|4.1|5.3872|5.3872
12_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|-0.009093383|-0.118456941|2|0.042795699|-0.120694579|2.07135708|-0.045382017|-0.069857022|1|1|-0.0045709459999999|0.017902469|0.032450556|2|0.899733837|0.718481325|-0.125395523|1|0.829399708|-0.092838926|-0.096133903|0.101891875|-44.07517037|80.99228663|-21.667278|76.23910943|0.830418645|-1.345874639|52.16354015|-18.79271742|49.333524|0.463780604|2056.502939|-638.9523922000001|1064.221958|-8.921820355|5.6343192|10.50748861|0.864908294|4400.493202000001|-303.3418921|0.01374218|-313.7317211|769.4340634|6.524083564|1.0|1.0|1.0|1.0|3.2|2.17|21.0|-6.89|4.34|4.01|92.93|1.6|90.49|1.0|2.0|22.0|3.0|-5.3|304.37|0.0|1.0|3.23|-4.84|2.07e-06|4.03|0.0|1.3e-07|-0.06361|-1272.125792|847.25|379.97|0.5056|361.95|-1272.010995|0.5056|-0.19514|-1272.058487|3.1979|3548.0|5.45|5.45
14c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.596256692|-0.005236206|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.023927419|0.006275578|1|1|0.004362505|-0.0917078119999999|-0.160566657|2|0.667111824|0.773044788|0.010828071|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|-48.57709197|96.05497587|-41.50359456|78.22334636|0.66168729|-1.60155147|75.5139152|-21.75466672|66.26540251|0.462147828|3079.4894480000003|-1152.997336|2092.7515510000003|-15.66173379|8.626337592|16.03849168|0.8592469290000001|6882.45|-830.0718911|0.024813755|-232.8055235|1742.5109329999998|17.86404838|0.0|1.0|1.0|1.0|3.49|2.85|27.0|-9.28|3.9|4.18|109.38|1.08|128.77|1.0|6.0|34.0|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|2.9|0.0|5.269999999999997e-10|-0.07399|-1460.571156|1241.55|337.45|0.5079|575.8|-1460.324494|0.0694|-0.22807|-1460.38772|9.04|153.0|6.8153|6.8153
14w_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.132012648|-0.006481882|-0.109136569|2|0.046678487|0.045196333|0.6813799420000001|-0.042151195|-0.031435038|2|2|0.003906274|-0.073958723|-0.206574435|2|0.5788469970000001|0.802520527|-0.049318182|1|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|140.15462380000002|-38.70975831|90.15900589|0.743451788|-1.681653166|72.23920014|-23.66232347|61.60607046|0.4972095239999999|3071.908367|-1112.129203|2283.383402|-15.648625699999998|7.833745658|15.58053709|0.988900044|6998.078982999999|-735.4854078|0.020725002|-322.004381|1495.89956|13.70608418|0.0|1.0|1.0|0.0|3.42|3.35|26.0|-7.93|4.2|5.14|105.02|3.78|120.2|1.0|5.0|32.0|6.0|-6.35|447.46|0.0|0.0|4.05|-5.27|2.09e-06|3.78|0.0|1.17e-08|-0.0798|-1828.363862|1150.31|338.46|0.3855|535.54|-1828.161957|0.3855|-0.22824|-1828.222578|9.8981|2.0|8.6737|8.6737
19e_a38|0.0|1|0|0|3.376977671|0.0|0|7.412764017000001|2|0.0|-0.007550899|-0.10490608|2|0.04508642|0.021678225|0.0|-0.104569193|-0.038386106|1|1|0.000347207|-0.091460175|-0.191751024|1|0.723755855|0.839953955|-0.064035403|0|0.776562593|-0.083623427|-0.10214405|0.552393659|-56.34606212|150.553721|-46.37503972|16.39385667|0.749190974|-2.042881001|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|-1376.50781|3426.997928|-17.17594064|6.596408983|12.34352977|0.871249918|6531.762734|-927.5007945|0.020114756|-335.8133169|1837.325672|13.55346651|1.0|1.0|1.0|1.0|4.96|3.08|17.0|-7.28|4.03|3.09|81.23|2.75|135.78|1.0|6.0|32.0|4.0|-6.39|427.48|0.0|1.0|3.3|-4.72|1.15e-05|3.55|0.0|5.27e-08|-0.05139|-1409.547647|1183.12|321.31|0.3948|532.67|-1409.315831|0.3738|-0.20723|-1409.37733|8.0952|0.01|8.0083|8.0083
12ay_a36|0.0|1|0|0|3.50559949|0.0|0|7.412764017000001|2|0.0|-0.006733838|-0.043778345|2|0.043383838|0.1012005419999999|0.0|0.012286423|-0.06756661|1|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.78699829|-0.111814717|0|0.829406408|-0.074251203|-0.098945129|0.419950383|-48.12939044|110.578217|-41.57269314|8.677627506|0.778164805|-1.978902589|74.29343346|-22.90568368|59.80790901|0.4530143439999999|2766.899844|-1282.718286|3238.138932|-14.84739041|6.466730436000001|11.82248632|0.828201506|6204.216872999999|-831.4538627999999|0.015670425|-360.6110621|1648.388976|10.15751916|1.0|0.0|1.0|0.0|4.96|0.0|17.0|-7.34|3.76|2.5|69.2|2.45|133.68|1.0|5.0|31.0|4.0|-6.38|409.49|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|3.41|0.0|4.55e-08|-0.0526|-1311.547668|1184.45|339.12|0.2939|532.22|-1311.282556|0.1464|-0.2031599999999999|-1311.343228|9.1844|18.0|7.7447|7.7447
1c_a5|0.0|1|0|0|2.955525321|0.0|0|6.605297921|0|0.0|-0.001983746|-0.006491037|2|0.0248765429999999|-0.080321049|0.0|-0.228971551|-0.058823529|1|1|0.007357977|0.034752304|0.0578378779999999|2|0.71274658|0.7595197290000001|-0.109439124|0|0.88631419|-0.068062282|-0.070346332|0.436308619|-34.82350689|58.16640976|-18.41507338|0.0|0.753027268|-1.12554131|43.86175561|-14.3968489|39.09545876|0.476413155|2105.8969850000003|-575.8739559999999|873.709445|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|4387.398857|-294.64117410000006|0.0153811389999999|-258.918642|764.7451566000001|7.869633359|1.0|0.0|1.0|1.0|2.78|2.09|23.0|-8.41|4.99|4.51|54.46|2.13|95.45|1.0|3.0|24.0|3.0|-5.77|312.37|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.43|0.0|3.87e-09|-0.03965|-990.5931502|929.31|274.99|271.0|410.52|-990.467026|0.1076|-0.22684|-990.516371|2.6801|3981.0|5.4|5.4
8d_a32|0.0|1|1|1|3.474433107|0.0|0|7.765993078999999|0|0.0|-0.010604502|-0.089662873|0|0.0388738739999999|0.062782795|2.146260246|-0.044765977|-0.0682721729999999|3|3|-0.005162219|0.001558357|0.002805572|0|0.825020753|0.825978584|-0.11492754|1|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|-68.88621406|181.8092016|-43.43251025|89.20994250000001|0.708567136|-1.539556512|81.54594837|-21.03349629|78.89798692|0.47012654|2556.198518|-967.5408291|2371.595484|-13.21859008|8.106843676|15.29958432|0.887243042|5523.492436|-608.0551435|0.019788058|-262.14980440000005|1365.489282|12.43588915|1.0|1.0|1.0|1.0|3.5|2.84|19.0|-7.26|6.42|4.32|154.03|1.1|110.38|1.0|7.0|27.0|4.0|-6.47|397.52|1.0|1.0|3.57|-4.36|8.41e-07|3.17|0.0|5.51e-08|-0.0535|-1880.733071|111.16|348.39|0.3018|540.98|-1880.540067|0.3018|-0.20115|-1880.602038|1873.0|8.0|8.0809|8.0809
25c_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|2|1.958290974|-0.014384932|-0.047513652|2|0.037424242|-0.16034464|0.0|-0.056443595|-0.041629027|1|1|0.001433865|-0.3609280379999999|-0.563411433|1|0.809687672|0.80135608|-0.072907053|0|0.683231623|-0.088513496|-0.113392997|0.478421157|-59.0359041|211.2752099|-50.44285726|93.28638171|0.537428437|-1.7008949569999998|100.6665476|-21.008278|88.25954175|0.4356106729999999|2884.104654|-1134.447012|2439.174137|-14.01190479|7.484891117|13.26192888|0.77182656|6306.980593|-756.6428589|0.037538004|-49.9273377|2110.880136|25.03674677|0.0|1.0|1.0|1.0|3.64|3.17|17.0|-5.71|2.18|1.98|90.74|1.0|116.0|2.0|6.0|31.0|6.0|-7.95|421.45|0.0|0.0|1.93|-3.28|0.00156|1.3|0.0|1.97e-06|-0.03272|-1426.666471|1180.85|294.54|0.2239999999999999|561.29|-1426.421463|0.2239999999999999|-0.2069599999999999|-1426.48597|9.8087|1.78|5.7496|5.7496
4_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.008204735|-0.121159855|2|0.038479532|-0.158636969|1.42341819|0.0687047279999999|0.011775922|0|0|-0.006506051|-0.017555555|-0.027355932|2|0.893350891|0.783871003|0.019305509|1|0.874200878|-0.07804769|-0.092556319|0.444849947|-42.46254967|68.44214684|-27.39669054|0.0|0.806604393|-1.48090111|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|-805.6976052|1528.797085|-10.43683449|6.468023748999999|10.818777699999998|0.67265584|5254.939281|-438.3470487|0.013656479|-333.62177030000004|998.8757964|7.429930428|1.0|0.0|1.0|1.0|2.75|3.01|22.0|-8.79|4.83|5.71|58.04|3.1|106.52|1.0|3.0|26.0|3.0|-4.99|361.82|0.0|1.0|4.32|-5.64|1.21e-06|4.96|0.0|1.61e-09|-0.05606|-1509.4201369999998|988.42|332.4|0.2304|432.89|-1509.262887|0.2221|-0.21076|-1509.3147789999998|5.4892|32.0|7.5|7.5
11_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.159635561|-0.001098364|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.073554945|-0.0043410079999999|1|1|0.010782511|-0.0278843589999999|-0.046906237|2|0.6575743310000001|0.820318166|-0.007574475|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|40.38918044|-21.81135655|59.55648883|0.7560913159999999|-1.110169356|44.63993001|-13.65094004|36.75497433|0.480360734|2452.527871|-641.5941818|1640.559148|-7.889214068999999|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|-370.7930613|0.011937709|-296.0029432|848.5670554999999|6.89909579|1.0|1.0|1.0|1.0|3.31|3.49|21.0|-8.05|4.97|5.22|68.9|3.15|111.64|1.0|4.0|27.0|3.0|-5.74|372.49|0.0|1.0|4.16|-4.97|7.27e-06|3.99|0.0|8.89e-09|-0.05582|-1467.440475|1071.03|328.0|151.0|479.99|-1467.20045|0.0403|-0.2146699999999999|-1467.255521|5.3012|0.11|6.9586|6.9586
