molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
9_a15|0|0|0.0|0.0|0|1.419941378|-0.217598467|-0.009923019|0.0|1|0.04022792|0.096418279|1.7800000000000002e-05|10.95880687|0|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.010183805|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|0.032464905|-41.10356167|-65.07462414|18.10574464|0.153843684|-36.29225274|10.09761131|54.69975317|0.51257747|85.14415759|0.4517825079999999|471.903131|1689.926339|5.485176331|5375.400861|-435.5070329|31.09118831|0.03598612|-14.02896218|532.0914339999999|1.0|1.0|1.0|1.0|3.16|3.37|-7.57|3.9|4.95|61.84|1.96|2.0|104.74|0.0|1.0|7.0|-5.25|-5.52|366.41|0.0|1.0|1.0|1.53e-05|0.00562|9.86e-06|-0.0258899999999999|4.3447|3.36|330.74|507.33|0.0115|-0.1824|0.01773342|-1223.522216|107.0|6.9706|6.9706
18_a15|0|0|0.0|0.0|0|1.435689019|-0.020185809|-0.006149666|0.0|2|0.037948718|-0.094812415|-0.001044324|10.95986315|0|0|0.000539978|-0.190640601|-0.072506962|-0.145790726|-0.431836192|2|0.660075777|0.004699248|0.765450925|0.645117465|0|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|0.007146033|-41.31992544|-55.48918283|4.370403779|0.163771093|-33.93632895|2.672871589|1.833724661|0.867430881|60.86009645|0.415796832|511.4247108|2510.854462|5.990767063|5705.360332|-644.79025|24.80452821|0.008781964|-449.4301265|590.2470602999999|1.0|1.0|1.0|1.0|3.37|3.75|-9.98|5.68|6.86|47.04|3.6|2.0|113.42|0.0|1.0|5.0|-6.16|-4.8|385.43|1.0|0.0|1.0|1.18e-06|0.0004559999999999|4.01e-08|-0.03581|4543.0|5.65|324.29|535.02|0.0066|-0.19371|0.03989594|-1265.614679|129.0|6.8894|6.8894
15_a10|0|0|0.0|0.0|1|1.277647202|-0.166303336|-0.0027892409999999|5.4161004020000005|2|0.0353864729999999|-0.0729795729999999|0.009882584|10.92966702|1|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|2|0.682616223|-0.105662909|0.863438637|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.710970489|0.018614889|-35.30133759|-44.18725043|11.09373722|0.084473199|-26.33385303|6.61142847|108.7226878|0.646412648|56.66229609|0.434181679|545.6177511|2288.954984|6.35937164|5769.347123|-421.3416484|23.27068984|0.020932674|-174.5122907|563.875765|1.0|1.0|1.0|0.0|3.29|3.31|-8.3|4.91|4.72|52.83|2.53|2.0|111.21|0.0|1.0|5.0|-4.48|-6.07|390.87|0.0|1.0|1.0|1.56e-05|0.0061|1.96e-06|-0.05243|5.7922|3.12|326.3|484.05|0.1647|-0.20983|0.03039798|-1603.907391|33.0|7.4815|7.4815
24_a20|0|0|0.0|0.0|0|1.40648755|-0.217098257|-0.001547029|4.727387819|2|0.03625|0.087887688|0.009265667|10.93106245|1|1|0.008780074|0.1468474119999999|-0.036258691|-0.060582944|-0.188335708|2|0.616352201|-0.07179846|0.802353442|0.607038752|1|0.952027295|-0.061437722|-0.067869875|0.531656762|0.012814211|-38.76683848|-42.82548904|8.085691548|0.047972705|-27.02262995|5.102023479|406.1522673|0.771032243|51.30386873|0.457794721|600.7235847000001|1961.887639|6.852820269|6109.1040920000005|-540.4525990000001|22.21722343|0.013436544|-342.0394805|664.4562602999999|1.0|1.0|1.0|0.0|3.4|3.21|-9.32|4.76|4.78|80.28|1.86|2.0|119.42|0.0|1.0|4.0|-4.89|-6.26|402.45|0.0|0.0|1.0|1.17e-05|0.00469|1.94e-07|-0.06748|5.3396|3.74|345.59|551.25|0.0108|-0.22435|0.02922392|-1291.706729|318.0|6.4976|6.4976
1a_a18 (SB-431542)|0|0|3.3674017380000003|0.0|1|1.430935835|0.043282217|-0.015636898|5.351858133|1|0.035620155|0.1008839219999999|-0.011639964|10.94959842|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|-0.083341531|0.805877431|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|0.033020439|-74.98172333|-72.69619778|19.58668728|0.405958714|-43.12110169|11.61820782|105.3125675|0.7531996609999999|87.15852628|0.472443977|352.3666367|1890.195809|7.52384981|5748.422847|-733.0587287000001|36.46179023|0.02438148|-300.3801761|513.4628663999999|1.0|1.0|1.0|2.0|3.25|2.35|-7.69|4.04|3.63|103.12|1.54|1.0|106.85|0.0|1.0|4.0|-4.52|-6.73|384.39|0.0|0.0|1.0|5.660000000000001e-05|0.0218|7.81e-06|-0.05971|3.8208|4.57|376.27|464.08|0.3347|-193.0|0.03494548|-1292.414518|125.0|6.9031|6.9031
47g_a18|0|0|0.0|0.0|1|1.251175676|-0.005500039|-0.005817448|4.844187086|0|0.031179487|-0.048472184|0.0036509859999999|10.94702253|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|-0.014370598|0.780474694|0.745431271|0|0.834424154|-0.065225536|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|11.37505183|0.165575846|-61.55384106|9.653129118|47.07867403|0.731870777|86.33162323|0.4913566339999999|708.1114197|2268.439188|10.33698377|7870.887027|-1661.953709|33.87214455|0.016259076|-393.5416883|1347.416568|1.0|1.0|1.0|2.0|4.87|0.0|-9.22|3.22|3.6|88.97|2.79|3.0|164.47|1.0|1.0|13.0|-6.11|-6.4|541.68|0.0|0.0|0.0|3.01e-06|0.00163|3.27e-07|-0.04413|3.0965|8.13|400.4|874.26|0.5955|-0.17202|0.02960182|-1742.847918|9.0|8.0458|8.0458
8j_a46|0|0|0.0|0.214753401|1|1.160371125|-0.13040237|-0.0017688329999999|5.533389489|2|0.043903904|-0.129276363|0.011852046|10.96391738|1|1|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-29.38737046|-37.04976799|4.658562801|0.065351579|-19.90219786|2.5024620580000003|64.83187221|0.822112519|41.80044861|0.427798746|502.0694817|1888.679875|5.617748211|4759.107832|-318.43516580000005|16.76894569|0.008843828|-346.061389|453.1959065|1.0|0.0|1.0|0.0|3.23|3.25|-7.26|4.71|4.55|43.6|2.62|1.0|96.94|0.0|1.0|2.0|-4.59|-5.55|338.83|0.0|1.0|1.0|1.47e-05|0.00497|1.85e-05|-0.04068|4.9636|3.78|281.1|493.89|0.1427|-0.22599|0.02408052|-1414.402087|1228.0|5.9108|5.9108
12aw_a36|0|0|3.28940051|0.0|2|1.297044239|-0.135690414|-0.008293935|5.351858133|2|0.043383838|0.066435701|-0.006877664|10.96021804|1|1|-0.004358975|0.169961228|-0.098027247|-0.250781298|-0.4191703539999999|1|0.653741315|-0.056676035|0.892249657|0.632625562|0|0.706174871|-0.088516379|-0.114701005|0.373775982|0.023038651|-56.73814908|-73.52224315|14.76755422|0.2938251289999999|-47.12705211|9.4658605|1.343623915|0.749052287|87.37742985|0.47322369|452.6513136|2380.579051|7.545677222999999|6370.06138|-848.2869380000001|35.33532702|0.02161528|-319.2802512|593.6088758|1.0|0.0|0.0|2.0|4.73|0.0|-7.12|3.55|3.0|69.2|2.78|1.0|123.67|0.0|1.0|5.0|-3.99|-6.8|417.41|0.0|1.0|0.0|4.81e-05|0.0201|3.17e-05|-0.05513|5.2313|3.66|319.85|507.71|0.3892|-0.21201|0.03134789|-1431.239759|9.0|8.0458|8.0458
12i_a36|0|0|3.27619957|-4.787087299|2|1.2401347459999998|0.043792895|-0.016027043|5.351858133|2|0.0438779959999999|0.048138468|-0.011700732|10.96020192|1|1|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|-0.01509434|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|0.01973953|-54.81607619|-75.66036485|12.71877085|0.169035768|-48.75024044|8.195085212|0.52902639|0.7691298590000001|90.11282843|0.460246812|535.4151566|2351.232652|7.549683919|7707.634338|-1023.755049|38.2555363|0.022430221|-346.8168661|672.4630346|1.0|0.0|0.0|2.0|4.8|0.0|-7.14|3.31|4.04|78.43|2.04|2.0|130.43|0.0|1.0|7.0|-5.2|-6.4|465.43|0.0|0.0|0.0|8.6e-06|4.0|3.37e-05|-0.05065|5.2297|4.86|330.66|504.47|0.1516|-0.20475|0.03165678|-1645.017702|12.0|7.9208|7.9208
15a_a10|0|0|0.0|0.0|1|1.34383719|-0.214195114|-0.00244937|5.4161004020000005|2|0.033912037|-0.125297206|0.011418154|10.92966696|1|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|-0.1074837719999999|0.820233357|0.713078124|1|0.915137224|-0.0458501609999999|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|10.10411407|0.084862776|-31.83957238|6.503087289|122.7715002|0.676473201|60.98047923|0.407638879|588.9895149|2413.560937|6.71451044|5929.563906|-573.1123029|23.93343877|0.017883602|-227.1590805|697.5493042|0.0|1.0|1.0|0.0|3.5|3.58|-7.79|3.95|4.05|56.07|1.93|1.0|118.92|0.0|1.0|6.0|-3.97|-6.52|399.49|0.0|1.0|1.0|3.94e-05|0.0157|6.51e-06|-0.04742|5.7646|2.4|329.41|563.27|0.1583|-0.20335|0.02976259|-1278.200428|24.0|7.6198|7.6198
8f_a8|0|0|2.939511291|0.0|0|1.394802091|0.024051247|-0.01032134|4.844187086|0|0.043758865|0.0587545909999999|-0.007796225|10.94343488|1|1|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0|0.578166105|0.010682683|0.751162751|0.56916135|0|0.5968139689999999|-0.122135295|-0.1064257719999999|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|0.403186031|-36.18904175|4.613060521|67.99102163|0.90577048|67.4402386|0.456995667|348.0199311|1892.066521|7.504290616|5948.547713|-723.7808349999999|31.14376424|0.009226445|-473.23361|485.8626377000001|0.0|0.0|0.0|2.0|3.14|2.85|-7.95|4.69|4.72|80.88|4.11|2.0|105.27|0.0|1.0|4.0|-5.21|-5.98|391.37|0.0|0.0|0.0|1.01e-05|0.00395|4.43e-06|-0.0675299999999999|4.7027|7.71|355.5|477.92|0.1659|-0.21285|0.03173623|-1361.510739|22.76|4.6428|4.6428
13a_a5|0|0|2.931642415|0.0|0|1.393002748|-0.154076582|-0.006081807|4.59511985|2|0.023989899|-0.007871499|0.002355511|10.94530369|1|1|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|-54.03141848|10.77696869|0.233249839|-34.78546088|6.938219155|39.93934134|0.598791539|72.13276165|0.460877309|493.6342317|1314.232685|8.571729592999999|5628.9694|-591.3528349999999|30.07803494|0.02811638|-127.2041084|620.5697596|1.0|1.0|1.0|2.0|3.07|2.46|-8.9|4.39|3.58|92.79|0.95|2.0|114.18|0.0|1.0|8.0|-3.77|-7.18|399.45|0.0|0.0|1.0|0.000184|0.0734|5.02e-07|-0.05534|4.6285|3.81|294.45|567.51|0.1992|-0.22898|0.04138695|-1312.968936|91.0|7041.0|7041.0
3a_a12|0|0|0.0|0.0|1|1.28383802|0.13714555|-0.007671441|0.0|2|0.032544803|-0.1231529169999999|-0.0025830939999999|10.95455336|0|0|-0.001011111|-0.205054123|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|0.943290857|-0.032466697|0.759068438|0.8847197109999999|0|0.871985494|-0.07121814|-0.090803706|0.241900756|0.009433302|-34.84701355|-44.430225|4.615711776|0.128014506|-21.73969523|2.258466332|0.0|0.781050096|52.21461165|0.462077145|426.6622302|1050.730179|5.924949067000001|4230.717811|-326.0954285|21.87893986|0.015909241|-275.0354486|381.0058252|1.0|1.0|1.0|1.0|3.84|2.74|-7.5|3.43|2.49|37.28|3.09|0.0|97.52|0.0|1.0|3.0|-3.6|-5.88|298.34|0.0|1.0|1.0|8.8e-05|0.0263|9.33e-06|-0.06829|4.2336|3.33|332.36|383.08|128.0|-0.22157|0.023184956|-951.264072|194.0|6.7122|6.7122
14o_a23|1|1|0.0|-4.758526534|0|1.197958066|0.18835477|-0.014680137|5.351858133|2|0.046090147|0.135737344|-0.002390707|10.3132174|2|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|-0.072078004|0.861597051|0.575188253|1|0.904077943|-0.072435569|-0.094138958|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|0.0959220569999999|-47.58321438|9.125801389|0.8929505459999999|0.800301554|80.64694246|0.48945652|642.7588542000001|2297.392496|9.016411722|7967.617129|-1094.413931|37.71512766|0.019295686|-427.001863|676.4530574|0.0|0.0|1.0|1.0|3.55|3.62|-7.95|3.97|6.18|114.25|3.04|2.0|126.97|0.0|1.0|7.0|-6.89|-5.94|495.48|1.0|0.0|0.0|1e-06|0.0004969999999999|5.57e-06|-0.08059|3.6989|5.17|335.19|582.89|385.0|-0.23229|0.02299729|-2042.000938|3.0|8.4815|8.4815
16b_a32|1|1|3.2902303|0.0|0|0.2980105389999999|0.0873104119999999|-0.008469352|5.733341277|0|0.041958333|-0.012739425|-0.008277865|10.31100078|3|3|-0.00180101|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|-0.098450203|0.907055332|0.6762731040000001|1|0.7465375040000001|-0.088716278|-0.1083060409999999|0.559199331|0.015808858|-56.84546999|-69.39772428|10.12961779|0.253462496|-44.4669946|6.490611388|9.827907321|0.7476362679999999|80.37824892|0.414997448|478.3482386|3264.235184|6.466656381|6612.089615999999|-667.0049190000001|29.62431176|0.017136832|-317.3487516|597.8890744|1.0|0.0|1.0|2.0|3.71|2.48|-7.6|5.4|4.88|165.49|0.41|1.0|114.43|1.0|1.0|7.0|-6.28|-6.72|433.57|1.0|0.0|1.0|2.84e-05|0.0123|1.1e-05|-0.05946|3.6211|6.37|342.39|567.01|0.2849|-0.2094099999999999|0.03900066|-2315.819979|17.0|7.7696|7.7696
19d_a38|0|0|3.314284769|0.0|2|1.297043205|0.013465335|-0.0120676969999999|5.351858133|2|0.04572104|0.019858574|-0.011156837|10.95446448|1|1|-0.00835812|0.041924146|-0.060668296|-0.128079012|-0.529632789|1|0.7581164340000001|-0.039361255|0.908591797|0.730686013|0|0.63167949|-0.116424545|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|0.36832051|-51.60489663|9.98319831|115.6739235|0.7494816990000001|94.84426896|0.478151237|406.0626253|2995.494247|7.056031803|6934.7619620000005|-980.493036|37.68716585|0.022660131|-320.7487188|686.8472757999999|0.0|0.0|0.0|4.0|4.91|2.38|-6.41|2.34|1.65|124.32|1.65|1.0|133.79|0.0|1.0|6.0|-3.87|-7.84|444.46|0.0|0.0|0.0|0.0002399999999999|107.0|0.000175|-0.05091|5.3771|4.13|338.89|517.77|0.0699|-0.20145|0.04735828|-1500.683599|11.0|7.9586|7.9586
17d_a50|1|1|0.0|0.0|2|1.338814635|-0.152030219|-0.002166617|6.042632834|1|0.031990741|0.006071856|0.012079|10.94500663|2|2|0.01245647|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|0.070113177|-33.56790124|7.31681784|86.38197811|0.75405703|57.5414543|0.445708152|644.9008302|2950.99157|6.996105516|6281.764548|-738.4938272999999|23.53577933|0.013178555|-352.3903892|829.3813984|0.0|1.0|1.0|0.0|4.07|3.68|-7.07|4.0|4.29|51.77|2.71|2.0|133.19|0.0|1.0|6.0|-4.5|-6.25|424.54|0.0|1.0|0.0|1.31e-05|0.00557|3.63e-05|-0.03251|4.0506|3.41|306.09|579.45|0.1819|-0.19967|0.02625058|-1335.713194|74.0|7.1308|7.1308
14_a4|0|0|0.0|0.0|1|1.399909181|-0.2248919089999999|-0.001935612|5.4161004020000005|1|0.0409444439999999|-0.0135414919999999|0.009588001|10.94612798|1|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.204594017|0.843811017|0.500893739|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|-29.91067393|-32.31961528|5.933038407000001|0.148961754|-14.69670456|2.697931638|85.72299913|0.768457211|39.49511556|0.40126838|386.9927769|1378.961008|5.304461808|3944.638539|-205.7538638|17.84270058|0.015779688|-244.1511936|280.2639278|1.0|0.0|0.0|0.0|3.14|2.39|-5.71|3.59|4.09|30.71|2.82|0.0|80.09|0.0|2.0|2.0|-3.4|-5.8|277.3|0.0|1.0|1.0|0.000106|0.0295|0.000539|-0.03639|4.5233|3.22|293.02|353.16|0.1067|-0.2102|0.020300099|-918.896242|1.32|5.8794|5.8794
8a_a12|0|0|0.0|0.0|1|1.283813597|0.082323047|-0.00771093|0.0|3|0.0420317459999999|-0.205012437|-0.001510006|10.95472846|0|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|-0.146966854|0.8157289759999999|0.862306783|0|0.892656426|-0.05926895|-0.093050281|0.221703535|0.010336879|-30.69873711|-48.195997|5.354053791|0.107343574|-24.96342938|2.773166902|0.0|0.791430726|55.45388635|0.46777503|462.3571879|2093.2274030000003|5.113243051|4806.044707999999|-399.41487|22.14447395|0.014012546|-301.89687089999995|464.1781753|1.0|1.0|1.0|1.0|4.06|3.06|-7.89|3.87|2.5|50.17|2.89|0.0|105.24|0.0|1.0|3.0|-3.9|-6.04|327.38|0.0|1.0|1.0|6.19e-05|0.0203|4.2e-06|-0.06246|3.9091|3.41|317.17|424.14|0.2486|-0.2194199999999999|0.02180654|-1045.902509|199.0|6.7011|6.7011
19i_a38|0|0|3.169368622|0.0|2|1.297043925|-0.125335237|-0.008447598|5.351858133|2|0.043197531|0.08414367|-0.006877664|10.96052467|1|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|1|0.653741315|-0.087904124|0.892249657|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|-69.40536597|13.83587388|0.252841593|-42.53502816|8.479305267|10.71501217|0.7419238420000001|82.98550237|0.444551315|457.89548719999993|2335.0953870000003|6.690507557999999|6744.7785650000005|-765.6305068|33.67721904|0.022159015|-296.5257022|593.6088758|1.0|1.0|1.0|3.0|4.8|2.88|-7.12|3.55|3.11|81.23|2.78|1.0|125.65|0.0|1.0|5.0|-4.25|-6.81|419.43|0.0|0.0|1.0|4.67e-05|0.0196|3.19e-05|-0.0564799999999999|5.7041|3.66|343.17|457.26|0.1886|-0.2052|0.03110827|-1431.239177|13.0|7.9031|7.9031
12bc_a36|0|0|3.43846811|0.0|2|1.284647662|-0.058020733|-0.007661816|5.351858133|2|0.04625323|0.068351685|-0.001012333|10.95883416|1|1|-0.00097037|0.115647623|-0.101451485|-0.1716508239999999|-0.442519304|1|0.884841888|-0.045186455|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-51.87437401|-71.97763346|12.2593899|0.165694502|-48.36968394|8.238431664|0.0|0.77146807|83.97121855|0.467645467|560.6615736|2623.395239|8.273766079|6587.689277|-870.6543108999999|33.5878425|0.017847333|-364.8584744|661.6709012|1.0|0.0|0.0|2.0|4.73|0.0|-7.76|3.99|3.19|69.2|2.99|2.0|133.77|0.0|1.0|5.0|-5.08|-6.26|450.32|0.0|1.0|1.0|6.55e-06|0.00295|7.83e-06|-0.05828|5.2189|4.42|320.4|563.76|0.3478|-0.21499|0.03419831|-2151.971485|8.0|8.0969|8.0969
8_a20 (IN-1130)|0|0|3.443195704|0.0|0|1.400923668|0.063195236|-0.009430196|4.727387819|2|0.0396875|0.1728459339999999|-0.006620594|10.94899447|1|1|-0.004654742|0.293415753|-0.049177437|-0.083481481|-0.573278819|2|0.811128636|-0.0957193819999999|0.817914963|0.7741509329999999|1|0.7274271309999999|-0.09623672|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|-64.75689362|10.46873389|0.272572869|-42.88223811|6.93243166|89.35267123|0.7481063720000001|77.31081766|0.4824986429999999|481.70475260000006|1829.419484|8.005662608|6291.586155|-814.7625241000001|31.628086|0.018957805|-328.593789|684.5377542|1.0|1.0|1.0|2.0|3.49|2.43|-9.63|4.97|4.08|110.44|1.33|1.0|122.86|0.0|1.0|5.0|-4.85|-6.83|420.47|0.0|0.0|1.0|2.82e-05|0.0119|9.86e-08|-0.07014|4.9797|4.53|383.5|517.94|0.1361|-0.20636|0.04004011|-1368.180121|36.0|7.4437|7.4437
1h_a5|0|0|2.9516097130000003|0.0|0|1.427564094|-0.259241577|-0.001978474|4.59511985|2|0.026339869|-0.02598568|0.008031558|10.94466758|1|1|0.007357977|-0.043247682|0.034752304|0.0578378779999999|-0.20140246|2|0.71274658|-0.082079343|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|0.008798715|-35.25675213|-36.2462047|4.588992214|0.119359774|-18.90429957|2.393400474|0.484419999|0.7450549759999999|44.51475742|0.489507204|459.3001331|819.6979313999999|6.711386288|4334.547353|-302.4687931|19.45961351|0.01585373|-255.618083|409.0289917|1.0|1.0|1.0|1.0|2.8|2.07|-8.41|4.99|4.51|54.46|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|-5.77|312.37|0.0|1.0|1.0|3.5600000000000005e-05|0.0111|1.21e-06|-0.04124|4652.0|3.17|284.03|430.83|0.1754|-0.21921|0.031392033|-990.523098|28.0|7.5528|7.5528
12m_a36|0|0|3.40403699|0.0|2|1.297043522|0.013543656|-0.011502861|5.351858133|2|0.03912037|0.14264424|-0.006653538|10.95440733|1|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|-0.52644768|1|0.892815402|-0.064035403|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-67.27772044|-81.19927925|15.24099981|0.288038572|-54.45666327|10.22144534|107.233999|0.7471181240000001|96.11918789|0.465323422|477.48014630000006|2637.948424|7.312794835|6434.374756|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|689.2886595|0.0|0.0|0.0|3.0|4.83|0.0|-6.14|1.92|0.98|112.29|1.28|1.0|131.85|0.0|1.0|6.0|-4.1|-7.39|424.46|0.0|0.0|0.0|0.000159|0.0676|0.000305|-0.05114|3.8658|3.88|320.72|505.51|0.4718|-0.20993|0.03861003|-1401.446557|0.03|7.5229|7.5229
12h_a36|0|0|3.468184524|0.0|2|1.297043828|-0.128701804|-0.0086750619999999|5.351858133|2|0.039061728|0.059920602|0.00127667|10.96020037|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|0.8913597320000001|-0.089459459|0.87043328|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.3726296|0.027905055|-48.17643878|-70.19826261|18.27258858|0.180385475|-45.96672487|11.96512593|1.413982241|0.665254541|87.85958486|0.464544951|536.6941285|2391.856014|7.428908584|6159.17335|-827.4010477|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|1.0|0.0|0.0|2.0|4.8|0.0|-6.69|2.77|1.89|78.43|1.72|1.0|130.24|0.0|1.0|6.0|-3.95|-6.93|411.46|0.0|0.0|0.0|8.499999999999999e-05|35.0|8.340000000000001e-05|-0.05013|5.1998|2.92|358.81|535.67|0.0056|-0.1926|0.02925492|-1347.260478|14.0|7.8539|7.8539
1c_a5|0|0|2.955525321|0.0|0|1.424607938|-0.268536978|-0.001983746|4.59511985|2|0.0248765429999999|-0.080321049|0.008031558|10.9433337|1|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|-0.109439124|0.821309592|0.6977404359999999|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|0.11368581|-18.41507338|2.185709046|0.0|0.753027268|43.86175561|0.476413155|453.4753671|873.709445|6.063350238|4387.398857|-294.64117410000006|19.11862892|0.0153811389999999|-258.918642|409.0289917|1.0|1.0|1.0|1.0|2.78|2.09|-8.41|4.99|4.51|54.46|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|-5.77|312.37|0.0|1.0|1.0|3.5600000000000005e-05|0.0111|1.21e-06|-0.03965|4.8783|3.17|274.99|410.52|0.1076|-0.22684|0.029157178|-990.516371|3981.0|5.4|5.4
4j_a46|0|0|0.0|0.19521727|1|1.134637093|-0.175292207|-0.002284836|5.587248657999999|1|0.048126615|-0.0529855709999999|0.011968098|10.94638774|1|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|1|0.72796254|-0.258222236|0.763724435|0.728293097|0|0.949893337|-0.05924408|-0.074417476|0.295221643|0.01492164|-34.99059698|-43.95227197|8.812983129|0.0501066629999999|-25.95898597|5.205103062|71.98911503|0.776932317|50.26191521|0.402450715|561.0237355|2563.282153|6.274010655|5077.124695|-467.2617475|18.85718615|0.0106831269999999|-327.122208|642.1335502000001|0.0|1.0|1.0|0.0|4.0|3.9|-7.69|5.18|5.33|39.94|3.28|2.0|110.24|0.0|1.0|4.0|-5.38|-5.09|361.48|0.0|1.0|1.0|4.86e-06|0.00176|7.33e-06|-0.01684|5.3949|4.93|281.19|572.31|0.1418|-0.20071|0.02491327|-1131.817578|805.0|6.0942|6.0942
