molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|n6HRing|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
9b_a31|0.0|1|3.338934004|0.0|7.765993078999999|1|1|0.610136326|-0.0141390689999999|0|0.0|0.014628521|10.31169871|2|-0.001981487|-0.075191042|-0.143280211|-0.2345186269999999|0|0.852813666|0.01752821|-0.154083843|0.899394425|0.77051712|0|0.669120552|-0.103937658|-0.131125311|0.241728566|-80.40427495|21.21368453|0.330879448|202.8908225|-49.30281875|13.00794571|552.0968813|0.689175183|-1.835754351|-39.08032306|84.94685678|0.469546953|410.2957125|-1125.659849|1711.969694|0.310824817|15.2652837|0.88518099|190.5935925|-690.2394625|34.75199071|0.025089192|1633.343563|15.38435497|1.0|1.0|3.58|2.76|0.32|-6.84|5.26|3.5|117.37|0.86|1.0|103.36|0.0|7.0|-4.76|5.0|0.0|0.0|1.0|1.76e-05|0.00675|0.000137|1.44e-07|5.5119|4.69|3.8435|-1578.839267|-1578.801576|663.06|0.2732|224.94|562.68|0.70102|-1578.604164|0.2627|-0.15907|5.2851|0.03769117|63.0|7.2007
13_a1|0.0|1|3.409865599|0.0|7.423568444|1|1|1.430073963|-0.012199718|1|0.0|-0.0594321759999999|10.94989555|1|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|1|0.76714213|-0.051729721|-0.150485437|0.825117597|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|-62.04288975|19.62059449|0.320539533|186.4137189|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|84.56244352|0.477212829|395.1486144|-1054.729126|1786.445642|0.291737016|14.33466671|0.912824292|169.6632599|-613.3907313999999|33.09282789|0.026679865|1489.177255|15.51600461|1.0|1.0|3.35|2.83|0.09|-7.94|4.75|3.87|80.26|1.74|1.0|104.88|0.0|4.0|-4.29|5.0|0.0|0.0|1.0|5.16e-05|0.0192|4.58e-05|1.14e-08|4.0783|3.17|3.4483|-1238.395767|-1238.367298|613.52|0.5339|304.01|472.52|0.69782|-1238.174491|0.3535|-0.13921|2.7595|0.0284695999999999|0.26|6585.0
12c_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984133|-0.006900253|2|0.0|0.019094532|10.31162888|1|0.003603419|-0.172653074|-0.051371057|-0.090173435|1|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|-62.99109515|10.36785909|0.156067288|101.8928318|-41.12547305|6.768942632999999|0.0|0.8061287690000001|-1.833162702|-32.72642202|60.4942895|0.452966315|550.9847369|-1196.830808|2456.062146|0.193871231|13.9883503|0.828040991|126.574178|-781.3839879|30.29927658|0.014695647|1484.664552|9.594458155|1.0|0.0|4.62|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|2.0|132.29|0.0|5.0|-5.93|4.0|0.0|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|6.03e-08|5.0582|4.45|3.5286|-2035.373591|-2035.339256|695.96|0.2155|245.12|541.39|0.68457|-2035.141497|0.1568|-0.1496299999999999|3.7377|0.03433522|0.01|7.9914
47f_a18|0.0|0|0.0|0.0|7.03438793|1|1|1.251175676|-0.005817448|0|0.0|0.033759227|10.94702253|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|0|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.375218907|-72.03501774|11.75478965|0.161843119|137.3980967|-61.15474298|9.979328976|58.84834254|0.726550657|-2.290978185|-46.00060733|65.93954138|0.483843526|711.5604361000001|-1944.945479|2343.062749|0.273449343|20.44855806|0.937396993|232.14715330000004|-1651.17806|33.88554232|0.016581683|2676.957843|14.07716085|1.0|1.0|4.87|0.0|0.34|-9.22|3.22|3.6|88.97|2.79|3.0|164.47|1.0|13.0|-6.11|4.0|0.0|0.0|0.0|7.76e-07|0.000421|3.01e-06|6.04e-10|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|0.5741|400.42|874.24|0.6984600000000001|-1741.724929|0.5741|-0.12802|3.8532|0.02902413|9.0|8.0458
8a_a8|0.0|1|3.150966553|0.0|7.535296702|1|1|1.400027874|-0.014658222|1|0.0|0.010118884|10.94671414|1|-0.005306541|0.044579097|0.055198015|0.089375589|1|0.762577159|0.089031731|-0.048064085|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|0.22299265|-71.12928513|20.58762475|0.449170525|269.0155755|-42.60049244|12.33026525|84.91322996|0.76420633|-2.256502762|-47.27503672|99.52191337|0.481294455|329.9007832|-1351.456417|1746.6927010000002|0.23579367|14.52342059|0.927876056|141.2206861|-809.4093564|38.44444383|0.025786572|1768.444416|15.44399996|0.0|0.0|3.37|2.64|0.05|-6.76|3.13|2.72|112.23|1.9|1.0|109.21|0.0|4.0|-4.4|5.0|0.0|0.0|0.0|3.99e-05|16.0|7.28e-05|1.74e-07|4.6017|6.1|3.1039|-1367.776863|-1367.744724|620.68|0.2035|269.43|476.69|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|0.03213899|11.34|4.9454
21_a34|0.0|0|0.0|0.0|8.002694162000001|2|2|1.425532331|-0.012535886|1|0.0|-0.004734657|10.94874873|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|1|0.740092842|0.116926272|-0.015568862|0.796991578|0.660871869|0|0.676390843|-0.09533089|-0.117789944|0.527371706|-79.03896823|22.9240533|0.323609157|217.1470086|-53.03643341|15.38241267|77.34839362|0.728260094|-2.120218984|-42.9239565|86.89263143|0.4688149339999999|453.8692584|-1422.701428|2429.6035|0.271739906|13.65523159|0.882583047|182.341897|-954.6558014|38.30514214|0.023973624|1953.562249|16.08669155|0.0|1.0|3.43|3.52|0.12|-7.68|3.64|3.23|86.55|1.72|1.0|122.59|0.0|4.0|-4.5|6.0|0.0|0.0|0.0|3.14e-05|0.0138|1.94e-05|2.07e-08|4.3011|7.78|3091.0|-1483.3359380000002|-1483.305698|698.17|0.2174|288.26|530.93|0.69292|-1483.057743|0.0002|-0.13338|5.3432|0.03023936|3.36|5.4737
17_a3|0.0|0|0.0|0.0|6.823286122000001|0|0|0.605019885|-0.009450704|2|1.709081227|-0.041723219|10.31163036|1|-0.006696449|-0.027542873|0.020589494|0.036673175|2|0.767641592|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|0.225087454|-48.88298017|5.251911643|0.1969243769999999|100.2028184|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|-25.54439812|55.45324083|0.4383349039999999|408.6362608|-684.3617224|1667.279771|0.159937821|11.12358659|0.780420408|81.38261354|-348.2299886|23.96047156|0.012803096|814.6560331000001|6.514715538|1.0|1.0|3.13|2.65|0.0|-7.48|4.96|4.66|92.93|2.37|1.0|95.5|0.0|2.0|-5.53|3.0|0.0|0.0|1.0|2.96e-06|1.0|1.18e-05|3.28e-08|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|0.4062|386.22|393.58|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|0.02878063|23.0|7.6383
9o_a24|0.0|1|2.9340792330000003|0.0|6.605297921|1|1|1.294229152|-0.007052095|3|0.0|-0.097596429|10.94506726|1|0.002019902|-0.145366976|0.00177843|0.00294424|2|0.785672769|-0.0062180169999999|-0.000453155|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|-51.14964436|10.7072496|0.229726192|133.0106596|-29.61546471|6.1994599720000005|44.8382925|0.668046377|-1.678495905|-29.69744072|61.99847688|0.4861134689999999|445.9858336|-971.8432428|1906.512273|0.331953623|11.83284872|0.945954873|192.1999837|-562.6938294|28.52459128|0.026064002|1454.754155|15.09096602|1.0|1.0|3.96|2.84|0.04|-7.91|3.75|4.36|92.79|1.23|1.0|120.73|0.0|6.0|-4.49|5.0|0.0|0.0|0.0|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|1.24e-08|5.8802|4.41|4.2643|-1388.147972|-1388.094657|611.03|0.1409|210.85|432.84|0.65292|-1387.887227|0.0288|-0.17826|4.3816|0.0533144|446.0|6.3507
12f_a36|0.0|1|3.50900085|0.0|7.412764017000001|2|2|1.297042537|-0.006773586|2|0.0|0.012286423|10.95389399|1|0.0045625|0.182557897|-0.101854847|-0.169994208|1|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|-66.16123807|11.77610852|0.156443092|103.2191714|-43.65234724|7.769727312|0.835268043|0.7803018709999999|-2.00553221|-30.92312428|58.64442871|0.464240353|556.5681681|-1323.224761|2380.393255|0.219698129|13.84366076|0.8665086190000001|144.9540437|-873.0469447999999|30.28188764|0.015685228|1695.785708|10.34891518|1.0|0.0|4.94|0.0|0.21|-7.36|3.62|2.45|69.2|2.45|1.0|133.52|0.0|6.0|-4.61|4.0|0.0|1.0|0.0|2.48e-05|0.0102|2.6600000000000003e-05|4.38e-08|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|0.4374|237.95|545.55|0.70126|-1311.285102|0.0231|-0.15011|5.9228|0.02879265|11.0|7.9586
11b_a31|0.0|1|3.248213341|0.0|7.765993078999999|1|1|0.610137403|-0.01950528|0|0.0|-0.1488994619999999|10.31169957|2|-0.010716217|-0.129901143|-0.101934423|-0.16780872|0|0.834596039|0.067031897|-0.074254978|0.889561759|0.7943850720000001|0|0.545458754|-0.143839236|-0.148709304|0.26165445|-82.80602396|21.02499452|0.454541246|253.1028809|-46.10900197|11.70737909|87.78853803|0.669723835|-1.784511651|-44.59898223|101.1192111|0.473305522|303.7286124|-993.6722875|1756.711832|0.330276165|12.96936635|0.8986339170000001|183.9081702|-553.3080237|37.09261324|0.0314298879999999|1483.70453|17.50115151|1.0|1.0|3.41|2.29|0.24|-5.45|4.67|3.25|125.57|0.79|1.0|92.51|0.0|5.0|-4.74|6.0|0.0|0.0|1.0|1.82e-05|0.00649|0.000178|3.59e-06|3.8437|4.07|3.8437|-1520.085181|-1520.0430279999998|589.56|0.2634|322.57|479.66|0.70073|-1519.909742|0.2634|-0.15936|3.2104|0.04215313|0.53|6.2757
16a_a32|0.0|1|3.357452523|0.0|7.765993078999999|0|0|0.6094207620000001|-0.014399612|0|2.095743605|-0.062610718|10.31100271|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.199563743|0|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.81143469|1|0.756542831|-0.090389538|-0.119471489|0.283324612|-74.35152328|12.86051026|0.2434571689999999|151.5123947|-46.27170107|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|69.11326055|0.450892763|470.82456669999993|-1040.921326|2992.60858|0.303179963|13.08168264|0.8211379000000001|188.6800971|-647.803815|33.19592405|0.023475264|1493.816582|14.6095244|1.0|1.0|3.53|2.66|0.22|-7.3|5.32|3.79|152.07|0.88|1.0|108.86|1.0|7.0|-5.49|4.0|1.0|0.0|1.0|3.2e-06|0.00128|9.14e-05|5.04e-08|3.6314|3.9|3.6314|-1896.81177|-1896.770883|664.67|0.2859|341.42|535.63|0.70245|-1896.589348|0.2859|-0.15045|1.3736|0.04088655|11.0|7.9586
2_a27|0.0|0|0.0|0.0|6.605297921|0|0|1.402655014|-0.0065894809999999|2|1.267636369|0.11675125|10.93783218|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|2|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.058444848|-0.081513931|0.408120957|-41.03489597|9.972342226|0.153130039|77.08713259|-20.65736087|5.020172886|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|1270.627585|0.331537817|9.527176544|0.7934621359999999|166.89932209999998|-289.2030522|22.03636323|0.022639983|859.4181658|11.39718489|0.0|1.0|2.9|3.06|0.11|-5.84|2.43|2.49|65.6|2.42|0.0|92.58|0.0|2.0|-3.19|4.0|0.0|1.0|1.0|0.000644|204.0|0.0002009999999999|1.45e-06|4.1624|4.32|4.1624|-1043.821085|-1043.7984|538.57|0.3217|297.87|420.7|0.55857|-1043.665151|0.3217|-0.16769|4.7049|0.02268519|13.0|7.8861
12e_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984231|-0.0077937519999999|2|0.0|0.005418617|10.31162844|1|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|1|0.8246767140000001|0.002248768|-0.097868612|0.876441789|0.7933543279999999|0|0.816703705|-0.07914783|-0.098059338|0.407218612|-65.04681137|16.08914569|0.183296295|121.5880081|-43.14823836|10.6725953|0.0|0.7071208529999999|-1.863127413|-34.82676424|68.59117243|0.46715936|541.7533217|-1235.889416|2392.685958|0.292879147|15.14403079|0.8767337279999999|194.2788429|-819.8165288|32.97692061|0.022696477|1747.776792|15.05551106|1.0|1.0|4.72|0.0|0.17|-6.74|3.89|2.63|90.88|2.51|2.0|133.77|0.0|6.0|-5.44|5.0|0.0|0.0|0.0|3.59e-06|0.00154|1.19e-05|1.84e-07|5.0412|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|0.2055|245.94|562.76|0.68605|-1690.030824|151.0|-0.1476|5551.0|0.03344515|11.0|7.9431
5_a18 (BIBF0775)|0.0|0|0.0|0.0|7.03438793|2|2|1.251175715|-0.005220163|1|0.0|0.0002403959999999|10.94702058|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|0|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|-59.08151918|6.418873637000001|0.156764132|118.3671077|-44.61038661|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|58.5107823|0.483962172|636.6978809999999|-1595.201018|1645.395714|0.184058942|18.98829281|0.937842434|138.97646310000002|-1204.480438|27.535837|0.010831199|1955.044427|8.178259299999999|0.0|1.0|4.42|0.0|0.32|-9.21|4.09|3.69|76.5|3.52|3.0|155.95|0.0|8.0|-6.07|3.0|0.0|1.0|0.0|8.590000000000001e-07|0.000425|1.91e-06|6.18e-10|3.2027|8.45|3.2027|-1572.313227|-1572.290174|817.02|0.4825|378.13|691.68|0.69298|-1571.843719|0.4825|-0.13154|2.3389|0.02305362|34.0|7.4685
14c_a22|0.0|0|0.0|0.0|6.842683282|0|0|1.42291727|-0.005236206|2|1.568396937|-0.023927419|10.9464374|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|2|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|-57.64986681|17.68831053|0.133423541|96.05497587|-41.50359456|12.73426132|78.22334636|0.66168729|-1.60155147|-34.9718749|66.26540251|0.462147828|623.8702703|-1152.997336|2092.7515510000003|0.33831271|16.03849168|0.8592469290000001|243.5598613|-830.0718911|32.87756477|0.024813755|1742.5109329999998|17.86404838|0.0|1.0|3.49|2.85|0.08|-9.28|3.9|4.18|109.38|1.08|1.0|128.77|0.0|6.0|-4.86|6.0|0.0|0.0|0.0|1.39e-05|0.00618|2.4e-05|5.269999999999997e-10|5.7361|4.79|3.6741|-1460.602657|-1460.571156|715.52|0.5079|216.15|575.8|0.69113|-1460.324494|0.0694|-0.15408|7.3824|0.03150011|153.0|6.8153
18c_a25|0.0|0|0.0|0.0|6.842683282|0|0|1.193723817|-0.002704524|2|2.069766482|-0.038865826|10.31285373|1|0.007488918|0.01222181|-0.038006869|-0.064145547|2|0.748718056|0.084188427|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|-47.27625541|6.300016824|0.05198276|34.1639413|-31.07074762|4.140476673999999|0.0|0.7479204509999999|-1.510614788|-21.00757374|38.26446885|0.484730247|623.0528232|-992.8013635|2095.730631|0.2520795489999999|14.65844196|0.940731034|165.67090530000002|-652.4856999|23.70385212|0.014546814|1327.415719|9.560410146|1.0|1.0|3.58|3.89|0.11|-10.17|6.29|6.11|87.72|3.08|2.0|138.65|0.0|7.0|-6.05|3.0|1.0|0.0|1.0|8.86e-07|0.000398|2.51e-06|6.79e-11|5.4858|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|0.3558|226.01|547.87|0.70516|-1714.280779|0.0041|-0.13312|6.1775|0.02003004|88.0|7.0555
10_a27|0.0|0|0.0|0.0|6.605297921|0|0|1.400533489|-0.006285923|2|1.296293777|0.034318674|10.93783185|1|0.010329671|-0.309727442|-0.2030237389999999|-0.341622797|2|0.804375252|0.129719095|-0.001453596|0.862408925|0.614205449|1|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|-46.27574168|9.399794974|0.147337847|78.34972221|-24.60801194|4.998521009|49.19800605|0.7453606909999999|-1.305333567|-17.33405307|41.99674607|0.477162521|453.4194305|-694.1361252|943.2258247|0.254639309|12.9316403|0.912640238|135.40932969999997|-369.1201792|22.1732254|0.01651645|931.2754667000002|8.782938574|1.0|1.0|3.01|3.15|0.16|-6.24|2.81|2.97|65.6|2.25|0.0|97.39|0.0|3.0|-3.57|4.0|0.0|1.0|1.0|0.000266|0.0882|0.0001189999999999|5.81e-07|4.1495|4.66|4.1495|-1083.137871|-1083.1151289999998|573.31|0.4452|298.79|450.26|0.63894|-1082.956472|0.4452|-0.16805|4.6684|0.0227416|69.0|7.1612
12h_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984682|-0.00737961|2|0.0|0.001698966|10.31162898|1|0.002064369|-0.166613751|-0.0541804029999999|-0.120380857|1|0.831176513|0.008644634|-0.1240820219999999|0.888213143|0.64876559|0|0.763568404|-0.083127678|-0.09907575|0.353607682|-63.03519645|11.06352871|0.236431596|150.42542849999998|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|63.95204629|0.468446216|485.8069155|-1197.668733|2268.811589|0.202025127|15.1759206|0.881277172|128.5349203|-761.9955851|30.63031164|0.015886049|1500.88527|10.10721793|1.0|0.0|4.63|0.0|0.14|-6.9|4.25|3.18|81.65|3.2|2.0|127.24|0.0|5.0|-5.39|5.0|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|1.26e-07|5.0289|4.07|3.5101|-1675.011389|-1674.977665|672.54|0.1878|246.54|518.06|0.68543|-1674.777786|155.0|-0.14889|2.9684|0.03372393|9.0|8065.0
16_a4|0.0|0|0.0|0.0|7.535296702|1|1|1.398650725|-0.00228637|1|0.0|-0.148022089|10.94592242|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|1|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|-39.44800181|6.761192037000001|0.210153891|103.5057102|-19.42906425|3.330045338|74.430775|0.832461695|-1.201404885|-17.789707500000002|42.88070889|0.455802506|389.0176968|-591.7200271|1522.164774|0.167538305|10.19502391|0.837568182|82.51653675|-291.4359638|19.74465314|0.0115138339999999|710.807513|5.67083266|1.0|0.0|3.26|3.08|0.11|-6.36|4.49|4.96|30.71|3.44|1.0|85.02|0.0|2.0|-3.92|4.0|0.0|1.0|1.0|0.0001199999999999|0.0371|3.68e-05|4.33e-07|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|0.2213|274.85|407.99|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|0.01638524|343.0|6.4647
9_a3|0.0|0|0.0|0.0|6.823286122000001|0|0|0.605017128|-0.007847313|1|2.4071976040000003|0.065373003|10.31162238|1|-0.003863265|-0.216450234|0.083014843|0.141996379|1|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.506753484|-39.28853824|3.469130065|0.15350225|72.17854599|-18.47392835|1.6312253680000002|72.50764604|0.886859678|-1.336880133|-21.04009269|48.21513485|0.413418346|398.0331029|-628.6166118|1383.145159|0.1131403219999999|8.532203772|0.704792493|53.19989715|-295.5828535|20.25176593|0.008976383|708.8118076000001|4.220799781|1.0|1.0|3.1|2.44|0.0|-7.26|4.9|4.62|80.04|2.42|1.0|92.69|0.0|2.0|-5.53|2.0|0.0|0.0|1.0|2.96e-06|0.000899|1.25e-05|5.5e-08|5.8185|3.28|3.7356|-1256.087705|-1256.0634710000002|512.44|0.2069|213.09|350.27|0.6724600000000001|-1255.9558029999998|0.1127|-0.15834|2.0863|0.0242342|10965.0|4.96
9a_a31|0.0|1|3.348289714|0.0|7.765993078999999|1|1|0.6101356720000001|-0.01391798|0|0.0|0.03406986|10.31169772|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|0|0.782715368|0.045292529|-0.001313433|0.837697452|0.76226755|0|0.691768132|-0.100906991|-0.122626525|0.235442032|-78.6954713|21.33533299|0.308231868|197.8075471|-50.50275387|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|86.0923113|0.484502446|443.941629|-1337.8230119999998|1955.13855|0.262241245|15.15483138|0.939873412|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|1813.361078|15.33993762|1.0|1.0|3.6|2.78|0.14|-8.13|5.51|4.02|117.37|1.58|1.0|113.64|0.0|6.0|-5.62|5.0|0.0|0.0|1.0|2.42e-06|0.00101|1.7100000000000002e-05|7.35e-09|3.7892|5.27|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|0.7028|327.21|540.01|0.7028|-1691.716118|0.7028|-0.15757|5.0244|0.03885662|0.15|6.8239
14ac_a23|0.0|0|0.0|-9.994971573|7.423568444|0|0|1.1979507740000002|-0.011656739|2|0.544211741|0.0518788009999999|10.3132169|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|2|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.537271445|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|-73.32014595|12.70997824|0.068856366|51.99287907|-55.36344264|9.597200637|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|0.192217908|15.90074614|0.95751094|145.1421706|-1328.722623|41.10214358|0.019122137|2178.41361|14.43896921|1.0|1.0|3.69|3.34|0.12|-9.03|5.52|8.36|105.02|4.6|2.0|130.29|0.0|7.0|-7.31|10.0|1.0|0.0|0.0|4.92e-08|2.69e-05|2.24e-07|9.25e-10|4.0014|4.93|3.6325|-2304.001319|-2303.9786940000004|751.54|0.3209|309.85|627.76|0.69962|-2303.749331|0.2391|-0.15055|6.3004|0.02262555|4.0|8.3851
3j_a32|0.0|1|3.564417045|0.0|8.234564993|0|1|0.609420782|-0.006580847|0|2.248764828|-0.086191775|10.31100276|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|0|0.824282683|-0.020129489|-0.084553991|0.8884057059999999|0.7557114|1|0.865101945|-0.070289671|-0.095013178|0.27811778|-50.46105839|7.315176208|0.134898055|71.64373163|-26.79963418|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|44.64569478|0.4482615029999999|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|10.69497519|0.812452828|133.42496409999998|-321.5956102|21.85672669|0.015301673|808.6988876|8.126647477|1.0|1.0|3.27|3.0|0.24|-6.69|6.68|4.93|110.94|1.94|1.0|95.74|0.0|3.0|-5.92|3.0|0.0|0.0|1.0|1.21e-06|0.0004089999999999|1.58e-05|2.03e-07|3.4982|3.02|3.4982|-1671.507439|-1671.479105|564.55|0.3005|354.42|405.19|0.7028|-1671.351322|0.3005|-0.14498|3.6238|0.02833407|8.0|8.0969
19b_a38|0.0|1|3.26554965|0.0|7.412764017000001|2|2|1.297044256|-0.008652352|2|0.0|-0.1381849369999999|10.96052467|1|-0.004358975|0.035216067|-0.098027247|-0.250781298|1|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.086013549|-0.11557289|0.336505882|-71.73053105|13.92699891|0.270689433|168.00390359999997|-44.51968852|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|-33.13317155|67.31146923|0.478948837|452.6479704|-1291.149559|2436.66785|0.240363041|13.74014387|0.91919733|149.181772|-801.3543933999999|33.99385836|0.020570275|1699.692918|12.76697997|1.0|0.0|4.82|2.37|0.14|-7.12|3.55|3.11|81.23|2.78|1.0|125.65|0.0|5.0|-4.25|5.0|0.0|0.0|1.0|5.68e-05|0.0238|4.67e-05|7.599999999999999e-08|5363.0|3.66|3.7509|-1431.414099|-1431.38073|646.81|0.4634|231.18|485.64|0.69411|-1431.18309|0.1945|-0.15414|5.5253|0.03336932|12.0|7.9172
19_a31|0.0|1|3.2411335510000003|0.0|7.401841579|0|0|0.61013725|-0.01001901|0|0.0|-0.040386271|10.31169935|2|-0.0038998559999999|-0.095997335|-0.081398052|-0.1751017789999999|0|0.8558149140000001|0.019858798|-0.138769819|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|-66.3863707|8.596058678|0.268735206|157.414423|-38.88650245|5.035230173|67.42915967|0.776211804|-1.586671445|-31.1960848|61.85348014|0.446100738|428.3459076|-929.4091898|1992.2502|0.223788196|12.77501178|0.805382437|131.0862475|-544.4110343|27.21285095|0.0152483439999999|1197.365442|8.931875058|1.0|1.0|3.44|2.62|0.28|-7.39|5.8|4.33|98.91|1.68|1.0|97.25|0.0|7.0|-4.67|4.0|0.0|0.0|1.0|2.14e-05|0.0076799999999999|0.0001199999999999|4.08e-08|5.0344|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|0.3205|246.28|537.66|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|0.03702801|1.8|5.7447
