molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|MATS1i|AATSC1i|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
9_a10|0.0|0|0|0|0.0|1|7.535296702|1|1|1.377786667|1.998759814|-0.004530817|5.4161004020000005|-0.032199235|-0.048732912|-0.285441469|10.92721632|-0.1048161059999999|1|-0.1475423119999999|-0.239634564|0.7141481129999999|0.791322552|0.837889476|0.692424727|1|-0.057690053|0.6816795959999999|0.013842683|-59.80726117|0.130554786|92.56988349|-0.028592687|6.959437141|0.73129178|-1.686968561|71.07688871|0.45291714|2904.874289|2284.568215|-14.37503199|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|1635.660698|816.3832816|1.0|1.0|4.0|0.23|-7.93|3.69|1.81|-4.23|5.0|-6.87|0.0|0.0|3.07|-4.44|5.920000000000001e-05|0.0259|2.97|0.0|1.17e-08|5.14e-06|-0.06118|5.5668|4.51|-1410.005954|1278.57|332.32|0.4138|222.72|631.5|0.2242|0.68962|-1409.69933|0.0041|2.9927|0.03583924|4942.0|193.0|6.7144|6.7144
7d_a10|0.0|0|0|0|0.0|1|7.535296702|1|1|1.34384996|2.087763133|-0.00179944|5.4161004020000005|-0.017919404|-0.042667459|-0.0845736919999999|10.929819300000002|-0.0325418129999999|1|-0.041520889|-0.089622042|0.531023495|0.809056885|0.869684772|0.525816226|1|-0.059327943|0.421731106|0.010495008|-37.61597161|0.158947933|84.32774259|-0.024733154|2.9540236560000004|0.729585423|-1.063525614|45.08492005|0.484115691|2348.343588|1597.531619|-6.961625817000001|6.100927672|11.82615475|0.938419104|5174.981962|143.4649092|-299.34991010000005|17.98535187|773.3701306|460.1866123|1.0|0.0|3.21|0.19|-7.83|4.92|3.04|-4.22|4.0|-5.83|0.0|1.0|3.95|-4.72|5.98e-05|0.0206|3.62|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|-1129.175857|970.29|319.09|0.2593|212.18|417.68|0.32059|0.68393|-1129.003694|0.0941|3.0178|0.02250617|3.4695|928.0|6.0325|6.0325
12e_a40|0.0|0|0|0|0.0|1|7.515889085|0|0|0.604990524|1.6315143930000002|-0.015461694|5.4161004020000005|-0.262526337|0.174870826|-0.556620974|10.31197242|-0.192362496|2|0.103406816|0.172778196|0.889386453|0.788800541|0.858770467|0.8096582170000001|1|-0.132226452|0.284429447|0.015096495|-66.68049019|0.220121216|119.4966772|-0.048387621|4.4490161310000005|0.790818822|-1.596791495|78.14505956|0.491465612|2391.0322170000004|694.2415706|-14.26008524|8.014314957|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|1096.13776|348.3847394|0.0|2.0|3.27|0.0|-6.04|4.34|2.93|-6.53|4.0|-5.26|0.0|1.0|3.98|-5.64|2.98e-07|0.000113|4.72|0.0|9.14e-07|0.000346|-0.07296|4.3236|4.66|-2248.244231|918.38|409.82|0.4494|286.76|445.12|0.6826|0.70157|-2248.154966|284.0|2.5946|0.03272669|3.7268|1.17|5.9318|5.9318
LY580276_a4|0.0|0|0|0|0.0|1|7.535296702|1|1|1.344599701|2.067497166|-0.001543874|5.4161004020000005|-0.020236527|0.0295482979999999|-0.063298854|10.94681614|0.011772853|1|-0.019747846|-0.042912895|0.5162208110000001|0.7921620090000001|0.847526918|0.518109998|0|-0.057317455|0.243350596|0.008729943|-34.22831819|0.131473004|63.36073061|-0.028035586|2.027582675|0.8478469959999999|-1.065352257|38.23432817|0.437093506|1948.220005|1511.5340210000002|-6.511436537000001|5.456603642999999|9.693623538|0.7764939829999999|4098.640927|73.32703409|-247.4345884|15.93586849|605.5630025|345.4102548|1.0|0.0|3.01|0.22|-6.56|4.49|3.13|-3.67|3.0|-5.71|0.0|1.0|3.69|-4.21|0.000213|0.0624|3.35|0.0|2.75e-07|8.08e-05|-0.0225|5.2983|3.64|-959.4723321|865.23|276.03|0.1905|234.01|402.99|0.36903|0.68002|-959.356125|0.1842|2.5355|0.023546627|3.2891|175.0|6757.0|6757.0
15b_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1|1.353059441|4.112770601|-0.0045393|5.82008293|-0.05484142|-0.103807905|-0.22696498|10.94501702|-0.124047802|2|-0.131737048|-0.2185722769999999|0.79846758|0.8259784720000001|0.8833003970000001|0.764606364|1|-0.082576068|0.447220762|0.020083792|-46.13641893|0.179086516|102.3838797|-0.028069672|6.564219549|0.639017342|-1.291204916|60.03646705|0.478989976|2441.264256|1692.3273379999998|-9.174337796|6.89125222|13.22671714|0.919348867|5205.2135960000005|206.3740238|-422.0195386|25.11269883|1155.184146|510.3677388|1.0|1.0|3.56|0.19|-5.72|2.71|1.66|-3.18|4.0|-6.98|0.0|1.0|2.37|-3.6|0.000654|0.2339999999999999|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|2.08|-1160.463663|1035.3|305.67|0.1796|305.67|475.99|0.65917|0.65917|-1160.275856|0.1796|6.9054|0.03528279|9.3788|79.0|7.1024|7.1024
32_a47|0.0|0|1|1|0.0|1|6.842683282|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|0.000921003|-0.013510009|-0.2037028839999999|10.95005715|-0.044598914|1|-0.077485193|-0.157688306|0.6636125860000001|0.810444864|0.858292442|0.634406338|1|-0.05770007|0.266433793|0.019295804|-52.38450683|0.148372218|106.9180086|-0.026060474|10.01980854|0.64116122|-1.381205148|68.76811937|0.44289006|2808.210157|2255.632049|-13.53252578|8.656942728999999|15.53902041|0.794977846|6235.398576|258.5816152|-717.2238666000001|29.28959351|1552.348456|682.9868225|1.0|2.0|3.35|0.26|-8.82|4.18|3.11|-4.81|5.0|-6.34|0.0|1.0|3.94|-5.05|1.5399999999999998e-05|0.00674|3.7|0.0|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|-1778.0970140000002|1184.76|336.65|0.2969|252.79|548.86|0.48011|0.68986|-1777.843462|0.2839|4.8234|0.03062031|6.3139|0.1|7.0|7.0
9_a47|0.0|0|0|0|0.0|0|0.0|0|0|1.3818994059999998|0.0|-0.008501246|0.0|-0.1789147139999999|-0.043270202|-0.382556052|10.93671087|0.045804989|0|-0.021556658|-0.045757939|0.7033922579999999|0.792070785|0.853035126|0.689770023|1|-0.084368438|0.492394184|0.009540986|-50.70744657|0.194850031|101.9336202|-0.036925422|2.611122094|0.790651977|-1.550867715|58.96976407|0.482896681|2292.652212|1333.091472|-10.10553715|5.653392499|10.93281031|0.93384951|5212.504394|109.5180831|-424.4325604|24.43189048|1026.1394|442.7664664|1.0|2.0|2.87|0.05|-8.47|4.61|2.99|-5.37|4.0|-5.26|0.0|1.0|4.09|-5.2|4.29e-06|0.00148|4.43|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|5.7429|4.06|-1149.055456|959.59|333.44|0.2294|215.89|406.35|0.3885099999999999|0.69084|-1148.896866|0.2208|2.2966|0.03463008|3.4815|25.0|7.6|7.6
17e_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.0020746479999999|5.82008293|0.038322942|-0.011278897|-0.141076059|10.94500663|-0.114420412|2|-0.1949741189999999|-0.310566368|0.7596299459999999|0.7409645029999999|0.7791604190000001|0.736221185|1|-0.046347299|0.4239465089999999|0.012865274|-50.7956915|0.069891795|48.62532158|-0.02665495|6.227183052000001|0.803671114|-1.67926185|57.93079973|0.489797496|2883.936138|1981.934841|-12.90180444|8.52101688|16.70124474|0.960006062|6301.28046|136.5904997|-812.8136797000001|23.07468625|1453.705234|904.3172644|1.0|0.0|4.18|0.37|-7.33|4.23|2.91|-4.87|4.0|-6.08|0.0|0.0|4.03|-5.18|1.34e-05|0.00589|4.08|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|3.8|-1375.268259|1312.91|307.67|0.1809|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|0.1785|6.7175|0.02761851|8.8326|155.0|6.8097|6.8097
7_a15|0.0|0|0|0|0.0|0|0.0|0|0|1.419941457|0.0|-0.010310394|0.0|-0.038088878|0.145944639|-0.494898891|10.95880715|0.0019353679999999|0|-0.211522056|-0.310081401|0.857287135|0.70084115|0.740089344|0.8115121240000001|0|-0.074406877|0.403524276|0.036600739|-61.50761094|0.158599673|88.02694557|-0.026500274|11.27499976|0.448664402|-1.2190126140000002|85.26222186|0.396557391|2330.667514|1624.468817|-8.163512395|6.01738192|9.971755103|0.657158418|5097.868552|306.0056033|-375.5215702|32.78250222|1507.995102|474.9756287|1.0|1.0|3.16|0.15|-7.19|3.38|1.74|-4.83|5.0|-5.72|0.0|1.0|3.35|-4.49|1.46e-05|0.00516|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|2.78|-1184.367098|1000.95|330.67|0.3463|279.33|499.86|0.64652|0.70497|-1184.168094|0.0169|1.1115|0.01827873|1631.0|227.0|6644.0|6644.0
19_a15|-3.694652026|0|0|0|0.0|0|0.0|0|0|0.300209223|0.0|-0.009832375|0.0|-0.558905888|0.037722611|-0.4621216379999999|10.31928434|-0.032407407|0|-0.0283109839999999|-0.045543362|0.7981860159999999|0.722297906|0.770451673|0.7358168620000001|0|-0.0946599869999999|0.355677322|0.00527267|-64.78818183|0.308930877|178.5363184|-0.042351319|1.761006946|0.922135562|-1.905809364|68.10965742|0.405429114|2625.952212|1857.369806|-14.14482104|6.10227122|10.26331993|0.681885245|5417.777463|44.99916039|-636.516947|26.54223128|1194.400408|490.1808545|1.0|2.0|2.99|0.11|-7.14|2.36|1.64|-5.12|5.0|-6.22|0.0|1.0|2.88|-4.39|7.56e-06|0.00279|3.29|0.0|7.28e-08|2.69e-05|-0.0372399999999999|4.1742|7.53|-1523.361214|1030.77|297.03|0.4895|297.03|519.04|0.68945|0.68945|-1523.196562|0.4895|6.7515|0.04315771|9326.0|72.0|7.1427|7.1427
7_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0|0.60501656|0.0|-0.008855374|4.727387819|-0.106234254|-0.047419994|-0.327648836|10.3116226|0.030246987|1|0.020589494|0.036673175|0.881253042|0.790667152|0.8632654590000001|0.773152968|1|-0.1034274319999999|0.5999725029999999|0.009708941|-47.72824381|0.217705402|107.7330046|-0.036877402|2.377557323|0.7992146109999999|-1.253831681|55.15105143|0.3987206729999999|2196.07224|1952.029549|-9.030659289|5.198046584|8.644978051|0.663120542|5055.700186|99.36002106|-307.0424158|22.83370969|776.3461295|353.7528308|1.0|1.0|3.02|0.0|-7.48|4.96|2.11|-5.44|3.0|-5.68|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|3.79|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|-1731.703107|883.88|360.06|0.1926|210.68|362.61|0.3456|0.69224|-1731.602893|0.1262|3.1299|0.03103579|3.9813|1023.0|5.9901|5.9901
12w_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|-0.007019432|5.351858133|-0.0316452179999999|-0.0999572419999999|-0.372029919|10.31162873|-0.04950715|1|-0.0493878409999999|-0.0857954809999999|0.8149999040000001|0.83236194|0.889479916|0.711738503|0|-0.076611264|0.4274948739999999|0.015446225|-65.85056003|0.147783603|101.3366249|-0.037237182|7.262777048999999|0.8077976990000001|-1.824621925|75.77366969|0.451478593|2999.810425|2783.769563|-17.50883211|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|1548.85393|685.6665849999999|0.0|1.0|4.63|0.14|-7.8|5.11|3.79|-6.58|4.0|-5.52|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|5.12|0.0|1.58e-08|7.39e-06|-0.05682|5.0632|5.08|-2494.932002|1211.28|348.42|0.2639|244.87|577.06|0.31353|0.68423|-2494.743475|0.1614|2.4229|0.0345723|3.0068|15.0|7821.0|7821.0
18_a20|0.0|1|0|0|0.0|0|6.842683282|0|0|1.400923654|0.0|-0.008841844|4.727387819|-0.12050413|0.163548857|-0.5039851160000001|10.93301779|-0.054458882|1|0.001996439|0.003282792|0.809917509|0.7602869659999999|0.8162774979999999|0.778639593|1|-0.0927760219999999|0.356461863|0.0108136339999999|-63.36348363|0.23863824|158.7879106|-0.035934845|4.787695004|0.8109110409999999|-1.904546783|72.31812218|0.483668611|2809.844943|1822.210286|-15.91001426|8.011174137000001|15.51556677|0.936740671|6206.896662|125.81822920000002|-843.230756|29.4862782|1562.772745|712.1606951|1.0|2.0|3.48|0.08|-10.0|5.54|2.06|-5.59|4.0|-6.13|0.0|1.0|3.78|-5.16|2.54e-06|0.00107|3.85|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|5.35|-1352.32685|1204.88|350.69|0.2991|207.41|531.11|0.31154|0.6953699999999999|-1352.073755|0.2011|5.3978|0.03787435|8.0505|34.0|7.4685|7.4685
14y_a23|0.0|0|1|1|0.0|2|7.423568444|0|0|1.197960595|3.3149940630000003|-0.005875443|5.351858133|-0.022719307|0.041892637|-0.2996475999999999|10.31321795|-0.031435038|2|-0.069023218|-0.125978901|0.719722236|0.802520527|0.8668730109999999|0.64069202|1|-0.057809342|0.2271539169999999|0.018804822|-55.74067298|0.074747068|51.68445972|-0.034303507|8.990852582999999|0.78322549|-1.612264842|67.16839951|0.486730407|3096.562257|2336.815247|-16.40099384|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|30.28429949|1423.362076|665.6233736|1.0|1.0|3.41|0.05|-8.57|4.64|3.99|-6.77|4.0|-5.8|0.0|0.0|4.45|-6.13|1.7e-07|8.18e-05|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|4.73|-2549.091817|1217.48|340.49|444.0|340.49|585.2|0.61338|0.61338|-2548.8917260000003|444.0|4.8799|0.01307741|6.5205|4.0|8.4225|8.4225
13_a15|0.0|0|0|0|0.0|0|0.0|1|1|1.4356889940000002|0.0|-0.006348913|0.0|-0.031457366|-0.006938727|-0.393632585|10.95980212|0.005149745|0|-0.173728081|-0.272482143|0.843715005|0.729838386|0.7784213259999999|0.796300317|0|-0.068526782|0.708462114|0.016196467|-61.86632281|0.114512421|72.25096855|-0.033811561|6.447664726|0.755283433|-1.961070565|72.41636305|0.482317225|3028.485145|3581.589629|-13.46007201|5.21465994|10.07307988|0.931684902|7196.400881999999|154.4025434|-780.6841766|28.24531009|1638.227985|830.7967967000001|0.0|1.0|4.13|0.07|-8.9|4.33|2.52|-6.32|4.0|-5.26|1.0|0.0|4.61|-6.1|4.77e-07|0.000214|5.32|0.0|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|-1450.727602|1231.11|482.03|208.0|314.52|549.33|0.63827|0.70626|-1450.399387|0.0003|3.5479|0.02844037|6.0429|6.0|8.2218|8.2218
3c_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0|0.6094207970000001|0.0|-0.006923974|5.733341277|-0.048337951|-0.0522536959999999|-0.270034997|10.31100278|-0.01180891|3|-0.0779821129999999|-0.145525719|0.831186295|0.839409251|0.901864778|0.774363061|1|-0.0679200029999999|0.216289509|0.015118975|-48.52416391|0.1112332809999999|57.18235134|-0.0288417079999999|3.995552912|0.693952122|-1.038301506|57.94025396|0.423167668|2152.627425|1393.156794|-7.622115192000001|5.605165488|9.717148607|0.733606015|4598.027604999999|157.331845|-274.3961469|21.36577928|769.1680542|370.5811396|1.0|1.0|3.22|0.19|-6.89|6.61|1.7|-6.18|3.0|-5.35|0.0|1.0|4.02|-4.91|6.65e-07|0.000217|4.14|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|-1633.419633|903.81|352.54|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|3123.0|0.02415856|5.0659|9.0|8.0458|8.0458
12d_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|-0.006335328|5.351858133|-0.033312179|-0.092984185|-0.354778373|10.31162861|-0.075816941|1|-0.053644471|-0.09353607|0.8414737059999999|0.8017873000000001|0.8532172109999999|0.7991060659999999|0|-0.073829724|0.366319099|0.015567102|-60.88281322|0.156990075|101.4221952|-0.036246039|6.497247279|0.8143892140000001|-1.884794029|69.55534551|0.4572733479999999|2784.836855|2323.480646|-15.12802292|7.557073995|13.92427286|0.84254817|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|1495.177298|686.039456|0.0|1.0|4.75|0.17|-7.01|4.35|3.04|-5.66|4.0|-5.81|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|4.23|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|4.14|-1615.063947|1176.22|356.06|149.0|356.06|545.94|0.68608|0.68608|-1614.831682|149.0|4434.0|0.03187624|4.8843|11.0|7.9508|7.9508
27c_a34|0.0|0|0|0|0.0|1|7.412764017000001|1|1|1.4335249819999998|1.996958431|-0.014036512|5.351858133|-0.1450543259999999|-0.08157574|-0.80008116|10.95447877|-0.014364543|1|-0.128393271|-0.2077985889999999|0.850511415|0.783333463|0.8353837409999999|0.804740647|0|-0.114233896|0.32643486|0.0304948179999999|-84.73908278|0.368934647|248.17931940000005|-0.042782312|13.79934071|0.7381974290000001|-2.26746252|100.1948155|0.424716257|2921.328444|2477.818875|-19.35960719|8.808655321|15.31184469|0.738272657|6308.331369|176.1124482|-1026.059181|38.98592708|2066.254135|673.8038326000001|1.0|2.0|3.55|0.12|-7.67|3.11|1.71|-4.75|5.0|-6.85|0.0|1.0|2.83|-4.45|1.7800000000000002e-05|0.00759|2.9|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|-1426.482676|1203.69|316.4|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|0.0093|7.6204|0.03913684|9.6148|0.8|6.0969|6.0969
9i_a40|0.0|0|0|0|0.0|1|7.515889085|0|0|0.604992808|1.841293462|-0.0071562119999999|5.4161004020000005|-0.105556952|0.187127708|-0.279092262|10.31197226|-0.1788455119999999|2|0.105172175|0.187399127|0.831946443|0.762774506|0.824009442|0.7947633409999999|1|-0.092881258|0.006324687|0.011010661|-44.58600513|0.169019238|85.16517222|-0.036869006|2.795536563|0.8590224540000001|-1.327284222|49.81256531|0.477626156|2056.370683|335.9672843|-9.360805225|7.700852478|14.74203307|0.91433781|4201.058793|71.03556427|-336.98898810000003|21.62632891|778.5478408|351.4600612|1.0|1.0|3.25|0.06|-6.03|3.84|2.99|-5.32|2.0|-5.44|0.0|1.0|3.52|-4.71|4.79e-06|0.00147|3.85|0.0|9.31e-07|0.000285|-0.05989|4.3611|3.2|-1273.31399|883.84|428.48|0.5012|284.3|417.75|0.56118|0.70339|-1273.167389|0.3362|2.0895|0.02072395|2.7887|1.25|5.9031|5.9031
13l_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|1|1.4242139390000002|0.0|-0.0143011819999999|5.351858133|-0.132667824|0.090187973|-0.858070925|10.95129637|-0.086595185|1|-0.045794891|-0.073210645|0.8694295409999999|0.7908110340000001|0.84018367|0.827754203|0|-0.118071236|0.210844002|0.030012523|-88.13242567|0.3569010139999999|248.6104661|-0.0451862259999999|14.56282911|0.793671137|-2.53042863|100.8610837|0.4257335779999999|2967.923804|3127.831037|-21.92549054|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|143.7247666|-1227.82747|39.65857501|2220.880201|741.5222707|1.0|3.0|3.64|0.16|-8.89|4.55|1.39|-5.49|5.0|-6.59|0.0|1.0|3.07|-4.77|3.26e-06|0.00144|3.39|0.0|1.29e-09|5.7e-07|-0.04885|3.6675|5.41|-1465.834958|1249.13|349.26|0.3115|338.07|578.91|0.7002|0.70515|-1465.560303|0.0165|7.2582|0.03092407|8.9893|385.0|6.4145|6.4145
17_a12|0.0|0|0|0|0.0|0|6.823286122000001|1|1|0.610029543|0.0|-0.00864055|4.727387819|-0.058347964|-0.210594127|-0.38018419|10.31157659|-0.070249784|1|-0.113649923|-0.202276514|0.918713011|0.8198617429999999|0.87653892|0.859088647|0|-0.069570363|0.318309599|0.011226177|-50.13411606|0.141880635|73.93273708|-0.035198739|3.048310481|0.786701219|-1.443148294|57.97616997|0.466056241|2246.161353|1470.257187|-9.557722681|5.669161963|10.61752641|0.8728564259999999|4866.339908|111.1480977|-391.8666299|23.31475957|955.9051425|431.5987143|1.0|1.0|4.13|0.17|-7.16|4.51|2.47|-4.51|4.0|-6.07|0.0|1.0|3.14|-4.24|3.1e-05|0.0103|3.19|0.0|6.97e-08|2.32e-05|-0.06322|4.4014|2.87|-1366.776169|933.62|328.67|0.2213|281.69|419.49|0.39539|0.62783|-1366.638303|148.0|2128.0|0.02800938|2.9806|16.0|7.7959|7.7959
47t_a18|0.0|0|0|0|0.0|0|7.03438793|1|1|1.25117758|0.0|-0.0128248239999999|4.844187086|-0.161517185|0.018018036|-0.756664598|10.94702032|-0.04785474|0|-0.068787175|-0.104274108|0.704602886|0.750103977|0.796935152|0.688453085|0|-0.119202068|0.240001773|0.014067024|-69.13537385|0.32796681|219.5070758|-0.040580402|6.301435212|0.804531523|-2.272502492|80.00407742|0.49779009|2872.533415|1326.524873|-18.17831387|8.780037801|17.48280476|0.991199259|6603.597038|130.8263901|-1017.985577|33.75918118|1890.514146|747.6927426|0.0|3.0|3.86|0.15|-7.51|2.6|1.64|-5.58|4.0|-6.46|0.0|0.0|2.15|-4.77|2.65e-06|0.00117|3.57|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|-1470.836067|1218.95|397.84|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|-1470.528808|0.5502|7.7656|0.03767603|9.6938|782.0|6.1068|6.1068
12av_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.297042752|0.0|-0.009925128|5.351858133|-0.081537769|0.06882889|-0.605432791|10.96037173|-0.039627578|1|-0.126068378|-0.213993335|0.859938421|0.8076780109999999|0.8571025990000001|0.817582774|0|-0.082283524|0.277834652|0.021666882|-73.55299094|0.247552267|172.4374372|-0.035197712|10.51297704|0.671916917|-2.006269572|91.5101903|0.491188387|3011.024457|2354.591519|-17.07826447|8.975655204|17.64042914|0.965363947|6460.1184140000005|228.5327731|-973.4610746|36.48912989|2079.880404|757.7532208|0.0|3.0|4.96|0.17|-6.93|2.38|1.49|-3.54|5.0|-7.66|0.0|0.0|1.47|-3.64|0.000292|128.0|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|-1440.945099|1247.28|360.39|0.6698|256.12|588.31|0.43212|0.70455|-1440.67411|0.0027|4.7666|0.04308001|6.1075|39.0|7.4089|7.4089
2_a27|0.0|0|0|0|0.0|2|6.605297921|0|0|1.402655014|3.250529415|-0.0065894809999999|4.59511985|-0.0609613559999999|-0.196529806|-0.276758209|10.93783218|0.017751479|1|-0.21066171|-0.361571905|0.639024713|0.796022385|0.8585302370000001|0.60904903|1|-0.058444848|0.408120957|0.019809599|-41.03489597|0.153130039|77.08713259|-0.029261411|5.020172886|0.6684621829999999|-1.141195033|52.43208086|0.4424192289999999|2210.487938|1270.627585|-7.415462877|5.312170441|9.527176544|0.7934621359999999|4774.521748|166.89932209999998|-289.2030522|22.03636323|859.4181658|373.9912084|1.0|0.0|2.9|0.11|-5.84|2.43|2.42|-3.19|4.0|-6.69|0.0|1.0|2.52|-3.7|0.000644|204.0|2.18|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|-1043.7984|906.48|297.87|0.3217|297.87|420.7|0.55857|0.55857|-1043.665151|0.3217|4.7049|0.02268519|6.8854|13.0|7.8861|7.8861
4_a18 (SD-208)|0.0|0|0|0|0.0|0|0.0|2|2|1.304335262|0.0|-0.012457606|0.0|-0.113324634|-0.020226647|-0.498304229|10.95382003|-0.056245435|0|-0.15379315|-0.3630339729999999|0.773173718|0.83508768|0.904723479|0.721664823|0|-0.077885485|0.115284206|0.0211761979999999|-51.27494074|0.22090326|113.7529353|-0.034985357|5.615248385|0.602029021|-1.2944582059999998|69.63488061|0.454067432|2395.526727|1822.914738|-9.276994128|6.239898178|11.42979655|0.831728055|5348.394288|204.9329964|-343.2487827|29.9246699|1107.212786|363.2306414|1.0|1.0|2.77|0.0|-8.15|3.54|2.02|-4.29|6.0|-6.31|0.0|1.0|3.11|-4.38|5.12e-05|18.0|3.02|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|-1542.276332|895.83|378.26|0.2761|239.56|396.17|0.4646|0.69028|-1542.15786|0.2316|3.4629|0.0199445|5.2085|0.08|7.0969|7.0969
14b_a25|0.0|0|0|0|0.0|1|6.842683282|0|0|1.420015222|1.616664856|-0.004720915|4.727387819|-0.0166120069999999|0.001683506|-0.273813082|10.93106299|0.0009956189999999|1|-0.043923908|-0.074541111|0.6524261960000001|0.7723870909999999|0.8333962429999999|0.632638761|1|-0.076156512|0.329662946|0.016003559|-58.29440389|0.140371985|97.23019209|-0.032728922|7.678174472999999|0.772789587|-1.767361771|69.2012501|0.490638154|3038.600508|2118.281186|-15.70265555|8.690235527|17.06102567|0.963240883|6760.594953|157.3797801|-847.9433995999999|29.33534086|1584.108407|760.3735147000001|1.0|1.0|3.51|0.07|-9.65|4.48|1.8|-5.6|5.0|-6.26|0.0|1.0|3.63|-5.23|2.49e-06|0.0011099999999999|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|-1444.505985|1257.11|304.7|0.3614|228.59|603.27|0.34735|0.64983|-1444.266358|0.0006|2.7037|0.03876374|3.2784|22.0|7.6576|7.6576
