molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|PBF|PNSA3|PPSA3|RPSA|WPSA3|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|CYP2C19 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
21b_a23|0.0|0|1|1|0.0|0.0|2|7.525639975|0|1.197963051|3.351726269|-0.005936474|5.4161004020000005|-0.008526338|2|0.042455556|0.745297595|-0.326506055|0.01055698|-0.103470358|-0.0490623259999999|0.009872313|0.107996329|-0.069382957|-0.481470603|2|0.7038407329999999|0.7717839409999999|-0.078097375|0.8339434929999999|1|0.930728719|0.224930782|-41.81114831|10.15224639|0.0692712809999999|7.117014296|-1.745210489|-23.98906534|51.9633947|0.458461834|652.4673795|2531.041828|-16.81701905|8.773746105|16.20152864|0.846591917|131.5587155|-857.6679716|0.013439264|-437.9110924|0.0|1.0|3.42|0.08|-7.84|3.92|4.2|2.0|1.0|129.97|1.0|-6.1|5.0|-6.42|450.52|0.0|0.0|0.0|0.000361|6.06e-06|0.00273|3.7|0.0|0.0|1.43e-08|-0.08401|4.0023|3.57|-1761.4722969999998|735.65|1247.38|0.2607|309.79|611.6|0.70139|-1761.230923|-0.15033|9.5312|-0.23434|0.02657688|13.2567|7.0691|7.0691
11a_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1.397733996|4.088412042|-0.002914262|5.82008293|-0.014702942|1|0.038040936|2.114272566|-0.134056065|0.011959339|-0.108592708|-0.129547471|0.012037198|-0.0739260509999999|-0.162848233|-0.267331063|1|0.701976536|0.792574879|-0.200986578|0.8535780190000001|1|0.917127112|0.2931724189999999|-25.48858279|9.774322692|0.0828728879999999|5.167341939|-1.067705728|-13.43949068|35.26290548|0.463749257|484.8529701000001|1550.320581|-7.104987834|5.965221997|11.123941699999998|0.864799282|182.7270002|-298.409489|0.020887781|-163.21096210000002|0.0|1.0|2.8|0.15|-5.87|3.09|3.73|0.0|0.0|99.65|2.0|-3.58|3.0|-6.24|327.38|0.0|1.0|1.0|0.0862|6.97e-05|0.0228|2.9|0.0|0.0|1.35e-06|-0.03284|4.0636|3.05|-1045.954278|574.01|963.2|0.1761|305.11|437.9|0.65485|-1045.794689|-0.16769|5.4342|-0.2005299999999999|0.02431947|7.5619|7.2291|7.2291
16g_a32|0.0|1|1|1|3.363965155|0.0|0|7.765993078999999|0|0.609420729|0.0|-0.013775701|5.733341277|-0.0429252429999999|0|0.03898374|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|-0.00030659|-0.085591073|-0.117577419|-0.696926204|0|0.79965447|0.83902731|0.008494733|0.8821580379999999|1|0.8206422409999999|0.542303725|-57.77542509|17.659402|0.1793577589999999|13.01585399|-1.79350976|-24.94161377|75.43482709|0.3972359179999999|604.8539801|3497.469035|-18.38320476|9.3963701|15.58880229|0.65902387|231.1885989|-974.3098525|0.02276861|-274.67233460000006|1.0|1.0|3.42|0.33|-8.16|6.81|5.38|3.0|0.0|121.56|1.0|-7.51|5.0|-5.69|441.57|1.0|0.0|1.0|1.36e-05|4.83e-06|0.00213|4.65|0.0|0.0|6.890000000000001e-09|-0.05|3.6161|5.38|-2034.593036|752.29|1245.25|0.2879|342.86|639.49|0.70222|-2034.342619|-0.14968|3.7346|-0.19968|0.02895494|4.3204|7.9586|7.9586
12z_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983642|0.0|-0.008819424|5.351858133|-0.026703371|2|0.040566449|0.0|-0.537984876|0.003529389|0.018796341|-0.045463448|0.005111479|0.05890953|-0.12254489|-0.39205163|1|0.8397577820000001|0.809127478|-0.077335468|0.855880335|0|0.832920077|0.315493739|-49.68145417|21.47520633|0.167079923|14.93669572|-1.939984979|-23.67231332|71.1566605|0.48740649|579.3226647000001|2435.831516|-16.464854199999998|8.071510779|15.74641625|0.950863559|256.7627363|-938.4966892|0.029109145|-182.00664430000003|1.0|1.0|0.0|0.21|-6.83|3.94|2.63|2.0|0.0|140.26|1.0|-5.61|6.0|-6.39|458.54|0.0|0.0|0.0|0.00113|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|-0.04679|4.8063|3.34|-1804.785911|739.33|1266.9|0.1855|257.96|580.6|0.6853199999999999|-1804.51674|-146.0|7.0446|-0.19279|0.02895763|7.2113|7.3615|7.3615
19a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.422917238|1.572240489|-0.009145283|4.727387819|-0.144269652|2|0.0389622639999999|1.545757986|-0.548716971|-0.002607064|-0.011513343|0.016501913|-0.001355145|-0.03516233|-0.035723406|-0.496053375|2|0.72808001|0.777600172|0.0271939039999999|0.834033833|1|0.744354735|0.51561501|-67.26339083|18.53458775|0.255645265|13.82990734|-1.967744721|-26.21905704|85.79797858|0.4347718229999999|555.4133255|2607.322873|-19.56380872|8.648671382|15.30120355|0.76919701|235.2620007|-1095.573288|0.025888799|-275.6435167|1.0|1.0|2.27|0.08|-8.76|3.08|3.41|1.0|0.0|132.15|1.0|-4.38|6.0|-7.67|463.49|0.0|0.0|0.0|0.0193|7.69e-05|0.0356|2.05|0.0|0.0|1.73e-09|-0.06398|5.0397|5.69|-1537.0241640000002|740.07|1277.14|0.2218|246.01|567.03|0.66605|-1536.756515|-0.1508|4.5288|-0.21478|0.04718381|6.5658|7.3188|7.3188
12am_a36|0.0|1|0|0|3.340519946|-4.723487246|0|7.412764017000001|2|1.240140551|0.0|-0.015884751|5.351858133|-0.297354748|2|0.044036281|0.0|-0.921315581|-0.011700732|-0.050505733|-0.037654321|-0.007897954|0.345949079|-0.1187503719999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.05754717|0.885733922|0|0.814986544|0.305015372|-63.19394154|12.15249658|0.185013456|8.395550408|-2.480134939|-31.72964526|75.34643812|0.484558903|563.0333297999999|2603.072527|-21.92042059|8.772646622|17.01968794|0.940085891|146.228847|-1183.702712|0.020179019|-398.3921535|1.0|1.0|0.0|0.17|-7.14|3.31|4.04|2.0|0.0|130.43|1.0|-5.2|8.0|-6.4|465.43|0.0|0.0|0.0|0.00291|8.6e-06|4.0|3.86|1.0|0.0|7.24e-08|-0.0569799999999999|5.2317|4.86|-1645.169789|714.21|1206.77|0.4894|236.99|562.14|0.6805100000000001|-1644.952145|-0.15658|5.9258|-0.21356|0.03550681|8.0872|7.2218|7.2218
9_a27|0.0|1|0|0|2.627701427|0.0|1|6.842683282|0|1.391067068|1.830911754|-0.0073742819999999|4.727387819|-0.050617284|2|0.042847222|1.233610009|-0.331842668|0.00611794|-0.051160217|-0.0447599329999999|0.00651856|-0.2559122789999999|-0.101933162|-0.541535578|2|0.677253824|0.8214321609999999|-0.071974951|0.8806964490000001|1|0.7988644709999999|0.36853691|-40.3551562|10.10030794|0.2011355289999999|5.20756849|-1.414471696|-17.36382286|50.45546414|0.466349763|411.8826346|1463.168883|-8.952528705|5.03925321|9.442988795|0.873886547|108.6440173|-376.0062056|0.014524299|-298.297086|1.0|0.0|2.62|0.16|-7.06|3.85|3.04|0.0|0.0|97.46|1.0|-4.06|4.0|-6.33|331.37|0.0|1.0|1.0|0.0287|8.28e-05|0.0274|2.8|0.0|0.0|8.69e-08|-0.0471|5.5421|4.67|-1083.118736|549.64|945.35|0.1982|223.71|425.08|0.59444|-1082.965434|-0.1716|2.7456|-0.2187|0.02461151|4.0436|8699.0|8699.0
21_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.399863887|2.026698554|-0.003068098|5.4161004020000005|-0.014982235|1|0.042924837|0.0|-0.131928225|0.012362563|-0.2897937889999999|-0.104638158|0.012094249|0.030586117|-0.063064908|-0.228430899|1|0.6952936|0.777866961|-0.174578783|0.833191212|0|0.932146735|0.239652988|-28.99048719|10.23237244|0.067853265|5.190159022|-1.147056976|-14.54552243|39.22285963|0.401240904|472.812128|1584.866567|-7.377915035|5.961506745|9.956436217|0.670120767|140.4174905|-295.1166014|0.017563978|-226.3943104|1.0|1.0|2.92|0.16|-5.94|3.7|3.85|0.0|0.0|91.59|2.0|-3.88|3.0|-5.76|303.36|0.0|1.0|1.0|0.0403|6.51e-05|0.0197|3.36|0.0|0.0|1.16e-06|-0.02956|5.1623|3.31|-973.5481197|549.71|916.76|0.2016|240.17|446.0|0.66476|-973.400097|-0.16632|2.0282|-0.19588|0.020181098|2.9409|6.9172|6.9172
14aa_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|2|0.046678487|0.758549568|-0.287870566|0.013012022|-0.029037128|-0.044957534|0.012103325|0.055934795|-0.074579388|-0.4506138879999999|2|0.725358161|0.75434493|-0.070471939|0.8072028240000001|1|0.924108042|0.204831806|-35.51947393|12.26959478|0.075891958|8.355923226|-1.6743643259999998|-21.51484958|47.78906871|0.4930525229999999|629.3423691|2263.821505|-14.65218978|8.000512184|15.78173785|0.972590939|138.4803717|-776.5660584|0.013786041|-404.0660854|0.0|1.0|3.68|0.12|-8.16|4.4|4.63|2.0|1.0|130.22|1.0|-6.23|4.0|-5.92|439.54|0.0|0.0|0.0|0.000259|2.81e-06|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|4.1|-1708.5422620000002|715.57|1231.11|0.4157|345.03|588.45|0.6805899999999999|-1708.276011|-0.1449|5.8286|-0.21573|0.02033777|8.3532|8451.0|8451.0
12n_a36|-3.404662145|1|0|0|3.400581499|0.0|0|7.412764017000001|2|0.299253841|0.0|-0.0099988159999999|5.351858133|-0.350034917|2|0.0438779959999999|0.0|-0.619926573|-0.006862238|-0.035989956|-0.000273044|-0.001160331|0.048110172|-0.15024383|-0.5181211520000001|1|0.8183043390000001|0.81793955|-0.000421339|0.869718963|0|0.720111143|0.239018516|-60.42525197|14.28426215|0.279888857|9.668119648|-2.317440678|-27.04362074|74.70951411|0.454498749|487.397992|3465.537153|-18.30412788|6.863551112000001|12.58209967|0.833176363|174.79221719999998|-1061.639417|0.021232665|-327.25274110000004|0.0|1.0|0.0|0.17|-6.87|1.28|2.15|1.0|0.0|142.02|1.0|-3.85|6.0|-8.03|474.54|0.0|0.0|0.0|0.0668|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|-0.05056|5.3573|6.24|-1876.168847|714.14|1256.83|0.3921|231.43|566.87|0.7046600000000001|-1875.89723|-0.14928|10.8395|-0.19984|0.03261661|14.3562|7.8239|7.8239
3c_a32|0.0|1|1|1|3.452148526|0.0|0|7.765993078999999|0|0.6094207970000001|0.0|-0.006923974|5.733341277|-0.048337951|0|0.043817204|2.224112182|-0.270034997|-0.00017094|-0.113334836|-0.01180891|0.00124359|-0.097512832|-0.0779821129999999|-0.5427297289999999|0|0.831186295|0.839409251|-0.019130435|0.901864778|1|0.888766719|0.216289509|-34.91603827|7.772301225|0.1112332809999999|3.995552912|-1.038301506|-14.82682786|42.68833949|0.423167668|456.8935699|1393.156794|-7.622115192000001|5.605165488|9.717148607|0.733606015|157.331845|-274.3961469|0.018316536|-199.4122311|1.0|1.0|2.95|0.19|-6.89|6.61|4.68|1.0|0.0|93.05|1.0|-6.18|3.0|-5.35|326.44|0.0|0.0|1.0|0.000217|1.22e-05|0.00399|4.14|0.0|0.0|1.28e-07|-0.05487|3.5169|3.02|-1633.419633|544.22|903.81|0.5017|352.54|425.74|0.7034600000000001|-1633.297494|-0.14219|3123.0|-0.1970599999999999|0.02415856|5.0659|8.0458|8.0458
16d_a32|0.0|1|1|1|3.311658163|0.0|0|7.765993078999999|0|0.609420775|0.0|-0.017249763|5.733341277|-0.087123461|0|0.0421759259999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|-0.005427254|0.021406827|-0.128753933|-0.68301199|0|0.816581223|0.8575664540000001|-0.0847953219999999|0.916850163|1|0.7554930740000001|0.41654798|-53.23914436|18.67986534|0.244506926|10.90312918|-1.493933474|-21.26791022|71.91900971|0.4429631189999999|440.9688416|3152.666302|-12.41372827|6.221435089|11.16880283|0.79521327|224.2805611|-508.962859|0.0332953229999999|-135.1223777|1.0|1.0|3.01|0.18|-6.59|5.26|3.82|1.0|0.0|102.33|1.0|-5.65|5.0|-6.62|385.46|1.0|0.0|1.0|0.000856|6.659999999999999e-05|0.0257|2.86|0.0|0.0|2.55e-07|-0.05068|3.6271|3.78|-1877.332369|621.59|1023.44|0.2915|341.83|489.97|0.70217|-1877.185022|-0.15009|3.2048|-0.20077|0.02818209|3.8853|8.1135|8.1135
5a_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1.3972442980000002|4.202707546|-0.00148647|5.82008293|-0.017108794|1|0.038040936|2.475383677|-0.06986407|0.012640587|-0.256097122|-0.130929632|0.01228899|0.028229556|-0.102607753|-0.161169418|1|0.699970832|0.788709546|-0.203436041|0.847812674|1|0.969892876|0.2814514|-20.77548565|5.435098605|0.030107124|2.900288114|-0.978147545|-12.13862875|26.21058426|0.4528093929999999|517.556163|1605.985157|-6.477439183|5.892775027000001|10.76914508|0.8275167520000001|178.61652859999998|-278.5298849|0.017576522|-176.38892919999998|1.0|1.0|3.28|0.14|-6.24|3.66|4.33|0.0|0.0|101.86|1.0|-3.89|2.0|-5.83|326.39|0.0|1.0|1.0|42.0|3.14e-05|0.0102|3.46|0.0|0.0|5.7e-07|-0.02487|5.6146|3.39|-1029.905844|582.98|976.41|0.2735|220.82|455.34|0.6725399999999999|-1029.734933|-0.16659|3.9843|-0.19146|0.02452028|5649.0|5.3872|5.3872
19d_a38|0.0|1|0|0|3.314284769|0.0|0|7.412764017000001|2|1.297043205|0.0|-0.0120676969999999|5.351858133|-0.17467835|2|0.04572104|0.0|-0.6999264340000001|-0.011156837|-0.0555594909999999|-0.024688524|-0.00835812|0.041924146|-0.060668296|-0.529632789|1|0.7581164340000001|0.853092207|-0.039361255|0.908591797|0|0.63167949|0.3509455999999999|-74.84120843|15.53007152|0.36832051|9.98319831|-2.372750256|-28.24584108|90.37127996|0.478151237|406.0626253|2995.494247|-18.15727844|7.056031803|13.52121974|0.916264002|161.0407189|-980.493036|0.022660131|-320.7487188|0.0|1.0|2.38|0.13|-6.41|2.34|1.65|1.0|0.0|133.79|1.0|-3.87|5.0|-7.84|444.46|0.0|0.0|0.0|0.0594|0.0002399999999999|107.0|1.65|0.0|0.0|3.94e-07|-0.05091|5.3771|4.13|-1500.850957|679.08|1171.77|0.3167|230.58|517.77|0.6957800000000001|-1500.621723|-0.15054|7.9959|-0.20145|0.04735828|10.6621|7.9586|7.9586
19_a3|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|0.006731579|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.758995484|0.064690027|0.8264237520000001|1|0.853017902|0.225451546|-31.50932639|5.419662458|0.146982098|2.523394126|-1.140498238|-15.17188084|36.92898885|0.476813896|397.1650228|869.7868956|-7.064025721|5.342307798999999|10.21110415|0.911365749|112.6836188|-247.2409002|0.016552404|-240.2326308|1.0|1.0|1.6|0.06|-7.21|3.9|3.39|0.0|0.0|85.32|1.0|-3.24|4.0|-6.5|287.32|0.0|1.0|1.0|166.0|0.000266|0.0764|2.19|0.0|0.0|6.18e-08|-0.05757|3945.0|2.43|-929.2608626|499.93|832.23|0.3006|314.28|362.92|0.67351|-929.14689|-0.16303|2191.0|-0.2206|0.020989746|2.8758|7.6383|7.6383
1c_a5|0.0|1|0|0|2.955525321|0.0|0|6.605297921|0|1.424607938|0.0|-0.001983746|4.59511985|-0.006491037|2|0.0248765429999999|0.0|-0.085301064|0.008031558|-0.228971551|-0.058823529|0.007357977|-0.133677441|0.034752304|-0.20172074|2|0.71274658|0.7595197290000001|-0.109439124|0.821309592|0|0.88631419|0.436308619|-34.82350689|4.27195187|0.11368581|2.185709046|-1.12554131|-14.3968489|39.09545876|0.476413155|453.4753671|873.709445|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|126.3615674|-294.64117410000006|0.0153811389999999|-258.918642|1.0|1.0|2.09|0.05|-8.41|4.99|4.51|0.0|0.0|95.45|1.0|-4.25|3.0|-5.77|312.37|0.0|1.0|1.0|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|-0.03965|4.8783|3.17|-990.5931502|556.84|929.31|271.0|254.15|410.52|0.53838|-990.467026|-0.18719|1.7105|-0.22684|0.029157178|2.6801|5.4|5.4
7_a1|0.0|0|0|0|0.0|0.0|1|7.860570786|2|1.348826331|2.307091837|-0.010040172|5.777652323|0.001018628|1|0.035718954|0.0|-0.421687222|0.0021597079999999|-0.07233584|-0.024096172|0.004950534|-0.077833285|-0.245732751|-0.441054548|1|0.7795049279999999|0.801577133|-0.042175602|0.862051935|0|0.710959153|0.289201649|-40.16416679|17.31482297|0.289040847|8.342261787|-1.179545431|-14.95535873|57.47898976|0.452829665|342.53930230000003|1466.924404|-7.205474633|5.07667644|9.278054953|0.827584457|191.0896839|-273.8080361|0.029820838|-99.61948195|0.0|1.0|2.83|0.22|-5.64|3.43|3.29|0.0|0.0|85.88|2.0|-3.16|4.0|-6.4|305.33|0.0|1.0|1.0|213.0|0.000195|0.0595|2.48|0.0|0.0|2.29e-06|-0.02433|4.0504|2.76|-1009.48087|515.2|864.85|0.2961|306.1|365.53|0.69902|-1009.350293|-0.16734|4575.0|-0.19167|0.02860499|6.5936|6.3372|6.3372
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|0|7.423568444|1|1.430935835|0.0|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|-0.008385698|0.164429684|-0.020716495|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0|0.5940412860000001|0.210046675|-74.98172333|19.58668728|0.405958714|11.61820782|-2.083447046|-27.46300805|94.56841061|0.472443977|352.3666367|1890.195809|-16.29019397|7.52384981|14.26170773|0.895533283|146.3942108|-733.0587287000001|0.02438148|-300.3801761|1.0|1.0|2.35|0.05|-7.69|4.04|3.63|1.0|0.0|106.85|1.0|-4.52|5.0|-6.73|384.39|0.0|0.0|1.0|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|-0.05971|3.8208|4.57|-1292.553086|620.23|1048.7|0.5767|324.5|464.08|0.69868|-1292.358966|-0.13329|5.9926|-193.0|0.03494548|8.8609|6.9031|6.9031
12au_a36|-3.3109381210000004|1|0|0|3.422314661|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|-0.009897048|5.351858133|-0.351827031|2|0.044036281|0.0|-0.613616984|-0.006862238|-0.023640632|-0.03802163|-0.001160331|0.1320241419999999|-0.15024383|-0.515924985|1|0.8183043390000001|0.825565083|-0.058671909|0.877827228|0|0.698996981|0.284342092|-64.86748076|15.51748637|0.301003019|11.16356587|-2.206115469|-27.36414058|80.38496714|0.492871181|502.8713191000001|2384.109036|-19.68626738|8.963940512999999|17.67586495|0.97188557|204.2726719|-1141.803508|0.023021031|-310.873098|0.0|1.0|0.0|0.17|-6.87|1.28|2.15|1.0|0.0|142.02|1.0|-3.85|6.0|-8.03|474.54|0.0|0.0|0.0|0.0668|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|-0.0570899999999999|5.1307|6.24|-1876.156196|752.27|1283.4|809.0|241.65|618.65|0.70395|-1875.89525|-0.15162|6.1367|-0.2087099999999999|0.05174058|8.0814|7.3279|7.3279
3a_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1.28383802|0.0|-0.007671441|0.0|-0.042445446|2|0.032544803|0.0|-0.322200517|-0.0025830939999999|-0.062973953|-0.0161799839999999|-0.001011111|-0.205054123|-0.072889493|-0.5274624179999999|1|0.943290857|0.7038021990000001|-0.032466697|0.759068438|0|0.871985494|0.241900756|-34.84701355|4.615711776|0.128014506|2.258466332|-1.362055589|-17.08854808|39.46272532|0.462077145|426.6622302|1050.730179|-8.361421244|5.924949067000001|11.01449587|0.859002624|107.1321197|-326.0954285|0.015909241|-275.0354486|1.0|0.0|2.74|0.05|-7.5|3.43|2.49|0.0|0.0|97.52|1.0|-3.6|3.0|-5.88|298.34|0.0|1.0|1.0|0.0745|8.8e-05|0.0263|3.15|0.0|0.0|3.13e-08|-0.06829|4.2336|3.33|-951.3480023|528.84|875.71|0.3201|292.86|383.08|0.66895|-951.217594|-0.15328|1.3824|-0.22157|0.023184956|1.9332|6.7122|6.7122
12c_a5|0.0|1|0|0|2.977832018|0.0|0|6.605297921|1|1.236775191|0.0|-0.002685954|4.59511985|0.020594766|3|0.0252713179999999|0.0|-0.16115723|0.0054189009999999|-0.096073591|0.0072946769999999|0.00586291|-0.1386392109999999|-0.01261147|-0.223631474|2|0.808899433|0.797601178|0.014673577|0.8446264459999999|0|0.841092921|0.450827114|-46.62294305|10.77147171|0.158907079|7.085796743|-1.25559373|-14.74941369|57.39441476|0.4609383929999999|553.2961182|2045.184304|-9.702606135|7.293547043999999|13.53008071|0.855075538|273.9296719|-543.3459436|0.024214085|-109.9706106|0.0|1.0|2.78|0.24|-9.31|5.03|4.32|1.0|0.0|121.26|1.0|-4.09|5.0|-6.79|411.5|0.0|0.0|0.0|0.0336|4.64e-05|0.0191|2.84|0.0|0.0|4.93e-10|-0.04565|4.6671|2.06|-1316.5202869999998|694.24|1200.02|0.1513|265.66|519.21|0.6893600000000001|-1316.244961|-0.16563|3.0135|-0.21128|0.02242648|3.5993|7.3279|7.3279
14o_a23|0.0|0|1|1|0.0|-4.758526534|2|7.423568444|0|1.197958066|3.133942289|-0.014680137|5.351858133|-0.301504331|2|0.046090147|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|-0.049105045|-0.0004039459999999|0.416392114|-0.0962526|-0.653629157|2|0.598213287|0.802854174|-0.072078004|0.861597051|1|0.904077943|0.328340215|-51.49843925|12.835973699999998|0.0959220569999999|9.125801389|-2.165196042|-30.18347529|64.33441296|0.48945652|642.7588542000001|2297.392496|-21.45909668|9.016411722|17.66041891|0.958697036|141.97663490000002|-1094.413931|0.019295686|-427.001863|0.0|0.0|3.62|0.09|-7.95|3.97|6.18|2.0|1.0|126.97|1.0|-6.89|8.0|-5.94|495.48|1.0|0.0|0.0|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|-0.08059|3.6989|5.17|-2042.161288|729.11|1236.72|385.0|335.19|582.89|0.58581|-2041.934645|-0.1517|5.9294|-0.23229|0.02299729|8.3591|8.4815|8.4815
14c_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197962449|3.349976042|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.743546646|-0.296935034|0.010682694|-0.047853455|-0.047410593|0.009263715|0.077009731|-0.071484865|-0.4589840189999999|2|0.722187957|0.793551289|-0.077808321|0.857184548|1|0.922935039|0.2273163289999999|-37.73933093|12.52192141|0.077064961|8.321492112|-1.600173862|-22.62557089|50.26125234|0.459622824|613.3401089|2379.221378|-15.0359121|7.832948614|14.49533577|0.8505592829999999|143.9373772|-706.6878684999999|0.016385474|-376.6791777|0.0|0.0|3.6|0.05|-7.99|4.0|4.67|2.0|1.0|125.29|1.0|-6.13|4.0|-6.03|445.93|0.0|0.0|0.0|0.000334|2.83e-06|0.00126|4.21|0.0|0.0|1.02e-08|-0.0795299999999999|3.7031|4.1|-2089.501598|693.64|1177.63|356.0|334.81|549.86|0.56781|-2089.293299|-0.15143|7.2704|-0.23096|0.02236136|10.369000000000002|8.6253|8.6253
12h_a36|0.0|1|0|0|3.468184524|0.0|0|7.412764017000001|2|1.297043828|0.0|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.0|-0.503153567|0.00127667|-0.003014954|-0.051080247|0.003077071|0.100530266|-0.1430106119999999|-0.410826531|1|0.8913597320000001|0.820041835|-0.089459459|0.87043328|0|0.819614525|0.3726296|-48.17643878|18.27258858|0.180385475|11.96512593|-1.929663894|-23.39942087|66.44902736|0.464544951|536.6941285|2391.856014|-15.32224162|7.428908584|13.87400978|0.8675704009999999|219.1956304|-827.4010477|0.026971557|-216.42159590000003|1.0|1.0|0.0|0.17|-6.69|2.77|1.89|1.0|0.0|130.24|1.0|-3.95|5.0|-6.93|411.46|0.0|0.0|0.0|0.0464|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|-0.05013|5.1998|2.92|-1347.451759|697.29|1177.89|0.5756|238.44|535.67|0.7014600000000001|-1347.199963|-0.14247|6754.0|-0.1926|0.02925492|8.7377|7.8539|7.8539
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|0|6.605297921|1|1.294229152|0.0|-0.007052095|4.59511985|-0.044044637|3|0.028472222|0.0|-0.387865233|0.0012214139999999|-0.097596429|-0.000236595|0.002019902|-0.145366976|0.00177843|-0.38043264|2|0.738419215|0.785672769|-0.000453155|0.846075714|0|0.770273808|0.6253256110000001|-51.29122728|10.7072496|0.229726192|6.1994599720000005|-1.678495905|-19.05574986|61.99847688|0.4861134689999999|445.9858336|1906.512273|-11.03321234|6.080741586|11.83284872|0.945954873|192.1999837|-562.6938294|0.026064002|-194.5965258|1.0|1.0|2.84|0.04|-7.91|3.75|4.36|1.0|0.0|120.73|1.0|-4.49|5.0|-6.83|421.45|0.0|0.0|0.0|0.0137|3.9500000000000005e-05|0.0167|2.88|0.0|0.0|1.24e-08|-0.04527|5.8802|4.41|-1388.094657|611.03|1126.94|0.1409|210.85|432.84|0.65292|-1387.887227|-0.17826|4.3816|-0.22353|0.0533144|5.9089|6.3507|6.3507
