molecula|SddssS|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
6a_a40|0.0|0|0|0.0|8.421342866|1|2|0.604893625|0.117890918|-0.014623575|6.401917197|0|0.775942224|-0.68730803|-0.001347823|0.104332675|10.30179985|-0.230955427|2|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|0.801647855|0.861720535|0.657059571|1|-0.109047987|-0.117413572|0.360858579|-68.11170799|-73.33687786|10.24294396|0.266249007|-45.80643937|6.397774285|0.8678518190000001|-42.542782200000005|81.37714586|-30.69915817|2936.1501780000003|458.303126|-19.17478857|0.132148181|11.8691482|0.708845065|-824.5159087000001|35.37373259|0.012872604|557.4018948|8.040268001|1.0|0.0|0.0|1.0|1.0|3.99|0.21|4.38|3.07|1.62|2.0|1.0|2.0|5.0|29.0|442.53|1.0|1.0|-4.99|3.47e-05|1.03e-05|0.00457|3.77|1.0|8.950000000000001e-05|0.0396|-0.0926|7.73|-2371.579899|-2371.560378|1103.4|415.55|-2371.3827|6.9379|0.01952089|0.04|7.3979|7.3979
18b_a25|0.0|0|0|0.0|6.842683282|0|0|1.194228955|-0.147813831|-0.003259453|4.727387819|2|2.003993644|-0.189048258|0.006181503|0.014055398|10.31286058|0.0009956189999999|1|-0.034703635|-0.061048368|-0.303383008|2|0.721100414|0.7723870909999999|0.8333962429999999|0.6915652390000001|1|-0.063132226|-0.078644297|0.348987182|-44.30110081|-55.18621997|8.972372556|0.063746107|-38.7252349|6.296086869|0.7847794690000001|-31.08693686|64.81723515|-21.46130777|3051.645565|656.9874135|-15.05981357|0.215220531|17.09119768|0.974811521|-813.229933|27.34692815|0.013724883|809.2903831|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|0.07|5.93|5.59|2.2|1.0|0.0|1.0|6.0|34.0|460.55|0.0|1.0|-5.71|0.000132|1.95e-06|0.000899|4.48|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|4.32|-1767.52411|-1767.494087|1284.89|336.67|-1767.2232149999998|2.8141|0.03002332|51.0|7.2924|7.2924
15a_a10|0.0|0|0|0.0|7.535296702|1|1|1.34383719|-0.214195114|-0.00244937|5.4161004020000005|2|2.038992189|-0.144512841|0.011418154|-0.060539141|10.92966696|-0.062038567|1|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|0.820233357|0.713078124|1|-0.0458501609999999|-0.076864276|0.754451037|-29.50952422|-49.47045259|10.10411407|0.084862776|-31.83957238|6.503087289|0.676473201|-18.99256188|60.98047923|-16.19032994|2656.305166|588.9895149|-10.42022369|0.323526799|11.33516398|0.68815941|-573.1123029|23.93343877|0.017883602|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|3.5|0.29|3.95|4.05|1.93|0.0|0.0|1.0|6.0|30.0|399.49|0.0|1.0|-4.4|0.0432|3.94e-05|0.0157|3.12|0.0|1.63e-08|6.51e-06|-0.04742|2.4|-1278.452284|-1278.4225210000002|1179.28|329.41|-1278.141052|4.7512|0.02976259|24.0|7.6198|7.6198
9b_a31|0.0|0|0|0.0|7.765993078999999|1|1|0.610136326|0.010411229|-0.0141390689999999|5.733341277|0|0.0|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|-0.143280211|-0.2345186269999999|-0.554573699|0|0.811212624|0.852813666|0.899394425|0.77051712|0|-0.103937658|-0.131125311|0.241728566|-63.73317225|-80.40427495|21.21368453|0.330879448|-49.30281875|13.00794571|0.689175183|-39.08032306|95.78862992|-23.95020956|2534.356888|410.2957125|-14.68594601|0.310824817|15.2652837|0.88518099|-690.2394625|34.75199071|0.025089192|524.0230338|15.38435497|1.0|1.0|1.0|1.0|2.0|3.58|0.32|5.26|3.5|0.86|0.0|0.0|1.0|7.0|27.0|384.45|0.0|1.0|-3.86|0.00675|0.000137|0.0527|2.64|0.0|1.44e-07|5.520000000000001e-05|-0.0422899999999999|4.69|-1578.839267|-1578.801576|1091.21|322.58|-1578.604164|5.2851|0.03769117|63.0|7.2007|7.2007
8d_a8|0.0|0|0|0.0|7.05012252|0|0|1.395657339|-0.12349902|-0.0111144189999999|4.844187086|1|0.0|-0.633521883|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|0.016471091|0.025642021|-0.4385133129999999|1|0.76211539|0.757805416|0.804372443|0.734212688|0|-0.1072746469999999|-0.103150936|0.377028311|-69.95878302|-67.26951954|18.28507531|0.306707511|-43.86958028|11.92454747|0.675359878|-45.62337399|86.29065071|-24.91463687|2863.968296|452.1282556|-16.2479927|0.324640122|14.52777156|0.935013517|-877.3916055999999|36.89090464|0.029166961|682.0472537|19.02113117|0.0|0.0|1.0|1.0|2.0|3.61|0.12|3.93|3.32|1.92|0.0|0.0|1.0|6.0|32.0|430.46|0.0|0.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|2.89|0.0|2.38e-08|1.03e-05|-0.0600299999999999|6.22|-1447.595474|-1447.559429|1185.65|376.13|-1447.2928029999998|6.0111|0.03604461|18.61|4.7303|4.7303
14u_a23|0.0|1|1|0.0|7.423568444|0|0|1.197962732|-0.066969083|-0.007017844|5.351858133|2|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|-0.110069159|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|0.845160857|0.71381683|1|-0.055259924|-0.086465795|0.445665682|-36.90928915|-57.75236052|16.97420126|0.090245088|-38.57404134|11.3374334|0.702868983|-24.65250654|73.50348823|-22.64798452|3015.478095|607.6448353|-15.12707504|0.297131017|14.12094979|0.910165272|-771.4808267999999|32.2221994|0.023582305|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|3.59|0.09|3.42|4.03|2.72|1.0|0.0|1.0|6.0|32.0|441.51|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|3.23|-1744.446261|-1744.422541|1214.4|389.66|-1744.1781010000002|5.9743|0.0237199999999999|6.0|8.2449|8.2449
A8301_a51|0.0|0|0|0.0|6.86171134|0|0|1.197963627|0.0245770529999999|-0.00449765|4.727387819|2|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|0.750630149|0.7234449559999999|1|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|5.293803823|0.065260105|-32.90818536|3.437697042|0.854959635|-23.3177516|56.90163721|-21.28401067|2799.106729|607.0025787000001|-13.82143785|0.145040365|13.24988678|0.922911768|-691.0718926|24.89475504|0.009586697|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|3.49|0.04|5.5|5.52|3.35|1.0|0.0|1.0|5.0|31.0|421.52|0.0|1.0|-5.93|0.000105|1.17e-06|0.000495|5.02|0.0|4.12e-10|1.74e-07||||||||||12.0|7.9208|7.9208
17_a3|0.0|0|0|0.0|6.823286122000001|0|0|0.605019885|0.188373421|-0.009450704|4.727387819|2|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|0.020589494|0.036673175|-0.633373061|2|0.881253042|0.767641592|0.838125715|0.773152968|1|-0.098658557|-0.096067661|0.225087454|-50.20132919|-48.88298017|5.251911643|0.1969243769999999|-24.87357062|2.672377884|0.840062179|-25.54439812|55.39769571|-20.12828595|2196.728425|408.6362608|-10.24205849|0.159937821|11.12358659|0.780420408|-348.2299886|23.96047156|0.012803096|353.7528308|6.514715538|1.0|1.0|1.0|1.0|1.0|3.13|0.0|4.96|4.66|2.37|0.0|0.0|1.0|2.0|23.0|338.81|0.0|1.0|-4.93|1.0|1.18e-05|0.00399|3.88|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.57|-1731.75233|-1731.72355|891.3|386.22|-1731.6147670000005|3.8077|0.02878063|23.0|7.6383|7.6383
7_a47|0.0|0|0|0.0|0.0|0|0|1.304326965|0.00763426|-0.008206422|0.0|2|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|0.8755534909999999|0.671549194|1|-0.081264417|-0.095957591|0.427432212|-45.82735481|-54.113260200000006|5.027768049|0.152677268|-30.51603217|2.8353037860000003|0.816979353|-25.84337052|61.47335819|-20.44278719|2491.885862|477.8297898|-11.52827882|0.1830206469999999|10.90440708|0.681423344|-518.7725468|25.02240371|0.0130514639999999|526.6144628999999|7.36009799|1.0|1.0|1.0|1.0|2.0|2.96|0.09|5.63|6.52|3.69|0.0|0.0|1.0|4.0|28.0|393.84|1.0|1.0|-6.06|0.000134|8.75e-07|0.000345|5.49|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|5.08|-1647.996662|-1647.963177|1043.33|333.26|-1647.7863539999998|3406.0|0.03348545|25.0|7.6|7.6
4_a27|0.0|0|0|0.0|6.823286122000001|0|0|1.4008954130000002|0.082486268|-0.006181204|4.727387819|2|1.274166982|-0.278154179|0.00991794|0.13397347|10.93736915|-0.01660383|1|-0.2030237389999999|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|0.842039655|0.614205449|1|-0.057748369|-0.078787867|0.3485918529999999|-29.89961815|-40.79296366|10.43112657|0.1473956619999999|-21.12083948|5.40078803|0.682485674|-15.48073439|51.33640873|-14.56891559|2273.715366|441.4418013|-7.543156957000001|0.317514326|10.82331334|0.799110312|-316.8125922|21.34684457|0.020363697|424.8821143|10.54344507|0.0|0.0|0.0|1.0|0.0|3.11|0.16|2.94|2.8|2.66|0.0|0.0|1.0|2.0|25.0|331.37|0.0|1.0|-3.99|0.0882|0.000102|0.0339|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|4.63|-1083.138303|-1083.119531|946.77|300.29|-1082.963712|2.7371|0.01877181|4.0|8.3979|8.3979
1l_a5|0.0|0|0|0.0|6.605297921|0|0|1.270375394|-0.244609612|-0.00183668|4.59511985|2|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|0.818803517|0.71872376|0|-0.068685233|-0.067755283|0.357062421|-38.79937717|-38.27406105|4.43679678|0.109710998|-21.62050954|2.506287665|0.769406114|-21.91725365|45.64819758|-14.9768065|2227.730859|502.9124512|-8.460199385|0.230593886|14.03493287|0.896303416|-389.1691717|19.46541135|0.013054186|518.5792364|7.374136537999999|1.0|1.0|1.0|1.0|1.0|2.98|0.14|5.56|5.32|2.57|0.0|0.0|1.0|4.0|26.0|340.42|0.0|1.0|-4.98|0.00308|1.04e-05|0.00356|4.19|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|3.89|-1069.261615|-1069.229786|1033.47|283.95|-1069.047151|2.1987|0.03182983|32.0|7.4949|7.4949
12_a47|0.0|1|1|0.0|6.605297921|0|0|1.304330736|-0.155854903|-0.005522244|4.59511985|2|1.555521837|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.8288334490000001|0.90246604|0.618808977|1|-0.084846808|-0.091853238|0.266995634|-44.18983348|-47.83891561|9.382250925|0.2159289589999999|-24.91541818|4.886454935|0.680723821|-23.01490672|61.09751253|-17.76874008|2266.78114|408.3591283|-9.25429818|0.319276179|13.52358352|0.920341815|-323.9004363|26.10271529|0.025457205|335.1175012|13.25859692|1.0|1.0|1.0|1.0|2.0|2.73|0.0|4.19|4.98|2.6|0.0|0.0|1.0|3.0|24.0|339.75|0.0|1.0|-4.56|0.0106|2.77e-05|0.00943|3.43|0.0|7.69e-09|2.61e-06|-0.0623|3.01|-1488.101254|-1488.064043|886.46|313.58|-1487.974738|2.1019|0.03721125|6.0|8.2|8.2
13a_a5|0.0|0|0|0.0|6.605297921|0|0|1.393002748|-0.154076582|-0.006081807|4.59511985|2|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|-0.025324157|1|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|0.857293078|0.720100768|0|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|-54.03141848|10.77696869|0.233249839|-34.78546088|6.938219155|0.598791539|-36.90128585|72.13276165|-18.01047283|2657.14588|493.6342317|-11.59515363|0.401208461|15.89940424|0.854865353|-591.3528349999999|30.07803494|0.02811638|620.5697596|18.10134317|1.0|1.0|1.0|1.0|2.0|3.07|0.13|4.39|3.58|0.95|0.0|0.0|1.0|8.0|30.0|399.45|0.0|1.0|-3.74|0.0675|0.000184|0.0734|2.19|0.0|1.26e-09|5.02e-07|-0.05534|3.81|-1313.167422|-1313.126035|1160.81|294.45|-1312.907813|3.3414|0.04138695|91.0|7041.0|7041.0
13d_a6|0.0|0|0|0.0|7.412764017000001|1|1|1.424214188|-0.045686501|-0.010665225|5.351858133|1|0.0|-0.607917822|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|-0.106686991|-0.174259072|-0.49314765|1|0.845481322|0.786837131|0.841971795|0.7995080809999999|0|-0.092581323|-0.110731261|0.19992155|-63.04181168|-75.40072983|20.96853949|0.21137879|-51.34295409|14.27820079|0.769432845|-42.92734103|88.02705449|-27.03045032|2882.382522|536.999346|-18.40596467|0.230567155|15.47559904|0.703203572|-975.5161277|35.13035671|0.018542644|692.8471883999999|12.62632467|1.0|1.0|1.0|1.0|2.0|3.64|0.16|5.38|4.57|1.5|0.0|0.0|1.0|6.0|32.0|423.47|0.0|1.0|-5.27|0.000471|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05252|4.5|-1389.403308|-1389.374844|1219.11|341.57|-1389.125098|11.0994|0.02846332|0.36|6.4437|6.4437
12ad_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297042846|-0.040810025|-0.01083262|5.351858133|2|0.0|-0.649957196|-0.001148437|-0.0072527669999999|10.95445455|0.010723827|1|-0.136151085|-0.227404687|-0.478461478|1|0.817851296|0.832674224|0.8846605|0.7767870459999999|0|-0.082404548|-0.107772644|0.423689705|-58.34300549|-76.30379737|21.78471426|0.239732231|-54.02363038|15.4237324|0.656407461|-41.30726219|96.81391944|-25.88878839|3041.082692|538.2749789|-18.32944602|0.343592539|16.772513699999998|0.912420081|-1026.448977|39.44011905|0.028968808|735.3783268|20.51012207|1.0|0.0|1.0|0.0|2.0|4.9|0.17|2.7|1.67|1.89|0.0|0.0|1.0|7.0|33.0|439.47|0.0|0.0|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05406|4.5|-1460.8311199999998|-1460.794632|1236.64|321.93|-1460.5468529999998|5.3349|0.03648828|17.0|7.7696|7.7696
14ad_a23|0.0|1|1|0.0|7.423568444|0|0|1.197962774|-0.1101542319999999|-0.00790478|5.351858133|2|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|-0.031279567|2|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|0.8356326820000001|0.7317531540000001|1|-0.059168372|-0.085840335|0.224009311|-42.29008971|-61.35364811|24.18091285|0.112868365|-43.85199724|17.28310144|0.575880959|-30.226481300000003|85.20135045|-21.19489662|3209.330728|634.0697778|-15.14887177|0.424119041|16.34071148|0.8866211979999999|-833.1879476|36.80430179|0.033365494|770.8206617000001|23.84770234|0.0|0.0|1.0|1.0|1.0|3.73|0.12|3.48|4.03|2.42|1.0|0.0|1.0|7.0|34.0|471.53|0.0|0.0|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|-0.06925|2.99|-1858.957788|-1858.942973|1287.26|366.09|-1858.668058|5.2331|0.01481488|4.0|8.3595|8.3595
19a_a38|0.0|0|0|0.0|7.412764017000001|2|2|1.297044508|-0.084389038|-0.007986407|5.351858133|2|0.0|-0.431265985|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|0.819222745|0.8741648479999999|0.698414933|0|-0.08593151|-0.108300308|0.298938581|-51.36166266|-64.73159672|13.23456869|0.252847102|-38.69037594|7.910363161|0.744796537|-30.69910427|77.20795279999999|-23.30337482|2774.129458|446.57675660000007|-13.92853534|0.255203463|12.96056449|0.872060139|-696.4267669|31.28824271|0.020873781|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|3.0|4.83|0.14|3.13|2.55|2.4|0.0|0.0|1.0|5.0|30.0|401.44|0.0|1.0|-4.17|29.0|6.77e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.41|-1332.186327|-1332.1529369999998|1092.25|339.65|-1331.94466|4.7986|0.03338983|0.01|8.0106|8.0106
14l_a23|0.0|1|1|0.0|7.423568444|0|0|1.1979636809999998|0.060717916|-0.005344736|5.351858133|2|0.758109562|-0.288615723|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|-0.074441567|-0.136106024|-0.448622017|2|0.725800261|0.778602826|0.836852328|0.6906097959999999|1|-0.053549434|-0.078204688|0.215920645|-35.3275485|-51.59307331|12.31633167|0.078732333|-34.03690099|8.125310915|0.7896261940000001|-23.306234600000003|61.54673359|-21.66909079|2879.181064|607.777253|-14.29549842|0.210373806|15.78926563|0.972085426|-714.7749208|27.44221375|0.01508774|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|1.0|3.51|0.09|3.88|4.33|3.24|1.0|0.0|1.0|5.0|31.0|425.51|0.0|0.0|-5.25|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.07191|3.79|-1669.2363289999998|-1669.224647|1185.79|341.8|-1668.983787|6.0563|0.01168219|7.0|8.1798|8.1798
34_a47|0.0|1|1|0.0|6.842683282|0|0|1.40499556|-0.210257395|-0.004157676|4.727387819|3|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|0.078153957|1|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.833786184|0.89234354|0.609110565|1|-0.061957581|-0.090141168|0.437215023|-34.3104683|-49.91779281|10.92238452|0.1739443389999999|-27.64315244|6.048527453999999|0.653993216|-19.00022922|62.66739933|-16.25230464|2371.236125|457.4477611|-9.000096143|0.346006784|12.96364153|0.834499257|-387.0041342|24.85087647|0.023023142|439.9906467|12.74960652|1.0|1.0|1.0|1.0|1.0|3.19|0.16|3.34|4.52|1.75|0.0|0.0|1.0|4.0|26.0|348.38|0.0|1.0|-3.9|0.0929|0.000125|0.0436|2.49|0.0|3.36e-08|1.17e-05|-0.0545|2.41|-1162.4815230000002|-1162.450678|980.02|318.79|-1162.283641|4.4605|0.03084502|2.0|8.7|8.7
14e_a23|0.0|1|1|-4.45581912|7.423568444|0|0|1.197957573|0.059967018|-0.008865361|5.351858133|2|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|-0.009871698|2|-0.07256543|-0.226146643|-0.5232404310000001|2|0.560094237|0.791790895|0.8510270329999999|0.5415996160000001|1|-0.073376247|-0.089453046|0.267882223|-51.07141556|-62.2612068|12.5437807|0.074607942|-43.33511299|8.73073591|0.796525872|-35.54678231|74.75779594|-27.39493099|3255.313968|644.0923882999999|-19.06744972|0.203474128|15.89643482|0.981902808|-953.3724859|34.39302091|0.017954325|658.8108151|12.49658915|0.0|0.0|1.0|1.0|1.0|3.54|0.09|4.42|6.19|3.82|1.0|0.0|1.0|6.0|34.0|479.48|1.0|0.0|-5.79|0.000198|1.61e-06|0.000773|4.46|0.0|5.94e-09|2.85e-06|-0.08122|4.2|-1966.96594|-1966.943431|1209.58|334.8|-1966.720803|3.7696|0.02250947|3.0|8.5214|8.5214
12as_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297043209|-0.051208473|-0.007672841|5.351858133|2|0.0|-0.452697599|0.000584134|-0.114290948|10.95347588|-0.025398105|1|-0.098698552|-0.166354116|-0.4358775279999999|1|0.8058720979999999|0.817372883|0.869455765|0.770400825|0|-0.082748367|-0.109492809|0.291030086|-55.75872553|-73.78005999|12.95780416|0.22956209|-49.71556877|8.731418812000001|0.768125394|-37.57216725|85.53474971|-25.48765709|2904.092809|519.1478419|-17.17446921|0.231874606|16.08155469|0.834059821|-944.5958066|33.18163581|0.017444469|716.9974499|11.75468972|1.0|0.0|1.0|0.0|2.0|4.86|0.17|3.16|2.09|1.59|0.0|0.0|1.0|6.0|32.0|423.47|0.0|0.0|-3.95|0.0653|0.000112|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|-0.05789|4.84|-1385.601917|-1385.5651710000002|1207.35|321.96|-1385.322633|4.8580000000000005|0.03674596|59.0|7.2291|7.2291
5_a15|0.0|0|0|0.0|0.0|0|0|1.419941043|-0.222657379|-0.008878343|0.0|2|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0|-0.187421793|-0.28098676|-0.340979744|2|0.8384601770000001|0.704479781|0.74438723|0.7950674740000001|0|-0.06128567|-0.0989946469999999|0.743577162|-45.57134103|-73.61131563|24.25353664|0.125945852|-54.73655332|18.03465935|0.5089899720000001|-33.88634094|100.6631306|-20.30656983|2940.77098|649.9369163|-15.09973885|0.491010028|15.1701491|0.946094849|-875.7848531999999|39.89581513|0.036380071|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|1.0|3.79|0.15|4.92|6.01|2.0|0.0|0.0|1.0|8.0|33.0|443.49|1.0|1.0|-5.66|0.000304|2.18e-06|0.000967|4.86|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.36|-1470.816175|-1470.779775|1272.84|341.96|-1470.487858|4.3576|0.03640044|13.0|7.8861|7.8861
14a_a3|0.0|0|0|0.0|6.823286122000001|0|0|0.6050202020000001|0.111575338|-0.009312773|4.727387819|3|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.050943323|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|0.822587422|0.8255789570000001|1|-0.091731577|-0.094609848|0.21389849|-45.12132248|-46.53709886|6.904918591|0.209105063|-22.89086827|3.396421044|0.7608768779999999|-22.1944701|55.84414456|-18.09776067|2160.698862|389.0288018|-8.902004327|0.239123122|10.24853699|0.930491715|-320.4721558|23.78539971|0.0189212089999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|0.06|4.28|3.71|1.04|0.0|0.0|1.0|2.0|23.0|319.38|0.0|1.0|-3.99|0.0113|0.000103|0.0327|2.58|0.0|1.28e-07|4.08e-05|-0.06736|2.44|-1327.513792|-1327.485188|822.33|383.1|-1327.354384|3.5358|0.02860456|0.03|7.5229|7.5229
8h_a8|0.0|0|0|0.0|7.05012252|0|0|1.3918396709999998|0.038482973|-0.010324979|4.844187086|0|0.0|-0.485274006|-0.007796225|-0.085125857|10.94341368|0.007079485|1|0.09830823|0.254819201|-0.53822084|0|0.578166105|0.6971223040000001|0.751162751|0.56916135|0|-0.122706004|-0.11302328|0.273425421|-72.14530885|-66.4523265|6.58499063|0.397594866|-39.07081527|3.871662077|0.918315905|-42.41801879|70.94463092|-28.69532281|2623.688756|354.18563860000006|-16.87148841|0.081684095|13.58738632|0.822939833|-742.3454901|31.2477685|0.00764059|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|2.0|3.11|0.0|4.69|4.72|4.11|0.0|0.0|1.0|4.0|29.0|391.37|0.0|0.0|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.43e-06|-0.06344|7.71|-1361.651799|-1361.618499|1029.51|332.16|-1361.455676|3.4779|0.03330037|11.59|4.9359|4.9359
12e_a31|0.0|0|0|0.0|7.765993078999999|1|1|0.610134116|0.052663358|-0.011519192|5.733341277|0|0.0|-0.70267073|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|-0.08867626|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|0.82100963|0.76012894|0|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|-68.32948993|-79.96257188|19.38343763|0.2784732339999999|-58.15044546|14.09603901|0.725120432|-49.6906263|95.1187282|-26.65419063|3040.353774|524.7092721|-19.38348182|0.274879568|19.50674899|0.904247004|-1104.858464|36.75829484|0.020841203|798.7285626|15.15615632|1.0|1.0|1.0|1.0|2.0|3.87|0.24|6.69|5.4|2.21|0.0|0.0|1.0|9.0|33.0|460.55|0.0|1.0|-5.42|9.96e-05|3.83e-06|0.00176|4.48|0.0|4.93e-10|2.27e-07|-0.03445|6.33|-1809.899887|-1809.85374|1308.13|322.95|-1809.581226|2.6024|0.04614662|0.17|6.7696|6.7696
2_a49|0.0|0|0|0.0|7.535296702|1|1|1.3438506419999998|-0.084499704|-0.004112807|5.4161004020000005|2|1.999073077|-0.189189114|0.004524556|-0.041202373|10.92973199|0.005918367|1|0.032521855|0.055400364|-0.320124905|2|0.802447754|0.79056501|0.851413454|0.7701578720000001|1|-0.08647612|-0.079176085|0.41397907|-44.066695|-40.34672657|5.634353797999999|0.18651986|-20.55997527|2.871166625|0.7154059890000001|-22.45560511|49.26352575|-14.409545199999998|2244.518609|414.5350312|-7.34284831|0.284594011|10.38394173|0.8320497920000001|-308.399629|20.14177325|0.017498253|439.9973344|8.91679918|0.0|1.0|1.0|1.0|1.0|3.09|0.15|3.28|3.7|1.88|1.0|0.0|1.0|2.0|25.0|327.38|0.0|1.0|-3.89|0.0955|0.000129|0.0421|2.43|0.0|1.51e-07|4.94e-05|-0.04372|1.79|-1046.018455|-1045.981819|941.6|331.24|-1045.810794|4.8986|0.0366366999999999|59.0|7.2291|7.2291
