molecula|PNSA2|Wavelength (HOMO-LUMO transition) (nm)|Veber filter|Class [Log S (SILICOS-IT)]|Contribuition (max. transition)|Log S (Ali)|heavy_atom_count|GeomRadius|WNSA2|FNSA5|Gibbs Free Energy|AATSC1c|CYP2D6 inhibitor|MATS7i|P-gp substrate|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest_Unoccupied_Molecular_Orbital_Energy|AATSC1pe|pIC50
1a_a5|-571.1804334|437.61|0.0|1.0|0.44868|-2.6|23.0|6.199179484|-287.62427139999994|-0.075618812|-951.226623|-0.001785522|1.0|-0.075791863|1.0|2.13e-05|-0.1040099999999999|0.00549829|6.9706
12c_a31|-1152.7247289999998|323.48|0.0|1.0|0.7007399999999999|-5.23|28.0|8.091269314|-731.5771879|-0.129736755|-1617.951882|-0.013026643|1.0|-0.030192572|1.0|2.31e-05|-0.0338399999999999|-0.000813398|6.4202
12e_a36|-1220.428718|337.84|0.0|1.0|0.6814600000000001|-4.16|30.0|6.767371321000001|-776.2438847|-0.100988761|-1272.0579810000002|-0.007100632|0.0|0.144415507|1.0|4.270000000000001e-05|-0.04962|0.003962098|7.8539
9_a1|-790.7640749|370.88|0.0|1.0|0.70296|-4.68|27.0|7.61577077|-455.910309|-0.085722429|-1187.065335|-0.00614716|1.0|-0.110185988|1.0|3.7100000000000003e-07|-0.07602|-0.0018191779999999|5.2218
13a_a5|-918.5341141|294.45|0.0|1.0|0.41806|-3.77|30.0|8.571729592999999|-591.3528349999999|-0.0839257009999999|-1312.968936|-0.006081807|1.0|-0.007871499|1.0|5.02e-07|-0.05534|0.003196482|7.041
6e_a31|-1277.075416|374.76|0.0|1.0|0.70391|-5.63|29.0|7.513687859|-778.7151665|-0.130898441|-1652.503557|-0.016012184|1.0|0.132664341|1.0|1.89e-05|-0.05426|-0.008439437|6.4318
16i_a32|-1200.164351|342.72|1.0|1.0|0.70222|-7.03|29.0|6.848009314|-784.3813651|-0.114771536|-1995.11813|-0.0146198339999999|0.0|-0.056414399|1.0|1.7100000000000002e-05|-0.05044|-0.001202032|8.2596
12az_a36|-1360.503334|343.5|0.0|1.0|0.69385|-4.11|33.0|8.449849817|-953.3573311|-0.10786263|-1461.750394|-0.009570959|0.0|0.078817323|1.0|7.11e-05|-0.04967|0.002872872|7.2366
12ap_a36|-1253.939017|319.54|0.0|1.0|0.59563|-3.99|31.0|8.766216204|-822.7409526|-0.106173763|-1325.0127220000002|-0.007719624|0.0|0.066185994|1.0|8.97e-05|-0.06084|0.001194592|7.4949
12y_a30|-1286.372898|357.11|0.0|1.0|0.30617|-6.04|31.0|8.067590558|-863.552275|-0.091248521|-1654.190369|-0.005996863|0.0|-0.089502772|1.0|1.76e-05|-0.05065|0.006346396|7.6576
3_a20 (SB-525334)|-777.0449536|390.77|0.0|1.0|0.49443|-4.85|26.0|5.943823875|-438.9205046|-0.0917096759999999|-1086.383308|-0.005492814|1.0|0.001821898|1.0|1.4e-06|-0.0671399999999999|0.0033523629999999|6.7905
13g_a6|-1216.422234|381.82|0.0|0.0|0.38325|-5.56|33.0|7.968172425|-846.9662551000001|-0.091949419|-1386.364067|-0.006574579|1.0|0.03536788|1.0|1.15e-08|-0.07536|-0.000644109|6.9245
11f_a5|-882.7793242999999|299.8|0.0|1.0|0.6593600000000001|-3.95|32.0|9.683662007|-614.3924972|-0.074612137|-1391.50739|-0.0037371509999999|1.0|-0.083432989|1.0|9.06e-07|-0.03862|0.008309782|7.9208
3m_a32|-729.9606772999999|346.82|0.0|1.0|0.7026600000000001|-5.94|27.0|7.0752395770000005|-436.4914018999999|-0.09390309|-1863.337677|-0.006290106|0.0|-0.0370712179999999|1.0|1.65e-05|-0.05731|0.000822186|7.6383
18a_a30|-1128.40473|357.18|0.0|1.0|0.69033|-5.28|29.0|7.050626413|-702.4886239|-0.095397479|-1575.604922|-0.006673169|0.0|-0.041327798|1.0|9.21e-05|-0.05605|0.005458948|7.6108
13j_a6|-1644.266245|348.28|0.0|1.0|0.69993|-5.03|32.0|8.741405506|-1098.707398|-0.129511589|-1426.335207|-0.015004989|1.0|0.07522656|1.0|1.36e-06|-0.0488899999999999|-0.007703306|6.5817
7c_a10|-666.0926258|323.24|0.0|1.0|0.41348|-4.44|29.0|6.703148323|-389.4200163|-0.0876410609999999|-1258.801509|-0.00375251|1.0|-0.1122332619999999|1.0|6.4e-06|-0.04004|0.0107756969999999|5.4191
47p_a18|-1528.087796|387.01|0.0|1.0|0.6937800000000001|-5.67|35.0|9.923659881|-1131.036542|-0.082580968|-1493.407248|-0.005394244|1.0|0.025217016|1.0|4.38e-07|-0.05628|0.003537135|7.1938
28_a20|-1217.120433|346.35|0.0|1.0|0.50352|-4.42|32.0|7.587188177000001|-812.3457521|-0.091179288|-1368.146882|-0.006492092|1.0|0.091462964|1.0|6.590000000000001e-07|-0.06242|0.002695258|6.5935
14b_a25|-1224.182482|304.7|0.0|1.0|0.34735|-5.6|34.0|8.690235527|-847.9433995999999|-0.084160084|-1444.330251|-0.004720915|1.0|0.001683506|1.0|9.93e-08|-0.0584|0.004892038|7.6576
8c_a31|-918.3558307|322.11|0.0|1.0|0.7005|-4.42|24.0|6.820988495|-506.5691518|-0.128067781|-1426.024361|-0.01275867|1.0|-0.106461724|1.0|0.0002549999999999|-0.03222|-0.004832959|6.0915
13n_a6|-1426.464192|369.99|0.0|1.0|0.55028|-4.64|33.0|8.872063579|-978.9911754|-0.109392959|-1423.514154|-0.010884884|1.0|0.058267173|1.0|9.35e-08|-0.07131|-0.00687003|7.1249
3l_a32|-771.2752615|351.04|0.0|1.0|0.70282|-7.6|26.0|6.414825717|-448.5272931|-0.088417589|-1789.298086|-0.0054004|0.0|-0.039331295|1.0|1.2e-05|-0.0529799999999999|0.002942329|7.9208
1l_a5|-688.9330988|283.95|0.0|1.0|0.45892|-5.04|26.0|7.401206343999999|-389.1691717|-0.067755283|-1069.101032|-0.00183668|1.0|-0.111303801|1.0|5.02e-07|-0.04149|0.007613233|7.4949
12aw_a36|-1323.400377|319.85|0.0|1.0|0.38905|-3.99|31.0|7.545677222999999|-848.2869380000001|-0.114701005|-1431.239759|-0.008293935|0.0|0.066435701|1.0|3.17e-05|-0.05513|-0.004358975|8.0458
4g_a49|-1993.210915|341.84|0.0|0.0|0.33449|-7.47|51.0|9.28937554|-1986.186746|-0.0666753309999999|-2147.295787|-0.003686314|0.0|-0.085731041|1.0|1.4199999999999998e-11|-0.06458|0.007845545|6.9747
14e_a25|-1617.294379|312.99|0.0|1.0|0.31019|-5.14|35.0|8.459867391|-1183.53898|-0.1004553119999999|-1520.767443|-0.008591251|1.0|0.0065927719999999|1.0|3.38e-07|-0.0538|-0.0005394919999999|7.1249
11_a3|-611.3529698|384.66|0.0|1.0|0.6966600000000001|-4.08|22.0|5.475372235|-289.1769972|-0.099420732|-1288.10577|-0.01008647|1.0|-0.101436441|1.0|9.35e-05|-69.0|-0.005959152|7.3979
18_a47|-951.8489108|293.65|0.0|0.0|0.4659|-5.5|31.0|7.018342267|-596.2708299|-0.084415066|-1354.037606|-0.004337918|1.0|-0.026357805|1.0|1.78e-08|-0.04964|0.0015586929999999|8.6
15_a10|-706.9960069|326.3|0.0|1.0|0.41458|-4.48|28.0|6.35937164|-421.3416484|-0.074144604|-1603.907391|-0.0027892409999999|1.0|-0.0729795729999999|1.0|1.96e-06|-0.05243|0.009514122|7.4815
47r_a18|-1563.048166|391.06|0.0|1.0|0.69545|-6.65|36.0|9.819988422|-1168.846551|-0.087091542|-1964.516246|-0.0058631659999999|1.0|0.041686585|1.0|1.76e-05|-0.0522799999999999|-0.0001597829999999|6.6364
12t_a30|-1184.385754|349.67|0.0|1.0|0.33647|-5.49|31.0|7.957774504|-770.409047|-0.1011561919999999|-1774.077985|-0.007755575|0.0|-0.0596036729999999|1.0|3e-05|-0.05542|-0.001131023|8.0496
12t_a36|-1340.3102789999998|337.89|0.0|1.0|0.69297|-4.61|31.0|7.960344391|-892.7209991000001|-0.100615514|-1311.349439|-0.00673635|0.0|0.035510516|1.0|1.7899999999999998e-05|-0.05302|0.0045625|8.0969
3h_a32|-829.1363044|348.74|0.0|1.0|0.70257|-8.23|26.0|8.107034244|-519.1071084|-0.0882883959999999|-1790.5004850000005|-0.005281944|1.0|0.014517903|1.0|1.29e-06|-0.05318|0.003284804|8.1549
12_a47|-621.9059029|313.58|0.0|1.0|0.66387|-4.51|24.0|7.042279354|-323.9004363|-0.091853238|-1488.024564|-0.005522244|1.0|0.001435849|1.0|2.61e-06|-0.0623|-0.004332024|8.2
11_a47|-1123.0517|332.82|0.0|0.0|0.6915399999999999|-6.29|32.0|5.966142027|-687.9851765999999|-0.096486559|-1395.980918|-0.007767503|1.0|-0.0586047379999999|1.0|1.19e-08|-0.05094|-0.00580273|7.4
21_a10|-1255.975247|321.21|0.0|1.0|0.4226399999999999|-5.77|34.0|8.388036625|-887.342515|-0.084654798|-1485.278495|-0.009308076|1.0|-0.032405474|1.0|8.68e-07|-0.06082|0.002099681|5.3188
12ab_a36|-1245.389318|319.17|0.0|1.0|0.69294|-3.92|32.0|7.821826146|-859.0476432|-0.095025338|-1364.300531|-0.007034881|0.0|0.035377607|1.0|3.76e-05|-0.0523799999999999|0.002112069|7.9586
14v_a23|-1440.093681|335.64|0.0|1.0|0.6017100000000001|-6.89|35.0|7.743452839|-951.143515|-0.09479984|-2041.998955|-0.014768546|0.0|0.055572317|0.0|5.57e-06|-0.07843|-0.0004039459999999|8.4001
12x_a30|-1272.013771|355.95|0.0|1.0|0.68589|-6.04|31.0|7.794822643|-839.9917174000001|-0.091725339|-1654.183467|-0.006008579|0.0|-0.0606216429999999|1.0|1.76e-05|-0.05093|0.006346396|7.6556
2_a33|-953.6549298|341.74|1.0|1.0|0.70205|-6.35|28.0|6.152818143999999|-582.7217333|-0.104047115|-1919.890628|-0.009168933|0.0|-0.049900189|1.0|8.78e-06|-0.04967|-0.000810928|8.2596
18d_a30|-1175.558798|357.49|0.0|1.0|0.4325|-5.39|30.0|7.063141946|-744.0011548|-0.103191184|-1674.8453470000002|-0.0072724869999999|0.0|-0.071608958|1.0|5.260000000000001e-05|-0.05506|0.002064369|7.6737
14h_a23|-1092.936262|337.93|0.0|1.0|0.67365|-5.68|32.0|7.833334036|-736.8173055999999|-0.081058742|-1721.99264|-0.005921293|0.0|0.0316908439999999|1.0|1.4800000000000002e-05|-0.08532|0.009266617|8.3468
11_a15|-1335.705238|418.94|0.0|1.0|0.58935|-6.32|34.0|6.233494755|-915.3239085|-0.0974577669999999|-1450.457814|-0.0064953419999999|1.0|-0.036023137|0.0|5.7e-07|-0.03877|0.003766915|6.1314
13e_a6|-1122.537689|381.78|0.0|0.0|0.38609|-5.11|32.0|7.973429837999999|-750.3313497|-0.093298845|-1347.074898|-0.006882528|1.0|0.018376555|1.0|2.75e-08|-0.07534|-0.001446486|7.9208
14t_a23|-1084.657455|386.72|0.0|1.0|0.5824199999999999|-5.85|31.0|7.55064865|-706.8834616|-0.079253435|-1669.040656|-0.005383494|0.0|0.073534004|1.0|7.03e-06|-0.06666|0.01180744|8.3979
14g_a23|-1507.527516|334.71|0.0|1.0|0.56658|-6.89|35.0|8.788027188|-1072.841648|-0.096288005|-2042.000034|-0.014609495|0.0|0.058422864|0.0|5.57e-06|-0.08011|-0.0004039459999999|8.0
18c_a30|-1506.682341|355.78|0.0|1.0|0.69123|-5.01|32.0|7.646050338999999|-1017.355139|-0.1115683|-1744.28923|-0.0109670669999999|0.0|0.011887112|1.0|0.000288|-0.05575|-0.002215642|7.9208
22_a47|-842.8786448999999|308.65|0.0|1.0|0.50316|-4.44|29.0|6.9553262170000005|-497.3405809|-0.089280419|-1374.914437|-0.010579222|1.0|-0.029311184|1.0|8.11e-06|-0.0612399999999999|-0.004332497|9.0
19k_a38|-1530.369661|350.45|0.0|1.0|0.38269|-3.87|33.0|6.744851799999999|-971.0744563|-0.126936513|-1500.680373|-0.011877064|0.0|0.098947776|1.0|0.000175|-0.05534|-0.00835812|7.9666
10_a15|-1122.067607|340.17|0.0|1.0|0.66799|-6.22|30.0|5.555044294|-652.8924702|-0.101494566|-1280.862627|-0.006872984|1.0|-0.0869138469999999|1.0|5.99e-08|-0.03581|0.0034254209999999|8.1549
3_a47|-745.6887227000001|332.54|0.0|1.0|0.52977|-5.54|25.0|6.46319354|-391.0345195|-0.0948001|-1470.0192869999998|-0.008740449|1.0|-0.013350303|1.0|1.33e-06|-0.05717|-0.007967014|6.5
19g_a38|-1228.994351|336.12|0.0|1.0|0.3937|-4.25|31.0|6.327835378|-777.7146399000001|-0.114243258|-1431.244906|-0.008497058|1.0|-0.037579797|1.0|3.19e-05|-0.05479|-0.004358975|7.3778
8b_a31|-830.906565|321.36|0.0|2.0|0.70036|-4.05|23.0|6.142377144|-433.9742484|-0.132574249|-1386.734257|-0.013629145|1.0|-0.130371116|1.0|0.00061|-0.0325|-0.006785954|5.6576
4f_a49|-781.4221699|334.21|0.0|1.0|0.39584|-3.99|27.0|6.302023735|-424.2517893|-0.089955514|-1179.080799|-0.008903208|1.0|-0.087861524|1.0|0.000104|-0.06954|0.001714014|7.3979
9i_a40|-668.7900768999999|428.48|0.0|1.0|0.56118|-5.32|22.0|7.700852478|-336.98898810000003|-0.088485615|-1273.217301|-0.0071562119999999|1.0|0.187127708|1.0|0.000285|-0.05989|0.004019925|5.9031
14c_a23|-1063.401832|334.81|0.0|1.0|0.56781|-6.13|31.0|7.832948614|-706.6878684999999|-0.0800086929999999|-2089.354057|-0.005822256|0.0|0.04174584|0.0|4.55e-06|-0.0795299999999999|0.009263715|8.6253
16_a15|-1457.096924|300.24|0.0|1.0|0.6541100000000001|-6.0|32.0|6.798937229|-996.0668068|-0.101500719|-1770.281427|-0.008593957|1.0|-0.003882928|0.0|2.72e-07|-0.04082|-0.00379317|7.6778
22_a4|-648.451775|305.85|0.0|2.0|628.0|-3.77|22.0|5.495481464|-311.62631919999995|-0.089955967|-934.171365|-0.006436201|1.0|0.004808337|1.0|0.0016699999999999|-0.03046|0.004237768|7.3279
47o_a18|-1605.70184|385.04|0.0|1.0|0.69248|-5.66|34.0|9.808930716|-1166.161955|-0.088436375|-1455.231246|-0.006476544|1.0|-0.006238734|1.0|1.93e-07|-0.0502|0.000787517|7.3279
11a_a50|-564.4586084|305.11|0.0|2.0|0.65485|-3.58|25.0|5.965221997|-298.409489|-0.071180382|-1045.84627|-0.002914262|0.0|-0.04339705|1.0|0.000441|-0.03284|0.012037198|7.2291
14ac_a23|-1759.6835030000002|341.32|0.0|1.0|0.6408|-7.31|38.0|8.122941134|-1328.722623|-0.097100967|-2303.819891|-0.011656739|0.0|0.016532702|1.0|5.06e-07|-0.08813|-0.004445662|8.3851
12aj_a36|-1251.929069|344.24|0.0|1.0|0.4112|-4.16|30.0|8.056502837|-802.4672307|-0.10279655|-1272.060325|-0.00706023|0.0|0.064171987|1.0|4.270000000000001e-05|-0.05275|0.003962098|7.7696
12u_a36|-1417.5607730000002|337.37|0.0|1.0|0.69258|-4.95|32.0|7.65672775|-986.6102007|-0.0969881059999999|-1350.638138|-0.006461999|0.0|0.033763276|1.0|1.7800000000000002e-05|-53.0|0.005035022|7.7959
8_a10|-801.8744912000001|336.55|0.0|1.0|0.41583|-4.52|29.0|6.112185271|-438.6216583|-0.086233061|-1257.648047|-0.00560152|0.0|-0.000315856|1.0|9.59e-06|-0.0623299999999999|0.009056935|6.279
1h_a5|-579.9392753|284.03|0.0|1.0|0.4112699999999999|-4.25|24.0|6.711386288|-302.4687931|-0.069496749|-990.523098|-0.001978474|1.0|-0.02598568|1.0|1.21e-06|-0.04124|0.007357977|7.5528
30_a47|-965.7162688|333.66|0.0|1.0|0.6944899999999999|-4.22|28.0|6.886726437999999|-579.456614|-0.107296835|-1695.9887|-0.0092264759999999|1.0|0.013114301|1.0|2.28e-05|-0.0564299999999999|-0.008325552|7.9
12v_a30|-1248.687792|349.18|0.0|1.0|0.68405|-6.58|31.0|8.114588039|-844.8022477|-0.0971402169999999|-2494.802821|-0.006974714|0.0|-0.099831334|1.0|7.39e-06|-0.0563|0.001805829|7.6596
2_a3|-528.8736235|371.73|0.0|1.0|0.37284|-4.75|22.0|4.88513521|-248.1619888|-0.09392632|-1272.04778|-0.008422099|1.0|-0.103423993|1.0|3.9500000000000005e-05|-0.06423|-0.0045709459999999|5.4
12b_a40|-597.4418808999999|363.91|0.0|1.0|0.69476|-7.71|24.0|8.132984007000001|-340.29531769999994|-0.074921647|-3016.980996|-0.004650218|0.0|0.1744506639999999|1.0|1.7e-06|-0.08279|0.004452418|7.3979
18c_a25|-992.8013635|371.26|0.0|0.0|0.31993|-6.05|33.0|7.553051762000001|-652.4856999|-0.0719340379999999|-1714.342386|-0.002704524|1.0|0.007241543|1.0|3.0499999999999995e-08|-0.0622|0.007488918|7.0555
12b_a36 (EW-7197)|-1223.776156|328.66|||0.6824899999999999|||6.764872303|-765.6528642999999|-0.10866747|-1332.005651|-0.008137593||0.027495626|||-0.04975|-0.000673716|8.1549
33_a47|-582.6585971|296.13|0.0|1.0|0.67508|-3.26|25.0|6.979305126|-311.85503880000005|-0.083739854|-1123.04547|-0.004263267|1.0|-0.11544858|1.0|2.79e-05|-0.05462|0.003634698|8.4
4h_a46|-1581.72562|296.62|0.0|1.0|0.55428|-6.53|36.0|8.138240742999999|-1241.036544|-0.083997524|-1923.611784|-0.005778576|0.0|-0.057256598|1.0|3.210000000000001e-07|-0.0389199999999999|0.003087227|6.6402
14ae_a23|-1060.556252|344.06|0.0|1.0|0.58144|-5.8|34.0|8.123993885|-759.846894|-0.087074783|-1858.7404850000005|-0.007539122|0.0|0.026913008|1.0|1.17e-05|-0.07122|0.009675528|8.6038
1k_a5|-570.0944662|281.38|0.0|1.0|0.53086|-3.97|24.0|6.710535795|-291.6259112|-0.074297856|-1050.468159|-0.0030192829999999|1.0|-0.095857885|1.0|1.58e-06|-0.04516|0.003708988|7.3188
18_a15|-1054.294474|324.29|0.0|1.0|0.6074|-6.16|29.0|5.990767063|-644.79025|-0.090730185|-1265.614679|-0.006149666|1.0|-0.094812415|1.0|4.01e-08|-0.03581|0.000539978|6.8894
34_a20|-1149.982435|320.38|0.0|1.0|0.38519|-5.14|32.0|7.940146766|-773.7338361000001|-0.085459595|-1352.102407|-0.0057643419999999|1.0|0.199191385|1.0|2.780000000000001e-07|-0.05181|0.003149352|7.2147
5d_a40|-519.1767771000001|331.74|0.0|2.0|0.69613|-4.23|20.0|6.288958592999999|-238.2540642|-0.094277694|-1276.797751|-0.005662681|0.0|-0.1031436519999999|0.0|0.0137|-0.06796|0.006642869|7.7212
38_a18|-1898.240658|384.55|0.0|0.0|0.69235|-6.98|38.0|10.98254153|-1510.554181|-0.082256123|-1611.206669|-0.00575311|1.0|-0.066676644|1.0|2.38e-08|-0.0483699999999999|0.001602741|7.041
8_a20 (IN-1130)|-1230.3809789999998|383.5|0.0|1.0|0.4377|-4.85|32.0|8.005662608|-814.7625241000001|-0.097790028|-1368.180121|-0.009430196|1.0|0.1728459339999999|1.0|9.86e-08|-0.07014|-0.004654742|7.4437
4e_a46|-1479.78675|296.81|0.0|1.0|0.5745600000000001|-6.08|35.0|7.906917146|-1122.980957|-0.084780904|-1884.324182|-0.005995748|0.0|-0.08224348|1.0|7.64e-07|-0.03893|0.002688298|6.8125
13_a4|-534.6588788|297.09|0.0|1.0|0.53815|-4.09|22.0|5.663493161|-261.7783983|-0.068249548|-898.2503529999999|-0.000990136|0.0|-0.059300584|1.0|0.00018|-0.03168|0.012019888|5.3979
3_a4|-478.8760237|305.09|0.0|1.0|0.58445|-3.7|24.0|4.832514477|-232.6201124|-0.06572153|-990.514888|-0.001141383|1.0|-0.07806942|1.0|2.03e-05|-0.04964|0.011276682|6.983
12af_a36|-1391.529319|383.86|0.0|1.0|0.50179|-3.54|33.0|8.59579222|-966.3646141|-0.1054605669999999|-1440.740243|-0.00989889|0.0|0.091263447|1.0|5.18e-05|-0.05882|-0.000472698|7.8239
9h_a40|-719.0371868|368.18|0.0|1.0|0.64952|-5.65|23.0|6.922257828999999|-359.7760137|-0.095803029|-1293.083512|-0.009041931|1.0|0.157606277|0.0|9.93e-05|-0.05991|0.003099029|5.4001
19_a34|-751.7118302|297.18|0.0|2.0|0.6897300000000001|-2.73|23.0|5.495780422|-374.9727034|-0.1255804019999999|-1046.509891|-0.013066507|1.0|-0.189862762|1.0|0.00291|-0.02901|-0.0042364759999999|6.0044
4n_a46|-801.8577467|313.65|0.0|1.0|0.41625|-5.43|26.0|5.666371466|-440.621256|-0.085838139|-1090.151267|-0.004696854|0.0|-0.2264394139999999|1.0|7.340000000000001e-05|-0.04044|0.0042595609999999|5.2845
8a_a31|-742.1281291|325.45|0.0|2.0|0.7027100000000001|-3.57|22.0|5.83708559|-366.9116769|-0.136459435|-1347.446223|-0.015034136|1.0|-0.1480271209999999|1.0|0.00145|-0.02993|-0.009293513|6.1024
12am_a36|-1713.4008440000002|321.15|0.0|1.0|0.40752|-5.2|34.0|8.772646622|-1183.702712|-0.118101664|-1645.016323|-0.015884751|0.0|0.122824831|1.0|3.37e-05|-0.0569799999999999|-0.007897954|7.2218
3a_a49|-880.9741697000001|320.04|0.0|1.0|0.53794|-3.06|29.0|6.566343333|-515.9544212000001|-0.088484274|-1253.8126619999998|-0.006374689|1.0|-0.044367345|1.0|2.51e-05|-0.05732|0.000521532|7.1938
7s_a46|-667.5503351|288.81|0.0|1.0|0.44692|-4.07|23.0|5.565371272|-335.5119279|-0.083011849|-974.664103|-0.005351046|1.0|-0.210750635|1.0|0.000256|-0.02024|0.005577925|5.7022
6_a27|-668.5259238|299.55|0.0|1.0|0.3366099999999999|-3.62|24.0|5.010042219|-330.96463430000006|-0.090025109|-1043.728133|-0.007874167|0.0|-0.237047381|0.0|6.86e-05|-0.04793|0.0058042269999999|9.0
12ay_a36|-1282.718286|339.12|0.0|1.0|0.6727|-4.54|31.0|6.466730436000001|-831.4538627999999|-0.098945129|-1311.343228|-0.006733838|0.0|0.1012005419999999|1.0|1.86e-05|-0.0526|0.0045625|7.7447
17b_a25|-1264.189524|313.02|0.0|0.0|0.31395|-5.32|35.0|9.700133933|-958.573164|-0.079392561|-1483.630939|-0.004368141|1.0|-0.026412432|1.0|4.16e-08|-0.05531|0.005244553|6.9957
10_a47|-851.455143|332.97|0.0|1.0|0.53909|-5.75|27.0|6.277122171|-455.247149|-0.0936757959999999|-1188.244739|-0.008013899|1.0|-0.169242585|1.0|5.110000000000001e-07|-0.0486399999999999|-0.0065562469999999|7.9
12aa_a30|-1345.094532|357.9|0.0|1.0|0.30341|-5.61|33.0|8.65813938|-939.3977091|-0.101368383|-1804.582558|-0.008848121|0.0|-0.014017531|1.0|6.720000000000001e-05|-0.04966|0.005111479|8.1135
14z_a23|-1110.964649|338.46|0.0|1.0|0.66217|-6.77|32.0|7.834464959|-773.7713888999999|-0.079754981|-2548.957384|-0.005892861|0.0|0.038811869|0.0|1.29e-06|-0.08503|0.007229683|8.2941
22_a10|-1062.931277|321.89|0.0|1.0|0.4483899999999999|-5.34|36.0|8.84228648|-827.8787647|-0.0649866779999999|-1543.959333|-0.005035102|1.0|-0.026750502|1.0|2.03e-07|-0.05712|0.008903905|5.9586
13p_a6|-1523.526317|415.53|0.0|0.0|0.47508|-5.09|34.0|8.760340755|-1080.8845310000002|-0.107371897|-1462.804694|-0.010395243|1.0|0.072850973|1.0|3.92e-08|-0.0746|-0.005708558|7.0362
7b_a8|-1138.832108|380.32|0.0|1.0|0.44725|-5.25|30.0|7.698000901|-682.1319788|-0.1000685009999999|-1330.448193|-0.009659873|0.0|-0.024156447|1.0|8.94e-06|-0.06833|0.003191529|4.8687
16b_a32|-1040.965864|342.39|1.0|1.0|0.70233|-6.28|28.0|6.466656381|-667.0049190000001|-0.1083060409999999|-2315.819979|-0.008469352|0.0|-0.012739425|1.0|1.1e-05|-0.05946|-0.00180101|7.7696
13c_a6|-1438.635026|339.5|0.0|1.0|0.48478|-5.95|32.0|8.038175951|-979.308309|-0.111231609|-1389.184603|-0.010619065|1.0|0.049627353|1.0|1.68e-07|-0.05015|-0.000899678|7.1367
2_a4|-575.6333682|384.69|0.0|2.0|0.4682|-2.18|19.0|4.710383035|-242.5126903|-0.105102755|-819.8174190000001|-0.00708265|1.0|0.08246129|1.0|0.00374|-0.01612|-0.0016168089999999|7.5086
12c_a36|-1221.198398|322.58|0.0|1.0|0.68913|-4.44|30.0|6.772454418|-784.3943293|-0.105624703|-1692.3713309999998|-0.007667703|0.0|0.085843909|1.0|2.77e-05|-0.04992|0.0010871589999999|8.0458
17_a20|-1014.297158|365.45|0.0|0.0|0.69839|-5.36|31.0|8.198616089|-665.1656349|-0.081404237|-1291.752049|-0.005457467|1.0|0.065447136|1.0|2.9e-08|-0.0706799999999999|0.000922796|5.6478
1e_a5|-579.5524467|279.92|0.0|1.0|0.56258|-4.25|24.0|6.41473183|-301.0751483|-0.069725333|-990.522307|-0.001975193|1.0|-0.080321049|1.0|1.21e-06|-0.04186|0.007357977|6.719
12s_a36|-1227.012177|329.71|0.0|1.0|0.6843600000000001|-4.16|30.0|7.545963801|-791.9759303|-0.1000534719999999|-1272.061111|-0.007059109|0.0|0.037454164|1.0|4.270000000000001e-05|-0.04908|0.003962098|8.0458
16_a31|-779.0463041|338.79|0.0|2.0|0.70108|-4.36|21.0|5.521618837|-367.0549296|-0.150315165|-1308.161433|-0.020181753|1.0|-0.050076586|1.0|0.00347|-0.0318899999999999|-0.0125582419999999|7.0458
41_a18|-1588.856592|385.97|0.0|1.0|0.69308|-5.56|34.0|8.787657952|-1089.246155|-0.089139464|-1454.045308|-0.007587553|1.0|-0.089781154|1.0|1.89e-06|-0.04956|-0.002136837|6.433
12a_a5|-831.8249311000001|297.97|0.0|1.0|0.50831|-4.27|29.0|8.741980056000001|-511.1786804|-0.067680123|-1201.8082029999998|-0.00166971|1.0|-0.0036987359999999|1.0|5.660000000000001e-07|-0.04076|0.008649556|7.7212
12h_a30|-1197.668733|353.22|0.0|1.0|-0.26697|-5.39|30.0|8.066818026|-761.9955851|-0.09907575|-1674.838376|-0.00737961|0.0|-0.074988669|1.0|5.260000000000001e-05|-0.05347|0.002064369|8.065
12g_a36|-1401.294202|333.83|0.0|1.0|0.38165|-4.95|32.0|7.285010602000001|-963.3107298|-0.097067302|-1350.633209|-0.006495469|0.0|0.078990142|1.0|1.7800000000000002e-05|-0.0505199999999999|0.005035022|7.8539
12a_a40|-534.4045424999999|400.39|0.0|1.0|0.6998800000000001|-6.41|22.0|7.563170499|-272.5679167|-0.074840643|-2097.779499|-0.00431394|0.0|0.17758258|0.0|2.13e-05|-0.08015|0.007890601|5.7501
14k_a23|-1063.413926|340.42|0.0|1.0|0.63765|-6.13|31.0|8.21201115|-707.6658267999999|-0.079899943|-2089.354026|-0.005866159|0.0|0.04479394|0.0|4.55e-06|-0.07933|0.009263715|8.4123
9o_a24|-971.8432428|290.75|0.0|1.0|0.41688|-4.49|32.0|6.080741586|-562.6938294|-0.08834189|-1387.945865|-0.007052095|0.0|-0.087807028|1.0|5.23e-06|-0.04527|0.002019902|6.3507
9c_a31|-1142.882218|322.12|0.0|1.0|0.7007399999999999|-5.23|28.0|8.188627935|-728.3394714|-0.128097622|-1617.9568470000002|-0.013082561|1.0|-0.0384827639999999|1.0|2.31e-05|-0.03249|-0.000813398|6.3768
1_a3|-595.6343396000001|320.83|0.0|2.0|0.30619|-3.07|22.0|4.984064981|-273.7513925|-0.0925710269999999|-1273.22339|-0.006053652|1.0|-0.004409693|1.0|0.000518|-53.0|-0.005006707|6.1403
