molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
12h_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|0.046965756|-0.00737961|-0.06631353|2|0.0|-0.391119352|0.001698966|10.31162898|1|0.002064369|-0.120380857|0.669561738|0.831176513|0.008644634|-0.1240820219999999|0.888213143|0.763568404|-0.083127678|-0.09907575|-52.88851758|11.06352871|-0.038417127|-40.10503079|0.0|0.7979748729999999|-1.882439244|-24.44221903|63.95204629|0.468446216|-1197.668733|2268.811589|-15.55093031|0.202025127|15.1759206|0.881277172|-761.9955851|30.63031164|0.015886049|-379.1625034|618.6004214|10.10721793|1.0|1.0|0.0|4.63|0.14|-6.9|4.25|3.18|81.65|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|0.0|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1675.011389|-1674.977665|672.54|1132.06|353.22|0.1878|246.54|518.06|0.68543|155.0|-0.14889|-0.2023599999999999|0.03372393|3.4138|8065.0
28_a47|0.0|0|1|1|0.0|0.0|6.842683282|0|1.408016295|-0.053792245|-0.009689834|-0.23494583|2|1.121067445|-0.436042548|-0.00496711|10.95058275|1|-0.010153352|-0.126992366|0.635684951|0.832144916|-0.175007067|0.074217097|0.896193695|0.605349345|-0.1132830309999999|-0.106779291|-67.33744077|15.50250691|-0.038135461|-37.72858603|83.61576722|0.65225927|-1.601689367|-22.66839387|82.83994768|0.472690874|-952.0725426|1337.037733|-13.47449501|0.34774073|14.91533234|0.8964208090000001|-565.9287905|34.75365534|0.031626405|-181.0112167|428.5826478|18.79929562|0.0|1.0|1.0|3.08|0.05|-6.92|2.49|3.84|98.72|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|-7.22|0.0|1.0|2.4|-3.66|0.000214|0.0816|0.000217|1.97|0.0|0.0|4.59e-05|-0.05471|3675.0|3.51|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|0.2996|337.37|461.73|0.69002|0.2996|-0.15049|-0.2052|0.03698465|8.17|7.6
19i_a38|0.0|1|0|0|3.169368622|0.0|7.412764017000001|2|0.0|-0.125335237|-0.008447598|-0.115864198|2|0.0|-0.4561702689999999|-0.074033381|10.96052467|1|-0.004358975|-0.250781298|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.747158407|-0.08347616|-0.113250303|-51.15830416|13.83587388|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-2.038505453|-24.98593175|64.99417804|0.444551315|-1249.2965869999998|2335.0953870000003|-15.31261014|0.258076158|12.04523072|0.800346329|-765.6305068|33.67721904|0.022159015|-296.5257022|593.6088758|13.5801364|1.0|1.0|1.0|4.8|0.14|-7.12|3.55|3.11|81.23|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|-6.81|0.0|1.0|3.04|-4.33|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|0.2156|217.36|457.26|0.69267|0.1886|-0.14872|-0.2052|0.03110827|8.6365|7.9031
9h_a24|0.0|1|0|0|2.916716427|0.0|7.153833802|0|1.726213624|-0.203768024|-0.002864393|2.01e-05|2|0.0|-0.105982525|-0.209618231|10.96661419|2|0.012380829|-0.047269812|0.687815726|0.78742035|0.183289617|-0.004960317|0.859720539|0.883775278|-0.060337884|-0.0687348109999999|-28.52000725|8.724425117000001|-0.026280957|-15.35662744|1.773520599|0.572371258|-0.8935525440000001|-12.42226332|37.24443236|0.477589721|-422.3569529|768.1954692|-5.871651668999999|0.427628742|11.11300329|0.914204295|-199.6361567|21.70315707|0.031789952|-68.41568372|295.8603625|15.02620893|1.0|0.0|1.0|2.84|0.0|-6.05|2.42|2.72|72.28|82.17|0.0|1.0|3.0|-2.83|22.0|4.0|-6.85|0.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|1.7|0.0|0.0|0.000258|-0.0435399999999999|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|831.92|285.43|0.3844|239.63|363.48|0.61928|0.0073|-0.18239|-0.22593|0.0305020989999999|7.7741|7.1135
9d_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|1.839557351|0.007834411|-0.003961493|-0.022152094|0|0.89023715|-0.146575228|0.15723868|10.3119722|2|0.010101686|0.019621984|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.8221990920000001|0.941627612|-0.060319196|-0.071656839|-31.08478865|5.539796446|-0.031613312|-19.03015798|50.47044708|0.8664205709999999|-1.074852592|-16.29154841|36.6245851|0.467275972|-553.912646|336.6614768|-8.395657932|0.133579429|15.06105494|0.87714454|-285.4523697|18.80327978|0.0087217999999999|-377.6610668|346.9019309|4.49467719|1.0|1.0|0.0|3.25|0.06|-7.0|5.2|5.09|58.43|91.71|0.0|1.0|2.0|-6.13|22.0|2.0|-4.62|0.0|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|2.23e-06|5.16|0.0|0.0|3.3e-05|-0.06906|4.6073|4.7|3.3464|-1677.551678|-1677.540538|542.19|892.69|370.51|0.4888|269.1|446.84|0.69986|0.4025|-0.13875|-0.20781|0.01113991|7.9502|6.9706
47t_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|0.1115820769999999|-0.0128248239999999|-0.161517185|0|0.0|-0.756664598|-0.011641394|10.94702032|0|-0.004985656|-0.104274108|0.704602886|0.750103977|0.005590928|-0.074774521|0.796935152|0.67203319|-0.119202068|-0.103295568|-79.78154029|9.415011332|-0.040580402|-46.27207168|78.43695402|0.804531523|-2.272502492|-27.16032544|89.19655162|0.49779009|-1520.978225|1326.524873|-18.17831387|0.195468477|17.48280476|0.991199259|-1017.985577|33.75918118|0.016238994|-407.6438346000001|747.6927426|10.86870356|0.0|0.0|0.0|3.86|0.15|-7.51|2.6|2.93|110.56|129.21|0.0|1.0|7.0|-5.58|33.0|4.0|-6.46|0.0|0.0|2.15|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|3.57|0.0|0.0|1.36e-05|-0.06822|3.1164|9.4|3.1164|-1470.873743|-1470.836067|703.76|1218.95|397.84|0.5502|397.84|601.36|0.6895100000000001|0.5502|-0.12692|-0.19514|0.03767603|9.6938|6.1068
5_a15|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.222657379|-0.008878343|-0.044921287|2|0.0|-0.54157893|-0.0156037999999999|10.95880662|0|0.003194793|-0.28098676|0.8384601770000001|0.704479781|0.092692253|0.020920163|0.74438723|0.8740541479999999|-0.06128567|-0.0989946469999999|-45.57134103|24.25353664|-0.0273088679999999|-54.73655332|64.12413387|0.5089899720000001|-1.583914356|-20.30656983|69.82487767|0.486150431|-1177.78105|2179.757502|-15.09973885|0.491010028|15.1701491|0.946094849|-875.7848531999999|39.89581513|0.036380071|-13.36968593|779.0599798999999|27.05181494|1.0|1.0|1.0|3.79|0.15|-9.65|4.92|6.01|74.73|127.97|0.0|1.0|8.0|-6.16|33.0|6.0|-5.55|1.0|1.0|4.29|-5.66|6.86e-07|0.000304|2.18e-06|4.86|0.0|0.0|9.970000000000001e-08|-0.03714|4.3299|4.36|3.6257|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|286.35|629.67|0.70244|0.0199|-0.14839|-0.18553|0.03640044|6.35|7.8861
12ab_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.026189286|-0.008528077|-0.030346359|2|0.0|-0.520212725|0.038312857|10.31162784|1|0.005111479|-0.207153446|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0.7997534890000001|-0.082740301|-0.1008879709999999|-58.23149599999999|22.23130678|-0.031859359|-49.97135112|0.0|0.603952976|-1.815983471|-22.42218278|80.46280277|0.461207954|-1278.064418|2618.234172|-15.78042667|0.3960470239999999|15.6704374|0.856003642|-899.4843201|37.1257096|0.030534507|-146.321375|792.3440337000001|21.48976996|1.0|1.0|1.0|4.87|0.21|-6.83|3.94|2.63|100.11|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|0.0|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|613.7|0.68324|0.1511|-0.14772|-0.19672|0.03368522|7.4968|7.7825
14_a47|0.0|1|1|1|2.871076328|0.0|6.605297921|0|0.0|-0.126490693|-0.006070958|-0.136491228|2|1.484493371|-0.2306964|-0.01670074|10.95058279|1|-0.006335783|-0.061837113|0.5975877820000001|0.777675668|-0.085385518|0.050943962|0.8467634620000001|0.681598464|-0.093553938|-0.094132436|-47.18187618|10.1400648|-0.034963476|-23.9422834|0.0|0.664709719|-1.223721666|-17.63306222|57.32194098|0.474828277|-617.1571777|670.2518865000001|-8.892848121|0.335290281|13.15643085|0.904139078|-311.2496842|26.52746264|0.028057496|-166.1354667|310.8026328|14.15018248|1.0|0.0|1.0|2.78|0.0|-7.79|3.97|4.88|66.49|86.58|0.0|1.0|3.0|-3.97|24.0|5.0|-6.21|0.0|1.0|3.16|-4.13|0.000108|0.0349|7.46e-05|2.91|0.0|0.0|5.27e-06|-0.06057|3.9671|2.64|3.9671|-1127.737484|-1127.700693|519.55|849.76|312.53|0.2452|312.53|375.43|0.68345|0.2452|-0.16377|-0.22434|0.03679054|3665.0|8.1
5_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.166832955|-0.196773454|-0.001215982|0.02257929|2|2.189593648|-0.0607990979999999|-0.050389825|10.92992834|1|0.0111310589999999|-0.076189222|0.655087104|0.767615203|-0.165454845|-0.229773463|0.820886786|0.943148502|-0.050732198|-0.0681917309999999|-27.26045038|4.324106888|-0.025201292|-19.68930579|46.53110402|0.807351587|-1.159259431|-13.54166762|31.58455727|0.413773331|-622.9167106000001|1896.178084|-7.276482574|0.192648413|9.823391314|0.7058248159999999|-334.71819839999995|16.77294978|0.009538616|-330.3047347|518.5792364|5.125482045|1.0|1.0|1.0|3.27|0.23|-7.96|4.89|4.67|43.6|104.89|0.0|1.0|3.0|-4.57|26.0|3.0|-5.57|0.0|1.0|3.89|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|3.95|0.0|0.0|3.71e-06|-0.04892|4.8582|3.71|4.0239|-1069.27374|-1069.251223|595.55|1013.0|308.12|0.1106|255.2|421.24|0.6019899999999999|67.0|-0.16965|-0.21857|0.02251645|3.1619|7.1487
12q_a30|0.0|0|0|0|0.0|-4.76444841|7.412764017000001|2|0.0|0.144208934|-0.015322396|-0.27228842|2|0.0|-0.873376576|0.004165554|10.31162828|1|-0.004395528|-0.226973911|0.613786308|0.816138015|0.01661722|-0.032887649|0.867367115|0.845745827|-0.087348134|-0.115589613|-59.52322773|10.07866809|-0.045799658|-53.67653794|0.732186841|0.820640722|-2.427381881|-31.21009417|69.60189582|0.473741611|-1654.134991|2844.418547|-21.2680622|0.179359278|13.96052394|0.900207238|-1127.2072970000002|38.03137394|0.016579022|-437.0000797|696.6414817000001|11.29774462|1.0|1.0|0.0|4.73|0.17|-7.18|4.43|4.78|90.88|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|0.0|3.19e-05|-0.05105|5.0573|5.52|3.4834|-1988.033527|-1987.999444|713.16|1214.92|355.93|0.1817|245.16|537.96|0.68516|0.1515|-0.14792|-0.19897|0.03408298|6.821000000000001|7.4449
20_a31|0.0|1|1|1|3.3852303|0.0|7.765993078999999|0|0.0|0.0469387759999999|-0.009722467|-0.057200812|0|2.114008068|-0.476400874|-0.020082435|10.31100269|3|-0.001662219|-0.1534110109999999|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7954270659999999|-0.085849869|-0.110195543|-53.79798102|12.1160662|-0.033537774|-43.27297051|75.10345696|0.710707042|-1.542737604|-21.01650877|65.91404723|0.464597945|-966.7594033|1758.762093|-13.1700345|0.289292958|15.48343758|0.86775525|-605.8215871|29.5712685|0.019624081|-264.0799235|557.1050635|12.29746712|1.0|1.0|1.0|3.46|0.26|-7.65|6.49|4.38|140.04|110.47|1.0|1.0|7.0|-5.91|27.0|4.0|-6.39|1.0|1.0|3.6|-4.44|1.24e-06|0.000493|3.66e-05|3.29|0.0|0.0|8.86e-06|-0.06065|3.5381|4.78|3.5381|-1880.768349|-1880.734655|666.67|1113.19|350.43|0.2011|350.43|560.67|0.7036600000000001|0.2011|-0.1483|-0.20895|0.0336943|4.9218|8.0862
47c_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|0.02368001|-0.007068829|-0.048726885|0|0.0|-0.537230966|-0.058748345|10.94702285|0|0.002674691|-0.320309303|0.784328127|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0.8128616409999999|-0.0715759629999999|-0.094000037|-57.54296759|12.75381432|-0.0321917939999999|-60.75445536|103.416376|0.7489981509999999|-2.350000928|-25.88035487|70.29678191|0.489290189|-1889.265906|2027.892739|-20.80632033|0.251001849|18.73268473|0.958059115|-1518.861384|34.55329606|0.016406766|-400.3604527|1167.054827|13.19009806|1.0|0.0|1.0|4.61|0.3|-9.18|2.84|2.87|97.76|154.77|1.0|1.0|12.0|-5.73|38.0|4.0|-6.61|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|8.12e-06|3.98|1.0|1.0|3.42e-07|-0.0449|3.1096|7.72|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|398.71|790.07|0.6983199999999999|0.5869|-0.12841|-0.17331|0.03115159|3.8573|8.5229
8e_a12|0.0|0|1|1|0.0|0.0|6.803505258|1|1.873617728|0.050021617|-0.006350143|-0.049397555|2|2.197856963|-0.330207456|-0.087658302|10.94458094|1|0.005744805|-0.136145064|0.83954453|0.761892879|-0.036433876|-0.051240735|0.815412281|0.939627917|-0.05202522|-0.087795345|-29.79080011|8.884082475|-0.031094185|-28.78776717|0.0|0.7112578709999999|-1.492520871|-17.80522313|38.67488258|0.45384745|-854.6507103|2112.908299|-10.19566754|0.2887421289999999|11.80358346|0.830990262|-489.392042|25.03342862|0.019545275|-241.94192880000003|561.9859171|11.19206011|1.0|1.0|1.0|4.11|0.14|-7.93|3.34|2.68|55.1|117.04|0.0|1.0|3.0|-4.37|28.0|4.0|-6.03|0.0|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|3.53|0.0|0.0|4.34e-06|-0.05739|5.247999999999999|3.45|3.3044|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|236.25|481.04|0.6954899999999999|0.2252|-0.13599|-0.19338|0.02580783|1.9327|6.2306
27_a47|0.0|0|1|1|0.0|0.0|6.842683282|1|2.041063341|-0.160399235|-0.003631596|0.006768957|3|1.807806182|-0.207000956|0.0427469459999999|10.95005714|1|0.002350172|-0.157688306|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|0.846469886|-0.0630454209999999|-0.079484997|-40.35526807|10.56549582|-0.028494622|-32.56705871|3.180329084|0.700732763|-1.510214943|-18.2393594|50.9207639|0.475450742|-966.6860481|2181.236691|-11.67498331|0.299267237|13.50334344|0.906398657|-618.7741154|26.02898047|0.018969968|-256.9774086|682.9868225|12.14264461|1.0|0.0|1.0|3.37|0.26|-8.82|4.18|5.07|67.66|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|0.0|1.0|3.91|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|0.0|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|517.82|0.69381|0.1839|-0.1578|-0.21594|0.02633483|5.2214|5.6
8e_a46|0.0|0|0|0|0.0|0.252655541|7.727094485|1|2.161814059|-0.205882192|-0.001015139|0.000950213|2|0.0|-0.046696417|-0.184317354|10.96411233|1|0.0123581919999999|-0.135984209|0.669602597|0.789844634|-0.241393458|-0.024620704|0.837678812|0.921352352|-0.053352779|-0.065982313|-27.16690715|4.876083942|-0.023017086|-17.10778729|53.05984592|0.7492419109999999|-0.989734694|-11.72015869|32.04299109|0.444693313|-503.9668235|1415.320228|-5.967832774|0.2507580889999999|9.911785304|0.8008066970000001|-256.61680930000006|15.64268965|0.011830243|-253.8248986|426.71841|6.023886838999999|0.0|0.0|1.0|3.21|0.32|-6.67|4.09|3.9|43.6|91.93|0.0|1.0|2.0|-3.59|23.0|3.0|-6.02|0.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|9.15e-05|3.01|0.0|0.0|6.57e-05|-0.03175|4.5092|3.0|4.5092|-954.9296396|-954.9056294|552.99|933.3|274.96|0.2162|274.96|457.96|0.6967|0.2162|-0.18835|-0.2201|0.024010215|3.7755|6.3915
9g_a24|0.0|1|0|0|2.931798469|0.0|7.273092596000001|0|1.7647373919999998|-0.318471716|-0.00106361|0.001126633|2|0.0|-0.0425444|0.070915465|10.96318169|2|0.013119312|-0.049325609|0.683676657|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0.8671367529999999|-0.064835725|-0.065668047|-32.080056199999994|9.283063574|-0.021297745|-16.07665151|0.0|0.4819264479999999|-0.788016565|-10.53790724|41.36311977|0.427531635|-389.9025677|1196.910121|-5.214049137|0.518073552|10.69818114|0.746821416|-192.9198181|21.8662148|0.033884884|17.88521849|341.3207334|16.76589519|0.0|0.0|1.0|2.8|0.06|-6.43|2.91|2.93|72.28|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|-7.17|0.0|0.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|0.0|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|236.07|400.47|0.64993|0.1023|-0.17806|-0.21391|0.032630457|4.4131|7.1675
12ao_a36|0.0|1|0|0|3.477902101|0.0|7.412764017000001|2|0.0|-0.058597382|-0.007081548|-0.065314765|2|0.0|-0.410729809|-0.113963585|10.94919858|1|0.003724542|-0.1619981409999999|0.90500247|0.82626942|0.040831815|-0.05785124|0.8800240009999999|0.832582759|-0.077866573|-0.1019516769999999|-51.52001456|11.76697353|-0.03775988|-44.63177966|0.0|0.7820981779999999|-2.039033535|-24.98362913|63.28698809|0.462968912|-1349.115973|2298.760179|-16.53028876|0.217901822|16.33039817|0.8620895909999999|-892.6355932|31.9443643|0.016708791|-373.2975961|698.847203|11.05528527|1.0|0.0|0.0|4.87|0.12|-7.01|3.62|2.42|69.2|133.84|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|0.0|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|0.0|3.94e-05|-0.05455|4.6597|3.83|3.4743|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|266.08|548.59|0.7045|0.0033|-0.14207|-0.19662|0.03244719|7.447999999999999|7.5229
8_a15|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.208657545|-0.009853404|-0.044406425|1|0.0|-0.5025236129999999|-0.010146469|10.95880707|0|0.003160815|-0.295062413|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.853896482|-0.071552706|-0.118293578|-41.7821007|19.65860939|-0.028969856|-40.33569847|55.99586988|0.519427411|-1.419522941|-16.91650111|61.44071008|0.389723411|-828.9085544|1919.535904|-9.878130237|0.480572589|9.984825987|0.638601279|-484.0283816000001|32.56759415|0.035495625|-22.68867482|532.0914339999999|20.72712321|1.0|1.0|1.0|3.14|0.19|-7.57|3.9|4.95|61.84|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|0.0|1.0|3.76|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|0.0|9.86e-06|-0.02723|4.4346|3.36|3.7426|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|279.58|538.51|0.70524|0.0155|-0.1558|-0.18303|0.01719864|1.4589|6.9666
25b_a34|0.0|0|0|0|0.0|0.0|7.412764017000001|1|1.94553288|0.133975789|-0.015658012|-0.0929479709999999|1|0.0|-0.861190687|-0.112970844|10.95957635|1|-0.000223677|-0.435821207|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0.656573108|-0.1030760719999999|-0.137924163|-64.37123451|18.82143547|-0.042438204|-53.79083879|49.2835599|0.76274549|-2.206786613|-26.50275222|83.19266998|0.419904835|-1378.143115|2671.608537|-16.55102732|0.23725451|11.00434095|0.723855085|-860.6534206|34.74652105|0.019067452|-328.1702779|595.8522372|11.90766609|0.0|1.0|1.0|3.53|0.29|-6.42|2.63|3.03|90.3|108.21|0.0|1.0|7.0|-3.82|29.0|5.0|-7.07|0.0|0.0|2.58|-3.69|0.00015|59.0|0.000202|2.29|0.0|0.0|0.00015|-0.03539|4.2253|5.06|4.2253|-1313.388114|-1313.361559|668.48|1136.16|293.43|0.2259|293.43|562.84|0.6925600000000001|0.2259|-0.17564|-0.21103|0.02655501|9.0174|5.6819
19j_a38|0.0|1|0|0|3.235947106|0.0|7.412764017000001|2|0.0|-0.089207643|-0.007976154|-0.04575843|2|0.0|-0.438688445|0.003554228|10.95429182|1|-0.002443797|-0.20848518|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.908721232|0.8071763829999999|-0.0844479869999999|-0.108006563|-57.80349365|17.15233756|-0.038119963|-50.60340201|29.18585028|0.714369845|-1.944118135|-26.09259418|74.95583121|0.408533267|-1330.722303|3109.238056|-17.86002424|0.285630155|12.69084117|0.6907121629999999|-910.8612362|36.5253298|0.023555355|-293.4664598|640.025745|16.123318700000002|1.0|1.0|1.0|4.81|0.13|-6.92|3.17|2.42|105.02|130.41|0.0|1.0|5.0|-4.35|32.0|5.0|-7.13|0.0|0.0|2.44|-4.12|4.46e-05|19.0|7.55e-05|2.5|0.0|0.0|5.14e-05|-0.06447|6.0361|3.23|3.6886|-1424.426858|-1424.390074|686.26|1163.3|336.13|354.0|205.41|533.97|0.69435|0.2625|-0.15182|-0.21629|0.03678378|14.4895|8.1146
9h_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|1.7679629630000002|0.014753178|-0.009041931|-0.126968715|0|0.814591837|-0.343593366|0.133376308|10.31197223|2|0.003099029|0.08305063|0.778613709|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|0.864310149|-0.09201708|-0.095803029|-46.04148264|6.199629554|-0.041058441|-23.98506758|0.0|0.863884935|-1.437045429|-20.54391962|52.2411122|0.482124665|-719.0371868|418.2915223|-10.27931468|0.136115065|13.366649|0.930966649|-359.7760137|23.78085181|0.011321157|-364.1454816|336.23227030000004|5.664631335|1.0|1.0|1.0|3.3|0.11|-6.51|4.59|4.44|67.66|93.19|0.0|1.0|3.0|-5.65|23.0|3.0|-5.06|0.0|1.0|4.06|-5.12|2.23e-06|0.000716|7.6e-06|4.51|0.0|0.0|9.93e-05|-0.05991|4.2372|3.9|3.3675|-1293.174246|-1293.151333|526.38|868.84|368.18|0.3851|292.61|410.18|0.69809|0.2721|-0.14047|-0.20038|0.02291279|2841.0|5.4001
7_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|0.198126776|-0.008855374|-0.106234254|2|1.989724777|-0.327648836|0.054347129|10.3116226|1|-0.006696449|0.036673175|0.881253042|0.790667152|-0.224253635|0.0507482109999999|0.8632654590000001|0.782294598|-0.1034274319999999|-0.096448591|-51.18177092|4.804535747|-0.036877402|-23.61864737|76.07607751|0.7992146109999999|-1.253831681|-18.2490344|55.98630667|0.3987206729999999|-620.4671695000001|1952.029549|-9.030659289|0.2007853889999999|8.644978051|0.663120542|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|353.7528308|7.422807617|1.0|1.0|1.0|3.02|0.0|-7.48|4.96|4.66|92.93|95.5|0.0|1.0|2.0|-5.44|23.0|3.0|-5.68|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|0.0|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|360.06|0.1926|210.68|362.61|0.69224|0.1262|-0.14816|-0.21219|0.03103579|3.9813|5.9901
8a_a31|0.0|1|0|0|3.28085223|0.0|7.765993078999999|1|0.0|-0.039027368|-0.015034136|-0.158899731|0|0.0|-0.586331322|-0.135144546|10.31170053|2|-0.009293513|-0.094359203|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0.594139864|-0.122293189|-0.136459435|-60.46233433|18.56711239|-0.0416959379999999|-33.35560699|465.4559302|0.666437359|-1.501053781|-20.61467025|79.02944672|0.4512945479999999|-742.1281291|1443.955093|-10.19199103|0.333562641|10.63792161|0.822471411|-366.9116769|30.93264504|0.030052065|-164.57484340000002|324.7430642|14.85788369|0.0|0.0|1.0|3.34|0.2|-5.33|4.16|2.54|114.29|83.83|0.0|2.0|3.0|-3.57|22.0|5.0|-7.11|0.0|1.0|2.13|-3.11|0.000269|0.0846|0.000773|1.56|0.0|0.0|0.00145|-0.02993|3.8097|1.53|3.8097|-1347.541429|-1347.507102|538.75|872.11|325.45|0.2604|325.45|396.15|0.7027100000000001|0.2604|-0.1587599999999999|-0.18869|0.03432763|5.3042|6.1024
