molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|RPSA|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
14a_a22|0.0|0|0|0.0|0.0|6.842683282|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.005757758|0.036467904|-0.097476465|-0.360663314|2|0.7392451729999999|-0.027029438|0.655865336|1|0.864077619|-0.062215607|0.490491034|-55.51601021|0.135922381|92.61079081|-0.031338217|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|0.446584227|2885.858295|588.739773|2169.870866|-14.54840956|0.299209593|8.052850876|0.8069597009999999|-756.5172972|0.021742777|1584.38271|14.81445329|1.0|1.0|1.0|1.0|3.42|2.86|3.87|4.31|85.59|1.73|0.0|124.05|0.0|6.0|-4.65|-6.61|420.47|1.0|-4.68|0.00881|3.18|0.0|6.1e-10|5.0653|3.5707|-1368.35698|-1368.321586|1191.81|347.23|534.87|0.45928|0.63156|-1368.075682|0.0578|-0.15029|4.9775|-0.21174|-1368.13858|38.0|7.4202|7.4202
17_a4|0.0|0|0|0.0|-4.533317957|7.535296702|1.219995452|-0.188642713|-0.006491052|5.4161004020000005|1|-0.01849014|0.0|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.392770755|1|0.772721853|-0.12969185|0.484393047|0|0.888791225|-0.0887214819999999|0.332034943|-46.06264282|0.111208775|57.34712812|-0.042181562|0.0|0.861696586|-1.5185362180000002|-23.59250328|0.4440629029999999|2351.601697|458.3237652|1658.726841|-11.21677197|0.138303414|5.923504372999999|0.798764653|-403.8037909|0.012827738|908.7478594|6.61489113|1.0|0.0|0.0|0.0|3.31|2.94|4.59|6.26|30.71|3.66|0.0|85.09|0.0|3.0|-4.36|-5.56|345.29|1.0|-4.81|0.00532|4.01|0.0|2.74e-07|4.3363|4.3363|-1255.994721|-1255.968357|873.5|285.92|413.28|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|-1255.932407|877.0|6057.0|6057.0
14e_a23|0.0|0|1|0.0|-4.45581912|7.423568444|1.197957573|0.059967018|-0.008865361|5.351858133|2|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|-0.009871698|2|0.001951778|0.072830644|-0.07256543|-0.5232404310000001|2|0.791790895|-0.014216155|0.5415996160000001|1|0.925392058|-0.073376247|0.267882223|-62.2612068|0.074607942|51.92870134|-0.03935934|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|0.49543439|3255.313968|644.0923882999999|2428.874279|-19.06744972|0.203474128|8.020794334|0.981902808|-953.3724859|0.017954325|1719.6510460000002|12.49658915|0.0|1.0|1.0|1.0|3.54|3.62|4.42|6.19|105.02|3.82|1.0|125.29|0.0|6.0|-6.38|-6.06|479.48|0.0|-5.79|0.000773|4.46|0.0|5.94e-09|3.7033|3.7033|-1966.96594|-1966.943431|1209.58|334.8|571.39|0.63922|0.63922|-1966.720803|0.3178|-153.0|3.7696|-0.2342199999999999|-1966.785007|3.0|8.5214|8.5214
17c_a50|0.0|0|1|0.0|0.0|7.934155233999999|1.347835869|-0.212075666|-0.002676029|5.82008293|2|0.021572081|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|-0.120904775|2|0.012222674|0.034485992|-0.233451925|-0.2256811219999999|1|0.774994313|-0.212611846|0.728169863|1|0.89719894|-0.051905615|0.446454378|-50.69922125|0.10280106|70.72462009999998|-0.021745577|94.15397246|0.569750429|-1.32648017|-24.567468100000003|0.49503436|2951.495914|617.2509739|2014.72331|-10.29240792|0.430249571|8.310163601000001|0.98033276|-627.8368834|0.0232952879999999|1601.729346|16.02658985|0.0|1.0|1.0|0.0|4.12|3.61|3.59|3.53|61.0|1.91|0.0|134.28|0.0|6.0|-3.8|-6.96|440.54|0.0|-4.43|0.0165|2.86|0.0|1.6100000000000005e-07|4.2397|4.0432|-1411.187392|-1411.157813|1289.05|306.65|596.23|0.63122|0.66213|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|-1410.902767|69.0|7.1612|7.1612
14a_a5|0.0|1|0|2.948727373|0.0|6.605297921|1.226142247|-0.056730193|-0.0053665219999999|4.59511985|3|-0.132625457|0.0|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|0.003668464|-0.213526163|-0.010147323|-0.36152442|2|0.79661948|0.047169811|0.71006207|0|0.7909255559999999|-0.080875277|0.4398855029999999|-53.20786056|0.209074444|141.38542919999998|-0.0271808479999999|55.04914434|0.629783335|-1.494946644|-36.98479273|0.470085022|2836.468636|534.8590069|1315.573182|-12.42997952|0.370216665|8.424031251|0.88709518|-683.6488737000001|0.024411136|1605.23357|16.50789498|0.0|1.0|1.0|2.0|3.24|2.41|4.56|4.38|92.79|1.37|0.0|123.0|0.0|6.0|-4.15|-7.08|425.48|1.0|-4.22|0.0256|2.55|0.0|1.45e-09|4.1501|4.1501|-1390.592722|-1390.546425|1195.01|298.75|508.64|0.65789|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|-1390.352729|112.0|6.9508|6.9508
13c_a5|0.0|1|0|2.944180713|0.0|6.605297921|1.377702625|-0.2071929139999999|-0.005082338|4.59511985|3|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|0.006110714|-0.017427549|-0.092592608|-0.324868153|2|0.770478689|-0.033833834|0.6775573359999999|0|0.80019672|-0.077308234|0.4148662979999999|-50.50012762|0.19980328|131.7396496|-0.025039414|51.93687546|0.551328235|-1.302049531|-33.60884086|0.46617977|2793.480751|527.6071331999999|1235.709541|-10.8855893|0.448671765|8.492261628|0.873289814|-566.0506435|0.0302745689999999|1557.152554|19.96143955|0.0|1.0|1.0|1.0|3.13|2.58|4.23|3.29|84.0|1.16|0.0|120.88|0.0|5.0|-3.55|-7.28|411.46|1.0|-3.96|0.0446|2.15|0.0|8.170000000000001e-09|4706.0|4.2145|-1351.274441|-1351.2369640000002|1153.36|294.18|513.33|0.41594|0.51479|-1351.008469|0.1666|-0.17324|2.3276|-0.22939|-1351.067237|123.0|6.9101|6.9101
36_a18|0.0|0|0|0.0|0.0|7.03438793|1.25117638|0.050448408|-0.006407141|4.844187086|1|-0.05224259|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|0.000825855|-0.079553246|-0.079721028|-0.493920601|0|0.741135729|0.0059061|0.721836103|0|0.804293867|-0.07777765|0.3847791889999999|-56.82615305|0.195706133|139.3536816|-0.031922305|83.34177364|0.812056067|-2.074949798|-39.43509046|0.4751830729999999|2979.013751|572.70209|1547.485543|-16.1853561|0.187943933|9.560644525|0.905426346|-1052.048147|0.0123136069999999|1819.430996|8.767974776|1.0|0.0|1.0|3.0|4.19|0.0|3.73|2.96|85.29|3.13|1.0|146.24|0.0|7.0|-5.68|-6.18|466.57|1.0|-5.28|0.00242|4.18|0.0|6.87e-10|3.1908|3.1908|-1493.686737|-1493.661092|1350.57|388.57|636.33|0.69372|0.69372|-1493.266344|0.4674|-0.13133|1.9944|-0.18124|-1493.333297|32.0|7.4949|7.4949
23_a10|0.0|0|0|0.0|0.0|7.535296702|1.34383709|-0.12979844|-0.00264793|5.4161004020000005|2|-0.031558374|1.981673861|-0.17741132|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.130679|-0.233801237|2|0.754150918|-0.043248272|0.706648116|1|0.915208645|-0.049653973|0.535680357|-51.27837225|0.084791355|60.05816353|-0.02685653|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|0.485561757|3103.831885|648.2471057|1945.384475|-13.47382337|0.238800348|8.755988318|0.943867925|-835.377049|0.013394095|1549.399766|9.487107794|1.0|1.0|1.0|0.0|3.8|4.13|5.11|5.81|56.07|2.99|0.0|139.11|0.0|6.0|-5.38|-5.93|461.56|1.0|-5.7|0.000923|4.48|0.0|1.44e-10|3.8034|3.8034|-1470.1960279999998|-1470.166163|1336.11|325.98|606.18|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|-1469.902562|0.75|6.1249|6.1249
12f_a36|0.0|1|0|3.50900085|0.0|7.412764017000001|1.297042537|-0.066269699|-0.006773586|5.351858133|2|0.10938259|0.0|-0.40641518|0.003676818|0.012286423|10.95389399|-0.06756661|1|0.0045625|0.182557897|-0.101854847|-0.438198895|1|0.821599443|-0.1188384119999999|0.857993338|0|0.8435569079999999|-0.071035495|0.3416917479999999|-66.16123807|0.156443092|103.2191714|-0.035813075|0.835268043|0.7803018709999999|-2.00553221|-30.92312428|0.464240353|2770.818472|556.5681681|2380.393255|-15.59012402|0.219698129|7.416874811|0.8665086190000001|-873.0469447999999|0.015685228|1695.785708|10.34891518|1.0|0.0|0.0|2.0|4.94|0.0|3.62|2.45|69.2|2.45|0.0|133.52|0.0|6.0|-4.61|-6.33|409.49|0.0|-4.57|0.0109|3.47|0.0|4.38e-08|5.2106|3.6545|-1311.57896|-1311.550167|1195.77|339.27|545.55|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-0.20046|-1311.345557|11.0|7.9586|7.9586
17e_a50|0.0|0|1|0.0|0.0|7.934155233999999|1.320916122|-0.153175103|-0.0020746479999999|5.82008293|2|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|10.94500663|-0.114420412|2|0.012372059|-0.017965698|-0.1949741189999999|-0.229030473|1|0.7409645029999999|-0.202197068|0.736221185|1|0.930108205|-0.046347299|0.4239465089999999|-50.7956915|0.069891795|48.62532158|-0.02665495|86.98647608|0.803671114|-1.67926185|-22.43349867|0.489797496|2883.936138|647.0975667|1981.934841|-12.90180444|0.196328886|8.52101688|0.960006062|-812.8136797000001|0.010255676|1453.705234|7.135108233|0.0|1.0|1.0|0.0|4.18|4.23|4.23|4.68|51.77|2.91|0.0|138.0|0.0|6.0|-4.87|-6.08|438.57|0.0|-5.18|0.00288|4.08|0.0|4.63e-08|4.2373|4.0298|-1375.295877|-1375.268259|1312.91|307.67|602.89|0.6322800000000001|0.66478|-1374.927998|0.1785|-0.16649|6.7175|-0.19805|-1374.992422|155.0|6.8097|6.8097
17f_a50|0.0|0|1|0.0|0.0|7.934155233999999|1.349854916|-0.2208117919999999|-0.002205848|5.82008293|1|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|0.0129274519999999|-0.275290802|-0.247590736|-0.204651539|1|0.7851209440000001|-0.2257632789999999|0.7241275009999999|1|0.911458734|-0.047333916|0.333180181|-46.03121141|0.088541266|54.44410182|-0.026836447|82.90209608|0.721122105|-1.422331714|-17.89709978|0.472769049|2582.272632|560.4567739|1929.981543|-10.14694362|0.278877895|7.200480876|0.896702|-537.7880119|0.01617809|1212.822364|9.947921993|1.0|1.0|1.0|0.0|3.81|2.97|2.87|3.83|51.77|2.09|0.0|116.81|0.0|6.0|-3.58|-6.64|384.48|1.0|-4.12|0.0291|2.83|0.0|4.15e-07|4.0664|4.0664|-1219.2481369999998|-1219.220465|1146.22|304.9|564.52|0.6573899999999999|0.6573899999999999|-1218.966516|0.1708|-0.16784|6.1931|-0.20148|-1219.02507|398.0|6.4001|6.4001
47l_a18|0.0|0|0|0.0|0.0|7.03438793|1.251176792|0.0340353029999999|-0.006400878|4.844187086|0|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.4925232479999999|0|0.7435044540000001|-0.0973326269999999|0.733228144|0|0.803473313|-0.08034939|0.2820044969999999|-59.6654726|0.196526687|139.7861865|-0.031456589|51.44279524|0.796109347|-2.0132216990000003|-40.65070014|0.4897655489999999|2852.093627|571.4972966|1427.032023|-15.91464944|0.203890653|9.423637134|0.959883341|-1018.537564|0.012890098|1798.711882|9.168513486|1.0|0.0|1.0|3.0|4.17|0.0|3.69|3.19|85.29|2.94|1.0|139.63|0.0|9.0|-5.26|-6.39|454.56|0.0|-4.84|0.0066099999999999|3.78|0.0|4.26e-10|3.2026|3.2026|-1455.5758039999998|-1455.5497369999998|1334.6|387.13|667.5|0.69291|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|-1455.233431|32.0|7.4949|7.4949
17_a12|0.0|0|0|0.0|0.0|6.823286122000001|0.610029543|0.132275232|-0.00864055|4.727387819|3|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.559137213|2|0.8198617429999999|-0.11976662|0.859088647|0|0.858119365|-0.069570363|0.318309599|-50.13411606|0.141880635|73.93273708|-0.035198739|0.0|0.786701219|-1.443148294|-18.89085387|0.466056241|2246.161353|447.1583691000001|1470.257187|-9.557722681|0.213298781|5.669161963|0.8728564259999999|-391.8666299|0.015049295|955.9051425|7.842053909|1.0|1.0|1.0|1.0|4.13|2.97|4.51|2.56|78.41|2.47|0.0|103.12|0.0|3.0|-4.51|-6.07|333.41|1.0|-4.24|0.0191|3.19|0.0|6.97e-08|4.4014|3.7723|-1366.804178|-1366.776169|933.62|328.67|419.49|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|-1366.689546|16.0|7.7959|7.7959
15b_a10|0.0|0|0|0.0|0.0|7.535296702|1.3438370730000002|-0.197213588|-0.002413027|5.4161004020000005|2|-0.111812184|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|0.011928706|-0.175869992|-0.174170642|-0.195505087|2|0.791078367|-0.104250125|0.7199249390000001|1|0.921918974|-0.046334564|0.697099355|-50.44100799|0.078081026|53.52386591|-0.024105015|118.6253241|0.670236374|-1.398090862|-21.77253505|0.414077981|2716.468606|631.9674549|2603.829652|-11.32690674|0.329763626|6.6940006620000005|0.706711759|-656.9605906|0.017637846|1429.912176|12.09059037|0.0|1.0|1.0|0.0|3.61|3.89|4.34|4.44|56.07|2.14|0.0|123.73|0.0|7.0|-4.35|-6.34|413.51|0.0|-4.64|0.00943|3.49|0.0|6.609999999999999e-09|5.7620000000000005|3.7625|-1317.766641|-1317.736865|1231.3|329.52|587.53|0.46711|0.68906|-1317.429772|0.1595|-0.15579|4.7752|-0.20313|-1317.4913390000002|85.0|7.0706|7.0706
16i_a32|0.0|1|1|3.352437091|0.0|7.765993078999999|0.6094207429999999|0.175604846|-0.0146198339999999|5.733341277|0|-0.056414399|2.078707411|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.098841478|-0.120440534|-0.700853898|0|0.836966894|0.009897928|0.761506727|1|0.801494708|-0.0857355019999999|0.5368697929999999|-75.01027196|0.198505292|129.7354415|-0.036726892|32.3175507|0.718964113|-1.836344582|-36.62130242|0.455596751|2770.767996|523.8261846|3450.514629|-15.6876273|0.281035887|6.848009314|0.836873682|-784.3813651|0.021112022|1669.296604|13.79800742|1.0|1.0|1.0|2.0|3.75|3.16|6.25|4.85|149.27|1.34|0.0|116.75|1.0|8.0|-7.03|-5.93|427.54|0.0|-5.09|0.0035|4.19|0.0|4.01e-08|3.6176|3.6176|-1995.307733|-1995.279632|1175.51|342.72|573.38|0.70222|0.70222|-1995.055356|0.2857|-0.14976|3353.0|-0.2002|-1995.11813|6.0|8.2596|8.2596
IN1166_a11|0.0|1|0|3.433539068|0.0|6.842683282|1.429020445|-0.089778965|-0.006882528|4.727387819|2|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.462344944|2|0.765593573|-0.067328767|0.790249345|1|0.863273559|-0.073965061|0.551933595|-61.90325275|0.136726441|94.40543077|-0.031642539|20.83871871|0.694302821|-1.6137695069999998|-35.26269962|0.463497159|2865.055175|596.0640225999999|2953.475057|-15.08551944|0.305697179|6.777827685|0.8639230290000001|-769.3614916|0.021531291|1604.859603|14.86669859|1.0|1.0|1.0|2.0|3.51|2.79|5.01|4.53|103.17|0.92|0.0|123.82|0.0|5.0|-5.11|-6.52|417.47|1.0|-4.78|0.00688|3.27|0.0|6.59e-11|4.9857|3.2827|-1347.298558|-1347.256659|1198.36|377.7|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|-1347.073528|12.0|7.9318|7.9318
8g_a8|0.0|1|0|3.073183107|0.0|7.535296702|1.39137364|-0.000475415|-0.014340328|5.4161004020000005|0|0.000966222|0.0|-0.731356723|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|-0.007047583|0.001970629|0.0794962979999999|-0.508072694|0|0.734188081|-0.0571942009999999|0.656457444|0|0.533935495|-0.136742629|0.298992226|-79.46906035|0.466064505|285.5736014|-0.052430233|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|0.479218966|2889.141422|327.1604688|2148.49832|-19.68456628|0.166939179|7.440878437999999|0.920192814|-925.1746152|0.017636126|1812.487286|10.80625499|0.0|1.0|0.0|2.0|3.31|2.96|4.11|3.89|99.34|3.01|0.0|111.38|0.0|4.0|-5.3|-6.34|417.39|0.0|-4.94|0.00483|3.53|0.0|4.01e-08|3.7495|3.7495|-1450.9549470000002|-1450.913472|1083.78|330.67|489.97|0.69221|0.69221|-1450.728709|0.3904|-0.15542|6.0697|-0.21391|-1450.787398|4.2|5.3768|5.3768
4o_a46|0.0|0|0|0.0|0.160026534|7.825245291|1.13463699|-0.24479566|-0.000627744|5.587248657999999|1|-0.2363624889999999|0.0|-0.032014955|0.010870588|-0.203025042|10.93828256|-0.06855792|1|0.010144781|-0.376106593|-0.018058762|-0.096073163|1|0.7699448320000001|-0.09492635|0.6418406720000001|0|0.950732618|-0.0648126359999999|0.372146122|-36.03345669|0.049267382|27.01882145|-0.021901697|31.19780621|0.7510206490000001|-1.051281434|-19.49276784|0.460981009|2195.436986|521.3931342|1705.3950960000002|-6.587059484|0.248979351|5.527567399|0.855222204|-316.1788552|0.0108913189999999|767.6690487000001|5.972929428|1.0|1.0|1.0|0.0|3.73|3.12|4.77|4.94|54.5|2.72|0.0|103.66|0.0|2.0|-4.91|-5.51|342.44|1.0|-4.87|0.0045899999999999|4.06|0.0|5.5e-08|4.3255|4.3255|-1070.456878|-1070.428722|1022.29|286.64|501.08|0.6843|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-0.22909|-1070.276387|162.0|6.7905|6.7905
19f_a38|0.0|1|0|3.3320764830000003|0.0|7.412764017000001|1.297044434|-0.036714749|-0.007831113|5.351858133|2|-0.008118156|0.0|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|-0.054832432|1|-0.000673716|-0.017421394|-0.101303149|-0.4288343429999999|1|0.819222745|-0.094149094|0.698414933|0|0.750875987|-0.085318318|0.488059925|-71.10679028|0.249124013|159.14822980000002|-0.037844587|12.14075726|0.734437553|-1.892229356|-34.81887413|0.453960261|2776.145209|479.6831205|2846.860803|-15.44458393|0.265562447|6.164440995|0.8313685409999999|-772.2291966|0.020733452|1645.906354|13.24517938|1.0|1.0|1.0|3.0|4.82|2.48|3.13|2.55|81.23|2.4|0.0|125.69|0.0|5.0|-4.14|-6.77|401.44|1.0|-4.17|0.0272|2.78|0.0|1.4e-07|5.3197|3.4422|-1332.190216|-1332.160846|1105.62|360.19|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.14369|5.3152|-0.20104|-1332.004601|73.0|7.1397|7.1397
4R4k_a46|0.0|0|0|0.0|0.173180233|7.825245291|1.134637098|-0.050636784|-0.0049602|5.587248657999999|1|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.7477594870000001|-0.141706595|0.784722915|0|0.890625164|-0.089699228|0.237621572|-45.72566346|0.109374836|58.20005971|-0.030434186|0.0|0.866681099|-1.4608409080000002|-25.39807111|0.465590034|2105.035168|473.9155694|1767.850427|-8.617349646000001|0.133318901|5.522208638|0.871222588|-413.632783|0.007248925|896.9115391|3.857266463|1.0|0.0|1.0|1.0|3.8|3.12|4.26|4.77|50.94|2.84|0.0|100.96|0.0|2.0|-4.82|-5.46|333.43|1.0|-4.83|0.0049299999999999|4.05|0.0|2.48e-07|5.2965|4.1392|-1053.439174|-1053.413412|994.13|299.53|490.83|0.54119|0.68404|-1053.202129|0.1008|-0.17484|1.8559|-0.19529|-1053.254911|97.0|7.0132|7.0132
1b_a5|0.0|1|0|2.881451247|0.0|6.605297921|1.4258024619999998|-0.250420203|-0.00279809|4.59511985|2|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|0.003708988|-0.220946861|0.019611905|-0.231956531|2|0.759794937|-0.054153474|0.558485747|0|0.808828623|-0.07823203|0.341795323|-38.87394276|0.191171377|96.23685048|-0.031306145|0.769931305|0.7324812509999999|-1.158327367|-19.82538668|0.474445758|2171.716467|407.1693177|919.9167129|-7.933533473|0.267518749|6.11909445|0.90275317|-293.5407385|0.019229427|796.0738116|9.680212283|1.0|0.0|1.0|1.0|2.75|1.81|4.88|4.76|54.46|2.29|0.0|90.44|0.0|3.0|-3.97|-5.99|316.33|1.0|-4.3|0.0157|3.16|0.0|4.99e-09|4789.0|4.6481|-1050.538976|-1050.506509|892.61|266.74|388.58|0.5153800000000001|0.43728|-1050.413506|87.0|-0.1892|2891.0|-0.23055|-1050.462425|59.0|7.2291|7.2291
14c_a23|0.0|0|1|0.0|0.0|7.423568444|1.197962449|0.06596946|-0.005822256|5.351858133|2|0.04174584|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|2|0.009263715|0.077009731|-0.071484865|-0.4589840189999999|2|0.793551289|-0.077808321|0.659570836|1|0.922935039|-0.0567889659999999|0.2273163289999999|-53.17009158|0.077064961|51.21382308|-0.034046252|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|0.459622824|2955.304496|613.3401089|2379.221378|-15.0359121|0.2165924689999999|7.832948614|0.8505592829999999|-706.6878684999999|0.016385474|1357.40568|10.88903141|0.0|1.0|1.0|1.0|3.4|3.6|4.0|4.67|105.02|3.51|1.0|125.29|0.0|5.0|-6.13|-6.03|445.93|0.0|-5.55|0.00126|4.21|0.0|1.02e-08|3.7031|3.7031|-2089.523959|-2089.501598|1177.63|334.81|549.86|0.56781|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|-2089.354057|2.0|8.6253|8.6253
1l_a5|0.0|1|0|2.964063799|0.0|6.605297921|1.270375394|-0.244609612|-0.00183668|4.59511985|2|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.007613233|-0.179824092|0.0271820189999999|-0.21108114|2|0.7656671279999999|-0.091849662|0.71872376|0|0.890289002|-0.068685233|0.357062421|-38.27406105|0.109710998|61.974288|-0.026512937|0.0|0.769406114|-1.219595099|-21.91725365|0.47265823|2227.730859|502.9124512|903.1631908|-8.460199385|0.230593886|7.401206343999999|0.896303416|-389.1691717|0.013054186|895.4089219|7.374136537999999|1.0|0.0|1.0|1.0|2.98|2.67|5.56|5.32|54.46|2.57|0.0|105.07|0.0|4.0|-5.04|-5.4|340.42|1.0|-4.98|0.00356|4.19|0.0|1.4800000000000003e-09|4.6403|4.3664|-1069.261615|-1069.229786|1033.47|283.95|486.81|0.45892|0.57392|-1069.047151|187.0|-0.1779|2.1987|-0.21939|-1069.101032|32.0|7.4949|7.4949
18a_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.604987543|0.045071414|-0.006673169|5.351858133|2|-0.041327798|0.0|-0.353677943|0.005050384|-0.01286191|10.31163887|-0.094932667|1|0.005458948|-0.073280844|-0.053309522|-0.452377064|1|0.7885597609999999|-0.171895425|0.7961424690000001|0|0.85918121|-0.072474599|0.294303776|-59.38972262|0.14081879|87.66676984|-0.036990859|0.0|0.7904991659999999|-1.812552105|-28.08889239|0.445995681|2721.874248|534.88346|2814.429655|-14.33650253|0.209500834|7.050626413|0.8050400790000001|-702.4886239|0.016012295|1427.458469|9.968457988|1.0|1.0|0.0|1.0|4.75|0.0|3.84|2.62|81.65|2.82|0.0|127.28|0.0|5.0|-5.28|-5.98|398.48|0.0|-4.85|0.0056|3.87|0.0|2.3100000000000002e-07|3.4712|3.4712|-1575.786909|-1575.755101|1120.46|357.18|508.08|0.69033|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|-1575.604922|25.0|7.6108|7.6108
15c_a22|0.0|0|0|0.0|0.0|6.842683282|1.42291727|-0.134137693|-0.005236206|4.727387819|2|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|0.004362505|-0.047249795|-0.0917078119999999|-0.364626967|2|0.773044788|0.010828071|0.639264982|1|0.8665852140000001|-0.067475429|0.615901609|-57.66130245|0.133414786|96.05497587|-0.0302219629999999|78.22334636|0.661775114|-1.60176404|-34.97658951|0.462157867|3079.491787|623.9175171|2092.620825|-15.66586856|0.338224886|8.626398368|0.859281634|-830.2910335|0.0248073129999999|1742.625289|17.86058304|0.0|1.0|1.0|1.0|3.49|2.85|3.9|4.18|109.38|1.08|0.0|128.77|0.0|6.0|-4.86|-6.96|445.48|0.0|-4.62|0.0107|2.9|0.0|5.269999999999997e-10|5.7361|3674.0|-1460.602657|-1460.571156|1241.07|337.46|575.8|0.30831|0.69113|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|-1460.387718|737.0|6.1325|6.1325
