molecula|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50
11_a33|1|3.221176304|0.0|0|0|0|0.609352951|0.0|-0.008708023|5.6869753560000005|-0.039406316|0|0.055664124|0.143981643|10.31100126|-0.00103193|-0.232296883|-0.393892466|0.8389087140000001|0.85401347|-0.014463304|0.921896958|-0.070841241|0.033701864|-50.94714637|16.37099833|45.43139569|69.3240686|0.0|0.552878386|-16.71585694|68.11455221|-14.98445481|0.4673066279999999|2220.315582|979.349175|-7.278840251|0.447121614|9.837729137|0.8772525659999999|217.193541|27.10262364|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|1.0|3.19|-6.23|5.77|4.13|120.17|0.89|0.0|1.0|4.0|-5.97|328.41|0.0|0.0|1.0|3.28|-4.38|0.00109|4.13e-05|0.0136|3.28|0.0|0.000194|-0.05806|3.5049|3.5049|-1669.324638|506.55|858.89|0.5408|353.74|378.1|0.70381|0.5408|-0.14132|-0.19938|4.5998|8.3188
6e_a40|0|0.0|0.0|1|1|2|0.604892975|1.75595616|-0.0148450439999999|6.401917197|-0.074872854|0|-0.15110197|0.103594243|10.30179954|-0.002992481|-0.037027769|-0.6319354389999999|0.685858263|0.8361555479999999|-0.289988439|0.8988141140000001|-0.107312598|0.015875595|-76.50178121|10.43262695|185.1473293|166.7812216|35.33106374|0.866991176|-46.34235117|84.95203628|-32.02400144|0.441911406|3075.060648|3854.417113|-21.04453212|0.133008824|12.49434084|0.791830204|87.40658058|36.93694043|-482.3355765|1588.2884390000002|587.7345677999999|1.0|0.0|1.0|1.0|3.98|-4.63|5.02|3.72|173.43|2.12|2.0|2.0|5.0|-6.09|476.98|1.0|0.0|1.0|3.68|-5.58|8.31e-06|2.6e-06|0.00124|4.4|0.0|0.0112|-0.09682|2.9549|2.9549|-2831.191706|671.95|1149.77|0.3625|419.59|537.07|0.67187|0.3625|-0.1195799999999999|-0.2164|11.5248|7.7447
12be_a36|0|3.466734143|0.0|0|2|2|1.297042758|0.0|-0.009368126|5.351858133|-0.0419484829999999|2|0.118420241|-0.08981965|10.95957887|0.002872872|-0.289604649|-0.3825349939999999|0.884226781|0.812921349|0.00734728|0.858971809|-0.0780531429999999|0.033763464|-75.59805505|23.42501577|63.31681179|140.1361326|0.0|0.5660743979999999|-37.57129686|99.62604537|-22.15805062|0.4564615729999999|3039.9167260000004|2552.721046|-15.37320593|0.433925602|16.14074295|0.839796323|301.05661160000005|39.14335412|-91.68453892|2270.314539|766.4854363|1.0|0.0|1.0|2.0|4.96|-6.79|2.83|1.9|87.66|1.42|1.0|1.0|6.0|-7.13|441.49|0.0|0.0|0.0|1.75|-4.15|0.0342|7.13e-05|0.0315|2.62|0.0|7.11e-05|-0.0518799999999999|5.2184|3.3487|-1462.0007349999998|739.48|1256.67|0.7034|237.59|594.44|0.40844|0.0018|-0.13781|-0.18969|10.3044|7.3565
4a_a46|0|0.0|0.210988875|1|1|1|1.13463711|2.180332577|-0.001042349|5.587248657999999|-0.008364558|2|-0.137420119|-0.11172225|10.96352058|0.0120924389999999|-0.129430244|-0.143806973|0.679741138|0.764741337|-0.06611606|0.8075680409999999|-0.05488948|0.00935578|-35.24319509|4.858713991|6.579492736000001|39.49069232|55.05332552|0.742626378|-14.80375017|41.15334508|-11.49234623|0.4289963579999999|2042.529911|1427.844961|-5.968291366|0.2573736219999999|9.831485239|0.751302315|133.66119809999998|15.47527339|-252.0050978|711.8625758999999|480.9500663|1.0|1.0|1.0|0.0|3.76|-6.82|4.18|4.46|43.6|2.35|0.0|1.0|3.0|-5.87|318.42|0.0|1.0|1.0|3.43|-4.31|0.0372|4.89e-05|0.0156|3.34|0.0|4.86e-05|-0.02921|4.5454|4.5454|-994.237445|560.87|967.0|0.1694|272.77|467.4|0.6893600000000001|0.1694|-0.19067|-0.21988|3.7138|6.7423
14a_a5|0|2.948727373|0.0|0|1|1|1.226142247|0.0|-0.0053665219999999|4.59511985|-0.005002101|3|-0.132625457|-0.086229994|10.9488747|0.003668464|-0.016337128|-0.36152442|0.7333482170000001|0.79661948|0.047169811|0.847379958|-0.080875277|0.0173669719999999|-53.20786056|11.74431806|134.62273080000003|141.38542919999998|55.04914434|0.629783335|-36.98479273|69.71575554|-18.38089729|0.470085022|2836.468636|1315.573182|-12.42997952|0.370216665|15.89694877|0.88709518|250.3569601|29.18606491|-175.53051609999997|1605.23357|723.0631751|0.0|1.0|1.0|2.0|3.24|-8.84|4.56|4.38|92.79|1.37|1.0|1.0|5.0|-7.08|425.48|0.0|0.0|1.0|3.05|-4.22|0.0304|6.02e-05|0.0256|2.55|0.0|6.16e-07|-0.0507699999999999|4.1501|4.1501|-1390.592722|692.8|1195.01|0.5853|298.75|508.64|0.65789|0.5853|-0.1676|-0.2183699999999999|2.8163|6.9508
10_a32|1|3.294952523|0.0|0|0|0|0.6094207629999999|0.0|-0.016404762|5.733341277|-0.087497559|0|-0.020186906|-0.028431775|10.31100271|-0.00369116|-0.229450999|-0.690879647|0.809370315|0.8607827790000001|-0.079818594|0.915639476|-0.088310158|0.02575778|-75.59866726|15.91131724|57.97512956|146.8439966|52.24660367|0.6946347429999999|-33.69815077|91.10767604|-24.0541214|0.449853016|2649.882742|2980.525719|-14.85891856|0.305365257|12.86809583|0.81769605|188.6328503|34.62844557|-240.4628923|1523.651605|513.9156315|1.0|0.0|1.0|2.0|3.56|-6.99|5.64|4.21|149.27|0.88|1.0|1.0|5.0|-6.44|399.49|1.0|0.0|1.0|3.42|-4.41|0.000366|3.89e-05|0.0155|3.23|0.0|4.13e-05|-0.05434|3.6441|3.6441|-1916.668776|654.7|1086.09|0.2983|340.24|533.89|0.70228|0.2983|-0.15088|-0.2052199999999999|3.2297|8.1427
47i_a18|0|0.0|0.0|0|1|1|1.251177255|0.0|-0.006882626|4.844187086|-0.066917145|0|-0.037689885|0.073977454|10.94702091|0.000427479|-0.162274487|-0.499939719|0.742536498|0.744472118|-0.068524374|0.7842882870000001|-0.0780255879999999|0.009745543|-62.41153158|6.787641686000001|72.81110823|137.1555392|82.81385171|0.8608685909999999|-37.84973202|68.954317|-24.55535669|0.487446923|2795.907966|1333.332089|-17.10248143|0.139131409|18.67881257|0.951017454|96.90318745|28.52393145|-502.6804099|1739.959818|855.7438937000001|1.0|1.0|1.0|3.0|4.05|-8.98|3.28|2.8|85.29|2.74|3.0|1.0|3.0|-6.36|440.54|0.0|0.0|1.0|2.5|-4.78|0.0029|1.67e-05|0.00735|3.7|0.0|4.6e-07|-0.05062|3.2321|3.2321|-1416.260696|744.95|1297.7|0.5085|383.61|664.78|0.69175|0.5085|-0.13237|-0.18299|3.5235|7.7212
8a_a31|0|3.28085223|0.0|0|1|1|0.610138387|0.0|-0.015034136|5.733341277|-0.158899731|0|-0.1480271209999999|-0.135144546|10.31170053|-0.009293513|-0.094359203|-0.520051508|0.938325481|0.837862749|-0.030149254|0.895174844|-0.122293189|0.0375544779999999|-67.46619355|18.56711239|131.2406629|200.6591816|465.4559302|0.666437359|-29.89286568|82.32407724|-20.61467025|0.4512945479999999|2128.209198|1443.955093|-10.19199103|0.333562641|10.63792161|0.822471411|164.9149565|30.93264504|-164.57484340000002|1113.575221|324.7430642|0.0|1.0|1.0|2.0|3.34|-5.33|4.16|2.54|114.29|0.36|0.0|2.0|5.0|-7.11|314.36|0.0|0.0|1.0|2.13|-3.11|0.0846|0.000773|243.0|1.56|0.0|0.00145|-0.02993|3.8097|3.8097|-1347.541429|538.75|872.11|0.2604|325.45|396.15|0.7027100000000001|0.2604|-0.1587599999999999|-0.18869|5.3042|6.1024
16g_a32|1|3.363965155|0.0|0|0|0|0.609420729|0.0|-0.013775701|5.733341277|-0.0429252429999999|0|-0.049658216|-0.029193403|10.31100263|-0.00030659|-0.202656848|-0.696926204|0.79965447|0.83902731|0.008494733|0.8821580379999999|-0.078387439|0.023959586|-77.75914881|17.659402|90.88837862|132.1955522|43.37912747|0.6863323440000001|-42.58335004|94.54074206|-24.94161377|0.3972359179999999|2833.521937|3497.469035|-18.38320476|0.313667656|15.58880229|0.65902387|231.1885989|36.34043182|-274.67233460000006|1926.042887|701.9321161|1.0|1.0|1.0|2.0|3.87|-8.16|6.81|5.38|149.27|1.57|3.0|1.0|5.0|-5.69|441.57|1.0|0.0|1.0|4.37|-5.32|1.36e-05|4.83e-06|0.00213|4.65|0.0|3.04e-06|-0.05|3.6161|3.6161|-2034.621991|752.29|1245.25|0.2879|342.86|639.49|0.70222|0.2879|-0.14968|-0.19968|4.3204|7.9586
7c_a10|0|0.0|0.0|1|1|1|1.343178184|2.1219657030000003|-0.00375251|5.4161004020000005|0.012145872|2|-0.1122332619999999|-0.033792245|10.92926158|0.0107756969999999|-0.191576261|-0.215874011|0.725146704|0.7928588059999999|-0.105104647|0.84177174|-0.05074318|0.027436939|-51.2378943|16.04055193|87.99694927|54.79389751|58.07647902|0.52630639|-17.34382833|67.01436709|-13.06063972|0.4675549639999999|2616.8970870000003|1881.379304|-7.635686595|0.47369361|12.58937144|0.8781281320000001|276.93712|24.81565867|-30.75918962|1265.598592|611.4957509|1.0|1.0|1.0|0.0|3.48|-7.78|4.59|4.43|62.06|1.99|1.0|1.0|5.0|-6.2|386.45|0.0|1.0|1.0|3.59|-4.69|0.0139|2.05e-05|0.00793|3.46|0.0|6.4e-06|-0.04004|5.4267|3.8357|-1259.011598|635.47|1102.43|0.4049|228.47|488.89|0.41348|0.0921|-0.16055|-0.20059|5.0714|5.4191
16a_a32|1|3.357452523|0.0|0|0|0|0.6094207620000001|0.0|-0.014399612|5.733341277|-0.0848387459999999|0|-0.053745649|-0.062610718|10.31100271|-0.005552127|-0.199563743|-0.707456102|0.859696525|0.8567078770000001|-0.098258706|0.909908319|-0.090389538|0.020664867|-74.35152328|12.86051026|92.00611646|151.5123947|66.13699638|0.6968200370000001|-35.00816569|88.96104768|-23.13158502|0.450892763|2615.514164|2992.60858|-14.39564033|0.303179963|13.08168264|0.8211379000000001|188.6800971|33.19592405|-244.9767673|1493.816582|532.685565|1.0|0.0|1.0|3.0|3.53|-7.3|5.32|3.79|152.07|0.88|1.0|1.0|4.0|-6.85|398.51|1.0|0.0|1.0|3.06|-4.04|0.00128|9.14e-05|0.0364|2.65|0.0|2.01e-05|-0.0567299999999999|3.6314|3.6314|-1896.81177|664.67|1096.48|0.2859|341.42|535.63|0.70245|0.2859|-0.15045|-0.20718|1.8274|7.9586
14h_a23|1|0.0|0.0|2|0|0|1.197963488|3.309480899|-0.005921293|5.351858133|0.006191846|2|0.0316908439999999|-0.024318144|10.31321773|0.009266617|-0.131709531|-0.4460845129999999|0.708395022|0.79263722|-0.05745554|0.860920386|-0.063825076|0.021982565|-54.6468131|14.81983413|41.34207782|51.620282|86.83095818|0.753100584|-29.00823506|67.44368679|-22.76950546|0.48032488|3010.418229|2371.16134|-15.35036053|0.246899416|15.0735214|0.924279155|166.45047749999998|30.23434844|-341.2621515|1451.248725|646.2584547|0.0|0.0|1.0|1.0|3.47|-7.47|3.4|3.89|128.81|2.39|1.0|1.0|5.0|-6.62|436.49|0.0|0.0|0.0|3.23|-4.9|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|1.4800000000000002e-05|-0.08532|4.0506|3.6689|-1722.1762399999998|699.86|1190.62|0.3424|306.09|569.53|0.67365|0.2727|-0.15209|-0.2374099999999999|13.4823|8.3468
14aa_a23|1|0.0|0.0|2|0|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|2|0.031136154|-0.029037128|10.313217300000002|0.012103325|-0.13397874|-0.4506138879999999|0.725358161|0.75434493|-0.070471939|0.8072028240000001|-0.052155763|0.018016316|-51.83122853|12.26959478|40.49537336|51.68445972|83.27171526|0.796659447|-24.18971469|61.21989213|-21.51484958|0.4930525229999999|2941.302235|2263.821505|-14.65218978|0.203340553|15.78173785|0.972590939|138.4803717|27.00633206|-404.0660854|1431.335599|733.3886349999999|0.0|0.0|1.0|1.0|3.63|-8.16|4.4|4.63|105.02|3.45|2.0|1.0|4.0|-5.92|439.54|0.0|0.0|0.0|4.1|-5.55|0.000259|2.81e-06|0.00123|4.31|0.0|3.07e-06|-0.0708299999999999|3.5934|3.5934|-1708.5626|715.57|1231.11|0.4157|345.03|588.45|0.6805899999999999|0.4157|-0.1449|-0.21573|8.3532|8451.0
7g_a8|0|3.095238804|0.0|1|1|1|1.39137419|1.336155045|-0.01002363|5.4161004020000005|-0.067360394|0|-0.030968098|-0.027838247|10.9431888|0.0002620309999999|0.046246982|-0.418049442|0.627990269|0.7363841520000001|-0.044866536|0.79995525|-0.107714754|0.031841955|-67.26263865|19.08352484|144.290464|180.1699331|56.75323443|0.806738465|-38.68948451|78.41805331|-27.51653399|0.470618047|2802.2242920000003|2079.55195|-16.4912131|0.193261535|14.3346384|0.8889952590000001|115.825531|34.10836993|-367.6690814|1500.768277|509.2753308|1.0|0.0|0.0|1.0|3.29|-7.91|4.94|4.66|80.04|3.4|2.0|1.0|5.0|-5.63|399.37|0.0|0.0|1.0|4.14|-5.44|0.000667|3.59e-06|0.00143|4.38|0.0|4.92e-06|-0.06621|3.7874|3.7874|-1374.493069|620.67|1053.9|0.5165|327.36|507.78|0.62073|0.5165|-0.15508|-0.22129|12.9547|4.6772
7l_a46|0|0.0|0.256706467|1|1|1|1.160371354|2.1525548|-0.00090473|5.533389489|0.017668261|2|-0.203375108|-0.074511843|10.9642261|0.0125870169999999|-0.143129469|-0.1082221709999999|0.659888413|0.7746144629999999|0.076724694|0.825629852|-0.0565894359999999|0.011594057|-30.34397256|5.5935102720000005|8.13531199|44.79605077|51.39110437|0.67467081|-13.17144326|38.22273917|-10.620390400000002|0.46327253|1920.310099|1246.417766|-5.1237682730000005|0.32532919|9.825660656|0.863142947|156.9538706|15.74158869|-168.5385796|629.6635476|375.721552|1.0|1.0|1.0|0.0|3.04|-6.29|3.59|3.59|43.6|1.89|0.0|1.0|3.0|-6.22|290.36|0.0|1.0|1.0|2.86|-3.72|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.000151|-0.03324|4.5464|4.5464|-915.6081232|517.29|879.87|0.2024|272.71|414.82|0.68834|0.2024|-0.18993|-0.2231699999999999|3.9009|5.7122
12bh_a36|0|3.50075137|0.0|0|2|2|1.297043258|0.0|-0.006687484|5.351858133|-0.047482048|2|0.001012669|0.075747971|10.94728093|0.0045625|-0.169994208|-0.43574839|0.902377067|0.78699829|-0.0591586759999999|0.833398429|-0.070687668|0.017627098|-66.28126709|11.73109101|83.08294358|110.81353529999998|0.0|0.783294222|-31.30825225|76.46867897|-23.6718811|0.482052584|2773.193279|2437.805332|-15.75398235|0.216705778|14.56834609|0.930697921|144.22085800000002|30.2209316|-377.0728785|1692.3721690000002|729.1873176|1.0|0.0|0.0|2.0|4.95|-7.34|3.76|2.5|69.2|2.45|1.0|1.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|715.94|1208.61|0.4386|319.46|575.23|0.69377|11.0|-0.14915|-0.20168|7.7975|7.8539
13a_a30|0|0.0|0.0|0|2|2|0.604984129|0.0|-0.011002918|5.351858133|-0.118776867|2|-0.036541822|0.0317047379999999|10.31162842|-0.002215642|0.006103754|-0.5640209589999999|0.841060094|0.8303425640000001|-0.058608635|0.885516463|-0.109682335|0.01856512|-76.60916637|12.53013554|381.9643801|204.9120824|102.6479456|0.799862466|-49.96348386|88.22659517|-28.90911938|0.4661332179999999|3002.811441|2520.165025|-19.5115996|0.2001375339999999|15.1104742|0.873126469|135.07860209999998|36.14261279|-404.771677|1915.558478|713.7769663|1.0|0.0|0.0|2.0|4.76|-6.19|3.04|1.72|124.74|2.06|1.0|1.0|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|-4.3|0.00427|5e-05|0.0221|2.74|0.0|0.000288|-0.0555|5.0535|3.5288|-1744.491614|721.66|1211.54|0.1788|245.34|541.59|0.26119|0.1603|-0.14953|-0.20503|1.4855|7.8665
4g_a49|0|0.0|0.0|2|2|2|1.343847279|4.107873566|-0.003686314|6.107022888|-0.008414823|4|-0.085731041|0.003456679|10.92777048|0.007845545|-0.066023903|-0.311927917|0.651833607|0.7559263270000001|0.144740607|0.81242269|-0.061465364|0.018944337|-66.44036383|18.87757641|151.0705543|139.3194688|74.95505057|0.6273572239999999|-61.03291321|90.11923831|-24.91513644|0.48934952|4706.348867000001|4747.967275999999|-24.82733433|0.372642776|18.19125978|0.958286615|371.3295653|39.71443299|-253.8168226|3177.154639|1714.878736|0.0|0.0|0.0|1.0|4.83|-13.67|6.09|7.56|116.3|2.87|2.0|0.0|7.0|-6.6|663.73|1.0|0.0|0.0|5.23|-7.43|2.24e-05|3.72e-08|2.47e-05|5.28|1.0|1.4199999999999998e-11|-0.06458|4.3116|3.6269|-2147.721319|985.89|1766.47|0.1389|287.56|662.84|0.33449|0.0265|-0.15087|-0.21545|4.5147|6.9747
10_a1|0|3.261363142|0.0|0|0|0|1.435871163|0.0|-0.014135827|4.727387819|-0.23385288|1|0.049971022|-0.020225596|10.94957578|-0.0106277489999999|-0.042643966|-0.623957903|0.674381582|0.7227844929999999|0.017498337|0.783467165|-0.116648443|0.014751098|-61.93104798|8.34295348|212.8090837|186.6625065|64.49041745|0.8340962559999999|-37.31383317|70.6564636|-25.67872721|0.459673515|2432.447088|1768.2330920000002|-14.52342192|0.165903744|13.65143394|0.850732895|93.83214542|30.78628757|-377.9175542|1262.237791|433.2550452|1.0|1.0|0.0|2.0|3.0|-8.02|4.86|5.06|78.87|2.78|2.0|1.0|5.0|-5.91|359.35|0.0|0.0|1.0|3.7|-4.73|0.00372|1.87e-05|0.00673|3.64|0.0|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|585.51|979.35|0.6754|363.94|464.77|0.70345|0.6754|-0.13576|-0.20378|7807.0|5.8239
18d_a25|0|0.0|0.0|1|0|0|1.193723212|1.918453956|-0.0029605|4.727387819|0.024310576|2|-0.031867489|-0.070413428|10.31285314|0.0062422|-0.061965108|-0.292727912|0.722349659|0.780221059|0.029728702|0.838260077|-0.061527513|0.011158458|-57.45144813|8.39885106|70.58850837|46.80695276|0.389087507|0.75793699|-34.85786147|68.15463481|-21.166323|0.476833495|3113.122552|2625.142499|-15.93166285|0.24206301|18.11893325|0.911437354|182.1982146|27.92623037|-388.2927768|1591.795131|883.4030667999999|1.0|1.0|1.0|1.0|3.66|-10.23|6.33|5.98|111.51|2.4|2.0|0.0|4.0|-6.21|474.58|1.0|0.0|1.0|4.5|-5.54|0.00026|2.86e-06|0.0013599999999999|4.21|0.0|2.81e-08|-0.07287|5.6512|3.6392|-1806.848384|792.79|1358.25|0.3986|219.39|664.72|0.41694|0.0389|-0.14723|-0.2201|4.3658|6.6345
14a_a3|0|0.0|0.0|0|0|0|0.6050202020000001|0.0|-0.009312773|4.727387819|-0.1160619169999999|3|-0.143740653|-0.039177314|10.3116301|-0.004161699|-0.094863591|-0.582572884|0.882394075|0.7574238740000001|-0.287221775|0.822587422|-0.091731577|0.0140376889999999|-46.53709886|6.904918591|256.5548327|102.8554977|83.70773843|0.7608768779999999|-22.1944701|55.84414456|-18.09776067|0.481997259|2160.698862|1186.412113|-8.902004327|0.239123122|10.24853699|0.930491715|117.6209094|23.78539971|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|3.27|-6.89|4.28|3.71|105.82|1.04|0.0|1.0|4.0|-6.42|319.38|0.0|0.0|1.0|2.76|-3.99|0.0113|0.000103|0.0327|2.58|0.0|4.08e-05|-0.06736|3.2363|3.2363|-1327.513792|528.91|822.33|0.4524|383.1|373.85|0.69708|0.4524|-0.1321|-0.19946|4.6689|7.5229
8b_a50|1|3.1324050960000003|0.0|1|1|1|1.398299046|2.021915391|-0.0045301379999999|5.777652323|-0.009597908|1|-0.096039086|-0.009441452|10.945024|0.007057361|-0.116174481|-0.332085641|0.753629415|0.809463375|-0.031953774|0.8836675340000001|-0.072629787|0.021513107|-37.39727879|10.30543157|131.417573|74.08248511|0.0|0.6717097959999999|-16.66636363|49.02840043|-14.54338619|0.428882006|2143.807599|1401.458274|-6.966723542|0.328290204|9.26652151|0.75095166|157.2609748|21.65129387|-164.5084115|779.4465792000001|339.5806858|1.0|1.0|1.0|1.0|3.21|-5.94|3.14|3.41|59.39|1.79|0.0|2.0|3.0|-6.32|299.33|0.0|1.0|1.0|2.51|-3.81|108.0|0.000154|46.0|2.55|0.0|0.000347|-0.02903|4.5256|4.1804|-967.3527447|515.81|857.53|0.1717|273.96|353.17|0.5533|121.0|-0.1724099999999999|-0.20144|5.8205|7.1675
19f_a38|0|3.3320764830000003|0.0|0|2|2|1.297044434|0.0|-0.007831113|5.351858133|-0.084341564|2|-0.008118156|0.035480177|10.96083376|-0.000673716|-0.217394466|-0.4288343429999999|0.724208473|0.819222745|-0.094149094|0.8741648479999999|-0.085318318|0.02107583|-71.10679028|13.4639011|125.7493111|159.14822980000002|12.14075726|0.734437553|-34.81887413|84.35196967|-24.1763087|0.453960261|2776.145209|2846.860803|-15.44458393|0.265562447|11.28936331|0.8313685409999999|169.6496169|32.91812709|-299.5321167|1645.906354|595.8790650000001|1.0|1.0|1.0|3.0|4.82|-6.86|3.13|2.55|81.23|2.4|1.0|1.0|4.0|-6.77|401.44|0.0|0.0|1.0|2.67|-4.17|29.0|6.77e-05|0.0272|2.78|0.0|5.610000000000001e-05|-0.05735|5.3197|3.4422|-1332.190216|653.22|1105.62|0.3205|233.07|495.68|0.38086|0.0019|-0.14369|-0.20104|7.1655|7.1397
21_a4|0|0.0|0.0|1|1|1|1.399863887|2.026698554|-0.003068098|5.4161004020000005|-0.014982235|1|0.019346682|-0.2897937889999999|10.94593332|0.012094249|-0.099702401|-0.228430899|0.6952936|0.777866961|-0.174578783|0.833191212|-0.0571545999999999|0.020173071|-38.7880598|10.23237244|63.37635587|34.4171635|66.03320922|0.7231676229999999|-14.70482428|47.69702403|-14.54552243|0.401240904|2045.488184|1584.866567|-7.377915035|0.276832377|9.956436217|0.670120767|140.4174905|20.11362507|-226.3943104|804.5450027|387.240586|1.0|1.0|1.0|0.0|3.37|-5.94|3.7|3.85|39.94|2.32|0.0|2.0|3.0|-5.76|303.36|0.0|1.0|1.0|3.23|-4.19|0.0403|6.51e-05|0.0197|3.36|0.0|0.000352|-0.02956|5.1623|4.0245|-973.5683008|549.71|916.76|0.2016|240.17|446.0|0.5260600000000001|0.1457|-0.16632|-0.19588|2.9409|6.9172
12ak_a36|0|3.501132553|0.0|0|2|2|1.270373882|0.0|-0.006465433|5.351858133|-0.0407717229999999|2|0.12041792|-0.116440196|10.95268014|0.005035022|-0.163978382|-0.439326642|0.901715152|0.815627016|-0.0265703679999999|0.860939187|-0.069176342|0.019931266|-66.15829243|14.3700664|113.186508|109.0807368|25.9007405|0.737439195|-35.95881638|79.17567486|-23.5478668|0.423822657|2830.816014|2735.7986920000003|-16.97756755|0.262560805|13.86156772|0.735576751|189.3013851|31.93194362|-342.3783571000001|1883.984673|799.5563855|1.0|0.0|1.0|2.0|5.05|-7.38|3.85|3.01|69.2|2.66|2.0|1.0|4.0|-6.19|423.51|0.0|1.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|1.7800000000000002e-05|-0.04929|3.8734|3.6895|-1350.900117|730.3|1247.89|0.4514|320.09|584.05|0.69463|0.0001|-0.15275|-0.20204|8.5394|7.3372
14p_a23|1|0.0|0.0|2|0|0|1.197963748|3.3252287430000003|-0.005975594|5.351858133|0.006191846|2|0.041987653|-0.060144819|10.31321773|0.009266617|-0.131709531|-0.4510651779999999|0.708395022|0.799506006|-0.090287278|0.8683808959999999|-0.063033628|0.0221104079999999|-54.50240143|14.91710363|40.58186569|51.64167457|84.65359899|0.751638299|-28.69113861|67.36602512|-22.70933393|0.464933687|3010.721939|2170.5738260000003|-15.32117727|0.248361701|16.84664803|0.868927227|167.5607773|30.21311441|-339.5427625|1450.229492|646.2584547|0.0|0.0|1.0|1.0|3.48|-7.47|3.4|3.89|128.81|2.39|1.0|1.0|5.0|-6.62|436.49|0.0|0.0|0.0|3.25|-4.9|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.5752|-1722.181612|699.61|1191.08|0.3802|346.79|573.24|0.6816|0.3802|-0.14774|-0.2382|9986.0|8.5302
12q_a30|0|0.0|-4.76444841|0|2|2|0.60498366|0.0|-0.015322396|5.351858133|-0.27228842|2|-0.016509571|0.004165554|10.31162828|-0.004395528|-0.226973911|-0.636798458|0.613786308|0.816138015|-0.032887649|0.867367115|-0.087348134|0.014790072|-78.7683329|10.07866809|82.72757145|105.1162273|0.732186841|0.820640722|-40.56199584|90.06607753|-31.21009417|0.473741611|3305.289025|2844.418547|-21.2680622|0.179359278|13.96052394|0.900207238|122.2240555|38.03137394|-437.0000797|2015.662819|696.6414817000001|1.0|0.0|0.0|1.0|4.73|-7.18|4.43|4.78|90.88|2.82|2.0|1.0|8.0|-5.66|482.48|0.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|0.0|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|713.16|1214.92|0.1817|245.16|537.96|0.34138|0.1515|-0.14792|-0.19897|6.821000000000001|7.4449
