molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
16_a47|1|1|2.890539668|0|0|1.417579067|0.0|-0.134455235|-0.0056780519999999|2|1.491023983|-0.23280014|10.95023129|0.0506476009999999|1|-0.236994128|-0.02006804|-0.0574194159999999|-0.3379683979999999|2|0.812131575|-0.113476605|0.081171071|0.57616624|1|0.691860453|-0.092995116|0.421094692|-48.30620628|-48.19609034|63.13219447|0.308139547|-0.034261359|-24.97833451|0.697929921|-25.03540372|60.36423869|57.9827944|0.473257697|2315.178558|358.566882|-674.7452647999999|-9.202544293|6.855429069|13.01476838|0.898461533|4952.972679|156.55227280000005|25.44160067|0.0234786339999999|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|1.0|2.93|21.0|5.19|0.0|3.0|5.0|-6.04|337.33|1.0|3.52|-4.42|4.56e-05|0.0154|3.84e-05|13.0|3.27|0.0|0.0|2.3e-06|4.4393|2.95|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|0.3182|279.29|395.28|0.59209|0.6743899999999999|-0.16851|2.3795|-0.22568|1.0|9.0|9.0
16g_a32|1|1|3.363965155|0|0|0.609420729|0.0|0.1739995319999999|-0.013775701|0|2.084553994|-0.771439265|10.31100263|0.004735761|3|-0.085591073|-0.117577419|-0.202656848|-0.696926204|0|0.83902731|-0.026098259|0.008494733|0.762429418|1|0.8206422409999999|-0.105500574|0.542303725|-57.77542509|-77.75914881|90.88837862|0.1793577589999999|-0.033839807|-57.31234426|0.6863323440000001|-42.58335004|94.54074206|75.43482709|0.3972359179999999|2833.521937|604.8539801|-1321.90553|-18.38320476|9.3963701|15.58880229|0.65902387|6372.261243999999|231.1885989|36.34043182|0.02276861|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|3.87|19.0|5.38|1.0|10.0|5.0|-5.69|441.57|1.0|4.37|-5.32|3.08e-08|1.36e-05|4.83e-06|0.00213|4.65|0.0|0.0|3.04e-06|3.6161|5.38|-2034.621991|-2034.593036|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|0.70222|-0.14968|3.7346|-0.19968|11.0|7.9586|7.9586
17a_a22|0|0|0.0|1|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|2|1.67348685|-0.314134834|10.94643739|-0.005724389|1|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|2|0.7562495659999999|0.155547571|-0.010355535|0.7994946709999999|1|0.8594770140000001|-0.08790445|0.345497724|-49.30541729|-60.0620365|286.3611391|0.140522986|-0.030843667|-41.03828927|0.710958975|-33.68866751|73.26110471|58.9027164|0.485943988|2910.035347|587.2505892999999|-1201.24073|-14.39939974|8.549622191000001|16.63169381|0.945313306|6343.687177000001|197.4916253|29.64221498|0.01931764|1689.6062539999998|784.2697099|13.19906822|1.0|1.0|1.0|4.02|27.0|4.93|0.0|7.0|5.0|-6.39|435.5|0.0|2.25|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|3.62|0.0|0.0|3.23e-07|4.8502|5.13|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|255.63|577.52|0.46268|0.71303|-0.06214|3.0156|-0.21338|82.0|7.0862|7.0862
14w_a23|0|1|0.0|2|0|1.197963556|3.132012648|0.013971812|-0.006481882|2|0.6813799420000001|-0.330575965|10.31321817|-0.031435038|2|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.802520527|0.059273664|-0.049318182|0.558482531|1|0.7880718659999999|-0.088508061|0.228641034|-46.76570273|-58.53311596|43.30287556|0.211928134|-0.035779855|-38.70975831|0.743451788|-30.92760432|72.23920014|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|-15.648625699999998|7.833745658|15.58053709|0.988900044|6998.078982999999|169.6632599|31.82765022|0.020725002|1495.89956|597.2903597999999|13.70608418|0.0|1.0|0.0|3.42|26.0|5.14|0.0|5.0|6.0|-6.35|447.46|0.0|4.05|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|0.0|5.23e-06|3.6632|3.97|-1828.385903|-1828.363862|676.92|1150.31|338.46|0.3855|338.46|535.54|0.6219399999999999|0.6219399999999999|-0.14844|7.0157|-0.22824|2.0|8.6737|8.6737
12_a1|1|0|3.3894574360000003|0|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|1|0.0|-0.516204114|10.94945122|-0.051772288|1|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.749817035|-0.045776997|-0.093957115|0.7534284040000001|0|0.765121385|-0.104724018|0.210514881|-55.99493147|-60.78517756|133.6600817|0.234878615|-0.039894864|-35.28166588|0.724666653|-32.50125347|74.99749378|75.59644237|0.46449367|2592.245875|444.1009824|-972.562841|-13.44063462|7.679719277999999|14.34104294|0.867391557|5468.378562|159.81230209999998|31.95435864|0.024485753|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|3.29|23.0|4.41|0.0|3.0|5.0|-6.02|366.37|1.0|3.44|-4.75|1.04e-05|0.00379|1.77e-05|0.00649|3.54|0.0|0.0|2.3e-06|3734.0|3.67|-1216.12881|-1216.099134|607.42|1018.84|390.57|0.5867|332.04|482.51|0.69114|0.69763|-0.12874|7.7454|-0.19916|2.95|5.5302|5.5302
4m_a46|0|0|0.0|1|1|1.134637002|2.12888511|-0.245599013|-0.000686578|1|0.0|-0.0329557579999999|10.94319657|0.007901235|1|-0.487230027|-0.017992096|-0.029022201|-0.098201489|1|0.747676221|-0.099662698|0.011235955|0.626578283|0|0.948973877|-0.0672468|0.373463876|-35.4774406|-35.43866734|6.161736337000001|0.051026123|-0.0224155999999999|-18.67596877|0.733236381|-18.69640205|41.88525631|41.22460182|0.463006576|2133.331634|500.1036387|-531.5800101|-6.225322922999999|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|16.11061509|0.012232753|724.9776792|486.9589609|6.446588969|1.0|1.0|1.0|3.59|17.0|4.63|0.0|2.0|3.0|-5.68|328.41|1.0|3.59|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|3.69|0.0|0.0|4.31e-05|6.0419|3.45|-1031.138426|-1031.109224|558.63|975.72|285.18|0.2465|205.21|468.63|0.38389|0.68505|-0.18308|3.9226|-0.23116|1288.0|5.8901|5.8901
13k_a6|1|0|3.423411754|0|1|1.42421381|0.0|0.031525207|-0.014257799|1|0.0|-0.8554679409999999|10.95129637|-0.072504783|1|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0|0.641032542|-0.127178105|0.212093198|-82.8774254|-88.29427104|183.1261118|0.3589674579999999|-0.045420752|-61.29890279999999|0.7971316940000001|-57.53822059|100.7779947|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|-21.89246528|8.370126134|14.58291125|0.7422570490000001|6492.211639|140.8427117|39.55891914|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|3.68|23.0|3.8|0.0|7.0|5.0|-6.59|441.48|1.0|3.18|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|5.7e-07|5112.0|5.41|-1465.862962|-1465.83213|731.25|1246.69|349.49|0.3971|242.53|577.68|0.4547|0.70536|-0.14589|8.1639|-0.1944|46.0|7.3372|7.3372
14h_a23|0|1|0.0|2|0|1.197963488|3.309480899|0.043538466|-0.005921293|2|0.7290938920000001|-0.307907256|10.31321773|-0.034313725|2|0.060820238|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.79263722|0.143102066|-0.05745554|0.669357479|1|0.923430574|-0.081058742|0.223157991|-43.02851162|-54.6468131|41.34207782|0.076569426|-0.033774476|-36.84086528|0.753100584|-29.00823506|67.44368679|57.84834575|0.48032488|3010.418229|622.5428245|-1092.936262|-15.35036053|7.833334036|15.0735214|0.924279155|6722.809649|166.45047749999998|30.23434844|0.018981866|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|3.47|26.0|3.89|0.0|5.0|5.0|-6.62|436.49|0.0|3.23|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|0.0|1.4800000000000002e-05|4.0506|3.29|-1722.1762399999998|-1722.148272|699.86|1190.62|337.93|0.3424|306.09|569.53|0.67365|0.69933|-0.15209|9.7146|-0.2374099999999999|5.0|8.3468|8.3468
14e_a25|0|0|0.0|1|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.008591251|2|1.906869097|-0.524066339|10.93106299|0.011176663|1|0.010976703|0.015497482|0.025802692|-0.50909623|2|0.776960216|-0.144369439|0.018432983|0.6954126970000001|1|0.7240504329999999|-0.1004553119999999|0.448918026|-73.99302943|-73.51338088|372.1805977|0.275949567|-0.038772226|-53.79722636|0.806446896|-54.14823405|84.60373462|84.98800478|0.491527882|3126.080106|529.8614286999999|-1617.294379|-20.76384175|8.459867391|16.63781964|0.966676175|6952.485076999999|141.642515|35.18345194|0.015154859|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|3.62|27.0|4.02|0.0|7.0|5.0|-6.96|462.5|0.0|3.02|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|0.0|3.38e-07|5.8431|6.51|-1521.012915|-1520.964156|760.96|1300.08|312.99|0.2409|212.19|596.96|0.31019|0.69958|-0.15787|5.3651|-0.2116699999999999|75.0|7.1249|7.1249
3d_a49|0|0|0.0|1|1|0.406515615|2.089548665|-0.0960135969999999|-0.003398408|2|1.775376197|-0.173318804|10.35020259|0.017871379|1|-0.149675594|-0.075636705|-0.129666234|-0.202380888|2|0.808676284|0.01450704|0.029549308|0.846953747|1|0.733071652|-0.094384452|0.464410121|-57.52001036|-54.67520803|137.78978830000003|0.266928348|-0.036147237|-31.67236018|0.756622045|-33.32030276|65.59130031|63.08192694|0.486368221|2809.9605100000003|424.6551631|-984.1537446|-12.12984007|6.612715522999999|12.87442833|0.946920034|6018.145364|140.9844521|27.67490257|0.018844179|1300.720421|549.3593871|10.91609228|1.0|1.0|1.0|3.29|21.0|4.46|0.0|4.0|5.0|-6.58|392.45|1.0|1.85|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|0.0142|2.98|0.0|0.0|0.000278|5.1844|4.02|-1594.595995|-1594.552258|615.3|1044.19|318.67|0.2899|239.15|455.47|0.3523699999999999|0.67215|-0.16147|2184.0|-0.21913|2.34|5.6308|5.6308
12u_a30|0|0|0.0|0|2|0.604983445|0.0|0.028039604|-0.006935447|2|0.0|-0.367578706|10.31162873|-0.0646674999999999|1|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.83236194|-0.055829439|-0.105767484|0.711738503|0|0.84944095|-0.097867106|0.477056017|-51.83732031|-65.55148142|78.15130994|0.15055905|-0.03794847|-43.90644499|0.810462868|-34.72068676|75.26051582|62.26136323|0.443167712|3001.03926|568.9563615000001|-1245.478147|-17.02494806|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|126.9521524|31.36222814|0.014495402|1536.749179|685.6665849999999|9.709034401|1.0|1.0|0.0|4.63|17.0|3.92|0.0|5.0|4.0|-5.52|467.37|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|7.39e-06|3.5003|5.08|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|354.21|559.16|0.6847|0.6847|-0.1486299999999999|5.3020000000000005|-0.20146|34.0|7.4647|7.4647
19e_a38|1|0|3.376977671|0|2|1.297043576|0.0|-0.082311936|-0.007550899|2|0.0|-0.4379521229999999|10.94917392|-0.038386106|1|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.839953955|0.04818471|-0.064035403|0.700181525|0|0.776562593|-0.10214405|0.552393659|-56.34606212|-68.82539051|118.734325|0.223437407|-0.03783113|-46.37503972|0.749190974|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|-17.17594064|6.596408983|12.34352977|0.871249918|6531.762734|168.99691289999998|34.02454948|0.020114756|1837.325672|696.3887025|13.55346651|1.0|1.0|1.0|4.96|17.0|3.09|0.0|6.0|4.0|-6.39|427.48|1.0|3.3|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|3.55|0.0|0.0|2.25e-05|5.2322|4.08|-1409.582478|-1409.547647|685.34|1183.12|321.31|0.3948|236.96|532.67|0.41961|0.58509|-0.15584|5.8426|-0.20723|0.01|8.0083|8.0083
12z_a30|0|0|0.0|0|2|0.604983642|0.0|-0.1155022219999999|-0.008819424|2|0.0|-0.537984876|10.31162784|-0.045463448|1|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|0.809127478|-0.02232319|-0.077335468|0.794193541|0|0.832920077|-0.107776943|0.315493739|-49.68145417|-74.96232552|54.40462246|0.167079923|-0.034034824|-52.13870496|0.630839856|-34.55504699|95.20867045|71.1566605|0.48740649|3112.622632|579.3226647000001|-1349.321859|-16.464854199999998|8.071510779|15.74641625|0.950863559|7074.004131999999|256.7627363|37.52507564|0.029109145|2138.929312|792.3440337000001|20.24634493|1.0|1.0|1.0|4.86|17.0|2.63|0.0|7.0|6.0|-6.39|458.54|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|0.0|6.720000000000001e-05|4.8063|3.34|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|257.96|580.6|0.5513100000000001|0.6853199999999999|-146.0|7.0446|-0.19279|44.0|7.3615|7.3615
12ab_a36|1|0|3.458948649|0|2|1.297042596|0.0|-0.064515677|-0.007034881|2|0.0|-0.408023082|10.9540584|-0.029080933|1|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|0|0.8410557559999999|-0.095025338|0.452078227|-54.63243106|-65.54680623|116.6804416|0.158944244|-0.033434841|-45.21303385|0.679025324|-37.68448987|82.3666474|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|-15.90828969|7.821826146|15.18764075|0.941700118|6314.697413|221.4026852|33.96451406|0.024384271|1834.083759|708.5476357999999|16.81984117|1.0|1.0|0.0|4.86|17.0|1.95|0.0|6.0|5.0|-7.21|420.47|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|0.0|3.76e-05|3.8845|3.23|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-0.15699|3.6976|-0.2093699999999999|11.0|7.9586|7.9586
11g_a5|1|0|2.9590700880000003|1|0|1.388236041|1.984996534|-0.204002571|-0.004593347|2|0.0|-0.252634073|10.94877951|-0.007175378|2|-0.14133011|-0.137739838|-0.233590516|-0.267507083|2|0.814159231|-0.075382189|-0.01453517|0.73551511|0|0.837943738|-0.076326887|0.396049407|-44.19305139|-50.16001519|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|0.543581314|-29.04250676|71.21847290000001|59.4498014|0.485790997|2823.738452|550.6745046|-852.7202582999998|-10.98794595|9.342496899|18.16867625|0.944734523|5817.569415|299.94631180000005|30.75897687|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|3.17|28.0|4.48|0.0|7.0|5.0|-6.84|408.46|0.0|2.96|-4.31|7.65e-05|0.0312|4.88e-05|0.0199|2.75|0.0|0.0|3.770000000000001e-07|4.5106|2.3|-1330.189793|-1330.144218|693.48|1180.25|294.62|0.4609|274.87|542.13|0.56924|0.63081|-0.1714|3.2282|-0.2146199999999999|0.03|7.5229|7.5229
7_a15|0|0|0.0|0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|1|0.0|-0.494898891|10.95880715|0.0019353679999999|0|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.70084115|0.154068618|0.00364345|0.8115121240000001|0|0.841400327|-0.110819329|0.403524276|-41.29775265|-61.50761094|103.8062879|0.158599673|-0.026500274|-34.13832456|0.448664402|-22.92132733|85.26222186|61.6121151|0.396557391|2330.667514|466.9990754|-676.5837204|-8.163512395|6.01738192|9.971755103|0.657158418|5097.868552|306.0056033|32.78250222|0.042799094|1507.995102|474.9756287|23.75461091|1.0|0.0|1.0|3.16|18.0|4.64|0.0|7.0|5.0|-5.72|352.38|1.0|3.35|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|0.0|2.26e-05|4.4386|2.78|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|279.33|499.86|0.64652|0.70497|-0.15605|1.1115|-0.18454|227.0|6644.0|6644.0
7_a1|0|0|0.0|1|2|1.348826331|2.307091837|-0.055291895|-0.010040172|1|0.0|-0.421687222|10.9513015|-0.024096172|1|-0.077833285|-0.245732751|-0.391298966|-0.441054548|1|0.801577133|-0.048198584|-0.042175602|0.729621031|0|0.710959153|-0.098295453|0.289201649|-40.16416679|-47.35863598|111.9204437|0.289040847|-0.031040669|-22.81733634|0.603382856|-19.35104936|61.72628137|57.47898976|0.452829665|2150.215999|342.53930230000003|-568.3036318|-7.205474633|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|24.78585294|0.029820838|941.8624118|351.4191817|14.36764539|0.0|1.0|1.0|3.09|17.0|3.29|0.0|2.0|4.0|-6.4|305.33|1.0|2.72|-3.71|0.000696|213.0|0.000195|0.0595|2.48|0.0|0.0|0.000698|4.0504|2.76|-1009.509475|-1009.48087|515.2|864.85|306.1|0.2961|306.1|365.53|0.69902|0.69902|-0.16734|4575.0|-0.19167|0.46|6.3372|6.3372
28_a34|0|0|0.0|1|1|1.454781307|1.767685185|0.000561166|-0.016942875|1|0.0|-0.6946578940000001|10.9595763|-0.0500053959999999|1|-0.33032879|-0.189821204|-0.311884247|-0.5437894289999999|1|0.798057295|0.092890802|-0.078146961|0.7829667309999999|0|0.545935562|-0.140864841|0.316156689|-66.89539627|-72.11491331|144.3404619|0.4540644379999999|-0.048190604|-36.91879876|0.7298701059999999|-34.24669822|85.99382787|86.18702382|0.454339954|2252.098123|279.4884473|-937.4938731|-12.63011537|5.613534285|10.28760365|0.832642882|4803.256974|138.2913845|33.80175623|0.0271102189999999|1284.466737|344.69029950000004|13.87891455|0.0|1.0|1.0|3.02|17.0|2.07|0.0|3.0|5.0|-7.04|322.32|1.0|1.84|-3.25|0.000533|172.0|0.000565|182.0|1.72|0.0|0.0|0.00535|4.2857|4.11|-1100.797628|-1100.760824|544.24|896.02|289.3|0.2043|289.3|417.28|0.69263|0.69263|-0.17802|6.4596|-0.21698|3.82|5.4179|5.4179
12an_a36|1|0|3.489959714|0|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|2|0.0|-0.407702102|10.33556631|-0.031635802|1|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.8344566859999999|-0.009636347|-0.055405405|0.855081905|0|0.836440154|-0.105145528|0.270501913|-49.67568778|-71.0446809|82.43567331|0.163559846|-0.036995649|-48.0034364|0.783512615|-33.56484523|81.70091433|61.37296195|0.44576647|2881.978785|565.1654879|-1349.848937|-16.89009799|8.773001855|15.82907093|0.8042935809999999|6162.848939|146.2760938|31.9040205|0.015771136|1722.817107|725.9470896|10.65623343|1.0|1.0|1.0|4.85|17.0|2.61|0.0|6.0|4.0|-6.64|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|0.0|3.83e-05|5.1771|3.37|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|239.49|571.76|0.44822|0.69094|-0.15474|4.3963|-0.21035|0.04|7.3979|7.3979
14a_a22|0|0|0.0|1|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|2|1.614660505|-0.280236463|10.9464374|-0.015194063|1|0.036467904|-0.097476465|-0.165471815|-0.360663314|2|0.7392451729999999|-0.09744639|-0.027029438|0.655865336|1|0.864077619|-0.081479363|0.490491034|-42.39063895|-55.51601021|93.21042936|0.135922381|-0.031338217|-37.82586486|0.7007904070000001|-28.88288575|70.33046351|56.88212098|0.446584227|2885.858295|588.739773|-1110.320204|-14.54840956|8.052850876|14.55117701|0.8069597009999999|6348.976909|203.8666248|30.46889826|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|3.42|27.0|4.31|0.0|6.0|5.0|-6.61|420.47|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|0.0|2.56e-07|5.0653|4.98|-1368.35698|-1368.321586|695.62|1191.81|347.23|0.3051|244.77|534.87|0.45928|0.63156|-0.15029|4.9775|-0.21174|38.0|7.4202|7.4202
9d_a40|0|0|0.0|1|0|0.604992329|1.839557351|0.007834411|-0.003961493|0|0.89023715|-0.146575228|10.3119722|-0.137738587|2|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|-0.223631751|0.55759121|1|0.941627612|-0.071656839|0.002088915|-31.08478865|-36.92750973|108.1468558|0.058372388|-0.031613312|-19.03015798|0.8664205709999999|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|485.2567189|-553.912646|-8.395657932|8.023385851|15.06105494|0.87714454|4401.742338|68.83858806|18.80327978|0.0087217999999999|639.3115126|346.9019309|4.49467719|1.0|0.0|0.0|3.25|20.0|5.09|0.0|2.0|2.0|-4.62|325.82|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|0.0|3.3e-05|4.6073|4.7|-1677.551678|-1677.540538|542.19|892.69|370.51|0.4888|269.1|446.84|0.4557199999999999|0.69986|-0.13875|6.2032|-0.20781|107.0|6.9706|6.9706
18a_a22|0|0|0.0|1|0|1.194229718|1.854982521|-0.197348157|-0.003488994|2|1.6891461019999998|-0.19538364|10.31286146|-0.015194063|1|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|2|0.7329701259999999|-0.042139855|-0.027029438|0.722009212|1|0.926535704|-0.076119803|0.573315195|-34.36220678|-51.6464295|29.59800426|0.073464296|-0.029276847|-35.04152115|0.710467198|-23.31437056|64.80092090000001|45.98663929|0.487405342|2898.068989|628.6440468999999|-1032.92859|-13.47750813|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|3.49|27.0|5.11|0.0|6.0|4.0|-6.28|436.53|1.0|3.9|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.78|0.0|0.0|1.73e-07|5.0214|3.69|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|355.95|0.3174|246.91|531.16|0.35107|0.68577|-0.1408|3851.0|-0.21148|13.0|7.8861|7.8861
6e_a40|0|0|0.0|1|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|0|0.744550501|-0.69771706|10.30179954|-0.205140551|2|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|0.8361555479999999|-0.011405885|-0.289988439|0.648802794|1|0.74620476|-0.1164147119999999|0.376602018|-70.52033811|-76.50178121|185.1473293|0.25379524|-0.04873174|-50.27304895|0.866991176|-46.34235117|84.95203628|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|-21.04453212|6.972949117000001|12.49434084|0.791830204|7585.605268000001|87.40658058|36.93694043|0.012858969|1588.2884390000002|587.7345677999999|8.450255075|1.0|0.0|1.0|3.98|14.0|3.72|1.0|5.0|5.0|-6.09|476.98|1.0|3.68|-5.58|1.74e-08|8.31e-06|2.6e-06|0.00124|4.4|1.0|0.0|0.0112|2.9549|8.35|-2831.191706|-2831.156883|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.67187|-0.1195799999999999|8.3311|-0.2164|18.0|7.7447|7.7447
18_a34|0|0|0.0|1|1|1.4547811819999998|1.801574074|-0.063113846|-0.014733513|1|0.0|-0.677741618|10.9595763|-0.136990511|1|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.805756513|0.0468829359999999|-0.224951558|0.713979177|0|0.68981472|-0.129784908|0.295523326|-49.86847383|-71.65163761|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|0.695849945|-27.53138148|86.77082535|72.41862911|0.441058733|2424.18137|380.8328339|-1003.122927|-12.87916264|6.282442545|11.23989749|0.789096743|5296.289007|167.9151283|33.52510165|0.027385869|1441.579371|428.6241319|15.11918774|1.0|0.0|1.0|3.28|17.0|3.15|0.0|5.0|6.0|-6.26|351.36|1.0|2.89|-4.11|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|0.0|0.000781|4.4335|5.07|-1199.288654|-1199.259634|592.04|991.93|300.68|0.3525|279.66|483.87|0.56101|0.60488|-0.17549|5.0935|-0.21474|2.43|5.6144|5.6144
8e_a12|0|1|0.0|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|2|2.197856963|-0.330207456|10.94458094|-0.0309579439999999|1|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.761892879|-0.036433876|-0.051240735|0.797199175|1|0.939627917|-0.087795345|0.001151979|-29.79080011|-50.273571200000006|51.38557748|0.060372083|-0.031094185|-28.78776717|0.7112578709999999|-17.05887601|61.4656313|38.67488258|0.45384745|2548.979738|538.051884|-854.6507103|-10.19566754|6.446557205|11.80358346|0.830990262|5490.975165|165.34017769999997|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|4.11|21.0|2.68|0.0|3.0|4.0|-6.03|366.42|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|0.00744|3.53|0.0|0.0|4.34e-06|5.247999999999999|3.45|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|236.25|481.04|0.38889|0.6954899999999999|-0.13599|1.0295|-0.19338|588.0|6.2306|6.2306
