molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12i _a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.00691453|5.351858133|-0.030422458|0.043848238|-0.0982344169999999|0.0|-0.366470081|0.00372838|0.0109710489999999|-0.072247675|1|1|0.003603419|-0.172434349|-0.090173435|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.8434291340000001|-0.096489393|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|-0.037414255|-41.13938837|0.0|0.806299097|-1.833298476|-32.64875738|-24.43015511|60.32320054|2860.704198|550.7287204|-1197.077601|2280.31966|-15.95200773|15.56818082|0.92270764|6362.153853|126.4796844|-781.648379|30.29912252|0.014680721|1484.657003|9.585980094|0.0|0.0|4.62|0.0|0.14|17.0|-7.22|4.47|3.27|0.0|132.29|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|4.49|0.0|6.03e-08|2.61e-05|-0.05465|5.0358|4.45|-2035.339603|1167.27|246.2|0.43157|0.68497|-2035.141693|0.1577|2.5397|-2035.203042|3.0033|16.0|7.8013|7.8013
14e_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|0|-0.008591251|4.727387819|-0.138693649|0.0389622639999999|0.0065927719999999|1.906869097|-0.524066339|-0.00131452|0.002856489|0.011176663|1|1|-0.0005394919999999|0.010976703|0.025802692|0.717460414|0.776960216|-0.144369439|0.018432983|0.8322445820000001|0.7240504329999999|-0.1004553119999999|0.015024526|-73.99302943|-73.51338088|10.99497534|372.1805977|-0.038772226|-53.79722636|97.78313402|0.806446896|-2.2100168680000003|-54.14823405|-28.3735856|84.98800478|3126.080106|529.8614286999999|-1617.294379|2620.6698690000003|-20.76384175|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|35.18345194|0.015154859|2005.4567600000005|11.09035375|1.0|1.0|3.62|2.72|0.07|27.0|-9.14|3.65|4.02|0.0|134.35|7.0|-5.14|5.0|-6.96|462.5|0.0|0.0|3.02|-4.73|7.29e-06|0.00337|3.04|0.0|7.31e-10|3.38e-07|-0.0538|5.8431|6.51|-1520.964156|1300.08|212.19|0.31019|0.69958|-1520.701142|0.0007|5.3651|-1520.767443|7.2625|75.0|7.1249|7.1249
12aa_a36|0.0|1|0|3.4172704080000003|0.0|0|7.412764017000001|2|2|-0.011588438|5.351858133|-0.135770278|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.090926893|0.892815402|0.833911317|0.156337925|-0.023185884|0.888163057|0.688945241|-0.117270578|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|-0.04126187|-54.83906299|109.0001157|0.731335741|-2.228140982|-49.88002793|-28.21625599|89.09222754|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|14.60824604|0.812554922|6438.603019|183.7216658|-1041.942197|38.58180913|0.023386634|2083.417693|15.99256772|0.0|0.0|4.83|0.0|0.13|17.0|-6.14|1.92|0.98|0.0|131.85|6.0|-3.52|5.0|-7.79|424.46|0.0|0.0|1.15|-3.45|0.000304|129.0|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.88|-1401.617177|1183.76|318.73|0.6931|0.6931|-1401.389257|0.4446|3.5904|-1401.45065|4.7433|9.0|8.0458|8.0458
9n_a24|0.0|1|0|2.961528903|0.0|0|6.605297921|0|0|-0.003323852|4.59511985|0.001099755|0.024179894|-0.141205159|0.0|-0.182811885|0.008307337|-0.036651001|-0.03088354|1|1|0.008809179|-0.22754075|-0.200646773|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0.904556598|-0.0777274979999999|0.017608478|-35.21502941|-52.53031811|11.90027964|48.691073|-0.026905672|-35.50139138|24.72120326|0.652126509|-1.399094961|-23.79925701|-18.18357165|47.11530904|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|14.52410167|0.764164944|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|1449.942171|14.83518955|1.0|1.0|3.17|2.6|0.17|23.0|-8.64|4.41|4.14|0.0|114.29|7.0|-4.14|5.0|-6.47|385.46|0.0|0.0|3.13|-4.29|7.2e-05|0.0278|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|2.59|-1239.095611|1155.03|252.31|0.44042|0.63085|-1238.856882|0.0334|2.8552|-1238.917278|4.8123|19.0|7.7212|7.7212
EW7203_a60|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.00698487|5.351858133|0.0075638519999999|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.090115975|0.80330079|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.8860751579999999|-0.096226348|0.020156795|-49.19385637|-62.23028092|13.03554647|80.48638339|-0.036566012|-40.24477665|0.0|0.766837077|-1.828300603|-31.81402579|-23.64750675|62.22940284|2913.880231|573.0312689|-1182.375337|1660.077477|-15.29301513|16.53092404|0.989250745|6403.777228|150.7881632|-764.6507562999999|30.83771958|0.01793256|1541.885979|11.59711747|0.0|1.0|4.75|3.21|0.13|17.0|-6.7|3.87|2.6|0.0|133.97|5.0|-5.74|4.0|-6.35|425.51|0.0|0.0|3.09|-4.82|1.81e-06|0.000768|3.59|0.0|2e-07|8.51e-05|-0.06188|5.0166|3.64|-1667.993536|1166.44|247.15|0.40883|0.69857|-1667.78681|0.0448|1.7676|-1667.848192|2.5159|9.0|8.0334|8.0334
14k_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|-0.005866159|5.351858133|-0.024758731|0.046283951|0.04479394|0.74561778|-0.299174093|0.010682694|-0.055500851|-0.055708465|2|2|0.009263715|0.082632648|-0.13187015|0.722187957|0.800643488|0.140087361|-0.091426449|0.864845456|0.922397728|-0.079899943|0.018829201|-37.43135588|-53.17069631|12.53019305|38.76597615|-0.033999976|-35.38329134|80.31548917|0.783562394|-1.597998852|-24.9092952|-22.62582822|49.96154892|2955.4566170000003|613.8243395|-1063.413926|2174.886074|-15.05671972|15.99703938|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|1357.152837|10.87921891|0.0|1.0|3.39|3.56|0.05|26.0|-7.99|4.0|4.67|1.0|125.29|5.0|-6.13|4.0|-6.03|445.93|0.0|0.0|3.99|-5.55|7.49e-07|0.000334|4.21|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|4.1|-2089.501786|1179.17|340.42|0.63765|0.63765|-2089.293765|0.4694|5.8718|-2089.354026|8.3627|4.0|8.4123|8.4123
9a_a31|0.0|1|0|3.348289714|0.0|0|7.765993078999999|1|1|-0.01391798|5.733341277|-0.093457477|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|-0.0007638889999999|2|2|-0.0033853629999999|-0.084652799|-0.15653721|0.8058046320000001|0.782715368|0.045292529|-0.001313433|0.837697452|0.691768132|-0.122626525|0.033245595|-64.75697831|-78.6954713|21.33533299|163.6011874|-0.043430228|-50.50275387|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|1813.361078|15.33993762|1.0|1.0|3.6|2.78|0.14|22.0|-8.13|5.51|4.02|0.0|113.64|6.0|-5.62|5.0|-6.39|418.47|0.0|1.0|3.47|-4.77|2.42e-06|0.00101|3.47|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|-1691.9137670000002|1145.99|327.21|0.7028|0.7028|-1691.716118|0.7028|5.0244|-1691.7777600000002|6.2203|0.15|6.8239|6.8239
3a_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.006374689|5.4161004020000005|-0.072328354|0.0355787039999999|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|0.00497674|1|1|0.000521532|-0.074886415|0.003978478|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.72890527|-0.088484274|0.016205613|-55.30832478|-51.82200998|9.491036042|107.4001347|-0.030698626|-30.35026007|59.40691577|0.689774813|-1.504232653|-32.39206742|-17.97906469|64.79936082|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|12.49907878|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|0.021141449|1277.19098|12.38177532|1.0|1.0|3.25|2.11|0.18|21.0|-7.19|2.77|2.81|0.0|112.14|5.0|-3.06|5.0|-7.67|384.43|0.0|1.0|2.02|-3.3|0.000878|0.3379999999999999|1.38|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|-1253.973708|1082.21|240.06|0.53794|0.66614|-1253.756918|0.0793|3801.0|-1253.8126619999998|4.2593|64.0|7.1938|7.1938
19a_a38|0.0|1|0|3.3685352889999995|0.0|0|7.412764017000001|2|2|-0.007986407|5.351858133|-0.082283951|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|1|1|-0.000673716|0.116434494|-0.217394466|0.724208473|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0.747152898|-0.108300308|0.022142322|-51.36166266|-64.73159672|13.23456869|137.2318698|-0.038988111|-38.69037594|0.0|0.744796537|-1.949405536|-30.69910427|-23.30337482|64.59623135|2774.129458|446.57675660000007|-1165.168741|2304.055966|-13.92853534|12.96056449|0.872060139|6115.030149|152.5362948|-696.4267669|31.28824271|0.020873781|1564.412135|12.47635608|1.0|1.0|4.83|2.56|0.14|17.0|-6.86|3.13|2.55|0.0|125.69|5.0|-4.14|4.0|-6.77|401.44|0.0|1.0|2.68|-4.17|7.209999999999999e-05|29.0|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.41|-1332.1529369999998|1092.25|316.19|0.6329100000000001|0.68835|-1331.94466|0.0721|4.7986|-1332.002093|6.0223|0.01|8.0106|8.0106
7d_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.00179944|5.4161004020000005|-0.017919404|0.041369509|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|-0.071185424|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.089622042|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.869684772|0.841052067|-0.070901708|0.010495008|-31.47566249|-37.61597161|5.567989142999999|12.32220006|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-1.063525614|-16.69900016|-13.12185056|37.04365163|2348.343588|446.2091497|-564.2395741|1597.531619|-6.961625817000001|11.82615475|0.938419104|5174.981962|143.4649092|-299.34991010000005|17.98535187|0.014078094|773.3701306|7.468948447000001|1.0|1.0|3.21|3.21|0.19|21.0|-7.83|4.92|4.97|0.0|100.04|2.0|-4.22|4.0|-5.83|344.38|0.0|1.0|3.95|-4.72|5.98e-05|0.0206|3.62|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|-1129.175857|970.29|212.18|0.32059|0.68393|-1129.003694|0.0941|3.0178|-1129.0552810000002|3.4695|928.0|6.0325|6.0325
14ae_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|-0.007539122|5.351858133|-0.029948314|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|0.0289586779999999|2|2|0.009675528|0.047563299|-0.253318853|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.8356326820000001|0.872362051|-0.087074783|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|-0.0269140239999999|-44.69687612|110.5716332|0.53040766|-1.480271319|-33.45249142|-19.28284095|71.53368511|3212.850883|625.0131414|-1060.556252|2575.36078|-13.81539807|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|1999.511567|24.70935041|0.0|1.0|3.74|3.76|0.12|26.0|-7.6|3.48|4.03|1.0|133.27|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|3.44|-5.08|1.6e-06|0.000753|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|-1858.952529|1285.52|344.06|0.58144|0.58144|-1858.675325|0.3205|7.0211|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
1o_a5|0.0|1|0|2.923171926|0.0|0|6.605297921|0|0|-0.002633927|4.59511985|0.033105871|0.025987654|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|1|1|0.0051989459999999|-0.05876042|0.06759341|0.670787375|0.78144982|-0.003561205|-0.016408975|0.85693939|0.88430372|-0.072886362|0.01325562|-42.63505279|-39.1638643|7.122612351|167.3051756|-0.028770932|-21.04383087|1.01402588|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|2238.291862|475.1609233|-587.4579645|833.537568|-8.306775343|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|22.08761368|0.020380352|839.3293197999999|10.95092849|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|4.48|4.07|0.0|95.2|3.0|-4.08|4.0|-6.3|323.35|0.0|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|2.78|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|-1043.536121|938.37|275.45|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|4.7435|-1043.472984|5.4919|35.0|7.4559|7.4559
10_a32|0.0|1|1|3.294952523|0.0|0|7.765993078999999|0|0|-0.016404762|5.733341277|-0.087497559|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|-0.047619048|3|3|-0.00369116|-0.03673326|-0.229450999|0.809370315|0.8607827790000001|0.012125768|-0.079818594|0.915639476|0.7622839570000001|-0.1223816869999999|0.02575778|-54.55170955|-75.59866726|15.91131724|57.97512956|-0.038939628|-46.69945835|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|70.46302679|2649.882742|470.8845962|-1058.381342|2980.525719|-14.85891856|12.86809583|0.81769605|5842.926058|188.6328503|-653.7924168|34.62844557|0.025106509|1523.651605|15.50900878|0.0|1.0|3.56|3.12|0.22|19.0|-6.99|5.64|4.21|0.0|107.14|7.0|-6.04|5.0|-6.44|399.49|1.0|1.0|3.42|-4.41|9.17e-07|0.000366|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|4.12|-1916.631761|1086.09|340.24|0.70228|0.70228|-1916.460049|0.2983|2.4919|-1916.519894|3.2297|7.0|8.1427|8.1427
8f_a12|0.0|0|1|0.0|0.0|0|6.580639137|1|1|-0.008295703|4.59511985|-0.062406088|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|-0.024023866|1|1|-0.00094279|-0.023769395|-0.125424286|0.902669729|0.7475224290000001|-0.13747286|-0.042014638|0.80546986|0.869823177|-0.098932601|0.013287637|-41.27611074|-56.220383|7.550959323|83.13642146|-0.03822396|-31.9483307|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|-21.72151161|48.82707007|2541.921472|494.2940092|-955.746511|1448.568734|-12.34367323|13.00131176|0.853035146|5481.952981|91.98952021|-543.1216218999999|25.9168408|0.012030968|1140.340995|6.836832748|1.0|1.0|4.09|3.26|0.1|21.0|-8.42|4.99|3.41|0.0|115.66|3.0|-5.7|4.0|-5.47|369.44|0.0|1.0|3.82|-5.24|1.99e-06|0.000735|4.34|0.0|3.79e-09|1.4e-06|-0.06179|4.1744|4.19|-1481.115891|1020.81|297.01|0.59107|0.65098|-1480.955408|0.2466|0.9092|-1481.008909|1.4701|646.0|6.1898|6.1898
7l_a46|0.0|0|0|0.0|0.256706467|1|7.727094485|1|1|-0.00090473|5.533389489|0.017668261|0.04006734|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.143129469|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0.907148114|-0.06289606|0.011594057|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|-0.022013621|-14.63933792|51.39110437|0.67467081|-0.880544835|-13.17144326|-10.620390400000002|32.8948756|1920.310099|437.65027010000006|-424.8156159|1246.417766|-5.1237682730000005|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|15.74158869|0.016330867|629.6635476|7.878766604|1.0|1.0|3.04|2.64|0.28|17.0|-6.29|3.59|3.59|0.0|86.96|2.0|-3.18|3.0|-6.22|290.36|0.0|1.0|2.86|-3.72|0.000668|0.1939999999999999|2.61|0.0|5.19e-07|0.000151|-0.03324|4.5464|2.42|-915.5830363|879.87|272.71|0.68834|0.68834|-915.446686|0.2024|3.3119|-915.493986|3.9009|1.94|5.7122|5.7122
12bg_a36|0.0|1|0|3.434779148|0.0|0|7.412764017000001|2|2|-0.0076819|5.351858133|-0.044573523|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|-0.0206090089999999|1|1|-0.00097037|0.097928606|-0.1716508239999999|0.884841888|0.836170906|-0.023460562|-0.033696875|0.892249657|0.840610352|-0.102664465|0.019606406|-51.74990566|-70.42534258|13.44952052|107.3347739|-0.036959207|-48.31008346|14.85588272|0.747867728|-1.847960372|-35.49918495|-25.35312333|65.19942617|2925.402039|576.6383913|-1267.656166|2915.548359|-17.39163005|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|1695.0272350000002|13.35534589|0.0|0.0|4.75|0.0|0.14|17.0|-7.76|3.99|3.19|0.0|133.77|5.0|-5.08|4.0|-6.26|450.32|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|3.93|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|-2152.104584|1186.75|318.36|0.69395|0.69395|-2151.914954|0.4409|6.6844|-2151.975577|9.3601|15.0|7.8239|7.8239
3m_a32|0.0|1|1|3.575728458|0.0|0|7.773594467000001|0|1|-0.006290106|5.733341277|-0.017268778|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|-0.078038283|3|3|0.000822186|-0.065422345|-0.086806406|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.872498916|0.798023273|-0.09390309|0.013428623|-50.60363458|-56.15082133|8.029854976000001|92.61088121|-0.027127559|-33.57626169|0.0|0.674468222|-1.220740175|-30.25923462|-16.22134838|58.63348955|2588.590536|477.1904954|-729.9606772999999|2363.601309|-9.699808932|13.31775015|0.882303773|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|0.018412178|1082.275864|11.00984957|0.0|1.0|3.51|2.93|0.3|19.0|-7.38|7.02|5.35|0.0|110.36|3.0|-5.94|4.0|-6.17|394.51|0.0|1.0|4.12|-4.86|1.14e-06|0.000449|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|-1863.46877|1073.31|346.82|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|5082.0|-1863.337677|8.0755|23.0|7.6383|7.6383
3_a47|0.0|0|0|0.0|0.0|0|0.0|0|0|-0.008740449|0.0|-0.130414103|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|0.013073797|0|0|-0.007967014|-0.021029826|-0.024240921|0.900251233|0.720319618|0.104873188|0.022804181|0.780628097|0.854727481|-0.0948001|0.008609292|-43.59237092|-49.71258151|4.514659074|98.29790989|-0.036461577|-26.06896797|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|-19.12022366|48.10703|2243.894237|448.2137648|-745.6887227000001|1280.146703|-10.02652614|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|24.35791949|0.016230658|949.95886|8.511255722000001|1.0|1.0|2.59|2.89|0.0|22.0|-8.42|4.32|5.4|0.0|101.55|3.0|-5.54|3.0|-5.16|347.8|0.0|1.0|4.02|-5.35|2.86e-06|0.000995|4.6|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|4.12|-1470.101469|941.44|217.52|0.52977|0.69138|-1469.969304|0.2182|4.0226|-1470.0192869999998|5.3274|316.0|6.5|6.5
17_a47|0.0|1|1|3.011740664|0.0|0|6.605297921|0|0|-0.003764469|4.59511985|-0.019259259|0.031802469|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|0.075303828|-0.006331624|1|1|0.004477366|-0.180898239|-0.031505291|0.8007970640000001|0.75807704|-0.034891905|-0.010871607|0.814790949|0.852282407|-0.082994667|0.01291694|-43.82821253|-50.62550618|7.87914003|68.64478326|-0.02987808|-30.88080199|0.0|0.7457517659999999|-1.493904005|-26.73455447|-18.22518223|51.70735256|2672.497352|519.8795281|-911.2591113|1573.836082|-11.11708872|13.10144249|0.8569074879999999|5854.9736840000005|155.087622|-555.8544359|24.43867122|0.0159160889999999|1221.9335609999998|9.708576558|1.0|1.0|3.44|2.39|0.08|27.0|-10.1|5.12|5.44|0.0|119.83|4.0|-5.4|4.0|-5.83|392.46|0.0|1.0|3.85|-5.21|3.98e-06|0.00156|4.03|0.0|7.96e-11|3.12e-08|-0.04873|4.2784|3.07|-1254.943823|1127.7|289.79|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|3.4454|-1254.795084|5.6949|5.0|8.3|8.3
14s_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|-0.005854379|5.351858133|-0.022580082|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|-0.064006338|2|2|0.009263715|0.0909774219999999|-0.13187015|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.92763624|-0.080500435|0.019970955|-35.30692476|-51.64162341|12.81151517|30.34480575|-0.034255504|-33.12848261|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|-21.9751589|48.11843993|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|-14.09722664|14.26730044|0.890072438|6938.271179|144.457092|-662.5696522999999|28.36177131|0.017330177|1333.003252|11.11743642|0.0|1.0|3.45|3.66|0.05|26.0|-7.99|4.0|4.67|1.0|125.29|5.0|-6.13|4.0|-6.03|445.93|0.0|0.0|4.01|-5.55|7.49e-07|0.000334|4.21|0.0|1.02e-08|4.55e-06|-0.07783|3.6828|4.1|-2089.500101|1164.32|336.66|0.60323|0.60323|-2089.2914530000003|0.3669|4.7032|-2089.352478|6.4428|3.0|8.5482|8.5482
17a_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|0|-0.004137083|4.727387819|-0.036457743|0.043274232|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|0.006360768|1|1|0.006423059|-0.02776212|-0.07654898|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.8005589320000001|0.874586929|-0.079378741|0.012665055|-44.46905084|-56.61512986|9.033070252|93.75234138|-0.0297670279999999|-40.379488|80.30332825|0.755980502|-1.666953566|-31.71656603|-21.2306737|53.50212109|2907.309477|623.7797651000001|-1188.917727|2432.071525|-15.142307999999998|16.93624014|0.882500365|6250.571217000001|174.0415044|-847.969248|28.08362601|0.015373381|1572.683056|10.96472369|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|4.83|5.31|0.0|131.06|7.0|-5.12|4.0|-6.18|433.5|0.0|1.0|4.04|-5.13|7.5e-06|0.00325|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|-1391.588873|1271.9|235.34|0.35172|0.6722|-1391.321455|0.1735|3.4677|-1391.385492|5.1401|25.0|7.6021|7.6021
36_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|2|-0.006407141|4.844187086|-0.020339784|0.036625514|-0.05224259|0.0|-0.442092758|-0.000451777|-0.0077246719999999|0.003321395|0|0|0.000825855|-0.079553246|-0.12139648|0.7343989059999999|0.741135729|-0.010091893|0.0059061|0.780206307|0.804293867|-0.079805761|0.009440278|-55.38202488|-56.82615305|6.722004572|110.8288932|-0.031922305|-40.46339026|83.34177364|0.812056067|-2.074949798|-39.43509046|-22.73046122|62.10402945|2979.013751|572.70209|-1477.479979|1547.485543|-16.1853561|18.21710397|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|0.0123136069999999|1819.430996|8.767974776|1.0|1.0|4.19|0.0|0.28|18.0|-9.16|3.73|2.96|1.0|146.24|7.0|-5.68|3.0|-6.18|466.57|0.0|1.0|2.8|-5.28|2.09e-06|0.000975|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.661092|1350.57|388.57|0.69372|0.69372|-1493.266344|0.4674|1.9944|-1493.333297|2.7547|32.0|7.4949|7.4949
16e_a32|0.0|1|1|3.343660084|0.0|0|7.765993078999999|0|0|-0.0154404319999999|5.733341277|-0.06951854|0.040982906|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|-0.01320745|3|3|-0.002310082|-0.079817994|-0.219947482|0.804503712|0.86370575|0.096017785|-0.022651598|0.91471624|0.7903051590000001|-0.117338144|0.024145309|-55.957388|-75.36830928|15.50894749|105.4021155|-0.037448344|-48.41036206|39.27920316|0.702226562|-1.760072163|-35.94239328|-24.05371573|71.46633549|2710.157931|507.6266039|-1130.524639|3376.1299740000004|-15.45011555|12.15001203|0.848279482|6142.277629|191.2650034|-726.1554308999999|34.2534974|0.023323257|1609.914378|14.98092934|0.0|1.0|3.64|3.36|0.26|19.0|-7.38|6.03|4.6|0.0|111.95|8.0|-6.59|5.0|-6.15|413.52|1.0|1.0|3.77|-4.75|2.58e-07|0.000107|3.76|0.0|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.965644|1130.95|342.37|0.7022|0.7022|-1955.766505|0.2858|3.2372|-1955.827194|3.9389|7.0|8.1367|8.1367
