molecula|molar_refractivity|WNSA4|heavy_atom_count|n5aHRing|HOMO-LUMO Energy Difference (Hartree)|BCUTs-1l|FPSA5|Mor01p|PPSA3|pIC50|Solubility [Log S (ESOL)] (mol/l)|Log S (ESOL)|Log Po/w XLOGP3|CYP3A4 inhibitor|ATSC1c|Synthetic Accessibility|MATS7i|Log S (SILICOS-IT)|pIC50
13b_a30|135.37|-19.53516918|32.0|1|-0.14879|0.604984129|0.017174033|713.7769663|12.52854078|7.5901|5e-05|-4.3|2.74|0.0|-0.627919307|4.76|-0.035340334|-6.19|7.5901
1k_a5|90.44|-7.881781385|24.0|1|-0.1798799999999999|1.427567903|0.019219352|357.34245360000006|5.571869083999999|7.3188|4.970000000000001e-05|-4.3|3.16|1.0|-0.120771321|2.71|-0.095857885|-8.3|7.3188
1h_a5|95.45|-7.561719827|24.0|1|-0.17797|1.427564094|0.01585373|409.0289917|4.588992214|7.5528|3.5600000000000005e-05|-4.45|3.43|1.0|-0.085074391|2.8|-0.02598568|-8.41|7.5528
12e_a30|133.77|-15.46823639|31.0|1|-0.1476|0.604984231|0.022696477|704.0353382000001|16.08914569|7.9431|1.19e-05|-4.93|3.84|1.0|-0.444243861|4.72|-0.010682095|-6.74|7.9431
14z_a23|130.3|-16.46322104|32.0|2|-0.15195|1.197960872|0.01612263|665.6233736|12.77192721|8.2941|7.37e-07|-6.13|4.83|1.0|-0.30053593|3.42|0.038811869|-8.57|8.2941
8_a20 (IN-1130)|122.86|-15.66851008|32.0|1|-0.13622|1.400923668|0.018957805|684.5377542|10.46873389|7.4437|2.82e-05|-4.55|2.87|1.0|-0.528090969|3.49|0.1728459339999999|-9.63|7.4437
3n_a32|106.44|-9.057526067|26.0|3|-0.1472099999999999|0.609420754|0.0210408339999999|522.1674161999999|10.86481886|7.6778|1.23e-05|-4.91|3.74|1.0|-0.295303659|3.51|-0.056907012|-6.96|7.6778
19_a47|99.2|-11.45202794|28.0|1|-0.15845|1.402889494|0.03295186|428.5826478|14.85167037|7.3|0.000217|-3.66|1.97|1.0|-0.4380552029999999|3.13|0.027033021|-6.92|7.3
7_a47|111.28|-11.52827882|28.0|0|-0.1544|1.304326965|0.0130514639999999|526.6144628999999|5.027768049|7.6|8.75e-07|-6.06|5.49|1.0|-0.3939082339999999|2.96|-0.128433676|-9.45|7.6
5f_a40|78.56|-8.780648419|20.0|2|-0.13057|0.60491326|0.015000038|269.0442248|9.349692674|6.9508|0.000491|-3.31|2.2|1.0|-0.293556526|3.08|-0.085493191|-3.69|6.9508
8d_a8|121.1|-16.2479927|32.0|1|-0.13754|1.395657339|0.029166961|682.0472537|18.28507531|4.7303|3.4200000000000005e-05|-4.47|2.89|1.0|-0.633521883|3.61|0.071729931|-7.62|4.7303
4g_a46|106.55|-8.0118178|26.0|1|-0.18602|1.134637064|0.007803902|568.1534007|4.598866947|5.5615|4.16e-06|-5.38|4.73|1.0|-0.088529411|3.9|-0.093447672|-7.8|5.5615
12af_a36|138.06|-16.95376516|33.0|1|-0.13364|1.29704271|0.0259433429999999|757.7532208|15.22358698|7.8239|0.000227|-3.64|1.85|0.0|-0.6038322939999999|4.98|0.091263447|-6.93|7.8239
8_a47|113.97|-12.06582525|29.0|0|-0.15357|1.24688044|0.012935553|559.4973856|5.043798869|7.3|6.490000000000001e-07|-6.19|5.61|1.0|-0.391797226|3.02|-0.087101663|-9.25|7.3
7g_a8|108.0|-16.4912131|30.0|1|-0.15508|1.39137419|0.018613449|509.2753308|19.08352484|4.6772|3.59e-06|-5.44|4.38|0.0|-0.481134236|3.29|-0.030968098|-7.91|4.6772
4R4l_a46|105.77|-8.805242402000001|26.0|1|-0.17475|1.134637095|0.006401537|579.2365607|3.844966512|6.8633|7.78e-06|-5.11|4.49|1.0|-0.255755434|3.92|-0.067419714|-7.0|6.8633
9r_a24|116.9|-11.60626518|30.0|1|-0.1676099999999999|1.353642494|0.02357068|670.2247423|10.4302588|7.9586|8.77e-05|-4.06|2.69|1.0|-0.264490176|3.53|-0.17821765|-8.66|7.9586
12d_a40|96.16|-10.90981687|23.0|2|-0.11604|0.60499064|0.01245259|350.9435025|6.204226377|7.7212|2.61e-06|-5.58|4.75|1.0|-0.288158151|3.23|0.209157499|-6.84|7.7212
5_a27|97.55|-8.438466859|25.0|1|-0.16952|1.4026035369999998|0.016479312|424.8821143|8.936508815|8.5229|9.78e-05|-4.01|2.58|1.0|-0.286030638|3.07|-0.149034787|-6.22|8.5229
19a_a38|125.69|-13.92853534|30.0|1|-0.15108|1.297044508|0.020873781|595.8790650000001|13.23456869|8.0106|6.77e-05|-4.17|2.78|1.0|-0.431265985|4.83|0.054257043|-6.86|8.0106
12b_a50|94.69|-6.002164865|24.0|2|-0.16451|1.397986833|0.027586169|388.171611|10.80329197|5.3242|0.000144|-3.84|2.5|1.0|-0.125985651|3.31|-0.08032584|-5.49|5.3242
3b_a49|116.94|-10.35481932|30.0|1|-0.1587|1.343850026|0.021477952|641.1445234|8.304484449|7.6021|0.000256|-3.59|1.84|1.0|-0.322592863|3.37|-0.090939066|-7.58|7.6021
14ab_a23|130.22|-14.84482393|32.0|2|-0.14778|1.197962873|0.013710439|733.3886349999999|12.31039874|8.4012|2.81e-06|-5.55|4.31|1.0|-0.287365522|3.63|0.021287386|-8.16|8.4012
4g_a49|198.32|-24.82733433|51.0|2|-0.15087|1.343847279|0.023762615|1714.878736|18.87757641|6.9747|3.72e-08|-7.43|5.28|0.0|-0.328081947|4.83|-0.085731041|-13.67|6.9747
1n_a5|101.77|-10.04713747|27.0|1|-0.17092|1.427557749|0.028797525|467.1194103|13.27640087|7.5686|6.56e-05|-4.18|2.91|1.0|-0.3365350029999999|2.88|0.002508727|-8.07|7.5686
12p_a36|123.71|-15.4629378|30.0|1|-0.15608|1.297044387|0.019344052|595.8790650000001|12.71795723|8.0458|6.96e-05|-4.16|2.78|0.0|-0.432950771|4.72|0.114716581|-6.86|8.0458
12a_a30|127.28|-14.47983299|29.0|1|-0.1481|0.604984824|0.014884556|620.9195447000001|10.10177981|7.9469|1.4e-05|-4.85|3.87|0.0|-0.3557214489999999|4.65|-0.096804291|-6.64|7.9469
14c_a22|128.77|-15.66173379|34.0|1|-0.15408|1.42291727|0.024813755|731.8178649|17.68831053|6.8153|2.4e-05|-4.62|2.9|1.0|-0.298463715|3.49|-0.026986769|-9.28|6.8153
14e_a23|125.29|-19.06744972|34.0|2|-153.0|1.197957573|0.017954325|658.8108151|12.5437807|8.5214|1.61e-06|-5.79|4.46|1.0|-0.4787294729999999|3.54|0.023369734|-8.23|8.5214
16b_a23|146.03|-17.24735864|36.0|2|-0.13741|1.197960988|0.018384316|896.9989312000001|13.79443768|7.0191|2.16e-06|-5.67|4.21|0.0|-0.3237716519999999|4.19|0.054655144|-7.33|7.0191
4b_a49|112.36|-11.62716177|30.0|1|-0.15635|1.343847828|0.02556165|600.3287567000001|14.84890147|7.1024|0.000132|-3.88|2.28|1.0|-0.402986655|3.37|-0.064060521|-7.05|7.1024
3d_a49|111.41|-12.12984007|28.0|1|-0.16147|0.406515615|0.018844179|549.3593871|5.561916586000001|5.6308|3.6200000000000006e-05|-4.44|2.98|1.0|-0.173318804|3.29|-0.087308534|-6.15|5.6308
30_a47|104.25|-13.79658605|28.0|1|-0.1517|1.304327883|0.028122734|457.1122177|13.64937081|7.9|7.94e-05|-4.1|2.5|1.0|-0.415191425|3.03|0.013114301|-7.24|7.9
15b_a50|105.46|-9.174337796|27.0|2|-0.16737|1.353059441|0.024313507|510.3677388|11.48191704|7.1024|0.000249|-3.6|2.11|1.0|-0.22696498|3.56|-0.103807905|-5.72|7.1024
12ab_a36|133.27|-15.90828969|32.0|1|-0.15699|1.297042596|0.024384271|708.5476357999999|16.62527454|7.9586|0.000122|-3.91|2.33|0.0|-0.408023082|4.86|0.035377607|-7.05|7.9586
13m_a6|127.2|-18.41524497|33.0|1|-0.13817|1.429020166|0.020928405|724.3873672999999|12.95736535|8.0|5.24e-05|-4.28|2.43|1.0|-0.628720289|3.59|0.021526267|-9.67|8.0
47f_a18|164.47|-20.90098811|40.0|0|-0.12802|1.251175676|0.016581683|1347.416568|11.75478965|8.0458|3.01e-06|-5.52|4.52|1.0|-0.477030713|4.87|-0.048472184|-9.22|8.0458
14a_a22|124.05|-14.54840956|32.0|1|-0.15029|1.4229176680000002|0.021742777|684.5377542|14.49148204|7.4202|2.1e-05|-4.68|3.18|1.0|-0.280236463|3.42|0.021482585|-9.21|7.4202
12n_a30|127.24|-15.42118984|30.0|1|-0.148|0.604984682|0.0153398069999999|618.6004214|10.77573511|7.983|9.71e-06|-5.01|3.97|0.0|-0.387485343|4.66|-0.1144447669999999|-6.9|7.983
6_a1|86.31|-5.56196523|22.0|1|-0.16784|1.3488280769999998|0.025250885|359.9965854|10.15161645|5.2924|0.00021|-3.68|2.63|1.0|-0.230035376|2.94|-0.114683042|-6.02|5.2924
12ar_a36|133.27|-15.99689556|32.0|1|-0.15631|1.297042582|0.0223636779999999|708.5476357999999|15.19305207|7.6021|0.000122|-3.91|2.33|0.0|-0.40866901|4.86|0.083451772|-7.05|7.6021
3t_a32|112.48|-10.75813179|27.0|3|-0.14739|0.609420752|0.017184783|582.0730423|8.995863948|8.0458|1.16e-05|-4.93|4.09|1.0|-0.304466646|3.58|0.028527045|-8.01|8.0458
27c_a34|119.71|-19.35960719|32.0|1|-0.1589|1.4335249819999998|0.022975949|673.8038326000001|20.51361454|6.0969|3.52e-05|-4.45|2.9|1.0|-0.80008116|3.55|-0.08157574|-7.67|6.0969
12a_a32|110.47|-11.99645651|27.0|3|-0.14827|0.609420757|0.021399091|557.1050635|10.31184223|7.6021|3.17e-05|-4.5|3.39|1.0|-0.463563696|3.45|-0.0134169989999999|-7.65|7.6021
14a_a3|93.25|-8.902004327|23.0|1|-0.1321|0.6050202020000001|0.0189212089999999|358.3503513|6.904918591|7.5229|0.000103|-3.99|2.58|1.0|-0.363198151|3.27|-0.143740653|-6.89|7.5229
12f_a31|117.78|-16.44247509|30.0|2|-0.15894|0.6101347579999999|0.021559868|713.5657448|19.26761061|6.8861|2.37e-05|-4.63|3.82|1.0|-0.698273995|3.86|0.043286807|-8.02|6.8861
3_a47|101.55|-10.02652614|25.0|0|-0.15473|1.304465159|0.016230658|418.022895|4.514659074|6.5|4.49e-06|-5.35|4.6|1.0|-0.367098851|2.59|-0.013350303|-8.42|6.5
4i_a46|105.43|-7.998762108999999|26.0|1|-0.18438|1.1346370959999998|0.011626803|579.2365607|8.847405392999999|6.2132|9.13e-06|-5.04|4.38|1.0|-0.127450387|3.88|-0.088884176|-7.3|6.2132
A7701_a51|87.52|-6.485314917999999|22.0|1||1.390164251|0.012504214|332.8814548|3.420720075|7.6021|6.790000000000001e-05|-4.17|3.14|1.0|-0.0927335619999999|2.66|0.070581466|-7.58|7.6021
12b_a32|110.47|-10.75912958|27.0|3|-0.14803|0.609420757|0.025166975|557.1050635|10.17310723|7.585|3.72e-05|-4.43|3.28|1.0|-0.462201267|3.47|-0.044307211|-7.65|7.585
4b_a46|101.7|-6.822749952000001|25.0|1|-0.19082|1.1346370890000002|0.007963679|538.4165208|4.127907383|6.2612|2.35e-05|-4.63|3.74|1.0|-0.058945144|3.9|-0.082722572|-7.2|6.2612
9h_a40|93.19|-10.27931468|23.0|2|-0.14047|0.604992856|0.011321157|336.23227030000004|6.199629554|5.4001|7.6e-06|-5.12|4.51|1.0|-0.343593366|3.3|0.157606277|-6.51|5.4001
12s_a36|128.72|-14.94294208|30.0|1|-0.15559|1.297044029|0.018222417|662.0530478999999|12.55883918|8.0458|5.05e-05|-4.3|3.04|0.0|-0.4023692|4.85|0.037454164|-6.97|8.0458
22_a10|139.53|-13.57178303|36.0|1|-0.16095|1.343837143|0.026340252|916.8601445|13.023146|5.9586|2.95e-06|-5.53|4.1|1.0|-0.332316729|3.74|-0.026750502|-9.37|5.9586
4S4k_a46|100.96|-8.564028983|25.0|1|-0.17396|1.134637098|0.007182108|519.5743695|4.1078333030000005|6.7055|1.4800000000000002e-05|-4.83|4.05|1.0|-0.252970193|3.8|-0.104665424|-6.61|6.7055
13l_a6|124.98|-21.92549054|33.0|1|-0.14562|1.4242139390000002|0.018273048|741.5222707|20.90615311|6.4145|1.7100000000000002e-05|-4.77|3.39|1.0|-0.858070925|3.64|0.090187973|-8.89|6.4145
14i_a23|128.38|-18.59026006|33.0|2|-0.1509599999999999|1.197963212|0.019276934|693.3423458|14.65077903|8.4622|4.03e-05|-4.39|2.46|0.0|-0.558153376|3.56|0.040408197|-6.96|8.4622
27a_a34|122.61|-21.30433911|33.0|1|-0.16691|0.300206665|0.020552444|718.5861133999999|18.62986903|6.6198|3.43e-05|-4.47|2.59|1.0|-0.7320090459999999|3.66|-0.082271189|-7.61|6.6198
12c_a30|132.29|-15.946612|30.0|1|-0.1496299999999999|0.604984133|0.014695647|652.8825454|10.36785909|7.9914|3.61e-06|-5.44|4.49|0.0|-0.3657134279999999|4.62|-0.0983590219999999|-7.22|7.9914
12y_a30|137.21|-15.70095045|31.0|1|-0.1475|0.604984019|0.012362508|754.3941655|10.05775555|7.6576|3.48e-06|-5.46|4.6|0.0|-0.353814891|4.86|-0.089502772|-7.38|7.6576
21_a10|128.59|-16.4322688|34.0|1|-0.16178|1.343837211|0.022638817|746.5727327999999|13.34776629|5.3188|3.12e-06|-5.51|4.17|0.0|-0.549176498|3.5|-0.032405474|-8.71|5.3188
8d_a32|110.38|-13.21859008|27.0|3|-0.14765|0.609420756|0.019788058|557.1050635|10.01177286|8.0809|4.36e-05|-4.36|3.17|1.0|-0.519620595|3.5|0.062782795|-7.26|8.0809
12aj_a36|128.72|-15.14089115|30.0|1|-0.14818|1.29704406|0.016684569|662.0530478999999|11.73352271|7.7696|5.05e-05|-4.3|3.04|0.0|-0.402433117|4.84|0.064171987|-6.97|7.7696
12m_a36|131.85|-19.16067782|32.0|1|-0.15879|1.297043522|0.0222467879999999|689.2886595|15.24099981|7.5229|0.000159|-3.8|2.11|0.0|-0.667165917|4.83|0.14264424|-6.14|7.5229
10_a1|99.61|-14.52342192|27.0|1|-0.13576|1.435871163|0.015427326|433.2550452|8.34295348|5.8239|1.87e-05|-4.73|3.64|0.0|-0.621976404|3.0|0.049971022|-8.02|5.8239
18_a47|119.78|-11.9254166|31.0|1|-0.17349|1.414391819|0.017318402|628.5247532999999|9.234746417|8.6|4.29e-06|-5.37|4.13|1.0|-0.2342475789999999|3.47|-0.026357805|-10.36|8.6
16_a15|124.45|-18.44568161|32.0|0|-0.16871|0.300207157|0.009783192|728.353441|4.848103252|7.6778|6.14e-06|-5.21|3.88|1.0|-0.4898555739999999|3.59|-0.003882928|-9.21|7.6778
3d_a12|100.28|-9.255608086|24.0|0|-0.15387|1.28383852|0.01611886|410.9162081|5.717316796|7.6021|0.000123|-3.91|2.81|1.0|-0.360215148|3.98|-0.166233441|-7.51|7.6021
2_a49|99.52|-7.34284831|25.0|1|-0.1555099999999999|1.3438506419999998|0.017498253|439.9973344|5.634353797999999|7.2291|0.000129|-3.89|2.43|1.0|-0.189189114|3.09|-0.100166139|-6.82|7.2291
12bh_a36|133.68|-15.75398235|31.0|1|-0.14915|1.297043258|0.015307571|729.1873176|11.73109101|7.8539|2.5e-05|-4.6|3.41|0.0|-0.401249012|4.95|0.001012669|-7.34|7.8539
12c_a5|121.26|-9.702606135|31.0|1|-0.16563|1.236775191|0.024214085|735.3048881|10.77147171|7.3279|4.64e-05|-4.33|2.84|1.0|-0.16115723|3.27|-0.086795626|-9.31|7.3279
7b_a8|110.8|-14.82895606|30.0|1|-0.13639|1.395658671|0.022982731|545.9267515|19.86678613|4.8687|1.14e-05|-4.94|3.61|1.0|-0.4829936279999999|3.49|-0.024156447|-7.65|4.8687
12ba_a36|133.18|-17.03166444|33.0|1|-0.12587|1.297043659|0.023797439|688.1986357999999|16.57882744|7.6778|5.65e-05|-4.25|2.67|0.0|-0.423472625|4.8|0.087201747|-6.72|7.6778
