molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
47j_a18|0.0|0|0|0.0|0|1|1|1.251176464|0.070097424|-0.007807275|0|-0.048528478|-0.569931053|0.0033281|0|0.002317206|-0.073551529|-0.218974385|-0.331885553|-0.48833504|0|0.7444236670000001|-0.002262399|0.005740124|0.757001264|0|0.80651845|0.476575952|0.015967126|-56.816779|-73.69868165|12.42035127|0.19348155|-0.033837212|-57.32800549|99.50526447|0.764425062|-2.368604851|86.31641604|69.23713027|0.481373558|-20.47428768|0.235574938|9.597380968|0.928170101|183.246715|-1433.2001369999998|34.43235841|0.016220875|2410.265089|1.0|0.0|3.0|0.28|18.0|-8.79|2.43|3.0|2.0|149.96|1.0|11.0|-5.83|37.0|4.0|0.0|0.0|0.0|2.39|-5.14|1.49e-06|0.000743|0.0|1.63e-09|8.159999999999999e-07|8.09|3.1054|-1625.413107|1459.55|399.25|0.5439|-1624.9784550000002|1625.053346|5.2118|35.0|7.4559
12j_a36|0.0|0|0|0.0|0|2|2|0.6293514410000001|-0.084183025|-0.007086381|2|0.091496219|-0.41101009|-0.051080247|1|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.820041835|-0.1241793309999999|-0.089459459|0.855081905|0|0.852586292|0.362692602|0.018160631|-46.2113679|-69.66341599|11.99396966|0.147413708|-0.037113558|-46.00836307|2.098786266|0.7758129420000001|-2.004132137|80.59149538|58.20533756|0.457280037|-16.18812775|0.224187058|7.483427579|0.8425708820000001|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|1706.0876829999995|1.0|1.0|2.0|0.17|17.0|-7.05|3.33|1.0|0.0|135.47|0.0|6.0|-4.85|31.0|4.0|0.0|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|0.0|8.95e-08|3.83e-05|3.37|3.7807|-1670.420129|1198.96|327.94|0.4981|-1670.184251|-1670.245584|8.5953|0.01|8.0
12ar_a36|0.0|0|0|0.0|0|2|2|1.297042582|-0.064363806|-0.007046017|2|0.083451772|-0.40866901|-0.036002609|1|0.002112069|0.145909555|-0.096853381|-0.169341326|-0.4194638229999999|1|0.8371588959999999|-0.017348015|-0.064014394|0.8196353679999999|0|0.8365428659999999|0.317338373|0.022389124|-54.80317647|-66.9989409|15.19305207|0.163457134|-0.0347392029999999|-45.46486105|0.0|0.705591187|-1.875916952|82.17472548|69.99622854|0.4743067589999999|-15.99689556|0.294408813|8.770514183|0.902250063|199.7830951|-863.83236|33.4098581|0.0223636779999999|1804.132337|1.0|0.0|2.0|0.17|17.0|-7.05|3.14|1.0|0.0|133.27|0.0|6.0|-3.92|32.0|5.0|0.0|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.0|8.95e-08|3.76e-05|3.23|3.8489|-1364.467971|1211.1|322.13|0.5586|-1364.235126|-1364.2977050000002|8.7322|25.0|7.6021
19f_a38|0.0|0|0|0.0|0|2|2|1.297044434|-0.036714749|-0.007831113|2|-0.008118156|-0.4228801179999999|-0.054832432|1|-0.000673716|-0.017421394|-0.101303149|-0.217394466|-0.4288343429999999|1|0.819222745|-0.075025988|-0.094149094|0.698414933|0|0.750875987|0.488059925|0.02107583|-54.50401599|-71.10679028|13.4639011|0.249124013|-0.037844587|-45.42524686|12.14075726|0.734437553|-1.892229356|84.35196967|67.96791709|0.453960261|-15.44458393|0.265562447|6.164440995|0.8313685409999999|169.6496169|-772.2291966|32.91812709|0.020733452|1645.906354|1.0|1.0|3.0|0.14|17.0|-6.86|3.13|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|0.0|0.0|1.0|2.67|-4.17|7.209999999999999e-05|29.0|0.0|1.4e-07|5.610000000000001e-05|3.41|3.4422|-1332.160846|1105.62|360.19|0.3205|-1331.945195|-1332.004601|7.1655|73.0|7.1397
9r_a24|0.0|0|0|0.0|0|0|0|1.353642494|-0.134192489|-0.004640179|3|-0.17821765|-0.264490176|-0.043274854|1|0.008722018|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.7958149290000001|-0.120617935|-0.083458647|0.7526889940000001|0|0.8417158379999999|0.32720212|0.015557618|-41.49802275|-54.99020696|10.4302588|0.158284162|-0.025821921|-36.86695997|89.36724924|0.6152148279999999|-1.394383716|70.79264457|51.92828155|0.473403843|-11.60626518|0.384785172|9.672636984|0.898988412|257.9706516|-626.7383196000001|28.13932796|0.02357068|1519.52371|1.0|1.0|1.0|0.22|23.0|-8.66|4.23|2.0|0.0|116.9|0.0|8.0|-4.02|30.0|6.0|0.0|0.0|0.0|2.98|-4.06|9.58e-05|0.0383|0.0|2.21e-09|8.84e-07|1.82|4.2877|-1294.451958|1199.71|289.16|0.3398|-1294.201456|-1294.263358|3.0322|11.0|7.9586
13e_a6|0.0|0|0|0.0|0|0|0|1.429020445|-0.089778965|-0.006882528|2|0.018376555|-0.378539035|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.765593573|0.102257199|-0.067328767|0.790249345|1|0.861676601|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|0.138323399|-0.032929004|-41.68507499|0.0|0.722530518|-1.679379203|75.42629799|61.91072885|0.4442079679999999|-14.71237941|0.277469482|7.973429837999999|0.799234143|185.4673146|-750.3313497|30.46313253|0.019543118|1553.619759|1.0|1.0|2.0|0.08|27.0|-10.18|5.01|1.0|0.0|123.82|0.0|5.0|-5.11|32.0|5.0|0.0|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|0.0|6.59e-11|2.75e-08|3.36|3.2475|-1347.25954|1202.5|381.78|0.8312|-1347.014564|-1347.074898|13.2999|12.0|7.9208
14k_a23|0.0|1|1|0.0|2|0|0|1.1979621459999998|0.070940371|-0.005866159|2|0.04479394|-0.299174093|-0.055708465|2|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.800643488|0.140087361|-0.091426449|0.659570836|1|0.922397728|0.226547411|0.018829201|-37.43135588|-53.17069631|12.53019305|0.077602272|-0.033999976|-35.38329134|80.31548917|0.783562394|-1.597998852|64.04991522|49.96154892|0.486654314|-15.05671972|0.216437606|8.21201115|0.948005074|144.0318708|-707.6658267999999|28.87559227|0.016348271|1357.152837|0.0|1.0|1.0|0.05|26.0|-7.99|4.0|2.0|1.0|125.29|0.0|5.0|-6.13|31.0|4.0|0.0|0.0|0.0|3.99|-5.55|7.49e-07|0.000334|0.0|1.02e-08|4.55e-06|4.1|3.6421|-2089.501786|1179.17|340.42|0.4694|-2089.293765|-2089.354026|8.3627|4.0|8.4123
9g_a40|0.0|0|0|0.0|1|0|0|0.604992427|-0.058811055|-0.0054957819999999|0|0.07954859|-0.225327061|-0.145879501|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|0.764275277|-0.384131901|-0.242405063|0.665414608|1|0.90454157|0.002717414|0.021367335|-33.47455057|-41.63731423|11.25704374|0.09545843|-0.031197254|-21.93596333|64.08637519|0.740240206|-1.185495647|51.16627179|44.73159432|0.476386801|-8.658932892000001|0.259759794|8.180261533|0.909806709|136.8503571|-329.0394499|22.20330888|0.018087202|843.7257374|0.0|0.0|1.0|0.06|22.0|-6.43|2.91|0.0|0.0|87.53|0.0|3.0|-2.49|23.0|4.0|0.0|1.0|0.0|1.93|-3.09|0.00323|977.0|0.0|3.720000000000001e-07|0.000113|3.83|3.0778|-1332.476347|923.42|402.84|0.3563|-1332.31775|-1332.369643|5063.0|3548.0|5.45
47o_a18|0.0|0|0|0.0|0|1|1|1.251177005|0.052875948|-0.006476544|0|-0.006238734|-0.4339284229999999|-0.038296569|0|0.000787517|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0|0.7435044540000001|0.001673737|-0.066242713|0.733228144|0|0.806872998|0.261785105|0.008692675|-56.13142962|-64.2280736|6.313168526|0.193127002|-0.034545459|-46.6464782|82.54478365|0.872753077|-2.210909375|70.23090572|62.44459815|0.493146875|-18.22128055|0.127246923|9.808930716|0.972958142|92.41474142|-1166.161955|28.74706708|0.008265369|1839.812293|1.0|0.0|3.0|0.25|18.0|-9.37|3.69|3.0|1.0|139.63|0.0|9.0|-5.66|34.0|3.0|0.0|0.0|1.0|2.76|-5.08|2.19e-06|0.000996|0.0|4.26e-10|1.93e-07|7.62|3.22|-1455.547304|1352.29|385.04|0.5065|-1455.162559|-1455.231246|2.8284|47.0|7.3279
19_a47|0.0|1|1|0.0|1|0|0|1.402889494|-0.038804671|-0.00973456|2|0.027033021|-0.4380552029999999|0.0604168609999999|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.823945134|-0.024256505|0.095841135|0.614975047|1|0.639642891|0.270767873|0.026805875|-58.28861174|-57.87554797|14.85167037|0.360357109|-0.037307124|-32.06567824|66.13355777|0.637832605|-1.566899206|76.13237258|73.14028211|0.463378097|-11.45202794|0.362167395|7.06969105|0.8635094740000001|200.6571609|-480.9851737|32.40636867|0.03295186|1361.067484|0.0|1.0|2.0|0.05|21.0|-6.92|2.49|1.0|0.0|99.2|0.0|5.0|-3.67|28.0|6.0|0.0|0.0|1.0|2.34|-3.66|0.000214|0.0816|0.0|1.2099999999999998e-07|4.59e-05|3.51|3.8423|-1335.725639|974.59|322.68|0.3243|-1335.580357|-1335.634976|6.3247|0.05|7.3
11b_a31|0.0|0|0|0.0|0|1|1|0.610137403|0.078614731|-0.01950528|0|-0.078907688|-0.838727032|-0.046362952|2|-0.010716217|-0.129901143|-0.101934423|-0.16780872|-0.564706551|0|0.834596039|0.067031897|-0.074254978|0.7943850720000001|0|0.545458754|0.26165445|0.037758271|-80.0942166|-82.80602396|21.02499452|0.454541246|-0.044612791|-46.10900197|87.78853803|0.669723835|-1.784511651|100.3071755|101.1192111|0.473305522|-13.83270059|0.330276165|6.83089364|0.8986339170000001|183.9081702|-553.3080237|37.09261324|0.0314298879999999|1483.70453|1.0|1.0|2.0|0.24|16.0|-5.45|4.67|1.0|0.0|92.51|0.0|5.0|-4.74|25.0|6.0|0.0|0.0|1.0|2.69|-3.75|1.82e-05|0.00649|0.0|3.59e-06|0.00128|4.07|3.8437|-1520.0430279999998|969.71|322.57|0.2634|-1519.909742|-1519.967224|4.7518|0.53|6.2757
16_a4|0.0|0|0|0.0|1|1|1|1.398650725|-0.219944434|-0.00228637|1|0.007101649|-0.089168424|0.019290123|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|1|0.774455255|-0.0894138519999999|0.0293772029999999|0.482473457|0|0.7898461090000001|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|0.210153891|-0.033372358|-19.42906425|74.430775|0.832461695|-1.201404885|45.11883447|42.88070889|0.455802506|-8.095443438|0.167538305|5.548106463|0.837568182|82.51653675|-291.4359638|19.74465314|0.0115138339999999|710.807513|1.0|0.0|0.0|0.11|17.0|-6.36|4.49|1.0|0.0|85.02|0.0|2.0|-3.92|23.0|4.0|0.0|1.0|1.0|3.91|-4.43|0.0001199999999999|0.0371|0.0|4.33e-07|0.000134|4.05|4.2257|-1057.478071|856.55|293.41|0.2213|-1057.3808390000002|-1057.429593|1.9873|343.0|6.4647
14e_a23|0.0|1|1|-4.45581912|2|0|0|1.197957573|0.059967018|-0.008865361|2|0.023369734|-0.4787294729999999|-0.009871698|2|0.001951778|0.072830644|-0.07256543|-0.226146643|-0.5232404310000001|2|0.791790895|0.133270225|-0.014216155|0.5415996160000001|1|0.925392058|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|0.074607942|-0.03935934|-43.33511299|0.5612316039999999|0.796525872|-1.96796702|74.75779594|63.61519626|0.49543439|-19.06744972|0.203474128|8.020794334|0.981902808|141.6222839|-953.3724859|34.39302091|0.017954325|1719.6510460000002|0.0|1.0|1.0|0.09|26.0|-8.23|4.42|2.0|1.0|125.29|0.0|6.0|-6.38|34.0|7.0|1.0|0.0|0.0|4.5|-5.79|4.1200000000000004e-07|0.000198|0.0|5.94e-09|2.85e-06|4.2|3.7033|-1966.943431|1209.58|334.8|0.3178|-1966.720803|-1966.785007|5.5469|3.0|8.5214
8e_a12|0.0|1|1|0.0|1|1|1|1.283834633|0.050021617|-0.006350143|2|0.0661362779999999|-0.330207456|-0.0309579439999999|1|0.005744805|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.761892879|-0.036433876|-0.051240735|0.797199175|1|0.939627917|0.001151979|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|0.060372083|-0.031094185|-28.78776717|0.0|0.7112578709999999|-1.492520871|61.4656313|38.67488258|0.45384745|-10.19566754|0.2887421289999999|6.446557205|0.830990262|165.34017769999997|-489.392042|25.03342862|0.019545275|1201.604574|1.0|1.0|1.0|0.14|21.0|-7.93|3.34|2.0|0.0|117.04|0.0|3.0|-4.37|28.0|4.0|0.0|1.0|1.0|3.12|-4.69|4.25e-05|0.0156|0.0|1.19e-08|4.34e-06|3.45|3.3044|-1177.593205|1048.44|375.21|0.2341|-1177.380602|-1177.436953|1.9327|588.0|6.2306
12c_a5|0.0|0|0|0.0|0|1|1|1.236775191|-0.212798523|-0.002685954|3|-0.086795626|-0.16115723|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.797601178|0.05430631|0.014673577|0.782051277|0|0.841092921|0.450827114|0.016374249|-46.62294305|-43.47195613|10.77147171|0.158907079|-0.022421317|-28.59715492|13.26856229|0.583585895|-1.25559373|59.40070647|57.39441476|0.4609383929999999|-9.702606135|0.416414105|7.293547043999999|0.855075538|273.9296719|-543.3459436|25.27376659|0.024214085|1415.330929|0.0|0.0|2.0|0.24|23.0|-9.31|5.03|1.0|0.0|121.26|0.0|6.0|-4.09|31.0|5.0|0.0|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|0.0|4.93e-10|2.03e-07|2.06|4.0116|-1316.5202869999998|1200.02|309.06|0.1513|-1316.244961|-1316.305277|3.5993|47.0|7.3279
5b_a40|0.0|0|0|0.0|1|0|1|0.604912077|-0.067567502|-0.0049439079999999|0|-0.096549823|-0.163148971|0.020344828|2|0.006372485|-0.164084255|0.007986879|0.013573521|-0.389789991|0|0.817071232|-0.400500595|0.029485257|0.503365018|1|0.881264402|0.313503463|0.019116586|-38.64461938|-45.78637031|9.59023102|0.118735598|-0.036507111|-22.96968039|49.25022097|0.829018186|-1.095213344|52.08187888|48.2348504|0.477304896|-9.187872156|0.1709818139999999|6.521443259|0.913161214|85.77656597|-275.6361647|22.09185326|0.012549086|662.7555978999999|1.0|1.0|0.0|0.21|14.0|-5.25|4.93|1.0|1.0|84.17|0.0|3.0|-5.43|21.0|3.0|0.0|0.0|1.0|3.83|-4.84|3.69e-06|0.00125|0.0|5.65e-06|0.00191|5.62|3.9759|-2096.767375|847.01|311.84|0.3005|-2096.707754|-2096.757832|9.3069|64.0|7.1938
8g_a12|0.0|1|1|0.0|0|1|1|1.28383574|0.10205033|-0.0084227909999999|2|-0.038463841|-0.40429396|-0.040257632|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.7475224290000001|-0.04981165|-0.070405398|0.7714487940000001|1|0.8576253690000001|0.274352085|0.008910823|-42.39297373|-57.6443411|4.915102972|0.142374631|-0.042752517|-31.79592789|0.0|0.90166696|-1.881110729|61.99654413|47.30807670000001|0.463772637|-13.00742505|0.09833304|6.882798206|0.864880588|54.23932676|-572.326702|26.15353224|0.007890315|1150.7554189999998|0.0|1.0|2.0|0.1|21.0|-8.0|3.31|1.0|0.0|109.93|0.0|3.0|-4.38|27.0|5.0|0.0|0.0|0.0|2.77|-4.34|4.15e-05|0.0146|0.0|9.98e-09|3.53e-06|3.68|3731.0|-1154.281986|989.66|332.31|0.3786|-1154.121362|-1154.173831|4.2131|3715.0|5.43
1i_a5|0.0|0|0|-4.358943904|0|0|0|1.219028472|-0.145964178|-0.006494891|2|0.018196138|-0.279280326|-0.003198529|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.780175595|-0.058385936|-0.00496377|0.513260607|0|0.8876055620000001|0.4729402929999999|0.008291428|-50.81756452|-46.82694838|4.621144795|0.112394438|-0.03570792|-26.09853285|0.213644964|0.759459597|-1.428316788|57.78921354|55.43870932|0.4697279689999999|-11.09187646|0.240540403|7.314842247|0.8858245220000001|134.0627959|-443.6750585|26.20475553|0.0196689|1048.190221|1.0|0.0|1.0|0.05|23.0|-8.88|5.48|2.0|0.0|95.49|0.0|4.0|-4.79|27.0|6.0|1.0|0.0|1.0|4.12|-4.97|1.6100000000000002e-05|0.00589|0.0|1.3300000000000002e-09|4.86e-07|3.58|4.3799|-1288.322373|957.58|283.08|0.7585|-1288.210207|-1288.264271|2.8939|24.0|7.6198
16_a15|-3.726252327|0|0|0.0|0|0|0|0.300207157|0.072882981|-0.008593957|2|-0.003882928|-0.4898555739999999|-0.011969556|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.729432583|0.080837546|-0.018331526|0.72660548|0|0.723597405|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|0.276402595|-0.039472502|-47.4317527|17.68542055|0.868460507|-2.131515106|76.07332645|65.48636021|0.419910645|-18.44568161|0.131539493|6.798937229|0.7238723509999999|89.91997762|-996.0668068|31.07023998|0.009783192|1677.792959|1.0|1.0|2.0|0.08|24.0|-9.21|3.37|2.0|0.0|124.45|0.0|6.0|-6.0|32.0|6.0|1.0|0.0|1.0|3.59|-5.21|9.89e-07|0.000442|0.0|6.1e-10|2.72e-07|8.26|4.1295|-1770.448668|1229.58|300.24|0.3809|-1770.217907|-1770.281427|11.7447|21.0|7.6778
13g_a6|0.0|0|0|0.0|0|0|0|1.424099171|-0.0961994219999999|-0.006574579|2|0.03536788|-0.381325604|-0.080022038|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.774238891|0.095969451|-0.144664763|0.789769968|1|0.871972049|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|0.128027951|-0.0323525729999999|-44.57717132|0.0|0.7357333540000001|-1.747038966|76.50577593|63.95581946|0.444443571|-15.68456028|0.264266646|7.968172425|0.7999971709999999|184.0026638|-846.9662551000001|30.61752948|0.017929016|1653.346592|1.0|1.0|2.0|0.12|27.0|-10.57|5.41|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|0.0|0.0|1.0|3.47|-5.06|2.77e-06|0.0012|0.0|2.67e-11|1.15e-08|3.83|3.2472|-1386.573241|1253.71|381.82|0.8442|-1386.3020800000002|-1386.364067|13.3225|119.0|6.9245
12c_a36|0.0|0|0|0.0|0|2|2|1.29696741|-0.087096843|-0.007667703|2|0.085843909|-0.414055975|-0.056994595|1|0.0010871589999999|0.146546059|-0.103922055|-0.177407665|-0.4423430339999999|1|0.819222745|-0.033217921|-0.097861598|0.8065052890000001|0|0.840733512|0.462597812|0.019582215|-47.12722334|-67.84435546|12.5779546|0.159266488|-0.038024893|-43.57746274|6.546878962999999|0.75500974|-1.901244658|80.22754474|59.70517794|0.473610011|-15.68788659|0.24499026|6.772454418|0.899732176|157.3609748|-784.3943293|32.34920911|0.019278991|1617.460455|1.0|0.0|2.0|0.14|17.0|-7.18|3.35|1.0|0.0|128.76|0.0|5.0|-4.44|30.0|4.0|0.0|1.0|1.0|2.34|-4.59|3.64e-05|0.0151|0.0|6.65e-08|2.77e-05|3.79|3.8436|-1692.511019|1137.55|322.58|0.3927|-1692.312906|-1692.3713309999998|6.6973|9.0|8.0458
3p_a32|0.0|1|1|0.0|0|1|1|0.609420752|0.007752757|-0.008735261|0|-0.050639647|-0.419292538|-0.074544773|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|1|0.8195708759999999|0.366898545|0.021264377|-41.73212799|-58.13283248|12.5150622|0.180429124|-0.029183126|-34.21384146|57.82331968|0.6199678829999999|-1.28405753|73.07639870000001|54.24719019|0.416240891|-10.10863498|0.380032117|6.243062200000001|0.713035367|223.6663527|-444.779939|27.70403125|0.025390655|1218.977375|1.0|1.0|1.0|0.26|19.0|-6.79|6.06|1.0|0.0|112.37|0.0|4.0|-5.11|27.0|4.0|0.0|0.0|1.0|3.23|-4.25|7.78e-06|0.00308|0.0|1.62e-07|6.4e-05|4.26|3.6436|-1879.527843|1057.58|340.28|0.3083|-1879.350471|-1879.406962|5.4496|26.0|7585.0
2_a27|0.0|0|0|0.0|2|0|0|1.402655014|0.09890645|-0.0065894809999999|2|-0.196529806|-0.276758209|0.017751479|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.796022385|0.137868605|0.027777778|0.60904903|1|0.8468699609999999|0.408120957|0.019809599|-29.42169804|-41.03489597|9.972342226|0.153130039|-0.029261411|-20.65736087|53.58106492|0.6684621829999999|-1.141195033|52.43208086|39.39404027|0.4424192289999999|-7.415462877|0.331537817|5.312170441|0.7934621359999999|166.89932209999998|-289.2030522|22.03636323|0.022639983|859.4181658|0.0|1.0|0.0|0.11|21.0|-5.84|2.43|0.0|0.0|92.58|0.0|2.0|-3.19|24.0|4.0|0.0|1.0|1.0|2.52|-3.7|0.000644|204.0|0.0|1.45e-06|0.0004599999999999|4.32|4.1624|-1043.7984|906.48|297.87|0.3217|-1043.665151|-1043.715364|6.8854|13.0|7.8861
12ab_a30|0.0|0|0|0.0|0|2|2|0.604983638|-0.026189286|-0.008528077|2|0.018023992|-0.520212725|0.01563558|1|0.005111479|0.03046828|-0.12254489|-0.207153446|-0.384942092|1|0.809127478|0.078325164|0.026596859|0.794193541|0|0.7997534890000001|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|0.200246511|-0.031859359|-49.97135112|0.0|0.603952976|-1.815983471|92.49334877|80.46280277|0.461207954|-15.78042667|0.3960470239999999|8.44310703|0.856003642|278.7324985|-899.4843201|37.1257096|0.030534507|2116.165447|1.0|1.0|1.0|0.21|17.0|-6.83|3.94|2.0|0.0|140.26|0.0|7.0|-5.61|33.0|6.0|0.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|0.0|1.47e-07|6.720000000000001e-05|3.34|3.4919|-1804.79081|1275.19|355.06|0.1957|-1804.523449|-1804.589076|7.4968|17.0|7.7825
27c_a34|0.0|0|0|0.0|1|1|1|1.4335249819999998|0.02583752|-0.014036512|1|-0.08157574|-0.80008116|-0.014364543|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.783333463|-0.0360159139999999|-0.0239323839999999|0.804740647|0|0.631065353|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|0.368934647|-0.042782312|-57.00328784|119.8660257|0.7381974290000001|-2.26746252|100.1948155|97.35782216|0.424716257|-19.35960719|0.261802571|8.808655321|0.738272657|176.1124482|-1026.059181|38.98592708|0.022975949|2066.254135|1.0|1.0|2.0|0.12|23.0|-7.67|3.11|1.0|0.0|119.71|0.0|6.0|-4.75|32.0|5.0|0.0|0.0|1.0|2.83|-4.45|1.7800000000000002e-05|0.00759|0.0|2.13e-08|9.1e-06|5.23|3.9186|-1426.482676|1203.69|316.4|0.2385|-1426.246896|-1426.31053|9.6148|0.8|6.0969
18_a31|0.0|0|0|0.0|0|0|0|0.610137226|0.0690370959999999|-0.013634202|0|-0.051184519|-0.640807491|-0.096301845|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.8595579409999999|0.022160691|-0.1647054359999999|0.838968212|0|0.72588713|0.258135789|0.014467496|-69.19879619|-75.99442464|8.49194438|0.27411287|-0.040279446|-44.60622732|0.0|0.7774768320000001|-1.81257508|85.81723707|77.69074057|0.4492048839999999|-13.87749294|0.222523168|7.076684189|0.8155571290000001|130.6137795|-624.4871824|30.40953623|0.01673486|1368.42913|1.0|1.0|3.0|0.28|16.0|-6.54|4.9|1.0|0.0|99.32|0.0|7.0|-4.62|25.0|4.0|0.0|0.0|1.0|2.89|-3.62|2.42e-05|0.00862|0.0|2.9e-07|0.000104|4.81|3.9105|-1465.4803960000002|1041.21|317.05|444.0|-1465.300904|-1465.359325|4.6746|0.13|6.8861
13_a47|0.0|1|1|0.0|0|0|0|1.417757826|-0.174238791|-0.0049262279999999|2|-0.047120094|-0.20197533|0.038682232|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.794037882|0.030290722|0.065869272|0.626280497|1|0.781675563|0.244975411|0.017736598|-41.79730418|-45.39284663|9.13564442|0.2183244369999999|-0.032468557|-23.38063458|0.0|0.688261242|-1.23380515|57.38622954|50.9329486|0.472007922|-8.613918003|0.311738758|7.038683428|0.8939678120000001|160.5682509|-327.3288841|24.29844849|0.023284817|923.3410426|1.0|0.0|2.0|0.06|21.0|-7.9|4.06|0.0|0.0|91.59|0.0|3.0|-4.24|24.0|4.0|0.0|1.0|1.0|3.19|-4.27|5.79e-05|0.0185|0.0|1.26e-08|4.04e-06|2.7|4.0302|-1067.78457|895.21|307.63|0.3382|-1067.665127|-1067.71601|4.8308|16.0|7.8
14b_a23|0.0|1|1|0.0|2|0|0|1.197963628|0.065240838|-0.006248709|2|0.0519489729999999|-0.318684138|-0.047410593|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|2|0.793551289|-0.00399443|-0.077808321|0.5935522360000001|1|0.8462596590000001|0.228282196|0.020454632|-41.01458464|-53.44429544|13.26014776|0.153740341|-0.03508139|-34.64639496|84.36242964|0.774359705|-1.64882535|64.97993029|54.274732400000005|0.450973737|-14.74314679|0.225640295|7.833620016|0.821406493|146.2760938|-692.9278992000001|29.36910744|0.01779446|1380.34805|0.0|1.0|1.0|0.05|26.0|-7.67|3.78|2.0|1.0|120.24|0.0|5.0|-5.58|31.0|5.0|0.0|0.0|0.0|3.78|-5.11|2.66e-06|0.00114|0.0|2.14e-08|9.18e-06|3.72|3706.0|-1729.139722|1142.37|334.55|0.3603|-1728.9300010000002|-1728.9893510000002|9.7544|4.0|8.3536
