molecula|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|BCUTs-1l|E solv. Water  (Hartree)|MATS2c|SIC2|RASA|PBF|FNSA4|FNSA2|GRAVp|WNSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|pIC50
3g_a32|-1711.865318|0.2859|0.60942078|0.02384763|0.015803466|0.802214256|0.887695945|0.273439311|-0.030429702|-1.278047464|2271.746759|-392.4367329|475.3634141|1.0|1.0|7.02|2.18|2.0|-7.09|3.0|-4.9|354.49|0.0|8.12e-08|5.02|1.8e-05|-0.0535|7.8539
12as_a36|-1385.322633|0.2402|1.297043209|0.03674596|-0.051208473|0.869455765|0.77043791|0.291030086|-0.037824788|-2.080363362|2904.092809|-944.5958066|716.9974499|1.0|1.0|3.16|1.59|1.0|-3.81|5.0|-7.21|423.47|0.0|0.000154|2.36|5.4600000000000006e-05|-0.05789|7.2291
14r_a23|-1728.924789|0.0008|1.197963203|0.02296354|-0.009140243|0.846632079|0.8662226190000001|0.375360556|-0.03654528|-1.717628177|2945.137191|-712.2932561000001|599.5697147999999|0.0|1.0|3.78|3.4|2.0|-5.58|5.0|-6.31|429.47|0.0|2.66e-06|3.68|9.18e-06|-0.06842|8.2684
8b_a12|-1159.188228|127.0|1.283836078|0.03936706|0.190292199|0.792160599|0.740926309|0.4384536329999999|-0.045608374|-2.097985204|2388.888334|-702.4489440000001|510.3677388|0.0|1.0|3.11|2.23|1.0|-4.1|4.0|-6.51|355.39|0.0|7.890000000000001e-05|2.76|1.26e-05|-0.0589|6.58
6a_a40|-2371.3827|0.4015|0.604893625|0.01952089|0.117890918|0.861720535|0.733750993|0.360858579|-0.049149867|-2.113444291|2936.1501780000003|-824.5159087000001|557.4018948|1.0|0.0|4.38|1.62|2.0|-7.11|5.0|-6.32|442.53|0.0|7.85e-08|3.77|0.0396|-0.0926|7.3979
12f_a30|-1987.782125|0.1596|0.60498366|0.03400408|0.156569208|0.876441789|0.8357464459999999|0.56363596|-0.0452183279999999|-2.396571368|3305.792133|-1192.793275|696.6414817000001|1.0|1.0|4.43|2.82|2.0|-6.7|8.0|-5.66|482.48|0.0|1.99e-07|5.05|3.19e-05|-0.05464|7.7144
3_a27|-1081.744053|0.2208|1.402697639|0.02032437|0.124551908|0.8759548629999999|0.862115922|0.397733752|-0.032307734|-1.292309364|2294.213272|-346.53209080000005|401.7540197|1.0|0.0|2.8|2.18|0.0|-3.7|4.0|-6.41|329.36|1.0|0.0002|2.67|0.000423|-0.05512|8.3979
4a_a49|-1312.924353|0.0789|1.343847746|0.04133192|-0.076526919|0.856023531|0.7570436159999999|0.433367368|-0.0292876779999999|-1.4936715669999998|2675.628678|-561.8605190000001|620.5697596|0.0|1.0|3.4|1.25|1.0|-3.28|5.0|-7.52|399.45|0.0|0.000528|1.71|1.74e-05|-0.06461|7.4949
4b_a49|-1332.800229|0.0615|1.343847828|0.03702033|-0.109946885|0.852400617|0.7581492670000001|0.438784865|-0.030696709|-1.534835437|2708.998101|-581.3580885|600.3287567000001|1.0|1.0|3.71|1.66|1.0|-3.81|6.0|-7.12|400.43|0.0|0.000155|2.28|3.570000000000001e-05|-0.06731|7.1024
14a_a25|-1352.024616|0.1756|1.420015394|0.03250632|-0.092005241|0.792935475|0.850426305|0.326595394|-0.033365179|-1.76835447|2844.993903|-762.0389362000001|712.1606951|1.0|1.0|4.44|2.47|2.0|-5.39|4.0|-5.91|419.48|0.0|4.03e-06|4.16|1.08e-07|-0.05083|6684.0
12f_a36|-1311.285102|0.0231|1.297042537|0.02879265|-0.066269699|0.8700396090000001|0.8435569079999999|0.3416917479999999|-0.035813075|-2.00553221|2770.818472|-873.0469447999999|729.1873176|1.0|1.0|3.62|2.45|1.0|-4.61|4.0|-6.33|409.49|1.0|2.48e-05|3.47|1.7899999999999998e-05|-0.05035|7.9586
12ad_a36|-1460.5468529999998|0.2532|1.297042846|0.03648828|-0.040810025|0.8846605|0.760267769|0.423689705|-0.0365657189999999|-2.047680239|3041.082692|-1026.448977|735.3783268|1.0|1.0|2.7|1.89|1.0|-4.18|6.0|-7.18|439.47|0.0|6.579999999999999e-05|2.53|0.000106|-0.05406|7.7696
12h_a30|-1674.777786|155.0|0.604984682|0.03372393|0.046965756|0.888213143|0.763568404|0.353607682|-0.038417127|-1.882439244|2848.98238|-761.9955851|618.6004214|1.0|1.0|4.25|3.2|2.0|-5.39|5.0|-6.02|416.47|0.0|4.12e-06|3.97|5.260000000000001e-05|-0.05347|8065.0
14_a1|-1292.359534|0.3497|1.430935835|0.03490867|0.043282217|0.805877431|0.593170871|0.206941175|-0.046308519|-2.083883365|2678.985809|-730.8369997000001|513.4628663999999|1.0|1.0|4.04|1.54|1.0|-4.52|5.0|-6.73|384.39|0.0|3.03e-05|2.7|7.81e-06|-0.05962|7.0269
19d_a38|-1500.621723|0.0699|1.297043205|0.04735828|0.013465335|0.908591797|0.63167949|0.3509455999999999|-0.04393982|-2.372750256|3055.168373|-980.493036|686.8472757999999|0.0|1.0|2.34|1.65|1.0|-3.87|5.0|-7.84|444.46|0.0|0.000134|1.65|0.000175|-0.05091|7.9586
7g_a8|-1374.291597|0.5165|1.39137419|0.03974865|-0.092384028|0.79995525|0.699376143|0.306360885|-0.045912914|-2.020168201|2802.2242920000003|-725.6133762000001|509.2753308|1.0|1.0|4.94|3.4|2.0|-5.78|5.0|-5.63|399.37|0.0|1.67e-06|4.38|4.92e-06|-0.06621|4.6772
2_a20 (SB-505124)|-1089.147716|0.3267|1.183764955|0.01305739|-0.006955944|0.765632979|0.7694360659999999|0.214264156|-0.0382594189999999|-1.759933279|2195.369524|-532.854802|477.95809620000006|1.0|1.0|5.16|2.06|1.0|-5.24|4.0|-5.31|335.4|1.0|5.72e-06|4.27|2.03e-05|-0.03717|6.7721
5b_a40|-2096.707754|0.3005|0.604912077|0.01471235|-0.067567502|0.88618123|0.881264402|0.313503463|-0.036507111|-1.095213344|2126.9310920000003|-275.6361647|285.9136384|1.0|0.0|4.93|2.89|1.0|-5.43|3.0|-5.42|338.21|0.0|3.69e-06|4.14|0.00191|-0.07069|7.1938
27a_a34|-1861.468024|0.0203|0.300206665|0.04629882|0.0257175079999999|0.832753533|0.600964267|0.4305370679999999|-0.043345322|-2.340647376|3394.470264|-1150.434312|718.5861133999999|1.0|1.0|2.01|1.06|1.0|-4.96|7.0|-7.29|463.51|0.0|1.09e-05|2.59|1.13e-05|-0.03924|6.6198
17a_a6|-1349.830672|0.0101|1.424257628|0.02379552|0.101940358|0.8299950709999999|0.753082653|0.350977745|-0.041567592|-2.078379577|2816.084228|-894.3577948999999|627.4287311|1.0|1.0|4.98|1.7|2.0|-5.81|5.0|-5.89|409.44|0.0|1.56e-06|4.09|4e-07|-0.05753|7.6198
20_a4|-934.103809|0.1415|1.399905568|0.022349042|-0.203359312|0.8404413829999999|0.918147288|0.210083785|-0.0273144939999999|-1.010636274|1982.961908|-234.1428169|338.71903330000004|1.0|1.0|3.2|2.09|0.0|-3.46|3.0|-5.96|289.33|1.0|0.000346|2.96|0.000806|-0.03048|6.1898
12f_a31|-1696.466804|0.2664|0.6101347579999999|0.04363832|0.034876922|0.8530975000000001|0.700992225|0.262896936|-0.0337826789999999|-1.891830012|2710.311963|-920.7786053|713.5657448|1.0|1.0|6.43|1.53|3.0|-5.98|5.0|-6.19|426.53|0.0|1.05e-06|3.82|4.06e-06|-0.03317|6.8861
12bf_a36|-1431.187555|0.4006|1.297043948|0.03299488|-0.024689509|0.892249657|0.6791406640000001|0.356652646|-0.037486972|-1.874348624|2902.591295|-777.5172959|593.6088758|1.0|1.0|3.55|2.78|1.0|-3.99|6.0|-6.8|417.41|1.0|0.000102|2.88|3.17e-05|-0.0571299999999999|8.2218
6_a15|-1262.75978|0.0113|1.419941278|0.01711539|-0.199979249|0.7248900659999999|0.859308431|0.398681391|-0.0307500179999999|-1.599000943|2454.904173|-544.3423775|592.4420375|1.0|0.0|4.43|2.18|2.0|-5.66|5.0|-5.33|380.44|1.0|2.16e-06|4.64|4.3e-06|-0.02419|7.4559
47a_a18|2098.280307|0.6094|0.403918489|0.0339441|0.018016478|0.7991211029999999|0.778790861|0.371382587|-0.036234741|-2.681370849|3612.105567|-1802.576619|1225.939287|1.0|1.0|0.48|1.85|3.0|-6.74|5.0|-6.49|547.67|0.0|1.8100000000000002e-07|4.44|2.95e-06|-0.05191|9.0
12ah_a36|-1692.3109559999998|0.0485|1.297013411|0.03300341|-0.050415481|0.8910146309999999|0.828405275|0.271553945|-0.038137281|-1.906864035|2786.56479|-796.1600443|629.5017194000001|1.0|1.0|3.35|2.51|1.0|-4.44|4.0|-6.49|415.88|1.0|3.64e-05|3.31|2.77e-05|-0.05637|7.9586
12e_a36|-1271.999945|0.0006|1.29704412|0.03037051|-0.064019914|0.847602953|0.838086387|0.4347714629999999|-0.036203518|-1.918786459|2709.877204|-776.2438847|662.0530478999999|1.0|1.0|3.24|2.24|1.0|-4.16|4.0|-6.55|395.46|1.0|6.929999999999999e-05|3.04|4.270000000000001e-05|-0.04962|7.8539
12ab_a30|-1804.523449|0.1511|0.604983638|0.03368522|-0.026189286|0.855880335|0.7997534890000001|0.4605456229999999|-0.031859359|-1.815983471|3118.431712|-899.4843201|792.3440337000001|1.0|1.0|3.94|2.2|2.0|-5.61|6.0|-6.39|458.54|0.0|2.47e-06|3.81|6.720000000000001e-05|-49.0|7.7825
3_a3|-1592.792349|0.0851|0.605000514|0.03099295|0.159413311|0.885339037|0.7538064790000001|0.583866845|-0.035057023|-1.086767728|2092.406045|-225.9941764|302.8386149|1.0|1.0|5.0|1.41|0.0|-5.48|3.0|-5.88|310.4|0.0|3.32e-06|3.26|0.000218|-0.0637|5.93
11_a4|-1467.20045|0.0403|0.626711769|0.02336674|-0.20567828|0.875868891|0.930113409|0.4523305489999999|-0.023620625|-1.110169356|2452.527871|-370.7930613|575.2252237|1.0|1.0|4.97|3.15|2.0|-5.14|3.0|-5.74|372.49|0.0|7.27e-06|3.99|3.31e-06|-0.05582|6.9586
4c_a49|-1332.336755|0.0821|1.343847672|0.03969431|-0.048954892|0.826523164|0.76159824|0.407675441|-0.029809452|-1.639519861|2719.702873|-680.5831211|707.2397315000001|1.0|1.0|3.55|1.47|1.0|-3.5|5.0|-7.53|412.49|0.0|0.000314|1.81|4.4e-06|-0.0623299999999999|6.5935
4_a18 (SD-208)|-1542.15786|0.2316|1.304335262|0.0199445|0.055002235|0.904723479|0.77909674|0.115284206|-0.034985357|-1.2944582059999998|2395.526727|-343.2487827|363.2306414|0.0|1.0|3.54|2.02|1.0|-4.29|6.0|-6.31|352.75|0.0|5.12e-05|3.02|2.49e-06|-0.09992|7.0969
13a_a5|-1312.907813|0.1992|1.393002748|0.04138695|-0.154076582|0.857293078|0.7667501609999999|0.470564031|-0.0279752339999999|-1.426736914|2657.14588|-591.3528349999999|620.5697596|1.0|1.0|4.39|0.95|2.0|-3.77|5.0|-7.18|399.45|0.0|0.000169|2.19|5.02e-07|-0.05534|7041.0
16a_a32|-1896.589348|0.2859|0.6094207620000001|0.04088655|0.205693867|0.909908319|0.756542831|0.283324612|-0.037168908|-1.6726008419999998|2615.514164|-647.803815|532.685565|1.0|1.0|5.32|0.88|1.0|-5.49|4.0|-6.85|398.51|0.0|3.2e-06|2.65|2.01e-05|-0.0567299999999999|7.9586
26_a47|-1695.9387359999998|77.0|1.304328272|0.02111593|0.11828578|0.910081385|0.7104381999999999|0.549740398|-0.038735145|-1.626876095|2625.572598|-549.3226272|457.1122177|0.0|0.0|2.84|2.59|1.0|-4.86|5.0|-6.51|396.81|0.0|1.3699999999999998e-05|3.12|2.37e-05|-0.06279|7.9
24_a20|-1291.647083|0.0108|1.40648755|0.02922392|-0.217098257|0.802353442|0.952027295|0.531656762|-0.02714795|-1.357397496|2736.601949|-540.4525990000001|664.4562602999999|1.0|1.0|4.76|1.86|2.0|-4.89|5.0|-6.26|402.45|0.0|1.29e-05|3.52|1.94e-07|-0.06748|6.4976
1_a1 (SKF-104365)|-1278.971649|0.2178|0.626769342|0.02377006|0.011230812|0.857919181|0.8131557509999999|0.2405471019999999|-0.029524467|-0.9743074|1997.193006|-208.4377919|297.2783688|1.0|1.0|3.93|2.52|0.0|-3.8|3.0|-6.01|297.35|1.0|0.000159|2.96|0.000295|-0.03482|5.7959
17f_a50|-1218.966516|0.1708|1.349854916|0.0276719|-0.2208117919999999|0.8314734309999999|0.911458734|0.333180181|-0.026836447|-1.422331714|2582.272632|-537.7880119|652.6793116|1.0|1.0|2.87|2.09|1.0|-3.58|4.0|-6.64|384.48|1.0|0.000266|2.83|0.00016|-0.0336399999999999|6.4001
9a_a31|-1691.716118|0.7028|0.6101356720000001|0.03885662|-0.009086485|0.837697452|0.691768132|0.235442032|-0.043430228|-2.0846509230000003|2855.751316|-858.5468158|597.3075924999999|1.0|1.0|5.51|1.58|1.0|-5.62|5.0|-6.39|418.47|0.0|2.42e-06|3.47|3.07e-06|-0.04275|6.8239
14a_a5|-1390.29207|0.5853|1.226142247|0.04629687|-0.056730193|0.847379958|0.7909255559999999|0.4398855029999999|-0.0271808479999999|-1.494946644|2836.468636|-683.6488737000001|723.0631751|0.0|1.0|4.56|1.37|1.0|-4.15|5.0|-7.08|425.48|0.0|7.15e-05|2.55|6.16e-07|-0.0507699999999999|6.9508
15b_a50|-1160.275856|0.1796|1.353059441|0.03528279|-0.144363623|0.8833003970000001|0.8209134840000001|0.447220762|-0.028069672|-1.291204916|2441.264256|-422.0195386|510.3677388|1.0|1.0|2.71|1.66|1.0|-3.18|4.0|-6.98|357.41|1.0|0.000654|2.11|0.000687|-0.0333399999999999|7.1024
11_a27|-1122.190727|0.0793|1.1606177359999998|0.0226944|0.100091619|0.8629676709999999|0.7645505|0.349764196|-0.034296948|-1.611956546|2339.465471|-451.0062644|504.209846|1.0|1.0|2.72|3.06|0.0|-3.68|4.0|-6.47|345.4|1.0|0.000207|2.73|0.000283|-0.05985|8301.0
21_a4|-973.400097|0.1457|1.399863887|0.020181098|-0.164057585|0.833191212|0.932146735|0.239652988|-0.028676424|-1.147056976|2045.488184|-295.1166014|387.240586|1.0|1.0|3.7|2.32|0.0|-3.88|3.0|-5.76|303.36|1.0|0.000133|3.36|0.000352|-0.02956|6.9172
15_a15|-1450.398033|0.0066|1.435688991|0.02849263|-0.132759299|0.7725348679999999|0.8972060479999999|0.7028760070000001|-0.031405332|-1.821509261|3027.719888|-804.0860746000001|830.7967967000001|1.0|0.0|4.33|2.52|2.0|-6.32|4.0|-5.26|448.52|0.0|4.77e-07|5.32|5.7e-07|-0.03786|6.9626
12ar_a36|-1364.235126|0.2372|1.297042582|0.04327285|-0.064363806|0.89459881|0.8365428659999999|0.317338373|-0.0347392029999999|-1.875916952|2902.67985|-863.83236|708.5476357999999|1.0|1.0|3.14|1.59|1.0|-3.92|5.0|-7.21|420.47|0.0|0.0001199999999999|2.33|3.76e-05|-0.0566|7.6021
9_a4|-1489.36688|0.0584|1.300485838|0.02116575|-0.211556011|0.861113198|0.937102792|0.472497372|-0.025885299|-1.113067849|2359.945586|-329.6286606|489.7528555|1.0|1.0|5.14|3.15|2.0|-4.76|3.0|-5.56|360.84|1.0|1.73e-05|4.14|2.49e-06|-0.05256|7.3188
12e_a30|-1690.030824|151.0|0.604984231|0.03344515|-0.0026669809999999|0.876441789|0.816703705|0.407218612|-0.035153347|-1.863127413|2920.484542|-819.8165288|704.0353382000001|1.0|1.0|3.89|2.51|2.0|-5.44|5.0|-6.19|428.51|0.0|3.59e-06|3.84|7.87e-05|-0.05044|7.9431
8a_a50|-1006.508913|0.1217|1.39826105|0.03479985|-0.0737162059999999|0.8718949979999999|0.860876738|0.278028663|-0.031655181|-1.234552044|2206.356773|-313.6562159|388.171611|1.0|1.0|3.63|2.02|0.0|-3.86|3.0|-6.12|313.36|1.0|0.000138|2.95|0.000151|-0.0280699999999999|7.3279
47r_a18|-1964.443758|0.6007|0.403924645|0.02805567|0.029358241|0.8075001|0.769578222|0.26560995|-0.031669652|-2.090197013|3389.050097|-1168.846551|1005.982493|1.0|1.0|0.43|2.23|3.0|-6.65|4.0|-6.12|504.6|0.0|2.26e-07|4.59|1.76e-05|-0.0522799999999999|6.6364
2_a49|-1045.810794|0.0572|1.3438506419999998|0.0366366999999999|-0.084499704|0.851413454|0.81348014|0.41397907|-0.028277173|-1.187641272|2244.518609|-308.399629|439.9973344|0.0|1.0|3.28|1.88|0.0|-3.53|3.0|-6.57|327.38|1.0|0.000292|2.43|4.94e-05|-0.04372|7.2291
LY364947_a10|||1.390175303||-0.278922508|0.7792035190000001|0.8431045490000001|0.449473391|-0.029665114|-0.978948758|1896.845282|-191.05366730000003|287.99188260000005|1.0|1.0|3.97|1.74|0.0|-3.54|3.0|-6.02|272.3|1.0|0.00029|2.74|1.7199999999999998e-05||7.2291
19_a34|-1046.458335|0.2189|1.438829424|0.03168624|-0.068004837|0.8582665429999999|0.6399024520000001|0.308793959|-0.039656969|-1.506964829|2127.363207|-374.9727034|337.9440349|0.0|1.0|2.69|1.08|0.0|-2.73|5.0|-7.01|309.32|1.0|0.00186|1.66|0.00291|-0.02901|6.0044
47c_a18|-1664.201034|0.5869|1.251176227|0.03115159|0.02368001|0.7912974190000001|0.8128616409999999|0.246894346|-0.0321917939999999|-2.350000928|3228.879782|-1518.861384|1167.054827|1.0|1.0|2.84|2.41|3.0|-5.73|4.0|-6.61|513.63|0.0|1.84e-06|3.98|3.42e-07|-0.0449|8.5229
5a_a40|-1177.51016|0.4461|0.604913477|0.01514427|-0.116583806|0.820901326|0.8531783270000001|0.04987082|-0.036396585|-1.091897544|1847.672595|-213.8673835|244.8873477|1.0|0.0|3.68|1.85|0.0|-4.13|3.0|-5.9|269.32|1.0|7.49e-05|2.88|0.0241|-0.0657799999999999|7.0915
32_a47|-1777.843462|0.2839|1.216307925|0.03062031|-0.1746026239999999|0.858292442|0.851627782|0.266433793|-0.026060474|-1.381205148|2808.210157|-717.2238666000001|682.9868225|1.0|1.0|4.18|3.11|2.0|-4.81|5.0|-6.34|436.91|0.0|1.5399999999999998e-05|3.7|6.55e-07|-0.05682|7.0
14i_a23|-1798.371346|0.3639|1.197963212|0.03394466|0.142566578|0.864206467|0.777952733|0.266320368|-0.039760909|-2.027806362|3097.406945|-948.103263|693.3423458|0.0|1.0|2.57|2.28|1.0|-5.21|5.0|-7.33|454.51|0.0|6.11e-06|2.46|5.03e-05|-0.08025|8.4622
12al_a36|-1347.196501|0.0095|1.297043737|0.03469224|-0.06777947|0.885733922|0.801179217|0.2689491989999999|-0.035305316|-1.906487074|2843.740855|-825.5263792000001|679.7230552999999|1.0|1.0|2.77|1.72|1.0|-3.95|5.0|-6.93|411.46|0.0|0.000113|2.65|8.340000000000001e-05|-0.04998|7.3188
1e_a5|-990.471803|0.1355|1.427503886|0.0313740589999999|-0.260066152|0.834250802|0.8805795|0.373935381|-0.0278901329999999|-1.115605324|2107.092939|-301.0751483|409.0289917|1.0|1.0|4.99|2.13|0.0|-4.25|3.0|-5.77|312.37|1.0|5.5700000000000005e-05|3.43|1.21e-06|-0.04186|6719.0
15b_a10|-1317.429772|0.1595|1.3438370730000002|0.02977516|-0.197213588|0.83320417|0.921918974|0.697099355|-0.024105015|-1.398090862|2716.468606|-656.9605906|766.4127559|0.0|1.0|4.34|2.14|1.0|-4.35|5.0|-6.34|413.51|1.0|4.46e-05|3.49|2.73e-06|-0.04734|7.0706
3_a4|-990.467184|0.0871|1.343866299|0.024645265|-0.241609351|0.8367373309999999|0.919804716|0.462670692|-0.024645574|-0.985822953|2159.04913|-232.6201124|409.0289917|1.0|1.0|4.02|2.44|0.0|-3.7|3.0|-5.99|312.37|1.0|0.000198|3.12|2.03e-05|-0.04964|6983.0
47f_a18|-1741.724929|0.5741|1.251175676|0.02902413|-0.005500039|0.780474694|0.838156881|0.375218907|-0.0289997239999999|-2.290978185|3367.7324700000004|-1651.17806|1347.416568|1.0|1.0|3.22|2.79|3.0|-6.11|4.0|-6.4|541.68|0.0|7.76e-07|4.52|3.27e-07|-0.04439|8.0458
18b_a25|-1767.2232149999998|0.0468|1.194228955|0.03002332|-0.147813831|0.8333962429999999|0.936253893|0.348987182|-0.0305838929999999|-1.6515302369999998|3051.645565|-813.229933|809.2903831|1.0|1.0|5.93|2.2|2.0|-6.54|4.0|-5.93|460.55|0.0|2.87e-07|4.48|6.690000000000001e-08|-0.07066|7.2924
SB431542_a8|||1.401734117||-0.007805495|0.8220300859999999|0.5653298489999999|0.274152231|-0.048754953|-2.242727845|2801.428659|-803.5005528|529.053307|0.0|1.0|3.13|1.9|1.0|-4.4|5.0|-7.04|400.39|0.0|3.99e-05|2.4|6.96e-05||4.1019
12a_a50|-1006.498352|0.1807|1.397770359|0.02648238|-0.199881787|0.862192416|0.904119689|0.29507467|-0.02383238|-0.929462803|2223.666558|-235.9104193|388.171611|1.0|1.0|2.59|2.02|0.0|-3.16|3.0|-6.44|313.36|1.0|0.000685|2.5|0.00101|-0.03366|7.1249
17b_a50|-1336.833957|0.1758|1.348984601|0.02640483|-0.145258626|0.799772151|0.931849183|0.4220781729999999|-0.02681014|-1.662228695|2765.537065|-805.0189948|862.3868512|1.0|1.0|4.18|2.71|3.0|-4.75|4.0|-6.09|426.56|1.0|1.7899999999999998e-05|3.96|1.22e-05|-0.0318|6.9136
12t_a36|-1311.287803|0.0155|1.297042607|0.03230976|-0.058770337|0.878510663|0.8337556420000001|0.318666358|-0.035934112|-2.012310282|2771.211293|-892.7209991000001|729.1873176|1.0|1.0|3.62|2.45|1.0|-4.61|4.0|-6.33|409.49|1.0|2.48e-05|3.47|1.7899999999999998e-05|-0.05302|8.0969
16c_a32|-1916.478107|0.2955|0.6094207629999999|0.02806787|0.191088217|0.915639476|0.773043206|0.367322508|-0.038178095|-1.679836163|2649.168528|-597.9997655000001|513.9156315|1.0|1.0|5.64|0.88|1.0|-6.04|5.0|-6.44|399.49|0.0|9.17e-07|3.23|4.13e-05|-0.0505|8.3468
8_a4|-1450.071352|0.0642|1.304250488|0.0252645|-0.208165266|0.879500982|0.925132446|0.546157592|-0.024598141|-0.983925625|2297.5526170000003|-262.8925116|434.9654405|1.0|1.0|4.63|2.93|1.0|-4.35|3.0|-5.76|346.81|1.0|4.49e-05|3.74|5.72e-06|-0.05864|7.2676
AKLKII_a46|||1.4316666480000002||-0.206312209|0.8264237520000001|0.837641394|0.271156366|-0.033194303|-1.161800612|2000.353437|-261.2587041|314.0966684|1.0|1.0|3.9|1.18|0.0|-3.24|4.0|-6.5|287.32|1.0|0.000578|2.19|1.7800000000000002e-05||6.7423
15a_a10|-1278.141052|0.1583|1.34383719|0.02976259|-0.214195114|0.820233357|0.915137224|0.754451037|-0.025155581|-1.3835569680000002|2656.305166|-573.1123029|697.5493042|0.0|1.0|3.95|1.93|1.0|-3.97|5.0|-6.52|399.49|1.0|0.000108|3.12|6.51e-06|-0.04742|7.6198
16_a31|-1308.113026|0.2534|0.61013894|0.03948619|0.152128735|0.8948140790000001|0.546450126|0.29485045|-0.050105055|-1.653466811|2071.962924|-367.0549296|280.39844320000003|0.0|1.0|3.8|0.78|0.0|-4.36|4.0|-6.48|300.34|0.0|4.38e-05|2.32|0.00347|-0.0318899999999999|7.0458
21c _a23|-1837.67081|0.3329999999999999|1.197962776|0.03257532|0.178300778|0.838980345|0.790596437|0.2571258939999999|-0.040210758|-2.171380929|3161.1237530000003|-1097.07235|762.0576580000001|0.0|1.0|3.1|2.49|1.0|-5.63|5.0|-7.13|468.53|0.0|2.35e-06|2.86|2.2e-05|-0.07892|7.1752
13k_a6|-1465.557346|0.0137|1.42421381|0.0308324|0.031525207|0.84018367|0.641032542|0.212093198|-0.045420752|-2.543562101|2966.890288|-1225.9780560000002|741.5222707|1.0|1.0|4.55|1.39|1.0|-5.49|5.0|-6.59|441.48|0.0|3.26e-06|3.39|5.7e-07|-0.04851|7.3372
14z_a23|-2548.895003|0.2917|1.197960872|0.01238131|0.08752343|0.8668730109999999|0.925301102|0.228957475|-0.03393829|-1.595099623|3094.698027|-773.7713888999999|665.6233736|0.0|0.0|4.64|3.99|2.0|-6.77|4.0|-5.8|480.37|0.0|1.7e-07|4.83|1.29e-06|-0.08503|8.2941
37_a18|-1532.553949|499.0|1.251176176|0.02274574|-0.0013530679999999|0.761336899|0.831783747|0.385121249|-0.0286221589999999|-1.946306811|3055.795406|-1040.70711|1056.535856|0.0|1.0|3.68|3.33|2.0|-5.68|3.0|-6.14|480.6|1.0|2.08e-06|4.36|7.27e-07|-0.04925|7.4559
27b_a34|-1349.811401|0.0252|1.4335271040000002|0.03640275|-0.056026127|0.8299950709999999|0.783431788|0.3307451819999999|-0.037292511|-1.864625537|2835.31543|-808.2902556|627.4287311|1.0|1.0|3.94|1.83|2.0|-5.23|5.0|-6.14|409.44|0.0|5.92e-06|3.75|2.67e-06|-0.04121|6.1871
8a_a12|-1045.851982|0.2486|1.283813597|0.02180654|0.082323047|0.8157289759999999|0.892656426|0.221703535|-0.033836466|-1.4888045019999998|2212.38965|-399.41487|464.1781753|1.0|0.0|3.87|2.89|0.0|-3.9|4.0|-6.04|327.38|1.0|0.000125|3.18|4.2e-06|-0.06246|6.7011
13e_a6|-1347.014564|0.0104|1.429020445|0.03809808|-0.089778965|0.827254552|0.861676601|0.175643236|-0.032929004|-1.679379203|2868.489025|-750.3313497|676.2770877|1.0|1.0|5.01|0.92|1.0|-5.11|5.0|-6.52|417.47|0.0|7.74e-06|3.27|2.75e-08|-0.07534|7.9208
4e_a49|-1312.924353|0.0789|1.343847746|0.04133034|-0.076526919|0.856023531|0.757062331|0.433385455|-0.029288891|-1.493733437|2675.626006|-561.9703647000001|620.5697596|0.0|1.0|3.4|1.25|1.0|-3.28|5.0|-7.52|399.45|0.0|0.000528|1.71|1.74e-05|-0.06461|7.4685
6e_a31|-1652.445002|0.5103|0.61015618|0.03676794|0.06650322|0.841537966|0.623340994|0.177030306|-0.046541668|-2.0943750530000003|2776.836977|-778.7151665|536.6368656000001|1.0|1.0|5.19|1.36|1.0|-5.63|5.0|-6.5|404.44|0.0|2.34e-06|3.2|1.89e-05|-0.05426|6.4318
47t_a18|-1470.528808|0.5502|1.25117758|0.03767603|0.1115820769999999|0.796935152|0.67203319|0.240001773|-0.040580402|-2.272502492|2872.533415|-1017.985577|747.6927426|0.0|1.0|2.6|1.64|2.0|-5.58|4.0|-6.46|441.48|0.0|2.65e-06|3.57|1.36e-05|-0.06822|6.1068
1_a15|-1509.785098|0.0061|1.419940974|0.01894559|-0.22215316|0.74357498|0.875723465|0.7100707390000001|-0.031142386|-1.899685524|3000.975833|-794.0799704|851.7423982|1.0|1.0|5.46|2.2|3.0|-6.55|6.0|-5.38|457.52|0.0|2.830000000000001e-07|5.23|4.36e-08|-0.04142|7.3565
1k_a5|-1050.418953|0.1239|1.427567903|0.03133456|-0.216088148|0.851987765|0.7836926809999999|0.425724957|-0.0301207529999999|-1.114467843|2171.394196|-291.6259112|357.34245360000006|1.0|1.0|4.88|2.29|0.0|-3.97|4.0|-5.99|316.33|1.0|0.000106|3.16|1.58e-06|-0.04516|7.3188
