molecula|MATS1c|PNSA2|molecula|BIC2|Log S (Ali)|GeomDiameter|Oscillator Force (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|PNSA5|PPSA5|Log Po/w WLOGP|ATSC1c|WPSA3|Log S (SILICOS-IT)|Area (grid)|Total Energy (water) (Hartree)|AATSC1i|pIC50
11_a47|-0.451384505|-1123.0517|11_a47|0.715054643|-6.29|11.22841564|0.2321|-1395.922861|-0.20554|-59.10798423|7.881596968999999|6.68|-0.427212659|3.175899139|-10.55|654.49|-1396.184699|-0.079543257|7.4
3d_a49|-0.202380888|-984.1537446|3d_a49|0.808676284|-5.19|12.87442833|0.0931|-1594.380348|-0.21913|-54.67520803|10.91609228|4.46|-0.173318804|3.221917789|-6.15|615.3|-1594.595995|-0.129666234|5.6308
12_a15|-0.380490701|-1082.780166|12_a15|0.723852961|-6.22|10.40571107|0.0093|-1280.810963|-0.19054|-60.15445365|10.50617745|6.3|-0.370766171|6.123040777999999|-9.82|688.91|-1281.087109|-0.184255041|8.3979
47l_a18|-0.4925232479999999|-1431.971342|47l_a18|0.7435044540000001|-5.26|18.46922943|0.5019|-1455.165122|-0.18344|-59.6654726|9.168513486|3.19|-0.428858819|4.654446622|-9.37|764.74|-1455.5758039999998|-0.156998637|7.4949
8d_a32|-0.629535754|-967.5408291|8d_a32|0.825978584|-6.08|15.29958432|0.3018|-1880.540067|-0.20115|-69.11005922|12.43588915|4.32|-0.519620595|6.291941176|-7.26|671.71|-1880.773727|0.002805572|8.0809
8a_a50|-0.352654037|-622.2739931|8a_a50|0.804535572|-3.86|10.69309012|0.1217|-1006.508913|-0.20051|-41.48493288|8.577560914|3.71|-0.188998337|4.778811898|-6.32|548.47|-1006.671867|-0.11385159|7.3279
12av_a36|-0.507136551|-1397.506828|12av_a36|0.8076780109999999|-3.54|17.64042914|0.0027|-1440.67411|-0.19429|-73.55299094|17.95719936|1.65|-0.605432791|10.51297704|-6.93|733.21|-1440.988179|-0.213993335|7.4089
12bc_a36|-0.442519304|-1295.597402|12bc_a36|0.836170906|-5.08|15.54183457|0.3478|-2151.9100780000003|-0.21499|-71.97763346|11.99358509|3.19|-0.413738077|8.238431664|-7.76|705.12|-2152.134749|-0.1716508239999999|8.0969
7d_a10|-0.2018053139999999|-564.2395741|7d_a10|0.809056885|-4.22|11.82615475|0.0941|-1129.003694|-0.21965|-37.61597161|7.468948447000001|4.97|-0.0845736919999999|2.9540236560000004|-7.83|574.87|-1129.198363|-0.089622042|6.0325
21_a12|-0.522951134|-705.2078018999999|21_a12|0.835359152|-3.82|11.18947411|0.1668|-1327.347724|-0.22253|-50.37198585|8.736422872|2.25|-0.362168355|3.097071518|-6.78|539.67|-1327.479547|-0.211367878|7.6576
19_a20|-0.5838248970000001|-1309.962269|19_a20|0.7619768840000001|-4.89|15.38668579|0.2998|-1368.129074|-0.2067|-65.49811346|10.48665779|4.08|-0.539158264|5.890223441|-9.63|687.79|-1368.413151|-0.083481481|5.585
18b_a30|-0.45633339|-1198.493811|18b_a30|0.822401103|-5.49|13.0644231|0.3576|-1667.788575|-0.2052699999999999|-63.07862164|12.22780277|2.49|-0.375139476|8.698138813|-6.7|697.37|-1668.034279|-0.090115975|7.6003
12a_a32|-0.583507277|-884.8951120999999|12a_a32|0.845443342|-6.01|13.03685125|0.2908|-1880.539078|-0.20049|-68.06885478|13.34486989|4.19|-0.463563696|6.430656017|-7.65|667.68|-1880.771042|-0.1534110109999999|7.6021
5b_a50|-0.140506919|-435.0258302|5b_a50|0.791163321|-3.48|10.01036188|0.1094|-990.43875|-0.19252|-31.07327358|11.68741316|4.02|-0.062071259|3.149876031|-5.86|547.35|-990.6114185|-0.175158017|4.9126
4o_a46|-0.096073163|-576.535307|4o_a46|0.7699448320000001|-4.91|10.25486577|0.1598|-1070.223416|-0.22909|-36.03345669|5.972929428|4.94|-0.032014955|2.9243708|-7.26|581.59|-1070.456878|-0.028735607|6.7905
41_a47|-0.276217719|-711.4235867000001|41_a47|0.8417952740000001|-3.57|12.96444871|0.2504|-1162.288187|-0.2026099999999999|-50.81597048|13.02756406|4.52|-0.187859623|5.852270304|-7.47|603.1|-1162.492089|-0.317014709|8.0
20_a4|-0.211751813|-486.4496111|20_a4|0.7797803109999999|-3.46|9.58599918|0.1415|-934.103809|-0.19747|-34.74640079|11.71277006|3.54|-0.124135414|5.313236547|-5.55|517.72|-934.2489802|-0.103098674|6.1898
1m_a5|-0.2274929269999999|-564.8157081|1m_a5|0.7824502320000001|-4.52|13.35855701|0.2373|-1410.783167|-0.22857|-37.65438054|9.092103139|4.85|-0.096417794|2.506013299|-8.63|553.42|-1410.912452|0.07132816|7.3665
22_a20|-0.177976478|-882.9300756000001|22_a20|0.7478675859999999|-5.6|14.17638345|0.0015|-1275.598059|-0.21856|-44.14650378|8.759421782|5.39|-0.079707783|5.21001405|-9.69|694.15|-1275.84854|-0.060582944|6.6364
12aa_a36|-0.53315493|-1523.677823|12aa_a36|0.833911317|-3.52|14.60824604|0.4446|-1401.389257|-0.20829|-80.19356964|15.99256772|0.98|-0.672129428|11.04423694|-6.14|701.99|-1401.662677|-0.090926893|8.0458
1_a6 (SB-431542)|-0.567791164|-1235.8353619999998|1_a6 (SB-431542)|0.7462411859999999|-4.52|14.26172029|0.3346|-1292.358966|-193.0|-72.69619778|14.4623285|3.63|-0.766207981|11.61820782|-7.69|619.92|-1292.588032|-0.033765606|5.8119
3_a20 (SB-525334)|-0.500412918|-777.0449536|3_a20 (SB-525334)|0.7186587|-4.85|10.9543133|0.1171|-1086.329436|-0.20131|-51.80299691|6.654190521|4.69|-0.274640708|3.934338039|-8.39|605.71|-1086.585811|-0.277724429|6.7905
13c_a5|-0.324868153|-858.5021696|13c_a5|0.770478689|-3.55|15.90846721|0.1666|-1351.008469|-0.22939|-50.50012762|19.96143955|3.29|-0.284610951|10.06137448|-8.09|676.53|-1351.274441|-0.150963534|6.9101
3c_a49|-0.384874446|-678.3346816000001|3c_a49|0.802792677|-3.45|12.60874968|0.0729|-1198.430306|-0.21913|-42.3959176|12.45751629|3.87|-0.248722888|4.8479546860000005|-7.54|613.33|-1198.668772|-0.101919761|7.0605
20_a31|-0.594513619|-966.7594033|20_a31|0.8602874540000001|-5.91|15.48343758|0.2011|-1880.538664|-0.20895|-69.0542431|12.29746712|4.38|-0.476400874|7.592555532|-7.65|666.67|-1880.768349|-0.1534110109999999|8.0862
16j_a32|-0.704356423|-1299.659886|16j_a32|0.798237393|-7.45|13.20372234|0.2907|-2034.344833|-0.2002799999999999|-76.45058155|15.48758085|5.24|-0.778815477|11.90023573|-7.77|729.78|-2034.621888|-0.202656848|8.0315
12e_a40|-0.520457262|-866.8463724999999|12e_a40|0.788800541|-6.53|15.75963228|284.0|-2248.154966|-0.19912|-66.68049019|11.46456937|4.84|-0.556620974|4.4490161310000005|-6.04|552.91|-2248.276958|0.172778196|5.9318
1a_a5|-0.179831877|-571.1804334|1a_a5|0.7427901179999999|-2.6|11.38004491|0.0126|-951.178584|-0.2262699999999999|-38.07869556|8.305533524|1.42|-0.078562954|2.037971304|-7.15|531.02|-951.1394906|0.114184614|6.9706
17_a4|-0.392770755|-783.0649279|17_a4|0.772721853|-4.36|10.65499029|0.2045|-1255.881628|-0.21745|-46.06264282|6.61489113|6.26|-0.25315101|2.822041259|-6.56|527.39|-1255.994721|-0.07155304|6.057
8m_a46|-0.380393836|-767.9706141|8m_a46|0.7699708959999999|-4.48|9.899611044|0.1441|-1013.91158|-0.19715|-45.17474201|3.546889545|4.21|-0.248590088|1.984401749|-6.46|570.72|-1014.126693|0.015631887|6.6402
33_a20|-0.1771816269999999|-868.8044333999999|33_a20|0.74131936|-5.6|15.094865900000002|0.0463|-1275.602977|-0.21788|-45.72654913|8.881565237|5.39|-0.078557022|5.46110745|-9.69|689.51|-1275.852801|-0.060582944|7.4685
12g_a40|-0.512657141|-731.3891821000001|12g_a40|0.769016155|-6.46|14.39849078|0.2682|-2172.9382|-0.20615|-52.24208444|7.056520179|5.14|-0.354104815|3.501413627|-6.63|540.25|-2173.044757|0.106286677|6.1403
16i_a32|-0.700853898|-1200.164351|16i_a32|0.836966894|-7.03|12.57892808|0.2857|-1995.055356|-0.2002|-75.01027196|13.79800742|4.85|-0.7748511779999999|9.540239197|-7.4|692.96|-1995.307733|-0.211019184|8.2596
12c_a5|-0.223631474|-825.9671665|12c_a5|0.797601178|-4.09|13.53008071|105.0|-1316.244961|-0.21128|-43.47195613|15.92875034|4.32|-0.16115723|7.085796743|-9.31|694.24|-1316.542713|-0.020144382|7.3279
18c_a22|-0.305378181|-1056.927003|18c_a22|0.7669483559999999|-5.8|14.04085897|0.0817|-1783.277296|-0.22365|-52.84635017|14.88645273|4.98|-0.213698903|9.49723261|-9.46|707.08|-1783.562578|-0.143402172|7.585
4d_a49|-0.417231241|-900.2167208999999|4d_a49|0.783870915|-3.13|15.09148245|0.0879|-1293.049085|-0.2219699999999999|-52.95392476|13.56373757|2.8|-0.343596561|5.16986937|-7.58|668.09|-1293.333712|0.000850823|7.7447
A8301_a51|-0.4354420879999999|-1064.200534|A8301_a51|0.6959300979999999|-6.6|13.24988678||||-50.67621589|6.225421319|5.52|-0.242873103|3.437697042|-9.38|||-0.0618359079999999|7.9208
9h_a40|-0.503000695|-719.0371868|9h_a40|0.740778143|-5.65|13.366649|0.2721|-1293.033723|-0.20038|-47.93581245|5.664631335|4.44|-0.343593366|3.102034287|-6.51|526.38|-1293.174246|0.08305063|5.4001
12a_a5|-0.175245466|-831.8249311000001|12a_a5|0.779533861|-4.27|16.12184989|0.0296|-1201.750315|-0.21228|-41.59124655|8.814051518|4.26|-0.09350376|3.0925714930000003|-8.83|667.31|-1202.02622|-0.093973419|7.7212
13_a4|-0.143303992|-534.6588788|13_a4|0.744134785|-4.09|9.917593683|0.1282|-898.2009630000001|-0.20372|-33.41617993|3.704655033|4.15|-0.04158572|2.096831328|-6.2|536.09|-898.3562912999998|-0.025714912|5.3979
16b_a32|-0.586122949|-1040.965864|16b_a32|0.852956281|-6.28|11.05406524|0.2849|-2315.757928|-0.2094099999999999|-69.39772428|10.98052464|4.88|-0.423467596|6.490611388|-7.6|676.92|-2315.990437|-0.222700615|7.7696
1c_a5|-0.20172074|-575.8739559999999|1c_a5|0.7595197290000001|-4.25|11.580409800000002|0.1076|-990.467026|-0.22684|-35.99212225|7.869633359|4.51|-0.085301064|2.185709046|-8.41|556.84|-990.6223073|0.0578378779999999|5.4
12x_a36|-0.4331246039999999|-1333.8579550000002|12x_a36|0.828393514|-4.85|16.20591229|0.0199|-1670.182026|-0.2048199999999999|-70.20305027|10.94693123|2.61|-0.40650598|7.974776509|-7.05|719.63|-1670.452834|-0.133106642|8.1549
3_a27|-0.479874452|-669.1985248999999|3_a27|0.810053853|-3.7|11.64968556|0.2208|-1081.744053|-0.21969|-44.61323499|9.707911187|2.94|-0.27868256|5.157668895|-5.89|547.92|-1081.905135|-0.341338963|8.3979
16g_a32|-0.696926204|-1321.90553|16g_a32|0.83902731|-7.51|15.58880229|0.2879|-2034.342619|-0.19968|-77.75914881|16.78159325|5.38|-0.771439265|13.01585399|-8.16|752.29|-2034.621991|-0.202656848|7.9586
10_a47|-0.45272733|-851.455143|10_a47|0.754096463|-5.75|10.66897998|0.2175|-1188.1907199999998|-0.20309|-50.08559665|7.51303623|5.92|-0.384667159|2.720890925|-8.85|579.86|-1188.405988|-0.045289209|7.9
47a_a18|-0.369841706|-2198.494121|47a_a18|0.766261502|-6.74|19.74153879|0.6094|2098.280307|-0.18291|-81.42570819|12.16421601|3.35|-0.464122017|9.49531639|-8.27|874.47|-2098.807018|-0.358939392|9.0
15c_a22|-0.364626967|-1153.226049|15c_a22|0.773044788|-4.86|16.03890406|0.0694|-1460.324493|-0.22807|-57.66130245|17.86058304|4.18|-0.298463715|12.731723|-9.28|715.42|-1460.602657|-0.160566657|6.1325
14k_a23|-0.463402169|-1063.413926|14k_a23|0.800643488|-6.13|15.99703938|0.4694|-2089.293765|-0.2271699999999999|-53.17069631|10.87921891|4.67|-0.299174093|8.338417622|-7.99|691.9|-2089.524497|-0.13187015|8.4123
9c_a31|-0.546598398|-1142.882218|9c_a31|0.842823186|-5.23|15.04941978|0.2554|-1617.892493|-0.19224|-81.63444414|15.58581614|3.7|-0.6933757159999999|12.30439782|-7.24|691.3|-1618.157698|-0.223856622|6.3768
14a_a5|-0.36152442|-1010.949351|14a_a5|0.79661948|-4.15|15.89694877|0.5853|-1390.29207|-0.2183699999999999|-53.20786056|16.50789498|4.38|-0.316624785|7.942029745|-8.84|692.8|-1390.592722|-0.016337128|6.9508
6_a15|-0.35221474|-932.9544335|6_a15|0.691316481|-5.66|10.02135591|0.0113|-1262.75978|-0.18133|-71.76572566|17.18281248|5.26|-0.513693384|10.03794313|-7.95|612.22|-1263.0243449999998|-0.281352401|7.4559
19f_a38|-0.4288343429999999|-1208.815435|19f_a38|0.819222745|-4.14|11.28936331|0.0019|-1331.945195|-0.20104|-71.10679028|13.24517938|2.55|-0.4228801179999999|8.601162122|-6.86|653.22|-1332.190216|-0.217394466|7.1397
12ac_a36|-0.433636165|-1377.116299|12ac_a36|0.811459853|-3.81|14.63702516|0.0249|-1385.3211789999998|-0.20949|-72.4798052|14.03055543|2.09|-0.450737917|10.36858115|-6.89|711.77|-1385.606133|-0.166354116|7.8861
11a_a5|-0.254944026|-1124.186857|11a_a5|0.73344478|-7.25|18.25640338|0.1838|-1339.493223|-0.20429|-51.09940261|10.34763929|6.55|-0.185262487|6.055083705|-9.93|739.79|-1339.8362619999998|0.006120569|7.0915
1_a3|-0.486774367|-595.6343396000001|1_a3|0.7905285390000001|-3.07|9.046658216|0.0096|-1273.1763970000002|-0.21886|-42.54530997|6.514493077999999|1.85|-0.248199745|1.697600903|-5.77|496.09|-1273.316428|0.08803837|6.1403
19_a31|-0.615878515|-929.4091898|19_a31|0.8558149140000001|-4.67|12.77501178|0.2271|-1489.323855|-0.20675|-66.3863707|8.931875058|4.33|-0.46087445|5.035230173|-7.39|625.93|-1489.532192|-0.1751017789999999|5.7447
4a_a46|-0.143806973|-528.6479264|4a_a46|0.764741337|-3.93|9.831485239|0.1694|-994.028172|-0.21988|-35.24319509|5.910149982|4.46|-0.051075084|2.523263761|-6.82|560.87|-994.237445|-0.129430244|6.7423
12bf_a36|-0.433281391|-1207.2027480000002|12bf_a36|0.836170906|-3.99|14.37031118|0.4006|-1431.187555|-0.2139|-71.01192632|15.27267945|3.0|-0.4497470879999999|9.026978489|-7.12|670.85|-1431.413697|-0.250781298|8.2218
20a_a10|-0.281099208|-947.5701424|20a_a10|0.755429696|-5.68|15.37476788|107.0|-1388.897416|-0.2274199999999999|-47.37850712|10.76131538|5.77|-0.197323337|5.764636687|-9.44|696.63|-1389.164302|-0.081587712|5.9208
6g_a40|-0.588058458|-1727.0578510000005|6g_a40|0.832499949|-7.22|12.10032156|0.1307|-2521.8114530000003|-0.20479|-101.5916383|13.1559604|2.48|-1.09669629|7.499640603|-2.87|669.8|-2522.023752|0.05728593|7.3279
9g_a40|-0.383703998|-624.5597134|9g_a40|0.764275277|-2.49|15.62271835|0.3563|-1332.31775|-0.19005|-41.63731423|9.528957565|2.93|-0.225327061|5.930596229|-6.43|559.04|-1332.487689|-0.062672355|5.45
14_a1|-0.567791164|-1234.09038|14_a1|0.7462411859999999|-4.52|14.21658628|0.3497|-1292.359534|-0.19322|-72.59355177|14.42965582|3.63|-0.766207981|11.59015807|-7.69|621.08|-1292.588129|-0.033765606|7.0269
17b_a25|-0.366585181|-1264.189524|17b_a25|0.780221059|-5.32|18.52147096|0.1741|-1483.563965|-0.21939|-60.19950116|13.32894629|5.18|-0.266456625|9.129863339|-10.04|781.08|-1483.873254|-0.073994564|6.9957
12g_a36|-0.44093902|-1401.294202|12g_a36|0.8026482070000001|-4.95|13.83075477|45.0|-1350.571683|-0.20288|-66.72829531|10.41641087|3.01|-0.409214521|8.382969151000001|-7.38|724.32|-1350.887005|-0.163978382|7.8539
15_a31|-0.6215974160000001|-840.0616157|15_a31|0.8022000659999999|-4.28|11.51842782|348.0|-1460.736142|-0.19394|-70.00513464|18.05372755|3.0|-0.775463115|10.88541717|-5.66|556.68|-1460.900291|-0.272545088|5.9586
25_a47|-0.545763902|-854.5011131000001|25_a47|0.8462332770000001|-4.99|13.26689626|0.0702|-1735.2218059999998|-0.22919|-53.40631957|17.76440561|4.95|-0.486951604|7.453635586|-8.01|626.55|-1735.414386|-0.235822787|7.8
15_a47|-0.332654104|-677.0708068|15_a47|0.830688568|-4.89|13.37174753|0.0759|-1527.265523|-0.2268|-48.36220049|11.43190096|5.28|-0.21194909|4.770072524|-8.49|552.16|-1527.4104|-0.017562097|7.8
7s_a46|-0.3638523629999999|-667.5503351|7s_a46|0.770312275|-4.07|9.829721631|0.1186|-974.615216|-0.19947|-41.72189594|5.640276426000001|3.9|-0.240797051|2.240932895|-6.08|539.99|-974.8067569|0.018964141|5.7022
13a_a5|-0.367284642|-918.5341141|13a_a5|0.8045357209999999|-3.77|15.89940424|0.1992|-1312.907813|-0.22898|-54.03141848|18.10134317|3.58|-0.328417593|6.938219155|-8.9|688.18|-1313.167422|-0.0569177229999999|7.041
5f_a40|-0.4644854879999999|-608.163404|5f_a40|0.811339477|-3.97|11.20493646|0.0415|-1232.851443|-0.19284|-50.68028366|6.930245797|2.68|-0.293556526|4.319700326|-3.69|487.57|-1232.983157|0.18254908|6.9508
IN1233_a59|-0.597167441|-1267.269673|IN1233_a59|0.74801464|-5.59|15.51626497|0.2011|-1352.073755|-0.20289|-63.36348363|8.961363774|4.69|-0.5039851160000001|4.79704394|-10.0|703.47|-1352.351584|0.003282792|7.4685
4_a18 (SD-208)|-0.564165402|-666.5742296|4_a18 (SD-208)|0.83508768|-4.29|11.42979655|0.2316|-1542.15786|-0.2358|-51.27494074|18.35993987|4.44|-0.498304229|5.615248385|-8.15|537.47|-1542.296276|-0.3630339729999999|7.0969
47n_a18|-0.529441732|-2031.676741|47n_a18|0.696612213|-6.02|20.17045476|0.5056|-1740.5852670000002|-0.18391|-75.24728669|11.20011508|3.31|-0.609196374|7.228646444|-9.76|879.92|-1743.3283440000002|-0.258092915|7.1938
28_a20|-0.447096101|-1217.120433|28_a20|0.755701837|-4.42|14.28413212|0.0153|-1368.085242|-0.21814|-60.85602167|11.12858789|4.01|-0.363557127|6.540604536|-8.8|704.42|-1368.363151|-0.028782305|6.5935
LY364947_a10|-0.204644982|-432.4716757000001|LY364947_a10|0.711607778|-3.54|9.161732895||||-33.26705198|8.264519015|3.69|-0.084940213|1.88879448|-7.2|||0.072909639|7.2291
GW6604_a52|-0.201462112|-534.4037285|GW6604_a52|0.693399445|-3.87|11.6571716||||-35.62691523|8.744745933999999|4.2|-0.085995143|2.204526664|-8.03|||0.067497086|6.9706
19k_a38|-0.51857087|-1530.369661|19k_a38|0.853092207|-3.87|12.89431427|0.1156|-1500.618667|-0.20102|-80.54577161|13.8345897|1.65|-0.6888696990000001|9.369654226|-6.41|677.64|-1500.8984380000002|-0.128079012|7.9666
7_a27|-0.500327496|-759.1898319000001|7_a27|0.801251575|-4.06|12.087978|0.4179|-1122.249324|-0.2162099999999999|-47.44936449|8.106228264|3.05|-0.288487667|4.757447929|-6.61|606.74|-1122.455548|-0.323631281|9.0
8_a10|-0.368590322|-801.8744912000001|8_a10|0.809386132|-4.52|10.75705296|0.0916|-1257.59269|-0.21789|-47.16908772|9.617402178|4.2|-0.296880569|4.714910465|-7.6|594.63|-1257.84172|-0.132343104|6.279
12aq_a36|-0.5356623070000001|-1549.740434|12aq_a36|0.839953955|-3.52|14.98931431|0.0059|-1401.391057|-0.19967|-81.56528598|13.83147784|0.98|-0.674732412|9.548598682|-6.14|703.04|-1401.669694|-0.090926893|7.2596
4_a47|-0.462831711|-805.6976052|4_a47|0.783871003|-5.92|10.818777699999998|0.2221|-1509.262887|-0.21076|-50.35610033|7.429930428|5.71|-0.3692130839999999|2.300808176|-8.79|576.9|-1509.453558|-0.027355932|7.5
3b_a12|-0.547002361|-691.6596323|3b_a12|0.768772928|-4.26|10.88757628|0.2418|-1410.826913|-0.2232|-46.11064215|8.665655511|3.14|-0.332497127|2.816328871|-8.1|548.05|-1410.971864|-0.116772665|7.3098
15_a3|-0.505519936|-771.2023653|15_a3|0.813015336|-2.77|9.975434973|0.0173|-1328.531138|-0.22079|-55.08588323|5.220965278|1.56|-0.289938297|2.070175472|-5.78|553.81|-1328.688126|-0.039798975|7.6021
10_a15|-0.391156537|-1122.067607|10_a15|0.713794823|-6.22|10.08767698|0.0042|-1280.804272|-0.18958|-59.05618983|6.751174337|6.3|-0.384887119|3.550143186|-9.82|631.2|-1281.088565|-0.184255041|8.1549
12p_a30|-0.456474815|-1213.171684|12p_a30|0.7867133140000001|-5.66|13.94763694|0.1527|-1614.830085|-0.19992|-60.65858419|8.3245726|2.93|-0.3550576729999999|6.176226649|-7.01|685.08|-1615.094336|-0.09353607|7.7721
13d_a5 (GW788388)|-0.3706975529999999|-1061.602956|13d_a5 (GW788388)|0.78479342|-4.35|15.788837|0.1549|-1390.294368|-0.22841|-55.87383979|14.57821204|4.11|-0.33442223|6.374277851|-8.84|707.09|-1390.589662|-0.016337128|7.7447
47d_a18|-0.417659275|-1780.097106|47d_a18|0.7430748709999999|-5.74|19.16475647|0.5820000000000001|-1703.545539|-0.17405|-71.20388424|15.0913716|3.21|-0.480899596|10.15469843|-8.83|875.6|-1704.061013|-0.406388629|8.0969
12y_a30|-0.4579359229999999|-1286.372898|12y_a30|0.768409873|-6.04|14.55517927|0.1489|-1654.125015|-0.19815|-61.25585229|8.299049218|3.23|-0.353814891|6.751850651|-7.38|728.75|-1654.41361|-0.0922059569999999|7.6576
18c_a25|-0.282103688|-992.8013635|18c_a25|0.748718056|-6.05|14.65844196|0.0041|-1714.280779|-0.19532|-47.27625541|9.560410146|6.11|-0.162271435|4.140476673999999|-10.17|698.86|-1714.597797|-0.064145547|7.0555
12x_a30|-0.458718546|-1272.013771|12x_a30|0.782514704|-6.04|14.14885734|0.1517|-1654.1207|-0.19876|-60.57208434|7.953787804|3.23|-0.3545061539999999|6.435648079|-7.38|703.75|-1654.40976|-0.0922059569999999|7.6556
16d_a32|-0.68301199|-871.9843187999999|16d_a32|0.8575664540000001|-5.65|11.16880283|0.2915|-1877.185022|-0.20077|-67.07571683|19.43393087|3.82|-0.7589895790000001|10.90312918|-6.59|621.59|-1877.360551|-0.239509216|8.1135
16b_a23|-0.401493392|-1349.923395|16b_a23|0.7740962779999999|-6.19|18.46592377|0.3456|-1877.270284|-0.21093|-58.69232154|13.6235075|4.1|-0.3237716519999999|10.22222569|-7.33|772.84|-1877.655481|-0.224300431|7.0191
4l_a46|-0.3888343979999999|-867.5160294|4l_a46|0.726535412|-5.28|9.833034117|0.1523|-1092.484863|-0.20351|-48.19533497|3.468091068|5.02|-0.255755434|2.10550531|-7.0|612.39|-1092.745692|0.010799648|7.0088
4g_a49|-0.311927917|-1993.210915|4g_a49|0.7559263270000001|-7.47|18.19125978|0.0265|-2147.217543|-0.21545|-66.44036383|23.67887448|7.56|-0.328081947|18.81105094|-13.67|985.89|-2147.721319|-0.066023903|6.9747
3e_a32|-0.551661318|-647.0582188|3e_a32|0.8046468659999999|-6.52|10.68709999|0.2914|-1672.576776|-0.20098|-53.92151824|6.94742943|5.24|-0.275255791|3.608094688|-6.92|578.77|-1672.748189|-0.1395294259999999|8.0862
12a_a30|-0.454270252|-1144.332492|12a_a30|0.7885597609999999|-5.28|13.88603128|0.1511|-1575.538241|-0.19994|-60.22802588|9.228758655|2.62|-0.3557214489999999|6.263330101|-6.64|668.81|-1575.7783980000002|-0.094526372|7.9469
1n_a5|-0.393928416|-752.6490056|1n_a5|0.77828693|-4.27|15.27080096|0.3789|-1179.018429|-0.23278|-47.04056285|16.53002342|3.99|-0.3365350029999999|7.620766672|-8.07|607.15|-1179.209088|-0.015850084|7.5686
18b_a25|-0.303383008|-1158.910619|18b_a25|0.7723870909999999|-6.54|17.09119768|0.0468|-1767.2232149999998|-0.22145|-55.18621997|9.631015182|5.59|-0.189048258|6.296086869|-9.84|728.12|-1767.52411|-0.061048368|7.2924
6d_a40|-0.624951805|-1377.2170210000002|6d_a40|0.8361555479999999|-7.21|12.08146906|0.3518|-2470.62267|-214.0|-76.51205671|8.964021265|3.63|-0.722057579|7.108696385|-4.31|656.5|-2470.82949|-0.0603134|8.9208
1k_a5|-0.254495542|-570.0944662|1k_a5|0.7824502320000001|-3.97|12.9461019|0.1239|-1050.418953|-0.22504|-38.00629774|9.83146028|4.76|-0.120771321|2.850231839|-8.3|533.8|-1050.548505|0.045204303|7.3188
12az_a36|-0.387734368|-1360.503334|12az_a36|0.812921349|-4.11|15.73229538|0.0146|-1461.686269|-0.19846|-75.58351856|24.24160725|1.9|-0.593399474|17.0740303|-6.79|737.12|-1461.990465|-0.289604649|7.2366
15b_a10|-0.195505087|-958.3791518|15b_a10|0.791078367|-4.35|11.42472965|0.1595|-1317.429772|-0.20313|-50.44100799|12.09059037|4.44|-0.149607679|7.505718446|-8.18|721.17|-1317.766641|-0.27395395|7.0706
8_a20 (IN-1130)|-0.573278819|-1230.3809789999998|8_a20 (IN-1130)|0.760688473|-4.85|15.46983888|0.1361|-1368.118751|-0.20636|-64.75689362|12.55392404|4.08|-0.528090969|6.93243166|-9.63|696.06|-1368.412748|-0.083481481|7.4437
27_a47|-0.280944221|-966.6860481|27_a47|0.804224077|-4.81|13.50334344|0.1839|-1777.830739|-0.21594|-50.87821306|12.14264461|5.07|-0.207000956|6.762956126000001|-8.82|673.27|-1778.1049670000002|-0.157688306|5.6
31_a47|-0.441642572|-1049.01504|31_a47|0.856640117|-4.59|15.6194341|83.0|-1735.225703|-0.20463|-65.56344002|15.01710904|4.24|-0.417294247|8.234748813|-7.62|642.11|-1735.435432|-0.076351692|7.8
8_a1 (SB-202620)|-0.612004804|-955.6189441|8_a1 (SB-202620)|0.743088715|-4.94|13.67402758|0.5339|-1222.9606720000002|-0.2105199999999999|-59.72618401|11.1459518|5.06|-0.606562911|4.997944864|-8.02|586.27|-1223.279021|-0.042643966|6.3979
17a_a25|-0.362222339|-1188.917727|17a_a25|0.748718056|-5.12|16.93624014|0.1735|-1391.321455|-0.21559|-56.61512986|10.96472369|5.31|-0.248224991|6.442637379|-9.98|747.06|-1391.625102|-0.07654898|7.6021
12b_a32|-0.584995111|-792.1327267000001|12b_a32|0.838021287|-5.9|12.42841652|0.2865|-1880.537231|-0.19976|-60.93328667|15.72418067|4.19|-0.462201267|6.356098747000001|-7.65|663.89|-1880.770588|-0.1534110109999999|7.585
8e_a46|-0.132524216|-503.9668235|8e_a46|0.789844634|-3.59|9.911785304|0.2162|-954.743261|-0.2201|-33.59778824|6.023886838999999|3.9|-0.046696417|2.482871976|-6.67|552.99|-954.9296396|-0.135984209|6.3915
9b_a36|-0.4060950789999999|-1111.193067|9b_a36|0.7885597609999999|-4.6|13.80758516|0.5392|-1575.557248|-0.20979|-61.73294817|9.967846072|2.76|-0.308862918|6.707514535|-6.64|666.01|-1575.7800140000002|-0.094526372|7.6778
12bd_a36|-0.436345273|-1313.035977|12bd_a36|0.78699829|-4.54|15.34283166|0.0058|-1311.291779|-0.19826|-65.65179884|10.14142465|2.5|-0.4017244129999999|7.733288012999999|-7.34|706.26|-1311.591775|-0.169994208|7.7696
12b_a5|-0.1708042239999999|-735.3231872|12b_a5|0.779793078|-2.3|16.16438947|0.0001|-1276.940335|-0.16607|-43.25430513|16.27715102|0.72|-0.1214831359999999|6.584944956|-7.67|669.05|-1276.928859|-0.110182753|7.3768
