molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|WNSA5|RPCS|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
8h_a8|0.0|1|0|0|2.975382653|1|7.05012252|0|-0.010324979|4.844187086|-0.249095464|0.008138299|0.0|-0.485274006|-0.007796225|-0.085125857|0.007079485|1|1|-0.007036544|0.021094825|0.254819201|-0.53822084|0.578166105|0.6971223040000001|0.111824921|0.010682683|0.751162751|0|0.602405134|-0.122706004|0.273425421|0.0111998669999999|-72.14530885|6.58499063|316.4918269|-39.07081527|53.78973456|70.94463092|-28.69532281|78.73029948|0.451435543|2623.688756|-1262.594204|2019.780061|0.822939833|5956.417906000001|48.02637252|31.2477685|0.00764059|1374.901814|4.492304417|0.0|0.0|0.0|2.0|0.0|23.0|80.88|2.0|0.0|1.0|-5.21|4.0|391.37|0.0|4.01|6.11e-06|0.0023899999999999|1.01e-05|3.82|0.0|0.0|1.13e-08|4.43e-06|-0.06344|4801.0|7.71|3.7327|608.39|1029.51|332.16|480.09|0.69844|-0.21819|0.03330037|-1361.5113789999998|4.4356|4.9359|4.9359
4a_a49|0.0|0|0|0|0.0|1|7.535296702|1|-0.006602016|5.4161004020000005|-0.074495823|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|1|0.7570436159999999|-0.094228246|0.433367368|0.017143497|-57.79201133|10.51443916|313.22432680000003|-33.05061877|60.11195021|68.37721704|-17.96270092|68.30645049|0.4716382|2675.628678|-916.0977468|1647.61849|0.8926425020000001|5950.370212|214.47685|27.62211044|0.023624093|1408.727632|14.48911428|0.0|1.0|1.0|2.0|0.22|21.0|92.93|1.0|0.0|1.0|-3.28|5.0|399.45|0.0|2.42|0.000528|211.0|0.000305|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|3.7876|660.19|1128.22|327.34|504.63|0.68042|-0.2231199999999999|0.04133192|-1312.98289|4.8706|7.4949|7.4949
10_a27|0.0|0|0|0|0.0|2|6.605297921|0|-0.006285923|4.59511985|-0.044164147|-0.184068581|1.296293777|-0.282866526|0.00991794|0.034318674|-0.000903965|1|1|0.010329671|-0.309727442|-0.341622797|-0.487435299|0.639413469|0.804375252|0.129719095|-0.001453596|0.862408925|1|0.8526621529999999|-0.061299064|0.346344305|0.017676458|-32.5969511|9.399794974|6.0140309720000005|-24.60801194|49.19800605|55.05868025|-16.5270506|41.99674607|0.477162521|2270.538352|-694.1361252|943.2258247|0.912640238|4894.8090170000005|135.40932969999997|22.1732254|0.01651645|931.2754667000002|8.782938574|1.0|0.0|1.0|0.0|0.16|21.0|65.6|0.0|0.0|1.0|-3.57|4.0|331.37|1.0|2.74|0.000266|0.0882|0.0001189999999999|2.55|0.0|0.0|5.81e-07|0.000192|-0.0498|4.1495|4.66|4.1495|573.31|958.95|298.79|450.26|0.63894|-0.21785|0.0227416|-1083.008551|6.9456|7.1612|7.1612
8g_a12|0.0|1|1|1|2.897921027|0|6.580639137|1|-0.0084227909999999|4.59511985|-0.029907264|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|-0.040257632|1|1|0.005405355|-0.068810076|0.122649613|-0.532504083|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|1|0.8576253690000001|-0.076856227|0.274352085|0.008910823|-42.39297373|4.915102972|84.95000993|-31.79592789|0.0|61.99654413|-23.58177591|47.30807670000001|0.463772637|2506.427441|-1037.59814|1356.883205|0.864880588|5327.736626|54.23932676|26.15353224|0.007890315|1150.7554189999998|4.352203029|0.0|1.0|1.0|2.0|0.1|21.0|78.85|1.0|0.0|1.0|-4.38|5.0|353.38|0.0|2.77|4.15e-05|0.0146|4.61e-05|3.06|0.0|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|3731.0|590.93|989.66|332.31|418.41|0.55027|-0.21633|0.03954539|-1154.173831|4.2131|5.43|5.43
4a_a46|0.0|0|0|0|0.0|1|7.825245291|1|-0.001042349|5.587248657999999|-0.008364558|-0.137420119|0.0|-0.051075084|0.012632881|-0.11172225|-0.0466186959999999|1|1|0.0120924389999999|-0.216904465|-0.129430244|-0.143806973|0.679741138|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0|0.923958017|-0.05488948|0.264863483|0.00935578|-28.50561609|4.858713991|6.579492736000001|-18.30276019|55.05332552|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|-528.6479264|1427.844961|0.751302315|4481.754309|133.66119809999998|15.47527339|0.011380391|711.8625758999999|5.910149982|1.0|1.0|1.0|0.0|0.35|17.0|43.6|0.0|0.0|1.0|-3.93|3.0|318.42|1.0|3.43|0.000117|0.0372|4.89e-05|3.34|0.0|0.0|1.53e-07|4.86e-05|-0.02921|4.5454|3.4|4.5454|560.87|967.0|272.77|467.4|0.6893600000000001|-0.21988|0.022810825|-994.079365|3.7138|6.7423|6.7423
12bd_a36|0.0|1|0|0|3.497517322|0|7.412764017000001|2|-0.006695407|5.351858133|-0.045630197|0.025649557|0.0|-0.4017244129999999|0.003676818|-0.030990165|-0.0288761339999999|1|1|0.0045625|0.042808724|-0.169994208|-0.436345273|0.902377067|0.78699829|-0.011529973|-0.047786573|0.833398429|0|0.832478093|-0.071083327|0.279020022|0.0177487689999999|-46.92083391|11.7156452|83.92365468|-43.33557909|0.0|75.7932235|-23.44707102|58.63647911|0.475272043|2772.776922|-1313.035977|2403.371086|0.905749421|5957.939097|143.6066496|29.96655829|0.015363883|1678.127264|10.14142465|1.0|1.0|0.0|2.0|0.21|17.0|69.2|1.0|0.0|1.0|-4.54|4.0|409.49|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3.79|3544.0|706.26|1200.23|349.84|568.94|0.7044100000000001|-0.19826|0.03110617|-1311.352257|7.6908|7.7696|7.7696
8d_a12|0.0|1|1|1|2.976279182|0|6.580639137|1|-0.0076893469999999|4.59511985|-0.048642535|0.0276482139999999|2.075171777|-0.376778003|0.000925796|-0.065870394|-0.046326855|1|1|0.001575111|0.0479437859999999|0.016135176|-0.484923957|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|1|0.858710112|-0.077834742|0.266886187|0.011348654|-43.27410838|6.309558958999999|90.34024296|-32.00762818|0.0|64.53435462|-21.74879802|49.58366734|0.465113852|2466.513191|-978.6959108|1288.818257|0.8695567329999999|5255.11762|92.36749461|26.08195789|0.012525773|1173.6881050000002|6.964006932|1.0|1.0|1.0|2.0|0.1|21.0|65.96|2.0|0.0|1.0|-4.58|4.0|352.39|1.0|3.02|2.64e-05|0.0093|2.43e-05|3.51|0.0|0.0|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|3.7397|600.2|1007.85|331.53|433.32|0.4997399999999999|-0.20794|0.04004678|-1138.139635|3.0277|7.6021|7.6021
8a_a32|0.0|1|1|1|3.217128449|0|7.773594467000001|0|-0.010151321|5.733341277|-0.056633919|-0.0281981579999999|2.059960334|-0.497414715|-0.003484915|-0.020716518|-0.128684642|3|3|-0.001662219|-0.050766252|-0.1534110109999999|-0.591393096|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.8966299409999999|1|0.814553726|-0.083474428|0.221908108|0.018321589|-52.34893512|11.48993376|73.64907732|-43.03057598|66.81560596|79.73671389|-22.37464674|63.83886888|0.480024324|2574.085885|-1029.23375|3312.822051|0.923166883|5659.295213|157.3554684|29.86932167|0.017733503|1373.988797|11.12113054|1.0|1.0|1.0|2.0|0.26|19.0|140.04|2.0|1.0|1.0|-6.82|4.0|397.52|0.0|4.07|1.5199999999999998e-07|6.03e-05|1.02e-05|4.17|0.0|0.0|2.23e-08|8.86e-06|-0.06166|3562.0|4.98|3562.0|667.29|1110.23|348.07|566.07|0.70316|-0.2061599999999999|0.03498398|-1880.595748|7.6703|7.3468|7.3468
11b_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|-0.002908227|5.82008293|-0.014702942|-0.007722567|2.114272566|-0.13377846|0.011959339|-0.218953127|-0.133073229|2|2|0.012037198|-0.013155246|-0.277408878|-0.266743077|0.701976536|0.800774662|-0.146696566|-0.20645662|0.862408925|1|0.931316325|-0.0445367309999999|0.229754094|0.019455771|-23.23499995|10.1501574|7.949039772000001|-19.0090431|86.04123302|47.72173991|-13.01301376|33.38515735|0.42907551|2286.724895|-546.5465781|1650.235214|0.751545111|4884.730303|186.7429782|20.26785036|0.021631609|851.2497152000001|11.28530137|0.0|1.0|1.0|0.0|0.15|20.0|48.53|0.0|0.0|2.0|-3.58|3.0|327.38|1.0|2.96|0.000263|0.0862|6.97e-05|2.9|0.0|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.05|3.9863|560.06|955.4|311.03|431.63|0.64477|-0.19501|0.02113855|-1045.849774|3.7922|5.7696|5.7696
8_a15|0.0|0|0|0|0.0|0|0.0|0|-0.009853404|0.0|-0.044406425|0.155304204|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|-0.014489333|0|0|0.003160815|0.225620047|-0.295062413|-0.342749125|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0|0.853896482|-0.071552706|0.381651497|0.0336657729999999|-41.7821007|19.65860939|104.8781037|-40.33569847|55.99586988|89.80283608|-16.91650111|61.44071008|0.389723411|2393.276181|-828.9085544|1919.535904|0.638601279|5306.2234530000005|280.62296039999995|32.56759415|0.035495625|1595.8121130000002|20.72712321|1.0|0.0|1.0|1.0|0.19|18.0|61.84|2.0|0.0|1.0|-5.25|5.0|366.41|1.0|3.76|5.63e-06|0.00206|1.53e-05|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|4.4346|3.36|3.7426|598.84|1050.15|331.28|538.51|0.70524|-0.18303|0.01719864|-1223.523393|1.4589|6.9666|6.9666
8b_a12|0.0|0|0|0|0.0|0|0.0|1|-0.012630509|0.0|-0.1676879319999999|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|0|0|-0.007926474|0.047425677|0.006468729|-0.659952678|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0|0.740926309|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|6.513753986|319.0086845|-39.02494133|76.80174559999999|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|-1213.971783|1437.536303|0.926552694|5217.318476|64.26553043|29.68794201|0.009361504|1365.645333|5.416912474|0.0|1.0|1.0|2.0|0.1|18.0|80.37|1.0|0.0|1.0|-4.1|4.0|355.39|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|2.76|0.0|0.0|3.56e-08|1.26e-05|-0.0589|4.2263|5.11|3.7446|611.93|1020.47|331.1|460.08|0.57773|-0.21184|0.03936706|-1159.2425119999998|6.1286|6.58|6.58
12c_a36|0.0|1|0|0|3.447900368|0|7.412764017000001|2|-0.007667703|5.351858133|-0.04162109|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|-0.056994595|1|1|0.0010871589999999|0.146546059|-0.177407665|-0.4423430339999999|0.8941919290000001|0.819222745|-0.033217921|-0.097861598|0.8741648479999999|0|0.840733512|-0.073370864|0.462597812|0.019582215|-47.12722334|12.5779546|60.79111287|-43.57746274|6.546878962999999|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|-1221.198398|2365.641348|0.899732176|6256.172329|157.3609748|32.34920911|0.019278991|1617.460455|12.38318928|1.0|1.0|0.0|2.0|0.14|17.0|69.2|1.0|0.0|1.0|-4.44|4.0|415.88|1.0|2.34|3.64e-05|0.0151|2.55e-05|3.31|0.0|0.0|6.65e-08|2.77e-05|-0.04992|3.8436|3.79|3.8436|672.74|1137.55|322.58|509.61|0.68913|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|8.0458|8.0458
7d_a10|0.0|0|0|0|0.0|1|7.535296702|1|-0.00179944|5.4161004020000005|-0.017919404|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|-0.071185424|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.089622042|-0.2018053139999999|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.869684772|1|0.841052067|-0.059327943|0.421731106|0.010495008|-31.47566249|5.567989142999999|12.32220006|-19.95666068|89.87999909999999|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|-564.2395741|1597.531619|0.938419104|5174.981962|143.4649092|17.98535187|0.014078094|773.3701306|7.468948447000001|1.0|1.0|1.0|0.0|0.19|21.0|43.6|1.0|0.0|1.0|-4.22|4.0|344.38|1.0|3.95|5.98e-05|0.0206|1.9e-05|3.62|0.0|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|3.8856|574.87|970.29|319.09|417.68|0.68393|-0.21965|0.02250617|-1129.0552810000002|3.4695|6.0325|6.0325
5e_a40|0.0|0|0|0|0.0|1|8.149890544|0|-0.004925115|6.167516491000001|0.0601021459999999|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|0.158430496|0.029272031|2|2|0.008306061|-0.184667138|0.010397494|-0.391074665|0.535506399|0.8092726020000001|-0.402340487|0.0451110059999999|0.877722972|1|0.864422751|-0.076883794|0.0499188609999999|0.019851304|-36.56222854|9.440323938|170.7311133|-20.29110082|51.7148695|48.81318333|-17.06741495|46.00255248|0.47779156|1986.384601|-512.0224486000001|512.5703164|0.914944155|4158.984115|84.47727896|20.75420252|0.012921086|622.6260756|6.144645946|1.0|0.0|0.0|0.0|0.21|14.0|75.5|1.0|0.0|2.0|-4.78|3.0|303.77|1.0|3.33|1.66e-05|0.00505|5.56e-05|3.51|0.0|0.0|2.23e-05|0.00678|-0.07231|3.7138|4.99|3.7138|493.19|802.38|333.85|390.33|0.69675|-0.2201699999999999|0.01659566|-1637.162552|10282.0|7.6021|7.6021
18_a20|0.0|1|0|0|3.463603867|0|6.842683282|0|-0.008841844|4.727387819|-0.12050413|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|1|1|-0.004071701|0.268927191|0.003282792|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|1|0.76136176|-0.0927760219999999|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|-42.1615378|82.70867776|72.31812218|-23.91074854|68.92770059|0.483668611|2809.844943|-1267.269673|1822.210286|0.936740671|6206.896662|125.81822920000002|29.4862782|0.013457694|1562.772745|8.954638548|1.0|1.0|1.0|2.0|0.08|27.0|97.55|2.0|0.0|0.0|-5.59|4.0|419.48|0.0|3.78|2.54e-06|0.00107|6.91e-06|3.85|0.0|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|5.35|3.5355|703.24|1204.88|350.69|531.11|0.6953699999999999|-0.20289|0.03787435|-1352.135304|8.0505|7.4685|7.4685
5_a47|0.0|0|0|0|0.0|0|0.0|0|-0.009295857|0.0|-0.188550227|0.003858593|1.284688504|-0.390426|-0.012670377|-0.002627182|0.045246333|0|0|-0.011237954|0.0083528919999999|-0.0428873159999999|-0.454659897|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.861595935|1|0.807957755|-0.087763105|0.526509524|0.009936558|-46.33853208|5.246458665|104.9032216|-27.93318665|0.0|62.14504725|-20.34777119|51.58499074|0.4736061789999999|2368.870941|-793.5630764|1349.003107|0.8997183470000001|5501.708422|115.3294396|26.03444329|0.017501741|1015.343288|9.240842159|1.0|1.0|1.0|2.0|0.0|22.0|58.04|2.0|0.0|1.0|-5.65|4.0|365.79|0.0|4.29|2.25e-06|0.000824|3.18e-06|4.7|0.0|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|561.61|951.68|334.35|401.16|0.69291|-0.20954|0.03591467|-1569.258939|3.8816|7.7|7.7
AKLKII_a46|0.0|1|0|0|2.917217813|0|6.605297921|0|-0.003417504|4.59511985|-0.030657|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|1|1|0.006731579|-0.015805561|-0.066245471|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|1|0.837641394|-0.071827497|0.271156366|0.010384859|-34.061229|4.924591245|160.85204040000002|-20.09682339|0.0|49.76981906|-15.74102977|38.98582025|0.47999819|2000.353437|-550.9360419|792.7439217|0.92307023|4110.764451|108.05343229999998|20.38625028|0.015584114|713.5187596|7.390123534|1.0|1.0|1.0|1.0|0.06|21.0|67.35|0.0|0.0|1.0|-3.24|4.0|287.32|1.0|2.45|0.000578|166.0|0.000266|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||6.7423|6.7423
35_a18|0.0|0|0|0|0.0|0|7.03438793|2|-0.00622005|4.844187086|-0.020425504|-0.069149293|0.0|-0.44784362|-7.44e-05|0.027469086|-0.0098863069999999|0|0|0.00113101|-0.104482176|-0.117857059|-0.5009599889999999|0.737701788|0.737094825|-0.032017257|-0.017913121|0.774007861|0|0.800765945|-0.081822342|0.3888901179999999|0.008853796|-60.302584200000005|6.525195505|118.7214377|-45.74482543|74.92670772|67.9315105|-24.64522632|66.82777970000001|0.465531336|3038.429834|-1675.875389|1761.858479|0.87101708|6995.248058|92.43836482|28.17969862|0.007954001|1916.219506|5.862051629|1.0|1.0|1.0|3.0|0.3|18.0|85.29|3.0|0.0|1.0|-6.06|3.0|480.6|0.0|3.07|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|8.09|3.2146|796.47|1400.62|385.69|657.07|0.69279|-0.18079|0.02600607|-1532.627182|2.7788|7.6198|7.6198
16i_a32|0.0|1|1|1|3.352437091|0|7.765993078999999|0|-0.0146198339999999|5.733341277|-0.075706124|-0.056414399|2.078707411|-0.7748511779999999|-0.003511776|-0.104899053|0.006037736|3|3|-0.001202032|-0.098841478|-0.211019184|-0.700853898|0.801401734|0.836966894|0.134577711|0.009897928|0.8829894|1|0.801494708|-0.0857355019999999|0.5368697929999999|0.022335011|-56.03343427|14.59730623|90.08098301|-49.02383532|32.3175507|88.80827938|-24.00328703|70.6307405|0.455596751|2770.767996|-1200.164351|3450.514629|0.836873682|6355.471589|183.6742715|33.38593207|0.021112022|1669.296604|13.79800742|1.0|1.0|1.0|2.0|0.3|19.0|149.27|3.0|1.0|1.0|-7.03|5.0|427.54|0.0|3.96|9.25e-08|3.96e-05|8.18e-06|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|692.96|1175.51|342.72|573.38|0.70222|-0.2002|0.02810109|-1995.11813|4.0568|8.2596|8.2596
47i_a18|0.0|0|0|0|0.0|0|7.03438793|1|-0.006882626|4.844187086|-0.066917145|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|-0.040514277|0|0|0.000427479|-0.057689282|-0.162274487|-0.499939719|0.742536498|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0|0.8030751740000001|-0.0780255879999999|0.279553995|0.009745543|-54.34379065|6.787641686000001|72.81110823|-43.46880696|82.81385171|68.954317|-24.55535669|61.13143233|0.487446923|2795.907966|-1497.876758|1333.332089|0.951017454|6353.6617320000005|96.90318745|28.52393145|0.009393984|1739.959818|6.542785417999999|1.0|1.0|1.0|3.0|0.22|18.0|85.29|3.0|0.0|1.0|-5.18|3.0|440.54|0.0|2.5|6.58e-06|0.0029|1.67e-05|3.7|0.0|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|7.37|3.2321|744.95|1297.7|383.61|664.78|0.69175|-0.18299|0.02671774|-1415.944522|3.5235|7.7212|7.7212
5a_a40|0.0|0|0|0|0.0|1|8.149890544|0|-0.004609716|6.167516491000001|0.059258947|-0.108428634|0.808197279|-0.152120625|0.011345707|0.180125135|-0.02394636|2|2|0.010425818|-0.191663433|0.007301856|-0.363338726|0.538671739|0.756882266|-0.442215721|-0.0395444479999999|0.820901326|1|0.8531783270000001|-0.078132307|0.04987082|0.020641204|-34.5789643|9.135164355|174.99981530000002|-17.82228195|52.43850484|46.06507254|-16.10801287|43.71412865|0.4889874279999999|1847.672595|-483.24038600000006|508.8362301|0.956899016|3736.248815|78.57142892|19.58503709|0.0130940839999999|587.5511127|5.795040371|1.0|0.0|1.0|0.0|0.21|14.0|75.5|0.0|0.0|2.0|-4.13|3.0|269.32|1.0|2.8|7.49e-05|0.0202|0.000213|2.88|0.0|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|466.79|757.45|326.96|353.51|0.69499|-0.21644|0.01514427|-1177.555706|7.6003|7.0915|7.0915
28_a20|0.0|0|0|0|0.0|1|6.842683282|0|-0.006492092|4.727387819|-0.114439513|0.091462964|1.650185059|-0.363557127|0.002234763|0.0313932529999999|-0.039965901|1|1|0.002695258|0.155263557|-0.028782305|-0.447096101|0.715067047|0.755701837|-0.104458316|-0.06654421|0.812553182|1|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-57.59898971|9.799649234|318.7453661|-40.6172876|88.39175809|71.98460956|-23.40616218|67.39863895|0.468838001|2865.917291|-1217.120433|2449.815677|0.8826648009999999|6348.941881000001|151.0788711|30.25452396|0.016673728|1573.2352460000002|11.12858789|0.0|1.0|1.0|1.0|0.08|27.0|99.58|1.0|0.0|1.0|-4.42|5.0|420.47|0.0|3.04|3.77e-05|0.0159|3.72e-05|2.68|0.0|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|3.5798|704.42|1198.32|346.35|531.85|0.4701899999999999|-0.21814|0.03534166|-1368.146882|4.7428|6.5935|6.5935
8k_a46|-3.737070812|0|0|0|0.0|1|7.727094485|1|-0.006208399|5.533389489|-0.380857136|-0.061030265|0.0|-0.397337564|-0.002099764|-0.114070359|-0.038125|1|1|0.002202734|-0.1017929319999999|-0.050069565|-0.510222233|0.73768327|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0|0.7381768390000001|-0.08638304|0.400181795|0.009441365|-61.98124174|6.774333772|104.0919365|-44.45419269|19.34993627|70.036452|-23.74966689|68.75557551|0.4938768979999999|3351.548891|-1424.980013|2328.360804|0.975803904|7352.280688|124.4394929|28.73282642|0.0112621819999999|1723.969585|8.080799245|1.0|1.0|1.0|2.0|0.24|23.0|124.17|1.0|0.0|1.0|-5.74|6.0|474.58|0.0|3.29|1.82e-06|0.000866|7.47e-06|3.45|0.0|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|4.1034|742.04|1302.56|302.15|642.39|0.5577300000000001|-0.20954|0.04718819|-1845.037411|3.8107|6.8327|6.8327
4_a27|0.0|0|0|0|0.0|2|6.823286122000001|0|-0.006181204|4.727387819|-0.058641975|-0.273119343|1.274166982|-0.278154179|0.00991794|0.13397347|-0.01660383|1|1|0.010329671|-0.459570857|-0.341622797|-0.480852615|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|1|0.852604338|-0.057748369|0.3485918529999999|0.0201467639999999|-29.89961815|10.43112657|8.590238252999999|-21.12083948|58.27512057|51.33640873|-14.56891559|40.33074472|0.444169714|2273.715366|-611.8944548999999|1213.060761|0.799110312|4988.6278600000005|164.3952417|21.34684457|0.020363697|896.5674718|10.54344507|0.0|0.0|1.0|0.0|0.16|21.0|65.6|0.0|0.0|1.0|-3.57|4.0|331.37|1.0|2.8|0.000266|0.0882|0.000102|2.55|0.0|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|555.75|946.77|300.29|445.65|0.6089899999999999|-0.21533|0.01877181|-1083.01571|3.9202|8.3979|8.3979
4_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|-0.008561428|4.727387819|-0.161259999|-0.08769805|1.882124381|-0.325334256|-0.008407895|0.057349653|0.0248526079999999|1|1|-0.007022144|-0.208888686|0.127253753|-0.607238634|0.640351067|0.721302096|-0.028924747|0.041477445|0.785381728|1|0.74053397|-0.110345083|0.5842630360000001|0.008006786|-52.4583525|3.806447632|235.6982345|-22.30593113|77.51574252|51.71950126|-18.76802992|56.26480013|0.415852758|2142.972568|-656.8810472|1548.626215|0.711897153|4885.093366|63.23984222|21.6476858|0.0100954959999999|757.6690029|4.799426464|1.0|1.0|1.0|1.0|0.0|21.0|80.04|1.0|0.0|1.0|-5.69|3.0|321.37|0.0|4.09|2.02e-06|0.00065|8.22e-06|4.3|0.0|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.53|3.4771|504.29|858.45|356.58|338.33|0.6896|-0.20826|0.02921941|-1355.239905|3.1409|5.9|5.9
25d_a34|0.0|0|0|0|0.0|1|7.412764017000001|1|-0.015046463|5.351858133|-0.089654563|-0.163072107|0.0|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|1|1|-0.001685762|-0.263924686|-0.342090037|-0.605891389|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.799694715|0|0.674282353|-0.100582621|0.631894475|0.0292772039999999|-66.52770588|19.36462983|174.9700398|-54.29641443|69.64131956|95.24066462|-29.42857839|85.89233572|0.478308897|2939.671168|-1559.714654|2564.887803|0.916843118|6513.063805|147.36277019999997|37.86469665|0.019881997|2006.828923|13.15041965|1.0|1.0|1.0|2.0|0.12|23.0|90.3|1.0|0.0|1.0|-4.61|5.0|427.46|0.0|3.21|2.44e-05|0.0104|3.3e-05|3.05|0.0|0.0|8.26e-09|3.53e-06|-0.03521|4.2732|6.05|4.2732|706.21|1198.19|290.15|554.05|0.6764600000000001|-0.21234|0.02807001|-1426.307095|8.0068|6.0223|6.0223
